mean 100 episode reward,mean 100 episode reward per step,steps,% time spent exploring,episodes
-17.6,-0.22555184793047636,118600,2,1527
-17.7,-0.2261001766820164,118700,2,1528
-17.6,-0.226093907823651,118800,2,1529
-17.6,-0.2260922138420043,118900,2,1531
-17.6,-0.2260922138420043,119000,2,1531
-17.6,-0.2260922138420043,119100,2,1531
-17.8,-0.2234435484376087,119200,2,1533
-17.2,-0.22196884536743908,119300,2,1534
-17.3,-0.22255310803003858,119400,2,1535
-17.3,-0.22255310803003858,119500,2,1535
-16.9,-0.22302074115972828,119600,2,1538
-16.9,-0.22565968644355328,119700,2,1539
-16.9,-0.22565968644355328,119800,2,1539
-16.9,-0.22565968644355328,119900,2,1539
-17.2,-0.2290024541250057,120000,2,1542
-17.2,-0.2273310473652343,120100,2,1543
-17.2,-0.22440022091884665,120200,2,1544
-17.2,-0.2229120547070809,120300,2,1547
-17.2,-0.22525112751844745,120400,2,1549
-17.2,-0.22525112751844745,120500,2,1549
-17.2,-0.22525112751844745,120600,2,1549
-17.6,-0.2252454015833817,120700,2,1550
-17.6,-0.22498820996252905,120800,2,1551
-17.6,-0.22498820996252905,120900,2,1551
-17.8,-0.2225967944110942,121000,2,1552
-17.8,-0.2225967944110942,121100,2,1552
-17.9,-0.22141341466816997,121200,2,1553
-18.0,-0.2230129830048773,121300,2,1554
-18.2,-0.22214228192631033,121400,2,1555
-17.8,-0.22187503753835164,121500,2,1556
-17.8,-0.22187503753835164,121600,2,1556
-17.8,-0.22187503753835164,121700,2,1556
-12.0,-0.1836681353732246,121800,2,1559
-12.1,-0.18066329410980914,121900,2,1560
-11.5,-0.17984881132244393,122000,2,1562
-11.5,-0.18138011889338712,122100,2,1565
-11.5,-0.18138011889338712,122200,2,1565
-11.5,-0.18138011889338712,122300,2,1565
-11.7,-0.17961793776563387,122400,2,1566
-11.7,-0.186164904239827,122500,2,1569
-11.7,-0.18934639290804087,122600,2,1571
-11.7,-0.1929639101652858,122700,2,1573
-11.7,-0.1929639101652858,122800,2,1573
-11.7,-0.1929639101652858,122900,2,1573
-11.9,-0.19473898676807383,123000,2,1575
-11.9,-0.1971072812912759,123100,2,1576
-11.9,-0.1971072812912759,123200,2,1576
-11.9,-0.1971072812912759,123300,2,1576
-12.0,-0.1967837884140504,123400,2,1578
-12.0,-0.1967837884140504,123500,2,1578
-12.2,-0.1949159225988578,123600,2,1579
-12.3,-0.197089878964504,123700,2,1581
-12.3,-0.19855958425607428,123800,2,1583
-12.3,-0.19855958425607428,123900,2,1583
-12.4,-0.19965767442411544,124000,2,1585
-12.4,-0.19965767442411544,124100,2,1585
-12.5,-0.1971259330153573,124200,2,1587
-12.4,-0.19663922999230052,124300,2,1589
-12.4,-0.19663922999230052,124400,2,1589
-12.4,-0.19663922999230052,124500,2,1589
-12.9,-0.19602430987496208,124600,2,1591
-13.0,-0.19145721249293868,124700,2,1592
-13.0,-0.19145721249293868,124800,2,1592
-13.1,-0.18467424060111065,124900,2,1594
-13.1,-0.18467424060111065,125000,2,1594
-13.1,-0.18467424060111065,125100,2,1594
-13.2,-0.183177998480285,125200,2,1595
-13.2,-0.1844181670925284,125300,2,1596
-13.2,-0.1844181670925284,125400,2,1596
-13.2,-0.1844181670925284,125500,2,1596
-13.3,-0.183309400090421,125600,2,1598
-13.3,-0.18141047977608138,125700,2,1599
-13.2,-0.18000165437872837,125800,2,1600
-13.1,-0.17899956692823804,125900,2,1601
-13.0,-0.17844387121834832,126000,2,1603
-12.9,-0.17887443049788584,126100,2,1605
-12.9,-0.17887443049788584,126200,2,1605
-13.2,-0.18067930581405647,126300,2,1606
-12.8,-0.18394688275020676,126400,2,1610
-12.7,-0.18381212988659992,126500,2,1611
-12.7,-0.18381212988659992,126600,2,1611
-12.4,-0.18297425159052383,126700,2,1612
-12.4,-0.18297425159052383,126800,2,1612
-12.5,-0.18510217812021876,126900,2,1615
-12.6,-0.18533328204432412,127000,2,1616
-12.6,-0.18512550390270302,127100,2,1617
-12.6,-0.18512550390270302,127200,2,1617
-12.7,-0.1848325614976284,127300,2,1618
-12.0,-0.18328078151592933,127400,2,1619
-12.0,-0.18328078151592933,127500,2,1619
-12.0,-0.18328078151592933,127600,2,1619
-12.2,-0.18486360904096316,127700,2,1621
-12.2,-0.18518518322784314,127800,2,1622
-12.0,-0.18380507212976407,127900,2,1625
-12.0,-0.181926974826989,128000,2,1626
-12.2,-0.18454167539834807,128100,2,1627
-12.1,-0.1844187105701391,128200,2,1628
-12.1,-0.1844187105701391,128300,2,1628
-12.2,-0.18483617540422312,128400,2,1629
-12.2,-0.18483617540422312,128500,2,1629
-12.2,-0.18483617540422312,128600,2,1629
-12.5,-0.18382343107671925,128700,2,1630
-12.5,-0.18382343107671925,128800,2,1630
-12.5,-0.18382343107671925,128900,2,1630
-13.3,-0.1863770998367626,129000,2,1631
-13.3,-0.1863770998367626,129100,2,1631
-13.1,-0.18668488457622442,129200,2,1633
-13.1,-0.18687987661009095,129300,2,1634
-13.2,-0.18754697846981044,129400,2,1635
-13.2,-0.18754697846981044,129500,2,1635
-13.4,-0.18801507463934045,129600,2,1636
-13.4,-0.18801507463934045,129700,2,1636
-13.4,-0.18761352679309443,129800,2,1638
-13.4,-0.18495925557827855,129900,2,1639
-13.2,-0.18579504892920207,130000,2,1642
-13.2,-0.18961730574913105,130100,2,1643
-13.1,-0.1897992258963335,130200,2,1645
-13.0,-0.18706961131812683,130300,2,1648
-12.6,-0.19125974854434727,130400,2,1651
-12.3,-0.19260069424746717,130500,2,1653
-12.3,-0.19260069424746717,130600,2,1653
-12.3,-0.19260069424746717,130700,2,1653
-12.6,-0.19186568456949743,130800,2,1654
-12.6,-0.19186568456949743,130900,2,1654
-12.1,-0.19351578443931483,131000,2,1658
-12.1,-0.19533032509273768,131100,2,1660
-12.1,-0.19533032509273768,131200,2,1660
-12.1,-0.19533032509273768,131300,2,1660
-12.6,-0.1971480500078596,131400,2,1662
-12.7,-0.19838973079010572,131500,2,1663
-12.7,-0.19838973079010572,131600,2,1663
-12.7,-0.19838973079010572,131700,2,1663
-12.9,-0.1966121823147836,131800,2,1664
-12.9,-0.1966121823147836,131900,2,1664
-13.0,-0.1952720885943263,132000,2,1665
-13.0,-0.1952720885943263,132100,2,1665
-13.0,-0.1952720885943263,132200,2,1665
-12.9,-0.19503316520108868,132300,2,1666
-12.8,-0.1914407574375539,132400,2,1668
-12.8,-0.19333240791987713,132500,2,1670
-12.8,-0.19333240791987713,132600,2,1670
-12.8,-0.19333240791987713,132700,2,1670
-13.1,-0.19224101695896767,132800,2,1671
-13.1,-0.19224101695896767,132900,2,1671
-13.1,-0.19627002278558361,133000,2,1674
-12.9,-0.19414125831686416,133100,2,1675
-12.7,-0.1941073538787049,133200,2,1677
-12.7,-0.1941073538787049,133300,2,1677
-12.7,-0.1941073538787049,133400,2,1677
-12.9,-0.19444436402798546,133500,2,1678
-12.8,-0.19648069941803548,133600,2,1679
-12.8,-0.19648069941803548,133700,2,1679
-13.0,-0.19563521721338453,133800,2,1680
-13.0,-0.1961033109681629,133900,2,1681
-13.0,-0.19385586718223938,134000,2,1682
-13.0,-0.19385586718223938,134100,2,1682
-13.0,-0.19385586718223938,134200,2,1682
-13.0,-0.19425425208632505,134300,2,1684
-13.0,-0.19604305647871542,134400,2,1686
-13.0,-0.19604305647871542,134500,2,1686
-12.9,-0.1939444248490003,134600,2,1688
-13.0,-0.19251445666251432,134700,2,1689
-13.0,-0.19251445666251432,134800,2,1689
-12.6,-0.19113408201186993,134900,2,1692
-12.6,-0.19113408201186993,135000,2,1692
-12.6,-0.19113408201186993,135100,2,1692
-12.7,-0.19113422671400013,135200,2,1693
-12.7,-0.19194003671102183,135300,2,1694
-12.7,-0.19194003671102183,135400,2,1694
-12.6,-0.19172567865999415,135500,2,1695
-12.6,-0.19172567865999415,135600,2,1695
-12.6,-0.19172567865999415,135700,2,1695
-12.6,-0.19172111911475864,135800,2,1698
-12.6,-0.1932241825496894,135900,2,1699
-12.6,-0.19429556447349738,136000,2,1701
-12.6,-0.19775294507804722,136100,2,1703
-12.3,-0.19658997561187566,136200,2,1706
-12.4,-0.19926013089436131,136300,2,1708
-12.4,-0.19651130123841143,136400,2,1709
-12.5,-0.1952712646643869,136500,2,1710
-12.5,-0.1952712646643869,136600,2,1710
-12.5,-0.1952712646643869,136700,2,1710
-12.8,-0.1951655295294433,136800,2,1712
-12.6,-0.19631007721647298,136900,2,1713
-12.6,-0.19631007721647298,137000,2,1713
-12.6,-0.19259417700105086,137100,2,1714
-12.6,-0.19259417700105086,137200,2,1714
-12.8,-0.19150258677271417,137300,2,1716
-12.8,-0.19150258677271417,137400,2,1716
-12.8,-0.1910953861654078,137500,2,1717
-12.8,-0.19128144953570023,137600,2,1718
-12.9,-0.19200077973285395,137700,2,1719
-12.6,-0.19146921559362723,137800,2,1721
-12.6,-0.19114569521730349,137900,2,1722
-12.6,-0.19114569521730349,138000,2,1722
-12.6,-0.19114569521730349,138100,2,1722
-13.0,-0.1914006100932549,138200,2,1723
-13.0,-0.1914006100932549,138300,2,1723
-13.0,-0.1914006100932549,138400,2,1723
-13.3,-0.18827657025354758,138500,2,1724
-13.3,-0.1897593283864091,138600,2,1725
-13.1,-0.18881180318697358,138700,2,1727
-12.8,-0.1946536859434868,138800,2,1730
-11.7,-0.19644173368427237,138900,2,1735
-11.6,-0.20039098446931417,139000,2,1737
-11.6,-0.20194207262937247,139100,2,1739
-11.6,-0.20194207262937247,139200,2,1739
-11.6,-0.20194207262937247,139300,2,1739
-11.8,-0.20212458810697714,139400,2,1740
-11.9,-0.20049160518087242,139500,2,1741
-11.9,-0.20049160518087242,139600,2,1741
-11.9,-0.19710405787026208,139700,2,1742
-12.0,-0.1968666305237891,139800,2,1745
-12.0,-0.19735777977195226,139900,2,1746
-12.0,-0.1981684508999771,140000,2,1749
-12.0,-0.1981684508999771,140100,2,1749
-12.0,-0.1981684508999771,140200,2,1749
-12.2,-0.19636749905024445,140300,2,1751
-12.2,-0.19636749905024445,140400,2,1751
-12.2,-0.19588665090250765,140500,2,1752
-12.2,-0.19588665090250765,140600,2,1752
-12.2,-0.19588665090250765,140700,2,1752
-11.9,-0.19470711131572455,140800,2,1754
-11.9,-0.19551942753506385,140900,2,1755
-11.9,-0.19209496201283635,141000,2,1756
-12.0,-0.19143998993072167,141100,2,1757
-11.9,-0.18806513046226045,141200,2,1759
-11.5,-0.18524685946883288,141300,2,1761
-11.5,-0.18524685946883288,141400,2,1761
-11.4,-0.18264086987584097,141500,2,1763
-11.2,-0.18218993974716363,141600,2,1764
-11.1,-0.1820784943117306,141700,2,1765
-11.2,-0.18591824716055189,141800,2,1767
-11.2,-0.18254802735497966,141900,2,1768
-11.2,-0.18254802735497966,142000,2,1768
-11.2,-0.17843687454979995,142100,2,1769
-10.7,-0.17833992013243719,142200,2,1772
-10.7,-0.17440628927694632,142300,2,1774
-10.7,-0.17449065585405915,142400,2,1775
-10.7,-0.17531379560168633,142500,2,1777
-10.7,-0.17531379560168633,142600,2,1777
-10.7,-0.17531379560168633,142700,2,1777
-10.8,-0.17557757535551693,142800,2,1778
-10.8,-0.17557757535551693,142900,2,1778
-10.8,-0.17557757535551693,143000,2,1778
-11.1,-0.17389564019428977,143100,2,1779
-11.1,-0.17389564019428977,143200,2,1779
-11.0,-0.17173966035170082,143300,2,1781
-11.0,-0.17510054768017816,143400,2,1782
-11.0,-0.17558799976102646,143500,2,1783
-11.0,-0.17558799976102646,143600,2,1783
-11.0,-0.17389035372006784,143700,2,1784
-11.0,-0.17389035372006784,143800,2,1784
-11.0,-0.17389035372006784,143900,2,1784
-11.4,-0.1720486008303079,144000,2,1786
-11.4,-0.1720486008303079,144100,2,1786
-11.4,-0.1720486008303079,144200,2,1786
-11.6,-0.17257108726279294,144300,2,1787
-11.6,-0.17249508346975756,144400,2,1788
-11.6,-0.17249508346975756,144500,2,1788
-11.6,-0.17734063471314074,144600,2,1792
-11.3,-0.17846055572050787,144700,2,1793
-11.5,-0.17633746592466742,144800,2,1794
-11.4,-0.17737689182920524,144900,2,1795
-11.1,-0.17636747977011538,145000,2,1797
-11.2,-0.1754771273465873,145100,2,1798
-11.2,-0.1754771273465873,145200,2,1798
-11.2,-0.1754771273465873,145300,2,1798
-11.7,-0.17488696422735042,145400,2,1799
-11.7,-0.17483751643302628,145500,2,1802
-11.7,-0.1730847141579934,145600,2,1804
-11.7,-0.17354182668902557,145700,2,1805
-11.7,-0.1718198785226033,145800,2,1806
-11.7,-0.1718198785226033,145900,2,1806
-11.7,-0.1718198785226033,146000,2,1806
-12.1,-0.17166368671554863,146100,2,1807
-12.1,-0.16982856845099412,146200,2,1809
-12.1,-0.16982856845099412,146300,2,1809
-12.1,-0.1685856203463708,146400,2,1810
-11.7,-0.16782921613538263,146500,2,1811
-11.5,-0.17292624155974504,146600,2,1815
-11.5,-0.17292624155974504,146700,2,1815
-11.5,-0.17292624155974504,146800,2,1815
-11.8,-0.17312075796281287,146900,2,1817
-11.7,-0.17640843750688856,147000,2,1819
-11.8,-0.175535911892851,147100,2,1820
-11.1,-0.1839984550873281,147200,2,1825
-11.1,-0.18522178204764864,147300,2,1826
-11.1,-0.18325232920773257,147400,2,1827
-11.1,-0.18325232920773257,147500,2,1827
-11.1,-0.18325232920773257,147600,2,1827
-11.2,-0.1808466423337306,147700,2,1828
-11.2,-0.1808466423337306,147800,2,1828
-11.2,-0.1808466423337306,147900,2,1828
-11.4,-0.17810762612711542,148000,2,1829
-11.5,-0.17904036878782206,148100,2,1830
-11.5,-0.17904036878782206,148200,2,1830
-11.6,-0.1780364257478786,148300,2,1831
-11.6,-0.1780364257478786,148400,2,1831
-11.6,-0.1780364257478786,148500,2,1831
-11.8,-0.17690427868777295,148600,2,1834
-11.9,-0.17791460557748118,148700,2,1837
-11.9,-0.17919865021384435,148800,2,1838
-11.9,-0.17919865021384435,148900,2,1838
-11.9,-0.17919865021384435,149000,2,1838
-12.4,-0.1776916898410143,149100,2,1839
-12.4,-0.1776916898410143,149200,2,1839
-12.2,-0.17879701882185406,149300,2,1841
-12.2,-0.17879701882185406,149400,2,1841
-12.5,-0.18460631087434357,149500,2,1844
-12.6,-0.1856057891228106,149600,2,1846
-12.6,-0.18597962600969933,149700,2,1847
-12.6,-0.1856133562932984,149800,2,1848
-12.6,-0.1835487218378219,149900,2,1851
-12.5,-0.1846294199178519,150000,2,1852
-12.4,-0.18533509242712715,150100,2,1853
-12.4,-0.18533509242712715,150200,2,1853
-12.7,-0.18938479233147176,150300,2,1856
-12.7,-0.19100229791573703,150400,2,1857
-12.8,-0.19082136436057653,150500,2,1858
-12.8,-0.19102700700291986,150600,2,1859
-12.9,-0.19066320592556305,150700,2,1860
-12.9,-0.19330465743449707,150800,2,1862
-13.1,-0.19570134954126062,150900,2,1863
-13.1,-0.19570134954126062,151000,2,1863
-13.3,-0.2022465095136431,151100,2,1866
-13.3,-0.20066553461358938,151200,2,1867
-13.3,-0.2004802486599819,151300,2,1868
-13.3,-0.20079263140952242,151400,2,1869
-13.3,-0.2014162428881862,151500,2,1870
-13.3,-0.20184135634343112,151600,2,1873
-13.4,-0.2025205247677295,151700,2,1875
-12.6,-0.20767313838563817,151800,2,1879
-12.6,-0.20886382240065793,151900,2,1881
-12.7,-0.2132931064376988,152000,2,1884
-12.2,-0.2127806666663488,152100,2,1886
-12.1,-0.21354042974491677,152200,2,1887
-12.1,-0.21354042974491677,152300,2,1887
-12.1,-0.21354042974491677,152400,2,1887
-12.3,-0.2141048331193074,152500,2,1888
-12.3,-0.21370075404482783,152600,2,1889
-12.3,-0.21220270788713555,152700,2,1891
-12.3,-0.21220270788713555,152800,2,1891
-12.3,-0.20989141923627025,152900,2,1893
-12.3,-0.21195370729118237,153000,2,1895
-12.3,-0.21195370729118237,153100,2,1895
-12.3,-0.21195370729118237,153200,2,1895
-12.4,-0.21181126973335127,153300,2,1896
-12.4,-0.21045615224949887,153400,2,1897
-12.3,-0.20991796981719366,153500,2,1898
-11.8,-0.21200084155210086,153600,2,1901
-11.9,-0.20909391962504217,153700,2,1902
-11.9,-0.2090649551072614,153800,2,1903
-11.9,-0.2090649551072614,153900,2,1903
-11.9,-0.20580033726444896,154000,2,1905
-11.8,-0.20772888551027058,154100,2,1906
-11.3,-0.20604132313484055,154200,2,1908
-11.3,-0.20604132313484055,154300,2,1908
-11.4,-0.21212328025004407,154400,2,1912
-11.4,-0.21212328025004407,154500,2,1912
-11.4,-0.20987687898155183,154600,2,1913
-11.4,-0.20605043580460922,154700,2,1914
-11.1,-0.20915387759280724,154800,2,1916
-11.0,-0.20800363932911886,154900,2,1918
-10.9,-0.20612711599207853,155000,2,1920
-10.9,-0.20612711599207853,155100,2,1920
-10.9,-0.20612711599207853,155200,2,1920
-11.0,-0.2050518560350932,155300,2,1921
-11.1,-0.20510306269455736,155400,2,1924
-11.2,-0.20280997894686706,155500,2,1925
-11.2,-0.20280997894686706,155600,2,1925
-11.2,-0.20454996860465274,155700,2,1927
-11.2,-0.20454996860465274,155800,2,1927
-11.2,-0.20454996860465274,155900,2,1927
-11.0,-0.20772077243231465,156000,2,1929
-11.1,-0.20585796534425158,156100,2,1930
-10.9,-0.2119077530610021,156200,2,1932
-10.9,-0.2119077530610021,156300,2,1932
-11.0,-0.20904381331776375,156400,2,1935
-11.0,-0.209534111160173,156500,2,1937
-11.0,-0.209534111160173,156600,2,1937
-10.5,-0.213080504051928,156700,2,1940
-10.1,-0.21151805140154384,156800,2,1943
-9.9,-0.2118825955157993,156900,2,1947
-9.8,-0.21339215078765122,157000,2,1949
-9.9,-0.21284779556032457,157100,2,1951
-9.6,-0.21669845539153446,157200,2,1955
-9.6,-0.21669845539153446,157300,2,1955
-9.6,-0.21838446114437507,157400,2,1958
-9.7,-0.21935817156051537,157500,2,1959
-9.6,-0.2217920907263104,157600,2,1963
-9.2,-0.2191107928381146,157700,2,1965
-9.2,-0.21896853610355818,157800,2,1967
-9.2,-0.22067972729870064,157900,2,1969
-9.1,-0.22138008599881442,158000,2,1971
-9.1,-0.21820573954006658,158100,2,1972
-9.1,-0.2175885907221014,158200,2,1974
-9.1,-0.21731551573539515,158300,2,1975
-9.1,-0.21407005632692885,158400,2,1977
-9.2,-0.2135503579063278,158500,2,1978
-9.2,-0.2135503579063278,158600,2,1978
-9.3,-0.21111759320013146,158700,2,1979
-9.2,-0.21164539810734312,158800,2,1981
-9.2,-0.21164539810734312,158900,2,1981
-9.3,-0.2101000498529158,159000,2,1982
-9.3,-0.20626938561801178,159100,2,1983
-9.3,-0.20632968520927228,159200,2,1985
-9.3,-0.20919709292096186,159300,2,1987
-9.2,-0.20997052223620075,159400,2,1988
-9.0,-0.21490118613819365,159500,2,1993
-9.0,-0.21317058840139808,159600,2,1995
-8.9,-0.21442489816190796,159700,2,1997
-8.9,-0.21442489816190796,159800,2,1997
-8.9,-0.21531236317669147,159900,2,1999
-9.0,-0.2170914706526003,160000,2,2002
-9.0,-0.22671571439106677,160100,2,2006
-9.0,-0.22727547118642633,160200,2,2007
-9.0,-0.22987079121085852,160300,2,2010
-9.0,-0.23424175061145985,160400,2,2013
-9.1,-0.23488396123650682,160500,2,2015
-9.1,-0.23488396123650682,160600,2,2015
-9.2,-0.23388721013755276,160700,2,2017
-9.2,-0.23388721013755276,160800,2,2017
-9.2,-0.23388721013755276,160900,2,2017
-9.3,-0.2351895947775743,161000,2,2020
-9.2,-0.23356343688240114,161100,2,2024
-9.1,-0.23239769301382127,161200,2,2025
-9.0,-0.23184784217144627,161300,2,2026
-8.8,-0.23069953206098584,161400,2,2028
-8.7,-0.2294338515227078,161500,2,2030
-8.6,-0.22532495756314574,161600,2,2032
-8.5,-0.2256595099800692,161700,2,2033
-8.7,-0.22533075658701482,161800,2,2035
-8.6,-0.22772796979669455,161900,2,2039
-8.6,-0.2294059360209136,162000,2,2041
-8.9,-0.2319382642138953,162100,2,2044
-8.9,-0.2319382642138953,162200,2,2044
-8.8,-0.22989558244151298,162300,2,2047
-8.9,-0.23169260853679763,162400,2,2049
-8.8,-0.23046281738383645,162500,2,2052
-8.9,-0.22965016352437298,162600,2,2053
-8.9,-0.22960755959483506,162700,2,2056
-9.0,-0.23003334893790017,162800,2,2058
-9.0,-0.23003334893790017,162900,2,2058
-9.0,-0.23003334893790017,163000,2,2058
-9.1,-0.22928662158350338,163100,2,2059
-9.1,-0.22727461187181994,163200,2,2062
-9.1,-0.22558422462890534,163300,2,2065
-9.1,-0.22483400213355317,163400,2,2067
-9.1,-0.2260203821361816,163500,2,2068
-9.2,-0.22695804580879653,163600,2,2069
-9.3,-0.22984330451397914,163700,2,2073
-9.1,-0.2345088348156819,163800,2,2076
-9.0,-0.23166300414409616,163900,2,2078
-9.0,-0.23411055056888727,164000,2,2081
-9.0,-0.23724384123411135,164100,2,2082
-9.1,-0.240153994612227,164200,2,2084
-9.0,-0.23912128829075133,164300,2,2088
-9.0,-0.23961716469847563,164400,2,2092
-9.1,-0.2410228450019164,164500,2,2094
-9.1,-0.24094832825863058,164600,2,2095
-9.2,-0.24201611401930848,164700,2,2097
-9.0,-0.24140154424741753,164800,2,2098
-9.1,-0.24230194477423495,164900,2,2101
-9.2,-0.2426737032058011,165000,2,2102
-9.2,-0.23878134820025024,165100,2,2105
-9.2,-0.23571151319977152,165200,2,2106
-9.2,-0.23571151319977152,165300,2,2106
-9.3,-0.2355503464818009,165400,2,2107
-9.2,-0.232751379899841,165500,2,2108
-9.4,-0.23380217202178144,165600,2,2110
-9.3,-0.22932199333900546,165700,2,2113
-9.1,-0.23171918396582192,165800,2,2116
-9.1,-0.23171918396582192,165900,2,2116
-9.2,-0.23132969735734174,166000,2,2117
-9.0,-0.23142810741235376,166100,2,2119
-9.0,-0.23142810741235376,166200,2,2119
-9.0,-0.23142810741235376,166300,2,2119
-9.4,-0.22905959554521843,166400,2,2120
-9.4,-0.2267233545971986,166500,2,2122
-9.4,-0.22633574787324104,166600,2,2124
-9.4,-0.22808885735772594,166700,2,2125
-9.6,-0.22896251150360047,166800,2,2126
-9.5,-0.2304556002029277,166900,2,2128
-9.7,-0.2330413230279509,167000,2,2131
-9.7,-0.23256684167336167,167100,2,2133
-9.4,-0.23054462887287452,167200,2,2136
-9.4,-0.22786866390410843,167300,2,2137
-9.5,-0.22552516292860614,167400,2,2140
-9.5,-0.22552516292860614,167500,2,2140
-9.4,-0.22917897590446146,167600,2,2145
-9.4,-0.22917897590446146,167700,2,2145
-9.5,-0.22566374440181566,167800,2,2147
-9.4,-0.2246252337164154,167900,2,2151
-9.2,-0.22319488845290814,168000,2,2153
-9.3,-0.2254240406805127,168100,2,2155
-9.3,-0.22283274597716826,168200,2,2156
-9.2,-0.22037673928619686,168300,2,2157
-8.9,-0.22378289778817265,168400,2,2160
-9.0,-0.22458000955823423,168500,2,2162
-9.0,-0.22379102934163314,168600,2,2163
-9.0,-0.2223830480333312,168700,2,2168
-9.0,-0.2223830480333312,168800,2,2168
-9.0,-0.2223830480333312,168900,2,2168
-9.4,-0.2226189073997859,169000,2,2169
-9.4,-0.2226189073997859,169100,2,2169
-9.5,-0.22323225341029687,169200,2,2170
-9.5,-0.22105507663199986,169300,2,2171
-9.5,-0.21859027574469514,169400,2,2172
-9.6,-0.21875371657547724,169500,2,2173
-9.6,-0.21875371657547724,169600,2,2173
-9.6,-0.21875371657547724,169700,2,2173
-9.8,-0.2144001240489863,169800,2,2175
-9.9,-0.2134144306852868,169900,2,2176
-9.9,-0.2134144306852868,170000,2,2176
-9.9,-0.2134144306852868,170100,2,2176
-10.0,-0.21337539824961077,170200,2,2177
-10.0,-0.2128304710034917,170300,2,2178
-10.0,-0.21245327718938323,170400,2,2179
-10.0,-0.21245327718938323,170500,2,2179
-10.0,-0.21245327718938323,170600,2,2179
-10.2,-0.21080343540053406,170700,2,2180
-10.4,-0.20928594531541125,170800,2,2181
-10.4,-0.20781686255267,170900,2,2182
-10.3,-0.20655182035505731,171000,2,2184
-10.2,-0.20763007066607664,171100,2,2185
-10.2,-0.20763007066607664,171200,2,2185
-10.2,-0.20763007066607664,171300,2,2185
-10.4,-0.20592509584862534,171400,2,2186
-10.5,-0.20516949553106106,171500,2,2187
-10.5,-0.20516949553106106,171600,2,2187
-10.5,-0.20516949553106106,171700,2,2187
-10.7,-0.2027361448307867,171800,2,2188
-10.7,-0.19987917910136604,171900,2,2189
-10.7,-0.19987917910136604,172000,2,2189
-10.7,-0.19987917910136604,172100,2,2189
-10.9,-0.19880131133753476,172200,2,2190
-10.9,-0.19536305816205485,172300,2,2191
-10.8,-0.19340833798624119,172400,2,2192
-10.8,-0.19340833798624119,172500,2,2192
-10.8,-0.19340833798624119,172600,2,2192
-11.0,-0.19232419452057153,172700,2,2194
-11.0,-0.19232419452057153,172800,2,2194
-11.0,-0.19187765413184965,172900,2,2195
-11.0,-0.19187765413184965,173000,2,2195
-11.0,-0.1899094630494959,173100,2,2196
-11.1,-0.18940668441911698,173200,2,2197
-11.1,-0.18940668441911698,173300,2,2197
-11.1,-0.18940668441911698,173400,2,2197
-11.2,-0.18939124026107154,173500,2,2198
-11.2,-0.18771591615549002,173600,2,2199
-11.2,-0.18771591615549002,173700,2,2199
-11.2,-0.18398781871028025,173800,2,2200
-11.1,-0.18219133309685978,173900,2,2202
-11.1,-0.18219133309685978,174000,2,2202
-11.4,-0.18272623812769456,174100,2,2204
-11.4,-0.18272623812769456,174200,2,2204
-11.2,-0.1851064688608307,174300,2,2207
-11.1,-0.18602138203515345,174400,2,2209
-11.0,-0.1808092259009998,174500,2,2211
-11.0,-0.1808092259009998,174600,2,2211
-11.0,-0.1808092259009998,174700,2,2211
-11.2,-0.18322804216857544,174800,2,2215
-11.1,-0.1831158472725679,174900,2,2217
-11.2,-0.18268792114836557,175000,2,2218
-10.8,-0.18391040948488868,175100,2,2221
-10.8,-0.18391040948488868,175200,2,2221
-10.8,-0.18261651873045667,175300,2,2224
-10.7,-0.18320844577125964,175400,2,2226
-10.7,-0.18320844577125964,175500,2,2226
-10.8,-0.18176452946794314,175600,2,2227
-10.8,-0.18176452946794314,175700,2,2227
-10.7,-0.1815323358680029,175800,2,2229
-10.7,-0.1815323358680029,175900,2,2229
-10.7,-0.1815323358680029,176000,2,2229
-10.9,-0.17826504719121253,176100,2,2231
-10.9,-0.17826504719121253,176200,2,2231
-10.9,-0.17826504719121253,176300,2,2231
-11.3,-0.17905307499021098,176400,2,2233
-11.2,-0.18001363513962343,176500,2,2236
-11.2,-0.18175535030638623,176600,2,2237
-11.3,-0.18086905768430736,176700,2,2238
-11.3,-0.1799189969014002,176800,2,2239
-11.3,-0.17876685716030685,176900,2,2240
-11.2,-0.17464278563876373,177000,2,2242
-11.3,-0.17316394466386156,177100,2,2243
-11.3,-0.17013160597418522,177200,2,2244
-11.4,-0.16784391477053215,177300,2,2245
-11.2,-0.16806082972215106,177400,2,2247
-11.2,-0.16806082972215106,177500,2,2247
-11.3,-0.16678076066948222,177600,2,2248
-11.3,-0.16678076066948222,177700,2,2248
-11.5,-0.16515476639136334,177800,2,2249
-11.5,-0.16515476639136334,177900,2,2249
-11.5,-0.16444977235088465,178000,2,2251
-11.6,-0.16272998086182283,178100,2,2252
-11.5,-0.1630347902816394,178200,2,2254
-11.5,-0.1606088993152946,178300,2,2255
-11.5,-0.1606088993152946,178400,2,2255
-11.5,-0.1606088993152946,178500,2,2255
-11.8,-0.16476997326317336,178600,2,2257
-11.7,-0.1639031026388555,178700,2,2258
-11.9,-0.16398044280190466,178800,2,2261
-11.9,-0.16312324177075105,178900,2,2263
-11.9,-0.16367506729302178,179000,2,2264
-12.0,-0.165423089186333,179100,2,2265
-12.0,-0.165423089186333,179200,2,2265
