mean 100 episode reward,mean 100 episode reward per step,steps,% time spent exploring,episodes
-14.4,-0.30971828703517107,21000,58,407
-14.1,-0.3099848372481793,21100,58,408
-14.2,-0.3099722465015394,21200,58,410
-14.3,-0.31123679158694384,21300,58,412
-14.3,-0.31122664161237856,21400,58,413
-14.4,-0.31250431160330416,21500,57,416
-14.2,-0.3119626607753222,21600,57,418
-14.5,-0.3106474975596026,21700,57,420
-14.4,-0.3104572646216494,21800,57,422
-14.4,-0.3107082481157017,21900,57,424
-14.5,-0.31014107659199514,22000,56,426
-14.6,-0.3122629021756231,22100,56,428
-14.6,-0.31137294635311613,22200,56,430
-14.4,-0.30983645636230406,22300,56,434
-14.5,-0.3086052354973865,22400,56,435
-14.7,-0.3095800583346561,22500,55,436
-14.6,-0.30971724945013107,22600,55,437
-14.7,-0.3087385684750609,22700,55,439
-14.4,-0.30856170907939423,22800,55,442
-14.5,-0.30770779061422726,22900,55,443
-14.1,-0.306350429222888,23000,54,447
-14.2,-0.3068132093215479,23100,54,449
-14.1,-0.3064509521446095,23200,54,450
-14.5,-0.30553662716213714,23300,54,452
-14.3,-0.3054912322520105,23400,54,454
-13.4,-0.3022718360245317,23500,53,459
-13.4,-0.30605504088539137,23600,53,462
-13.3,-0.30548069211049084,23700,53,464
-13.5,-0.30484512371291617,23800,53,465
-13.5,-0.30484512371291617,23900,53,465
-13.8,-0.3049583401573963,24000,52,466
-13.8,-0.3049583401573963,24100,52,466
-14.5,-0.30490435052802023,24200,52,467
-14.6,-0.30549429908971054,24300,52,468
-14.6,-0.30549429908971054,24400,52,468
-14.6,-0.30549429908971054,24500,51,468
-15.8,-0.30779231800312207,24600,51,470
-15.7,-0.3083840816633332,24700,51,472
-15.9,-0.3089763699464056,24800,51,474
-15.7,-0.30841826555628077,24900,51,476
-15.9,-0.31198922709344346,25000,51,479
-15.9,-0.31146091933317593,25100,50,482
-16.0,-0.3104378274227216,25200,50,484
-15.8,-0.3086084443350261,25300,50,487
-15.5,-0.3075865931674404,25400,50,489
-15.6,-0.3081008847095312,25500,50,490
-15.7,-0.30760271545586476,25600,49,491
-15.6,-0.303983542520168,25700,49,494
-15.7,-0.3045723881270077,25800,49,495
-15.8,-0.30304706954163546,25900,49,496
-15.9,-0.30181825671388723,26000,49,497
-15.9,-0.29891096912446097,26100,48,499
-16.1,-0.30006009061187533,26200,48,501
-16.1,-0.30114372347040985,26300,48,504
-15.9,-0.29870254622211934,26400,48,506
-16.1,-0.2990373004324822,26500,48,507
-15.9,-0.3012016344842224,26600,47,510
-15.9,-0.29837880968686636,26700,47,512
-15.9,-0.2977773021196577,26800,47,513
-15.8,-0.2965359511333379,26900,47,516
-15.9,-0.29564966946377963,27000,47,517
-15.5,-0.2925892933816921,27100,46,520
-15.5,-0.2939901860340306,27200,46,523
-15.5,-0.2949035537921297,27300,46,524
-15.5,-0.2949035537921297,27400,46,524
-15.5,-0.2949035537921297,27500,46,524
-16.3,-0.2951225775961279,27600,45,526
-16.2,-0.29413352960247496,27700,45,529
-16.2,-0.29413352960247496,27800,45,529
-16.3,-0.2930940642565762,27900,45,531
-16.4,-0.29090150055711084,28000,45,533
-16.3,-0.293279761423245,28100,44,536
-16.3,-0.2919600775813467,28200,44,537
-16.1,-0.2947268215050659,28300,44,540
-16.0,-0.29598522475005207,28400,44,543
-16.0,-0.29598522475005207,28500,44,543
-22.3,-0.33372762055266414,28600,43,546
-22.3,-0.3342249810877023,28700,43,549
-22.3,-0.3342249810877023,28800,43,549
-22.4,-0.3366762451314223,28900,43,552
-22.4,-0.3367984553423026,29000,43,553
-22.4,-0.3367984553423026,29100,42,553
-22.9,-0.33611515860823615,29200,42,555
-22.9,-0.33877009050620416,29300,42,558
-23.1,-0.33562454671165964,29400,42,560
-23.1,-0.33562454671165964,29500,42,560
-23.3,-0.33552560968930834,29600,41,562
-23.2,-0.33665323893810917,29700,41,565
-23.2,-0.337306892474718,29800,41,566
-22.5,-0.3359183697937162,29900,41,568
-21.2,-0.3327108469778133,30000,41,570
-21.3,-0.33478822812127085,30100,41,573
-21.3,-0.33478822812127085,30200,40,573
-21.3,-0.3324835159160019,30300,40,574
-21.3,-0.3324835159160019,30400,40,574
-27.9,-0.36090492256569157,30500,40,575
-28.0,-0.360102948424831,30600,40,576
-27.9,-0.35865187640949864,30700,39,579
-27.9,-0.35802210583381344,30800,39,582
-27.9,-0.3598592070988971,30900,39,584
-28.1,-0.35931494982499557,31000,39,586
-28.1,-0.35919321282617694,31100,39,587
-28.2,-0.358420955569557,31200,38,588
-27.8,-0.35864567415782855,31300,38,592
-27.9,-0.3602267853222213,31400,38,593
-27.9,-0.3602267853222213,31500,38,593
-27.9,-0.3602267853222213,31600,38,593
-27.9,-0.36116578338343436,31700,37,597
-28.0,-0.3630337481472643,31800,37,598
-27.8,-0.3628498104627218,31900,37,600
-28.1,-0.3636284935891363,32000,37,601
-28.1,-0.36052393125753546,32100,37,603
-27.9,-0.35884588849243504,32200,36,607
-27.8,-0.35645255657219543,32300,36,608
-27.8,-0.3552570795595827,32400,36,609
-27.7,-0.351488518285875,32500,36,611
-27.9,-0.35300987886840235,32600,36,612
-27.7,-0.3513866761339567,32700,35,614
-27.6,-0.35090181929415076,32800,35,615
-27.9,-0.35343331529135485,32900,35,617
-28.0,-0.35389190391792646,33000,35,619
-28.0,-0.3537928756551743,33100,35,621
-28.0,-0.35202184603792924,33200,34,622
-27.3,-0.3495826815418883,33300,34,625
-27.2,-0.3485721844820202,33400,34,626
-27.3,-0.34721675774451716,33500,34,627
-27.3,-0.3474128766368723,33600,34,628
-27.3,-0.3452717545044045,33700,33,629
-27.1,-0.3457823120991865,33800,33,631
-27.3,-0.34550409241293883,33900,33,632
-27.2,-0.34546919678889915,34000,33,634
-27.2,-0.34446305057275306,34100,33,635
-27.6,-0.3439613948239229,34200,32,636
-27.6,-0.3438397330545729,34300,32,637
-27.6,-0.3438397330545729,34400,32,637
-27.7,-0.3431499296234538,34500,32,638
-27.8,-0.3382376790141375,34600,32,640
-21.5,-0.2967734339019228,34700,31,644
-21.6,-0.29463675801886596,34800,31,645
-21.6,-0.2936985611855858,34900,31,646
-21.6,-0.2936985611855858,35000,31,646
-21.8,-0.29286479821746425,35100,31,647
-21.8,-0.29286479821746425,35200,31,647
-22.2,-0.2918271449472679,35300,30,648
-22.1,-0.28972928175981527,35400,30,649
-22.0,-0.28945345408225903,35500,30,652
-21.5,-0.2899387184603053,35600,30,654
-21.6,-0.2889871053855918,35700,30,655
-21.7,-0.2879703994236493,35800,29,657
-21.7,-0.2879703994236493,35900,29,657
-22.0,-0.28629662789431126,36000,29,658
-21.6,-0.28625213353554324,36100,29,661
-21.4,-0.28257900880278497,36200,29,664
-21.4,-0.28257900880278497,36300,28,664
-21.4,-0.28257900880278497,36400,28,664
-21.7,-0.28213850693099707,36500,28,665
-21.5,-0.2798474099994628,36600,28,666
-21.5,-0.2798474099994628,36700,28,666
-21.5,-0.2781341129457449,36800,27,668
-21.3,-0.27995039932366694,36900,27,671
-21.4,-0.2776631522832029,37000,27,672
-14.5,-0.25033085851476927,37100,27,675
-14.3,-0.2500881013782166,37200,27,679
-14.3,-0.2500881013782166,37300,26,679
-14.5,-0.24876672968603133,37400,26,680
-14.7,-0.24956421596259207,37500,26,681
-14.7,-0.24810589072055175,37600,26,682
-14.7,-0.24810589072055175,37700,26,682
-21.1,-0.278609873414546,37800,25,684
-21.1,-0.27693306025183234,37900,25,685
-21.1,-0.2766376510824982,38000,25,686
-21.2,-0.2771312726302669,38100,25,687
-21.2,-0.2773174933064302,38200,25,688
-21.2,-0.2773174933064302,38300,24,688
-21.4,-0.2766747818100828,38400,24,690
-21.5,-0.27617503888027545,38500,24,692
-21.4,-0.27413854765172,38600,24,693
-21.4,-0.27413854765172,38700,24,693
-21.2,-0.27379870470203516,38800,23,694
-21.2,-0.2720973431009699,38900,23,695
-21.3,-0.2706352376556208,39000,23,696
-21.3,-0.2686506368119342,39100,23,697
-21.3,-0.266547527901525,39200,23,698
-21.3,-0.2647264445123264,39300,22,700
-21.3,-0.2647264445123264,39400,22,700
-21.1,-0.2621617990265677,39500,22,701
-20.9,-0.2609013953336667,39600,22,702
-20.9,-0.2609013953336667,39700,22,702
-21.3,-0.25930421792250485,39800,21,704
-21.3,-0.25930421792250485,39900,21,704
-21.6,-0.2577946648782676,40000,21,705
-21.6,-0.25659745497222824,40100,21,706
-21.5,-0.25636363104544785,40200,21,709
-21.5,-0.25636363104544785,40300,21,709
-21.5,-0.25636363104544785,40400,20,709
-22.0,-0.2571245815770386,40500,20,710
-22.0,-0.2576952665731044,40600,20,711
-21.8,-0.25574500239609,40700,20,712
-21.7,-0.25429372868508177,40800,20,714
-21.8,-0.25249440321623867,40900,19,715
-21.8,-0.2518769370293163,41000,19,716
-21.6,-0.2510218341469967,41100,19,718
-21.6,-0.2510218341469967,41200,19,718
-21.7,-0.2494696499369337,41300,19,719
-21.8,-0.24808439972891871,41400,18,721
-21.5,-0.24837439683458404,41500,18,724
-21.6,-0.246258779637809,41600,18,725
-21.6,-0.246258779637809,41700,18,725
-21.6,-0.246258779637809,41800,18,725
-21.7,-0.2454696231811814,41900,17,727
-21.7,-0.2454696231811814,42000,17,727
-22.0,-0.24551513678249193,42100,17,728
-21.9,-0.2484359949098099,42200,17,730
-21.9,-0.2484359949098099,42300,17,730
-21.9,-0.2484359949098099,42400,16,730
-22.2,-0.24595040871227994,42500,16,731
-22.0,-0.2447608468486389,42600,16,732
-22.0,-0.242631648484406,42700,16,733
-22.0,-0.24099841745330686,42800,16,734
-22.0,-0.24099841745330686,42900,15,734
-21.9,-0.24053617407033845,43000,15,736
-21.9,-0.24053617407033845,43100,15,736
-21.9,-0.24053617407033845,43200,15,736
-21.8,-0.240542581658721,43300,15,738
-21.8,-0.2446700300428877,43400,14,740
-21.8,-0.2446700300428877,43500,14,740
-21.9,-0.24340147916070484,43600,14,743
-22.0,-0.24245070138629704,43700,14,744
-22.0,-0.24245070138629704,43800,14,744
-22.1,-0.24255328748095537,43900,13,746
-21.9,-0.24223887396572508,44000,13,747
-21.9,-0.24223887396572508,44100,13,747
-21.7,-0.24081941527780146,44200,13,748
-21.6,-0.24203002148681815,44300,13,749
-21.6,-0.24203002148681815,44400,12,749
-21.6,-0.24203002148681815,44500,12,749
-21.6,-0.23808492863109465,44600,12,751
-21.6,-0.23808492863109465,44700,12,751
-21.7,-0.23605513436340936,44800,12,752
-21.8,-0.2338587905178104,44900,11,754
-21.5,-0.23411103194202754,45000,11,757
-21.2,-0.23279980612516155,45100,11,758
-21.3,-0.23066120386026567,45200,11,759
-21.3,-0.2295338681498118,45300,11,760
-21.3,-0.2295338681498118,45400,11,760
-21.3,-0.2295338681498118,45500,10,760
-21.6,-0.22903526415216585,45600,10,761
-21.7,-0.22738554427159294,45700,10,762
-21.7,-0.22738554427159294,45800,10,762
-21.8,-0.22679083175422263,45900,10,763
-21.4,-0.22441535661575313,46000,9,765
-21.4,-0.2252683313803393,46100,9,766
-21.4,-0.2252683313803393,46200,9,766
-21.5,-0.22551528871924112,46300,9,767
-21.5,-0.2248923071828008,46400,9,768
-21.5,-0.2248923071828008,46500,8,768
-21.8,-0.2241628252729895,46600,8,769
-21.8,-0.2241628252729895,46700,8,769
-21.9,-0.22068972227389902,46800,8,770
-21.9,-0.22068972227389902,46900,8,770
-22.0,-0.21734423516332055,47000,7,771
-21.9,-0.21696500653727394,47100,7,773
-21.9,-0.21696500653727394,47200,7,773
-21.9,-0.21696500653727394,47300,7,773
-22.1,-0.21486908184727832,47400,7,775
-22.1,-0.21486908184727832,47500,6,775
-22.2,-0.2137814422779376,47600,6,776
-22.2,-0.2137814422779376,47700,6,776
-22.2,-0.2137814422779376,47800,6,776
-22.3,-0.20889525070264794,47900,6,779
-21.8,-0.2076828707538444,48000,5,781
-15.4,-0.1765448242028196,48100,5,784
-15.4,-0.1765448242028196,48200,5,784
-15.4,-0.17655398434656877,48300,5,786
-15.4,-0.17655398434656877,48400,5,786
-15.4,-0.17655398434656877,48500,4,786
-15.6,-0.17577143786483393,48600,4,787
-15.2,-0.1761970962585358,48700,4,789
-15.3,-0.17728737528606456,48800,4,792
-15.3,-0.17728737528606456,48900,4,792
-15.3,-0.17728737528606456,49000,3,792
-15.3,-0.17665346673167506,49100,3,793
-15.2,-0.17702119002748415,49200,3,794
-15.2,-0.17702119002748415,49300,3,794
-15.2,-0.17558042745044197,49400,3,796
-15.2,-0.17558042745044197,49500,2,796
-15.2,-0.17558042745044197,49600,2,796
-15.7,-0.17663563565876803,49700,2,797
-15.7,-0.17663563565876803,49800,2,797
-15.7,-0.17663563565876803,49900,2,797
-15.6,-0.17558183028851318,50000,2,799
-15.4,-0.17712605129141035,50100,2,801
-15.4,-0.1766436434227126,50200,2,802
-15.0,-0.17530606597271,50300,2,803
-15.1,-0.17443847268586846,50400,2,804
-14.7,-0.173371770264522,50500,2,805
-14.7,-0.17316495442421664,50600,2,806
-14.7,-0.1724298341565341,50700,2,807
-14.7,-0.17045793643255308,50800,2,809
-14.2,-0.1697560409885767,50900,2,810
-14.2,-0.1697560409885767,51000,2,810
-14.1,-0.16805179830365774,51100,2,812
-14.1,-0.16805179830365774,51200,2,812
-14.1,-0.16805179830365774,51300,2,812
-14.7,-0.1719666016198525,51400,2,814
-14.7,-0.17157939479449824,51500,2,815
-14.7,-0.17157939479449824,51600,2,815
-14.7,-0.17157939479449824,51700,2,815
-15.2,-0.17196132594439714,51800,2,817
-15.3,-0.17083627154585979,51900,2,818
-15.2,-0.1722396579773336,52000,2,819
-15.1,-0.1714339566580905,52100,2,820
-15.2,-0.17118248343443238,52200,2,821
-15.2,-0.17118248343443238,52300,2,821
-15.2,-0.17118248343443238,52400,2,821
-15.3,-0.169947989329529,52500,2,825
-15.3,-0.169947989329529,52600,2,825
-15.3,-0.169947989329529,52700,2,825
-15.0,-0.16908062220005685,52800,2,826
-15.1,-0.17164477713181175,52900,2,827
-14.9,-0.17165385220656137,53000,2,828
-14.9,-0.1710458176042531,53100,2,830
-14.9,-0.1710458176042531,53200,2,830
-14.9,-0.1710458176042531,53300,2,830
-15.2,-0.1742225925248521,53400,2,832
-15.2,-0.1742225925248521,53500,2,832
-15.2,-0.17384227000109084,53600,2,834
-15.2,-0.17384227000109084,53700,2,834
-20.9,-0.20941510672262434,53800,2,836
-20.9,-0.20941510672262434,53900,2,836
-20.9,-0.20941510672262434,54000,2,836
-20.8,-0.2095943900710517,54100,2,838
-20.8,-0.2095943900710517,54200,2,838
-20.8,-0.20824316518268482,54300,2,839
-20.8,-0.20824316518268482,54400,2,839
-20.8,-0.2046408914440199,54500,2,841
-20.8,-0.2046408914440199,54600,2,841
-20.8,-0.20340522550674006,54700,2,842
-20.8,-0.20340522550674006,54800,2,842
-21.0,-0.20291394331240428,54900,2,843
-21.0,-0.20291394331240428,55000,2,843
-20.9,-0.20100532796356357,55100,2,844
-20.9,-0.20100532796356357,55200,2,844
-20.9,-0.20081504271915937,55300,2,845
-21.0,-0.20038383494604686,55400,2,846
-21.0,-0.20038383494604686,55500,2,846
-20.9,-0.20094486700493427,55600,2,848
-20.8,-0.20122617448112842,55700,2,850
-20.8,-0.20122617448112842,55800,2,850
-20.8,-0.20122617448112842,55900,2,850
-21.0,-0.20128543346452704,56000,2,851
-21.0,-0.20128543346452704,56100,2,851
-21.0,-0.20128543346452704,56200,2,851
-21.5,-0.20240850048007586,56300,2,852
-21.4,-0.20194745100712097,56400,2,853
-21.4,-0.20255855380238597,56500,2,855
-21.4,-0.20255855380238597,56600,2,855
-21.6,-0.2011172482045475,56700,2,856
-21.6,-0.2011172482045475,56800,2,856
-21.8,-0.19951190464961432,56900,2,857
-21.8,-0.19951190464961432,57000,2,857
-21.8,-0.19951682114692354,57100,2,858
-21.9,-0.19988118046969616,57200,2,859
-22.0,-0.20029965359857446,57300,2,860
-21.7,-0.20000742982954323,57400,2,861
-21.7,-0.20000742982954323,57500,2,861
-21.8,-0.20013570688887883,57600,2,862
-21.7,-0.2017231263466667,57700,2,864
-21.7,-0.20383506071705632,57800,2,866
-21.5,-0.20487443523050342,57900,2,867
-21.5,-0.20487443523050342,58000,2,867
-21.5,-0.20487443523050342,58100,2,867
-21.9,-0.2082169142111594,58200,2,869
-21.6,-0.21017299997639957,58300,2,872
-21.7,-0.21042979141642576,58400,2,873
-21.4,-0.21041466102676382,58500,2,874
-21.3,-0.2076344398180921,58600,2,876
-21.1,-0.2071575508153317,58700,2,877
-21.0,-0.2057565900113917,58800,2,878
-21.2,-0.20731210350820728,58900,2,881
-21.2,-0.2073045588900958,59000,2,882
-21.2,-0.2073045588900958,59100,2,882
-21.3,-0.20560153422540456,59200,2,883
-21.3,-0.20674560702184724,59300,2,885
-21.3,-0.20598760175328276,59400,2,886
-21.3,-0.20598760175328276,59500,2,886
-21.2,-0.206146178488826,59600,2,887
-21.2,-0.206146178488826,59700,2,887
-21.2,-0.20420589102857542,59800,2,890
-21.2,-0.20420589102857542,59900,2,890
-21.1,-0.1991946525447415,60000,2,893
-21.0,-0.20166157137697627,60100,2,895
-20.4,-0.2006729913919969,60200,2,897
-20.3,-0.20251750212377748,60300,2,898
-20.5,-0.20264336299709482,60400,2,899
-20.5,-0.20111355841071796,60500,2,900
-20.5,-0.20111355841071796,60600,2,900
-20.5,-0.20111355841071796,60700,2,900
-21.1,-0.20052247653538846,60800,2,901
-21.1,-0.20159726336268474,60900,2,902
-21.1,-0.20159726336268474,61000,2,902
-21.1,-0.20504517778473247,61100,2,905
-21.1,-0.20852662397911806,61200,2,907
-21.1,-0.20852662397911806,61300,2,907
-21.1,-0.20852662397911806,61400,2,907
-22.0,-0.21172533931238915,61500,2,909
-22.0,-0.21172533931238915,61600,2,909
-22.0,-0.21121718331662936,61700,2,910
-22.0,-0.21197469552980355,61800,2,912
-21.4,-0.21208834870025975,61900,2,913
-21.5,-0.20917926680504442,62000,2,914
-21.5,-0.20917926680504442,62100,2,914
-21.6,-0.20881776300635901,62200,2,915
-20.9,-0.21070411592195415,62300,2,918
-21.0,-0.21009122052958756,62400,2,919
-21.0,-0.21009122052958756,62500,2,919
-20.8,-0.20959293785301342,62600,2,921
-20.9,-0.21146492454097923,62700,2,922
-20.9,-0.21146492454097923,62800,2,922
-20.9,-0.21146492454097923,62900,2,922
-21.4,-0.2106492933616813,63000,2,923
-21.4,-0.2106492933616813,63100,2,923
-21.4,-0.2106492933616813,63200,2,923
-21.6,-0.2103080597803414,63300,2,924
-21.4,-0.21034042359476815,63400,2,926
-21.5,-0.2078548020449566,63500,2,927
-21.6,-0.2111962533301366,63600,2,929
