ep_rewmean,current_lr,time_elapsed,n_updates,fps,mean 100 episode reward,episodes,total timesteps,eplenmean,ent_coef_loss,qf2_loss,qf1_loss,ent_coef,entropy,value_loss,policy_loss
-346.70415541,0.0003,2175,87252,40,-346.7,464,87352,240.98,0.5340981,185.88196,192.50041,0.10173374,1.1577477,12.239859,100.23967
-346.47244259,0.0003,2182,87552,40,-346.5,465,87652,240.98,-1.1526144,15.728653,13.2164755,0.10074032,1.1713506,3.7118475,98.95892
-350.60970596,0.0003,2188,87800,40,-350.6,466,87900,240.46,-0.8780849,17.172312,14.613179,0.09869563,0.67992127,24.390615,107.08722
-351.45845735999995,0.0003,2191,87944,40,-351.5,467,88044,239.81,-0.077126786,8.78405,17.22932,0.09848124,1.0244299,3.4046621,94.84607
-350.76076086999996,0.0003,2199,88244,40,-350.8,468,88344,239.81,0.5463735,69.51053,56.859295,0.09726771,0.7935909,29.484165,98.72052
-350.47157066,0.0003,2203,88400,40,-350.5,469,88500,238.82,-0.795002,473.70752,509.46872,0.096276306,1.0710348,3.43334,97.6873
-355.53986261,0.0003,2205,88505,40,-355.5,470,88605,236.87,-1.5766823,79.591354,80.32241,0.09601199,0.94918984,15.307204,101.59076
-355.9636322299999,0.0003,2210,88692,40,-356.0,471,88792,237.79,-0.13843054,58.608143,56.910244,0.096137285,0.85889316,12.477014,96.6984
-357.90950911,0.0003,2213,88843,40,-357.9,472,88943,236.3,2.1176553,89.97553,85.03264,0.09620497,0.9645785,19.321293,98.91963
-357.7242807,0.0003,2214,88878,40,-357.7,473,88978,235.5,0.3318321,348.00977,359.94882,0.096471526,0.76031166,5.6487417,94.94751
-356.93526776000004,0.0003,2216,88948,40,-356.9,474,89048,233.24,-0.14022377,16.96643,18.660486,0.09643379,0.82029855,20.088818,98.012344
-357.24817498,0.0003,2217,88992,40,-357.2,475,89092,232.8,-0.91592485,28.863176,19.21213,0.096490525,1.1406423,2.2401252,97.8262
-357.15826535,0.0003,2225,89292,40,-357.2,476,89392,232.8,-0.64963764,8.931036,7.5975,0.097971104,0.8579549,5.1642275,97.34831
-351.75850377,0.0003,2232,89592,40,-351.8,477,89692,234.48,1.1221423,16.560318,18.021835,0.09965282,0.86189437,12.249481,102.19257
-356.79128871,0.0003,2237,89802,40,-356.8,478,89902,233.58,-0.08265692,6.761788,6.2071767,0.10033382,0.9711789,6.1492853,96.50005
-356.87567274,0.0003,2240,89899,40,-356.9,479,89999,233.52,-0.9511957,18.299267,19.972673,0.10091287,1.03711,6.2023144,98.1312
-348.05230614,0.0003,2246,90146,40,-348.1,480,90246,232.99,1.3149323,38.996582,31.880852,0.10035049,0.9471417,9.906334,92.80843
-346.28162343,0.0003,2254,90446,40,-346.3,481,90546,232.99,0.8858845,20.979105,24.066463,0.09980897,0.7676775,11.513957,103.53383
-346.75767778,0.0003,2260,90651,40,-346.8,482,90751,234.67,2.0328708,8.90786,12.00027,0.098271035,0.87113816,6.523171,99.26993
-351.8898662600001,0.0003,2260,90675,40,-351.9,483,90775,231.91,-0.60026324,9.529627,14.25526,0.09850813,0.81589496,2.3962886,92.55215
-352.37049285,0.0003,2268,90975,40,-352.4,484,91075,231.91,-1.1952605,37.411404,27.76149,0.098662525,0.8657638,10.35885,97.88591
-352.15081717,0.0003,2271,91085,40,-352.2,485,91185,230.05,0.25716004,9.85509,13.832108,0.09897022,0.70281404,26.781002,100.09847
-354.91054268000005,0.0003,2274,91189,40,-354.9,486,91289,228.09,-0.5851013,19.308783,20.716816,0.10034439,1.0754994,3.0007493,92.10103
-348.85474233,0.0003,2281,91489,40,-348.9,487,91589,228.67,-0.7168112,519.92865,504.78897,0.10154191,1.0547848,6.617251,100.32029
-349.04339433,0.0003,2289,91789,40,-349.0,488,91889,228.67,1.2762811,21.52158,22.91571,0.103815444,0.6174222,9.59532,101.16413
-349.02356556000007,0.0003,2297,92089,40,-349.0,489,92189,228.67,-0.4502237,149.26443,114.487335,0.10402282,0.8851558,33.846138,102.96729
-351.55021340999997,0.0003,2305,92389,40,-351.6,490,92489,228.67,-1.0855212,14.075774,16.37643,0.10369774,0.9906363,12.224392,96.99046
-357.06554821,0.0003,2310,92606,40,-357.1,491,92706,227.84,0.24768743,38.746166,34.63053,0.10376763,1.1238914,8.040929,97.90236
-351.36487660000006,0.0003,2318,92906,40,-351.4,492,93006,229.38,-0.39080393,160.14545,126.02425,0.10246981,0.70897996,4.1262913,97.92452
-351.2569255200001,0.0003,2326,93206,40,-351.3,493,93306,229.38,0.09754887,303.91418,306.87897,0.10051628,0.94115335,7.8515663,99.87843
-347.85682074000005,0.0003,2330,93336,40,-347.9,494,93436,227.68,-0.074603386,127.61615,132.04384,0.09955401,0.60267025,15.830723,99.087265
-342.6585646,0.0003,2337,93636,40,-342.7,495,93736,230.42,-0.7455886,14.157594,23.816835,0.09941357,0.6260988,6.9081306,107.85809
-336.79992186,0.0003,2345,93936,40,-336.8,496,94036,231.53,-1.0375168,2.4025402,3.1069536,0.095210865,0.80898243,12.788834,96.90588
-333.8361217,0.0003,2353,94236,40,-333.8,497,94336,231.53,0.1955165,1618.289,1667.2408,0.094629124,0.8099461,5.988559,92.3591
-328.60867629999996,0.0003,2361,94536,40,-328.6,498,94636,233.04,-0.12319383,85.81003,110.80318,0.09388933,0.9141224,6.568289,89.93779
-334.07931863,0.0003,2365,94728,40,-334.1,499,94828,231.96,0.65091324,2163.9727,2174.082,0.09408536,0.71387804,13.555076,101.07762
-334.500518,0.0003,2373,95028,40,-334.5,500,95128,231.96,-0.118965805,16.873638,10.897943,0.0936494,0.86844134,9.179991,94.16345
-329.15358749000006,0.0003,2380,95328,40,-329.2,501,95428,234.16,-0.21753496,71.33418,62.37249,0.09207842,0.5148048,18.679562,110.6342
-335.1523148999999,0.0003,2387,95618,40,-335.2,502,95718,234.06,-1.1843503,16.561577,15.412566,0.091329694,0.32934302,3.3291712,101.52793
-335.28544641,0.0003,2395,95918,40,-335.3,503,96018,234.06,0.22307958,8.336812,6.9274654,0.088828586,0.612499,10.291436,91.1604
-340.56361023,0.0003,2398,96022,40,-340.6,504,96122,232.1,-0.56136835,18.493248,13.186291,0.08824188,0.83863455,11.288922,93.89275
-340.62848662000005,0.0003,2406,96322,40,-340.6,505,96422,232.1,-0.11635828,22.297709,28.339367,0.08760916,0.97855043,4.132472,89.62129
-335.16694452,0.0003,2413,96622,40,-335.2,506,96722,232.86,1.6153425,7.716467,11.242361,0.087131694,0.41201264,7.1139636,101.00351
-340.21843115,0.0003,2414,96665,40,-340.2,507,96765,230.29,0.11724773,95.50759,103.89156,0.08687562,0.46397862,25.761635,106.145454
-340.4954546199999,0.0003,2421,96965,40,-340.5,508,97065,230.29,0.50021046,28.5155,37.862564,0.0838933,0.6631624,12.870555,98.99393
-334.08784503999993,0.0003,2429,97265,40,-334.1,509,97365,230.29,0.48436305,60.60779,106.24202,0.08143079,0.5400976,26.027943,95.45123
-334.08435171,0.0003,2432,97382,40,-334.1,510,97482,230.22,-1.5820444,52.62934,53.065044,0.08044087,0.848142,5.5044994,91.1925
-328.6917672,0.0003,2440,97682,40,-328.7,511,97782,231.95,0.042545408,332.00046,186.474,0.07829011,0.6235429,57.82505,101.49752
-328.70070438000005,0.0003,2448,97982,40,-328.7,512,98082,231.95,0.48100403,77.83393,81.39551,0.07861409,0.4146311,13.144548,99.65772
-323.2717488999999,0.0003,2456,98282,40,-323.3,513,98382,233.07,0.84503984,385.89148,382.04358,0.07604799,0.38590556,51.342804,100.59257
-324.5118675,0.0003,2463,98582,40,-324.5,514,98682,233.07,1.6292403,338.10062,308.756,0.075015165,0.36421418,7.0789814,98.440445
-324.61475576,0.0003,2468,98745,40,-324.6,515,98845,232.48,1.2011106,560.4601,530.0187,0.074434176,0.32468253,15.2251425,110.929276
-325.11005944,0.0003,2476,99045,40,-325.1,516,99145,232.48,0.62726206,9.509338,8.667437,0.07659709,0.65286446,15.579693,100.984116
-319.99736863000004,0.0003,2483,99345,40,-320.0,517,99445,234.69,-0.967738,7.4436398,9.360728,0.07762496,0.82393044,3.2256908,92.69908
-325.31833013,0.0003,2487,99466,40,-325.3,518,99566,232.9,1.3614739,19.496708,9.202938,0.07765834,0.48501587,4.3048153,101.87599
-330.70864542999993,0.0003,2489,99574,40,-330.7,519,99674,230.98,-0.0545782,32.00793,39.59296,0.078009956,0.46391344,12.015768,92.842804
-330.7374476,0.0003,2497,99874,40,-330.7,520,99974,230.98,0.594566,36.6474,33.792313,0.07592083,0.6567589,11.725155,105.511505
-327.10033804,0.0003,2504,100174,40,-327.1,521,100274,233.73,-0.25678682,14.546224,26.607805,0.074696235,0.23903416,6.862829,100.59892
-329.68488260000004,0.0003,2512,100474,40,-329.7,522,100574,233.73,0.14275861,490.7492,456.73956,0.072311394,0.46752495,8.733744,97.25836
-329.71137582999995,0.0003,2520,100774,40,-329.7,523,100874,233.73,-1.4195095,34.090023,41.698097,0.07124508,0.4216436,31.261953,98.1012
-328.71571192000005,0.0003,2527,101074,40,-328.7,524,101174,233.73,0.4726499,261.53943,245.71971,0.06903302,0.2897562,15.235357,103.58773
-328.98053761999995,0.0003,2535,101374,40,-329.0,525,101474,233.73,-0.697302,31.269842,36.697216,0.06663827,0.47845304,34.272392,100.13223
-330.72072286,0.0003,2539,101531,40,-330.7,526,101631,232.3,-0.7760979,18.060553,21.81675,0.065609455,0.3699677,3.052265,96.282425
-330.61473439,0.0003,2540,101563,40,-330.6,527,101663,231.96,-0.88250744,12.732395,12.753461,0.06527249,0.4770604,2.6460476,94.82301
-332.30769063,0.0003,2548,101863,40,-332.3,528,101963,231.96,-1.2963343,4.354473,5.6457996,0.06293686,0.42023194,5.0890007,94.86827
-337.67456402000005,0.0003,2551,101973,40,-337.7,529,102073,230.06,0.69490486,14.964346,14.226,0.06272652,0.5981051,6.281036,92.423874
-342.96876557,0.0003,2553,102046,40,-343.0,530,102146,227.79,-0.60777044,38.26486,24.098461,0.062588796,0.5948417,11.436379,102.52034
-337.56007227999993,0.0003,2560,102346,40,-337.6,531,102446,229.67,-0.42546958,19.282387,12.908367,0.062983975,0.2617671,7.3605533,98.8972
-332.36561588000006,0.0003,2568,102646,40,-332.4,532,102746,231.67,-0.1930899,21.704838,9.894175,0.063481085,0.49987936,30.128532,95.418335
-332.56167104,0.0003,2576,102946,40,-332.6,533,103046,231.67,0.26957512,12.026843,11.775217,0.06444059,0.33255836,17.049477,93.67569
-332.74247858,0.0003,2583,103246,39,-332.7,534,103346,231.67,0.3262878,14.398157,21.620396,0.06483939,0.67193407,4.8528337,98.938324
-332.7717584599999,0.0003,2591,103546,39,-332.8,535,103646,231.67,-0.5343748,1507.2937,1440.6642,0.06442798,0.71827114,14.948015,93.39134
-327.5652499099999,0.0003,2599,103846,39,-327.6,536,103946,234.36,1.9716399,71.7918,66.59999,0.06404167,0.24089015,9.279203,96.54642
-328.20195233,0.0003,2606,104146,39,-328.2,537,104246,234.36,1.1094595,14.229883,24.867744,0.064485855,0.5466008,6.0528135,93.14324
-333.02312619,0.0003,2607,104175,39,-333.0,538,104275,231.65,-0.5031352,403.56598,347.095,0.064426824,0.27776548,4.003741,94.54693
-337.8311142,0.0003,2607,104201,39,-337.8,539,104301,228.91,0.5850549,1882.3259,1846.7415,0.06448819,0.3523448,10.04015,102.30266
-338.05972772,0.0003,2611,104350,39,-338.1,540,104450,229.3,0.6958373,32.941284,35.153393,0.06438371,0.6691293,10.356544,98.30819
-343.83990368999997,0.0003,2615,104515,39,-343.8,541,104615,227.95,-1.6309644,4.698739,5.6665554,0.06367259,0.4788712,5.4881,99.39298
-343.82741669,0.0003,2623,104815,39,-343.8,542,104915,227.95,0.11109334,1539.7904,1550.6829,0.062425017,0.4023168,9.422258,111.057816
-349.77692650000006,0.0003,2625,104929,39,-349.8,543,105029,226.09,0.899341,30.548069,31.741423,0.0626002,0.40481883,24.593708,107.67729
-354.61289193000005,0.0003,2627,105012,39,-354.6,544,105112,223.92,-0.5600883,5.2536373,3.7983706,0.063275985,0.5717809,4.192467,92.16524
-349.9084848300001,0.0003,2635,105312,39,-349.9,545,105412,226.33,-1.2032905,8.823074,8.525942,0.063309774,0.7038597,5.235878,91.98563
-349.83274961999996,0.0003,2642,105612,39,-349.8,546,105712,226.33,-2.1409624,5.3780355,4.2295265,0.06384557,0.8724434,5.2679834,90.84175
-350.3937775499999,0.0003,2650,105912,40,-350.4,547,106012,226.33,0.14961246,3.6004448,5.266061,0.06433991,0.65759337,5.258204,86.30057
-351.5149636,0.0003,2657,106212,40,-351.5,548,106312,226.33,-1.7966745,35.79857,33.489548,0.06468469,0.5136872,34.619755,97.547226
-351.64312300000006,0.0003,2659,106307,40,-351.6,549,106407,226.63,-0.88409704,11.065866,12.636631,0.06403026,0.65113485,8.995798,99.07434
-352.62034562,0.0003,2667,106601,40,-352.6,550,106701,227.8,-0.115813255,73.310555,75.28069,0.06267777,0.520144,3.3848653,96.33005
-347.69622040999997,0.0003,2674,106901,40,-347.7,551,107001,229.64,-0.036875963,8.558432,2.9911604,0.062328737,0.36114523,2.0872455,89.81996
-347.6416724599999,0.0003,2681,107201,40,-347.6,552,107301,229.64,-0.18800211,77.05174,31.19916,0.062461954,0.70772094,8.662289,94.94393
-348.30124758,0.0003,2689,107498,40,-348.3,553,107598,232.09,-0.32197785,21.364119,27.895996,0.062977776,0.4687335,25.194212,100.70126
-348.56322739999996,0.0003,2696,107798,40,-348.6,554,107898,232.09,0.08750039,8.980722,10.163345,0.062295325,0.6370884,5.268629,91.654655
-354.16316964999993,0.0003,2699,107913,40,-354.2,555,108013,230.24,0.8049923,3.822919,9.886385,0.062144622,0.5184909,6.0359,88.73128
-354.0265606899999,0.0003,2706,108213,40,-354.0,556,108313,230.24,-1.4418567,4.257917,4.7951617,0.060809165,0.90140927,2.8636856,90.57919
-356.4402258899999,0.0003,2714,108513,40,-356.4,557,108613,230.24,-0.085516214,14.765842,8.265512,0.060160458,0.59990823,14.014833,95.09921
-356.07493373,0.0003,2721,108813,40,-356.1,558,108913,230.24,0.37466925,6.4187374,20.778362,0.057728488,0.5273007,9.420078,96.39492
-361.24417457000004,0.0003,2724,108939,40,-361.2,559,109039,228.5,0.099176526,121.974846,130.8199,0.057941843,0.59694135,11.847115,93.7185
-355.50969826,0.0003,2731,109239,40,-355.5,560,109339,229.18,0.8767081,9.4344425,9.768274,0.05699059,0.5367563,3.3535497,89.907455
-350.6088935700001,0.0003,2739,109539,40,-350.6,561,109639,230.62,0.97922486,13.801017,15.288459,0.05798193,0.53244424,28.180504,99.07492
-350.46861559000007,0.0003,2746,109839,40,-350.5,562,109939,230.62,0.41023818,14.404044,22.082249,0.057380836,0.28723755,6.9569025,90.27649
-345.02379942,0.0003,2753,110139,40,-345.0,563,110239,231.87,-1.9418055,7.22915,6.2619534,0.057378225,0.4299811,2.0747597,86.954445
-345.73653392,0.0003,2761,110439,40,-345.7,564,110539,231.87,-0.6222768,30.491333,33.022797,0.057513613,0.48739216,4.103382,91.2521
-345.93637301999996,0.0003,2768,110739,40,-345.9,565,110839,231.87,0.051199086,65.536934,61.4163,0.05752616,0.51560116,21.43187,95.1365
-340.60193863,0.0003,2775,111039,40,-340.6,566,111139,232.39,1.114588,136.40463,142.64545,0.056800693,0.6987592,2.4877248,89.73599
-334.12361823,0.0003,2782,111339,40,-334.1,567,111439,233.95,-1.0478863,23.223072,54.840588,0.05542639,0.5514554,3.6091678,94.411194
-334.29280925,0.0003,2789,111639,40,-334.3,568,111739,233.95,0.28603008,31.965384,22.894133,0.055328302,0.39524105,12.177216,94.196884
-335.00326402999997,0.0003,2794,111835,40,-335.0,569,111935,234.35,0.50473356,10.171798,9.76038,0.056078333,0.32171053,15.297764,92.80168
-331.50821648000004,0.0003,2802,112135,40,-331.5,570,112235,236.3,1.3065389,33.533318,15.415157,0.056531515,0.35347608,5.3655577,99.093414
-325.90820598000005,0.0003,2809,112435,40,-325.9,571,112535,237.43,-1.80995,5.6656218,8.953249,0.057165474,0.663096,29.63133,94.45324
-320.73143760000005,0.0003,2817,112735,40,-320.7,572,112835,238.92,2.1886241,298.76318,324.17587,0.057500888,0.8860223,8.536433,101.96113
-321.69304778000003,0.0003,2823,113001,40,-321.7,573,113101,241.23,-0.5813261,62.211655,63.898594,0.05867749,0.62802947,3.6210573,89.79362
-316.62573731,0.0003,2831,113301,40,-316.6,574,113401,243.53,1.0494819,13.45585,14.7059765,0.058385983,0.67467326,9.807967,101.63107
-311.12759586000004,0.0003,2838,113601,40,-311.1,575,113701,246.09,-2.9196193,3.3969507,9.570433,0.058117427,1.0697858,18.364626,89.08327
-311.20869348,0.0003,2845,113901,40,-311.2,576,114001,246.09,0.719778,6.532283,8.941411,0.056952436,0.48205474,8.53398,94.08818
-310.98188297,0.0003,2853,114201,40,-311.0,577,114301,246.09,-1.0545183,50.51511,62.90414,0.056301802,0.7307198,7.245878,98.85077
-305.81152258000003,0.0003,2861,114501,40,-305.8,578,114601,246.99,1.3370976,35.03276,52.456413,0.05530311,0.6497053,4.177926,101.06857
-300.16067217000005,0.0003,2868,114801,40,-300.2,579,114901,249.02,-0.5185691,9.561805,12.606552,0.055099092,0.6112042,3.745694,92.1458
-294.75232629000004,0.0003,2875,115101,40,-294.8,580,115201,249.55,-0.2244232,15.621721,13.412132,0.053410213,0.7618103,6.867407,88.89562
-295.12234522000006,0.0003,2883,115401,40,-295.1,581,115501,249.55,-1.3680956,18.824017,15.440124,0.051966082,0.5076524,7.0717607,96.551956
-294.69444344000004,0.0003,2885,115478,40,-294.7,582,115578,248.27,-0.20192987,109.15959,90.707405,0.051215623,0.48672712,22.232983,99.44841
-295.10540816,0.0003,2888,115613,40,-295.1,583,115713,249.38,0.098472744,4.906971,2.3788104,0.05051291,0.75114524,3.762508,90.37318
-300.12204938,0.0003,2890,115685,40,-300.1,584,115785,247.1,-0.8742665,2.498316,4.227803,0.049953528,0.6792396,6.2936745,91.14985
-300.03420452,0.0003,2892,115799,40,-300.0,585,115899,247.14,0.041566133,353.81967,428.60248,0.049950633,0.33526218,30.760267,96.486115
-294.61706193,0.0003,2900,116099,40,-294.6,586,116199,249.1,0.5969717,8.287804,8.268337,0.048920613,0.2921366,9.870557,96.18917
-294.5622809,0.0003,2908,116399,40,-294.6,587,116499,249.1,0.17936893,764.0052,746.43176,0.048716426,0.43528754,11.339909,98.43716
-300.05046892,0.0003,2911,116521,40,-300.1,588,116621,247.32,0.55955446,5.510093,5.256818,0.048614576,0.43905735,7.228383,86.71046
-300.01648038999997,0.0003,2918,116821,40,-300.0,589,116921,247.32,-0.56804395,912.822,601.0144,0.048166968,0.56465834,57.24138,98.68939
-297.13825617000003,0.0003,2925,117121,40,-297.1,590,117221,247.32,-0.87567735,3.3226466,2.7959185,0.047657795,0.65437233,3.841936,91.37625
-292.00324042,0.0003,2932,117421,40,-292.0,591,117521,248.15,0.76545155,2.950286,3.7037973,0.047427434,0.55697316,3.4442163,94.63786
-292.17298442000003,0.0003,2940,117721,40,-292.2,592,117821,248.15,0.54331636,762.2794,695.4057,0.04770865,0.7621511,22.841433,95.90972
-297.73233434,0.0003,2943,117855,40,-297.7,593,117955,246.49,2.0854287,107.32976,148.31052,0.047131177,0.3154211,30.7515,96.65255
-293.94467717,0.0003,2951,118155,40,-293.9,594,118255,248.19,0.28779426,16.045609,9.690844,0.04692827,0.55476296,10.946339,90.76291
-299.76621620000003,0.0003,2955,118337,40,-299.8,595,118437,247.01,-0.13367033,71.788666,68.92455,0.04676604,0.47179985,15.345006,93.315094
-305.18960827,0.0003,2957,118415,40,-305.2,596,118515,244.79,-1.129033,3.738017,8.072828,0.046873838,0.66085416,14.838202,90.13882
-311.74796523,0.0003,2963,118684,40,-311.7,597,118784,244.48,0.4924879,10.686407,8.181925,0.04745562,0.8327876,5.801239,91.98757
-316.70788050999994,0.0003,2966,118799,40,-316.7,598,118899,242.63,1.4370158,6.2434587,7.487093,0.04748541,0.44385028,4.551772,89.861
-310.98637074,0.0003,2974,119099,40,-311.0,599,119199,243.71,0.021532059,34.848114,36.623726,0.047548182,0.42707348,8.11072,92.96794
-315.68062987,0.0003,2974,119126,40,-315.7,600,119226,240.98,1.450459,116.05385,95.901886,0.047631796,0.73551327,49.190613,98.51205
-316.87271406,0.0003,2982,119426,40,-316.9,601,119526,240.98,-0.4456682,12.35331,10.200219,0.048022877,0.78566635,14.0270815,89.71475
-311.0103577,0.0003,2989,119726,40,-311.0,602,119826,241.08,-0.54135144,2.7702913,4.4404883,0.04846069,0.9679229,3.085633,93.138275
-316.01198726,0.0003,2990,119768,40,-316.0,603,119868,238.5,0.011575133,7.935097,6.6623344,0.048651543,0.64127654,4.892706,92.42305
-316.68094470999995,0.0003,2997,120031,40,-316.7,604,120131,240.09,1.4240103,70.55429,73.06055,0.049417987,0.47481126,7.919001,94.98294
-323.27495319999997,0.0003,3001,120203,40,-323.3,605,120303,238.81,0.34581405,3.4219182,6.3649535,0.05003222,0.5233502,4.189516,93.519135
-323.62215976,0.0003,3008,120503,40,-323.6,606,120603,238.81,0.814013,11.477716,11.039591,0.051114433,0.4105199,24.286427,91.09659
-318.78422233,0.0003,3015,120803,40,-318.8,607,120903,241.38,-0.7269169,6.2840314,5.1279445,0.051773086,0.9378058,3.7188447,91.77121
-318.74259186999996,0.0003,3023,121103,40,-318.7,608,121203,241.38,1.465281,5.7332115,4.6301303,0.052230056,0.50107014,12.696896,98.43887
-323.5042746,0.0003,3025,121214,40,-323.5,609,121314,239.49,0.31259912,21.73805,16.913376,0.05232316,0.673719,12.097158,92.55002
-318.1529551,0.0003,3033,121514,40,-318.2,610,121614,241.32,-0.9574872,2.9587045,4.286299,0.052816417,0.5678588,2.5476184,89.61852
-318.25635461999997,0.0003,3040,121814,40,-318.3,611,121914,241.32,0.13154823,551.3273,557.4471,0.052367665,0.62349427,4.130953,91.47685
-318.1729618,0.0003,3047,122114,40,-318.2,612,122214,241.32,-0.29477662,4.630036,10.030396,0.0527,0.49154332,4.4521775,98.0918
-323.17273123999996,0.0003,3049,122180,40,-323.2,613,122280,238.98,1.0959506,11.735378,6.7621098,0.052646615,0.33403122,34.819176,95.13419
-327.2129145,0.0003,3052,122297,40,-327.2,614,122397,237.15,-3.0565872,26.159636,31.832417,0.053124223,0.6844306,21.907852,92.82379
-321.24506543,0.0003,3059,122597,40,-321.2,615,122697,238.52,-0.54562193,76.411674,71.35063,0.053820953,0.7857833,4.5495405,102.67738
-321.29326363,0.0003,3066,122897,40,-321.3,616,122997,238.52,0.5715426,9.649248,8.54003,0.05498433,0.48210996,2.747395,98.31229
-327.44918432000003,0.0003,3074,123184,40,-327.4,617,123284,238.39,-1.4255755,5.266599,7.6027746,0.055589102,0.6999569,3.7738917,93.23524
-322.31621672000006,0.0003,3081,123484,40,-322.3,618,123584,240.18,-0.7045614,63.476692,65.811066,0.05432534,0.8960276,11.082235,92.021286
-317.05140389,0.0003,3088,123784,40,-317.1,619,123884,242.1,-1.357337,9.639346,14.879723,0.05465494,0.7996055,24.13747,94.74832
-322.6762931,0.0003,3091,123884,40,-322.7,620,123984,240.1,-1.6773677,217.26169,222.09818,0.05446001,0.66947615,8.097681,94.49808
-321.46642087,0.0003,3098,124184,40,-321.5,621,124284,240.1,-0.939657,9.161171,5.1328287,0.05314779,0.7685467,9.01435,91.75995
-324.93776250999997,0.0003,3103,124401,40,-324.9,622,124501,239.27,0.51624393,40.700417,11.314778,0.05384575,0.42881387,41.27146,99.66145
-330.34901063999996,0.0003,3107,124533,40,-330.3,623,124633,237.59,-0.0018769875,53.66137,45.255703,0.05511796,0.71638954,14.336998,95.903305
-330.56606305,0.0003,3114,124833,40,-330.6,624,124933,237.59,0.5621295,53.34909,55.272488,0.056199115,0.66683924,4.341137,95.46052
-330.4200195000001,0.0003,3121,125133,40,-330.4,625,125233,237.59,-1.7847602,76.14747,67.249794,0.054586522,0.59114134,7.4776983,92.94574
-330.1191552,0.0003,3122,125167,40,-330.1,626,125267,236.36,-0.9235692,781.84454,838.1722,0.054444082,0.6125725,16.646297,89.60927
-325.42357863,0.0003,3130,125467,40,-325.4,627,125567,239.04,-1.1980169,2.5491471,3.045204,0.053463634,0.88763905,3.9839199,87.93328
-323.76849847,0.0003,3137,125767,40,-323.8,628,125867,239.04,0.729453,406.99487,446.51636,0.05336916,0.6633307,30.25312,105.58165
-318.69321246,0.0003,3145,126067,40,-318.7,629,126167,240.94,2.6254501,17.404245,19.69297,0.053378783,0.19571324,6.501711,94.25914
-314.10995977,0.0003,3152,126367,40,-314.1,630,126467,243.21,0.34502754,54.135178,42.907948,0.054060362,0.6842506,14.294703,99.485916
-319.53199561,0.0003,3155,126503,40,-319.5,631,126603,241.57,-0.106181234,10.607395,10.375779,0.054768376,0.6641574,7.274517,93.01674
-324.56343301,0.0003,3157,126563,40,-324.6,632,126663,239.17,-2.2376816,77.215965,72.84147,0.054652676,0.63593996,37.857605,95.79342
-329.45119292999993,0.0003,3158,126605,40,-329.5,633,126705,236.59,0.49433854,76.48207,87.362335,0.054466452,0.77512956,14.219675,92.184654
-334.59535539000007,0.0003,3161,126747,40,-334.6,634,126847,235.01,0.52263,153.2017,103.86726,0.05464375,0.8266729,36.52049,90.86598
-339.78236261000006,0.0003,3163,126807,40,-339.8,635,126907,232.61,0.40763336,113.0111,111.32426,0.054770727,0.57933736,5.0579424,91.64144
-339.47100891,0.0003,3170,127107,40,-339.5,636,127207,232.61,1.3589813,4.982211,5.6208386,0.056511678,0.6026195,10.752737,96.48747
-344.26628089999997,0.0003,3173,127241,40,-344.3,637,127341,230.95,-0.1504364,15.715454,15.700047,0.05786444,0.52739143,28.642488,99.87123
-339.66923364,0.0003,3181,127541,40,-339.7,638,127641,233.66,0.6299043,8.449522,10.8968725,0.058864847,0.8881717,21.308998,90.39574
-335.39687347,0.0003,3188,127841,40,-335.4,639,127941,236.4,-1.4649851,20.240442,13.546072,0.0601047,1.0136313,7.767275,89.04724
-335.56350666,0.0003,3192,128004,40,-335.6,640,128104,236.54,1.7575785,904.0985,811.3344,0.059680134,0.38921633,16.334305,106.24675
-329.92365068,0.0003,3199,128304,40,-329.9,641,128404,237.89,-0.19663626,10.672379,14.973059,0.05829214,0.6182038,10.536895,94.95132
-330.0191411999999,0.0003,3206,128604,40,-330.0,642,128704,237.89,0.2801064,4.670126,6.4948053,0.057006937,0.6302832,3.2449007,91.61077
-324.88357605,0.0003,3214,128904,40,-324.9,643,129004,239.75,1.5136037,15.305246,18.679428,0.0562566,0.5892097,9.142799,96.589554
-324.93717673,0.0003,3216,128985,40,-324.9,644,129085,239.73,-0.8106852,20.456793,16.819061,0.056031704,0.63275385,7.0999804,94.74243
-330.44792681,0.0003,3222,129228,40,-330.4,645,129328,239.16,-0.6255233,48.76562,43.250046,0.056044985,0.59775764,10.370581,95.43146
-330.94912458,0.0003,3229,129528,40,-330.9,646,129628,239.16,-2.3500478,13.8689375,24.254654,0.055376273,0.50316465,38.131798,93.74144
-330.72088581,0.0003,3236,129828,40,-330.7,647,129928,239.16,0.9214679,27.81075,29.425018,0.05533425,0.33346516,4.5497932,95.245
-329.58857067,0.0003,3243,130128,40,-329.6,648,130228,239.16,-1.0219116,75.83871,75.13253,0.054037243,0.7961525,5.8954396,91.090195
-326.21843322000007,0.0003,3250,130428,40,-326.2,649,130528,241.21,-0.45139158,250.38574,227.0047,0.052949432,0.419105,2.3817375,91.54505
-320.22928513,0.0003,3258,130728,40,-320.2,650,130828,241.27,-0.32000092,15.220032,9.911219,0.052546635,0.48277232,3.8521552,88.818794
-319.98221734000003,0.0003,3265,131028,40,-320.0,651,131128,241.27,0.24021977,13.24884,11.734204,0.051895346,0.30463612,7.9680576,95.454735
