EpIntrinsicRew/step,EpLenMean,EpRew/step,EpThisIter,EpTotalRewMean,EpisodesSoFar,MaxIntrinsicRew,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
0.0,68.26666666666667,-11.636771436900256,15,-657.7593400493264,15,0.0,21.737547397613525,1024,0.0,2.8363447,1.3768672943115234e-05,0.00081800966,0.008348643,0.008348643
0.0,70.62068965517241,-12.229460041762703,14,-684.1051123812795,29,0.0,42.94915843009949,2048,0.0,2.8349617,7.808208465576172e-06,0.0008310023,0.010178693,0.010178693
0.0,72.875,-11.687658789991909,14,-682.1657347830012,43,0.0,64.05827927589417,3072,0.0,2.8440523,3.421306610107422e-05,0.0008546805,0.009646738,0.009646738
0.0,66.9,-12.414250647101786,17,-653.1739568537101,60,0.0,85.40944623947144,4096,0.0,2.8425014,0.0006464123725891113,0.00088060636,0.0068086777,0.0068086777
0.0,70.825,-10.82117757541865,13,-644.5989692945034,73,0.0,106.69401264190674,5120,0.0,2.8488157,-0.00031578540802001953,0.0009095042,0.010593692,0.010593692
0.0,73.125,-10.653159149733222,13,-640.4636704823002,86,0.0,127.93175506591797,6144,0.0,2.860441,0.00020682811737060547,0.0008638705,0.011386677,0.011386677
0.0,82.1,-10.221084756854472,11,-644.3474503718317,97,0.0,149.25742888450623,7168,0.0,2.8591912,-0.0009341239929199219,0.00089757144,0.010821562,0.010821562
0.0,77.525,-10.612175771620947,15,-635.243095437251,112,0.0,170.37286520004272,8192,0.0,2.8613284,-0.00024330615997314453,0.00096038135,0.012358965,0.012358965
0.0,70.975,-11.897325416927217,17,-638.3426934225485,129,0.0,191.6189727783203,9216,0.0,2.8579686,-0.000861048698425293,0.0008680553,0.011129834,0.011129834
0.0,76.8,-11.609760764528138,8,-629.8734730731696,137,0.0,212.6721613407135,10240,0.0,2.8558023,-0.0007649660110473633,0.0009242613,0.010623237,0.010623237
0.0,85.7,-10.400311750766292,10,-620.5127652363851,147,0.0,234.24229645729065,11264,0.0,2.8460362,0.0002919435501098633,0.00090293615,0.0098441,0.0098441
0.0,94.375,-9.556262695934077,11,-617.0307913344353,158,0.0,255.62818121910095,12288,0.0,2.841067,-0.0007369518280029297,0.00084134244,0.008931929,0.008931929
0.0,102.4,-8.766305833859613,11,-612.5870849175378,169,0.0,276.67472434043884,13312,0.0,2.8354194,-0.0012491941452026367,0.000942272,0.010611385,0.010611385
0.0,93.5,-8.942185479486167,11,-609.4354035757482,180,0.0,297.74048924446106,14336,0.0,2.8420186,8.630752563476562e-05,0.00086002,0.008209003,0.008209003
0.0,100.875,-9.159862686561757,8,-582.0724256273359,188,0.0,319.6981382369995,15360,0.0,2.840373,-0.0006479024887084961,0.0008389837,0.007917607,0.007917607
0.0,109.575,-8.738713708676498,7,-598.9654625931755,195,0.0,341.285781621933,16384,0.0,2.8372903,-5.0187110900878906e-05,0.00097094546,0.00926047,0.00926047
0.0,115.525,-7.793477499494458,9,-603.5045125935227,204,0.0,362.8087031841278,17408,0.0,2.8352964,7.808208465576172e-06,0.00097427063,0.011069793,0.011069793
0.0,119.75,-7.32947778029971,8,-594.3598042633384,212,0.0,384.0728397369385,18432,0.0,2.8341897,-0.0009799003601074219,0.00087525864,0.009362908,0.009362908
0.0,115.875,-7.703083807501841,11,-602.9493028700351,223,0.0,405.6095600128174,19456,0.0,2.8414416,-0.0002537965774536133,0.0008445345,0.008813659,0.008813659
0.0,114.6,-7.5017425188505396,8,-542.5000989200547,231,0.0,427.1228497028351,20480,0.0,2.851504,-0.0010063648223876953,0.000904392,0.008403255,0.008403255
0.0,121.15,-7.39650146010491,7,-522.5006427420303,238,0.0,449.01518511772156,21504,0.0,2.8591,-0.0014435052871704102,0.0009360842,0.009317881,0.009317881
0.0,124.625,-7.658331127483139,8,-499.59457322079686,246,0.0,470.43933939933777,22528,0.0,2.8592503,1.0788440704345703e-05,0.0008118418,0.008747572,0.008747572
0.0,123.3,-7.868348046182956,8,-493.2371959283948,254,0.0,492.515100479126,23552,0.0,2.8599832,-0.0018754005432128906,0.0008752743,0.009260338,0.009260338
0.0,134.975,-7.656844743649193,8,-469.82904729805887,262,0.0,515.6216895580292,24576,0.0,2.853251,-0.001880645751953125,0.0009406056,0.010491392,0.010491392
0.0,133.6,-7.178082035304169,7,-477.6806216590106,269,0.0,536.9630761146545,25600,0.0,2.8632102,0.00040400028228759766,0.0009213038,0.010733061,0.010733061
