EpIntrinsicRew/step,EpLenMean,EpRew/step,EpThisIter,EpTotalRewMean,EpisodesSoFar,MaxIntrinsicRew,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain,,,,,,,,,,,,
0,186.775,-3.961621477,7,-266.7649544,1048,0,3773.930022,171008,0,1.2693133,1.01E-05,0.000878307,0.009775842,0.009775842,,,,,,,,,,,,
0,189.75,-3.665736052,6,-268.7117514,1054,0,3796.472327,172032,0,1.2371345,7.75E-06,0.000848402,0.011381235,0.011381235,,,,,,,,,,,,
0,194.5,-3.34403855,5,-255.3525936,1059,0,3819.584604,173056,0,1.2603526,3.15E-05,0.000725298,0.015332497,0.015332497,,,,,,,,,,,,
0,189.8,-3.903154879,5,-268.701954,1064,0,3842.129144,174080,0,1.3590934,-1.07E-06,0.000878188,0.01629852,0.01629852,,,,,,,,,,,,
0,187.375,-3.889745467,5,-281.8482311,1069,0,3865.044774,175104,0,1.2392318,-1.23E-05,0.00087967,0.013533871,0.013533871,,,,,,,,,,,,
0,183.15,-4.150160246,5,-294.3395574,1074,0,3887.91638,176128,0,1.2235547,-1.19E-07,0.000772872,0.012682069,0.012682069,,,,,,,,,,,,
0,187.825,-4.043200701,4,-295.6830959,1078,0,3911.117003,177152,0,1.2812669,8.76E-06,0.000867284,0.011170616,0.011170616,,,,,,,,,,,,
0,196.525,-3.606536729,5,-298.8363575,1083,0,3933.815476,178176,0,1.2246809,3.81E-06,0.000834061,0.007949172,0.007949172,,,,,,,,,,,,
0,211.45,-2.543846146,4,-259.7835212,1087,0,3956.951703,179200,0,1.2616658,0.00021112,0.00079839,0.011161608,0.011161608,,,,,,,,,,,,
0,214.975,-2.346116601,4,-230.9789282,1091,0,3979.418189,180224,0,1.2973268,0.000559449,0.000873181,0.012392858,0.012392858,,,,,,,,,,,,
0,212.75,-2.854392986,6,-245.2114108,1097,0,4002.458314,181248,0,1.2926564,2.34E-05,0.000881664,0.012591425,0.012591425,,,,,,,,,,,,
0,207.225,-3.272623642,6,-272.7397858,1103,0,4025.479789,182272,0,1.2312939,1.78E-05,0.000856957,0.01147511,0.01147511,,,,,,,,,,,,
0,205.1,-3.258781558,5,-256.984373,1108,0,4048.058945,183296,0,1.2831662,1.57E-05,0.000878956,0.009684837,0.009684837,,,,,,,,,,,,
0,204.8,-3.764499465,6,-256.6271698,1114,0,4071.209759,184320,0,1.2422578,1.10E-05,0.000826942,0.018500514,0.018500514,,,,,,,,,,,,
0,192.325,-4.554593989,7,-267.7297966,1121,0,4094.267153,185344,0,1.2801003,-4.17E-06,0.000859593,0.011798365,0.011798365,,,,,,,,,,,,
0,182.3,-4.821190364,5,-294.110347,1126,0,4116.903515,186368,0,1.3808371,-5.13E-06,0.000875498,0.013685966,0.013685966,,,,,,,,,,,,
0,178.525,-4.830585332,6,-307.6063752,1132,0,4139.993613,187392,0,1.3873746,-1.34E-05,0.000772318,0.015454841,0.015454841,,,,,,,,,,,,
0,164.2,-5.577280868,7,-332.7206772,1139,0,4162.96893,188416,0,1.3363101,-2.73E-05,0.000867941,0.015007584,0.015007584,,,,,,,,,,,,
0,179.2,-4.601869226,4,-293.3679922,1143,0,4185.941727,189440,0,1.3029187,0.000272512,0.000851093,0.011329793,0.011329793,,,,,,,,,,,,
0,179.5,-4.529403804,4,-294.331197,1147,0,4208.289155,190464,0,1.2641644,2.05E-05,0.000884371,0.01263517,0.01263517,,,,,,,,,,,,
0,187.65,-3.974588552,5,-298.0113466,1152,0,4231.183661,191488,0,1.3549724,1.55E-06,0.000878787,0.0146013,0.0146013,,,,,,,,,,,,
0,190.25,-3.855396097,5,-299.0996027,1157,0,4254.451241,192512,0,1.3416842,-4.53E-06,0.000917062,0.012391787,0.012391787,,,,,,,,,,,,
0,204.8,-3.137315831,4,-273.3050382,1161,0,4277.552975,193536,0,1.2593834,0.000345528,0.000893282,0.01232942,0.01232942,,,,,,,,,,,,
0,203.65,-3.201881031,6,-257.8282507,1167,0,4300.707435,194560,0,1.2217658,4.41E-06,0.000752924,0.012467729,0.012467729,,,,,,,,,,,,
0,204.8,-3.588840761,5,-271.890521,1172,0,4324.033246,195584,0,1.2959752,-5.96E-07,0.000915873,0.01165574,0.01165574,,,,,,,,,,,,
0,209.475,-3.036952973,6,-258.9942652,1178,0,4346.905472,196608,0,1.2307222,1.34E-05,0.00081846,0.011853358,0.011853358,,,,,,,,,,,,
0,207.9,-3.14495565,4,-273.1309408,1182,0,4370.049757,197632,0,1.2758441,4.17E-07,0.000842643,0.011874573,0.011874573,,,,,,,,,,,,
0,204.8,-3.221490904,5,-271.3225601,1187,0,4392.843225,198656,0,1.2862806,6.02E-06,0.000889072,0.011093986,0.011093986,,,,,,,,,,,,
0,204.8,-3.554456521,5,-256.0673206,1192,0,4414.935322,199680,0,1.2725773,1.97E-06,0.000837191,0.01801404,0.01801404,,,,,,,,,,,,
0,209.825,-3.094226818,4,-227.5975339,1196,0,4437.890403,200704,0,1.3301735,-0.000212908,0.000897581,0.009936254,0.009936254,,,,,,,,,,,,
0,204.8,-3.33102581,5,-241.0320456,1201,0,4460.850226,201728,0,1.2346078,-1.79E-06,0.000793362,0.013344767,0.013344767,,,,,,,,,,,,
0,212.975,-2.668318161,4,-213.7651093,1205,0,4484.3671,202752,0,1.2810998,0.000116885,0.000909724,0.010064162,0.010064162,,,,,,,,,,,,
0,222.25,-2.090980091,4,-202.2071691,1209,0,4507.471115,203776,0,1.2258683,0.000476897,0.000887129,0.011299819,0.011299819,,,,,,,,,,,,
0,207.825,-3.052761113,7,-196.0365447,1216,0,4530.21868,204800,0,1.1897165,1.90E-05,0.000899687,0.010768064,0.010768064,,,,,,,,,,,,
0,215.4,-2.857550354,4,-183.7902882,1220,0,4553.64154,205824,0,1.2857082,-7.33E-05,0.000900181,0.009190293,0.009190293,,,,,,,,,,,,
0,207.9,-3.163609519,5,-180.5848756,1225,0,4576.32544,206848,0,1.1493921,1.41E-05,0.000828725,0.021385416,0.021385416,,,,,,,,,,,,
0,207.275,-3.52817669,6,-194.6191403,1231,0,4599.69156,207872,0,1.2018772,7.15E-06,0.00090521,0.013847385,0.013847385,,,,,,,,,,,,
0,207.9,-3.623127096,4,-209.9898212,1235,0,4623.025692,208896,0,1.2320362,-2.59E-05,0.000929494,0.013872947,0.013872947,,,,,,,,,,,,
0,206.275,-3.728300514,5,-224.0273573,1240,0,4646.324912,209920,0,1.1655412,3.04E-06,0.000852815,0.012721567,0.012721567,,,,,,,,,,,,
0,197.3,-4.557056246,6,-251.0439164,1246,0,4669.565064,210944,0,1.1873682,-5.60E-06,0.000852134,0.008773044,0.008773044,,,,,,,,,,,,
0,189.8,-5.038592301,5,-279.0683002,1251,0,4692.853857,211968,0,1.1863184,-1.12E-05,0.000848833,0.013268048,0.013268048,,,,,,,,,,,,
0,204.8,-4.186870722,5,-254.2507853,1256,0,4716.071372,212992,0,1.2276754,-5.84E-06,0.000791298,0.012052313,0.012052313,,,,,,,,,,,,
0,204.8,-4.249446544,4,-269.4207423,1260,0,4739.492606,214016,0,1.2773943,8.76E-06,0.000972994,0.011690503,0.011690503,,,,,,,,,,,,
0,207,-3.948758884,4,-270.4648824,1264,0,4762.737015,215040,0,1.3509727,6.26E-06,0.00090126,0.00986713,0.00986713,,,,,,,,,,,,
0,213.475,-3.753087767,4,-257.8633035,1268,0,4786.347918,216064,0,1.2061223,3.77E-05,0.000975273,0.012218287,0.012218287,,,,,,,,,,,,
0,211.475,-3.286895332,6,-256.970335,1274,0,4809.053494,217088,0,1.2190812,7.03E-06,0.000897248,0.013661275,0.013661275,,,,,,,,,,,,
0,212.975,-3.134087973,4,-243.047362,1278,0,4832.511359,218112,0,1.2657641,7.65E-05,0.000820745,0.010330087,0.010330087,,,,,,,,,,,,
0,213.55,-3.304018928,5,-258.2625183,1283,0,4857.854347,219136,0,1.2253096,1.01E-05,0.000812906,0.014433968,0.014433968,,,,,,,,,,,,
0,228,-2.610115405,4,-248.3955325,1287,0,4881.191221,220160,0,1.308584,3.10E-06,0.000818775,0.01060617,0.01060617,,,,,,,,,,,,
0,229.725,-2.181135984,5,-248.9320745,1292,0,4904.666731,221184,0,1.1833358,8.34E-07,0.000861065,0.014293321,0.014293321,,,,,,,,,,,,
0,230.4,-2.181522424,4,-249.2292074,1296,0,4928.015084,222208,0,1.3216007,-9.04E-05,0.000913518,0.010507086,0.010507086,,,,,,,,,,,,
0,230.4,-2.216862244,4,-249.1026158,1300,0,4950.517277,223232,0,1.1146077,3.10E-06,0.000756477,0.009088961,0.009088961,,,,,,,,,,,,
0,222.9,-2.265648625,5,-246.3558272,1305,0,4973.721948,224256,0,1.2339878,-7.75E-06,0.000761865,0.011076766,0.011076766,,,,,,,,,,,,
0,227.1,-2.271772466,5,-247.6113531,1310,0,4996.927942,225280,0,1.2214915,1.59E-05,0.00079905,0.01776746,0.01776746,,,,,,,,,,,,
0,230.4,-2.190756401,4,-234.2111152,1314,0,5020.558786,226304,0,1.2145358,0.000183463,0.000989755,0.014724925,0.014724925,,,,,,,,,,,,
0,230.4,-2.190674009,4,-234.0763264,1318,0,5043.796046,227328,0,1.297137,0.000139773,0.000828188,0.010143781,0.010143781,,,,,,,,,,,,
0,222.9,-2.315697406,6,-230.3792368,1324,0,5067.471142,228352,0,1.2017612,2.92E-06,0.000812381,0.011220042,0.011220042,,,,,,,,,,,,
0,211.825,-2.886380022,7,-241.140531,1331,0,5090.272061,229376,0,1.2341411,-1.32E-05,0.000821092,0.012134854,0.012134854,,,,,,,,,,,,
0,204.8,-3.459989652,5,-253.3590247,1336,0,5113.715642,230400,0,1.196497,0,0.00076172,0.01248353,0.01248353,,,,,,,,,,,,
0,197.3,-3.610483034,5,-250.9053013,1341,0,5136.722432,231424,0,1.1892176,8.17E-06,0.000860962,0.014710726,0.014710726,,,,,,,,,,,,
0,200.7,-3.498082191,5,-252.6025962,1346,0,5159.955794,232448,0,1.3060107,-9.06E-06,0.000821717,0.01079626,0.01079626,,,,,,,,,,,,
0,189.8,-3.809261044,6,-279.2287741,1352,0,5183.179461,233472,0,1.2390015,-1.91E-05,0.000871689,0.011475552,0.011475552,,,,,,,,,,,,
0,182.3,-4.336226952,5,-306.835054,1357,0,5206.680807,234496,0,1.2413889,1.73E-06,0.000898251,0.011299577,0.011299577,,,,,,,,,,,,
0,181.875,-4.157355469,6,-307.6998805,1363,0,5229.769661,235520,0,1.263651,-7.63E-06,0.000856466,0.00944094,0.00944094,,,,,,,,,,,,
0,193.95,-3.674790016,4,-281.2811803,1367,0,5260.213267,236544,0,1.3130094,-9.88E-05,0.000912436,0.009648306,0.009648306,,,,,,,,,,,,
0,204.8,-3.131129441,4,-270.9454358,1371,0,5283.615573,237568,0,1.2501547,-8.11E-06,0.000883614,0.010213126,0.010213126,,,,,,,,,,,,
0,197.3,-3.26258963,6,-284.760084,1377,0,5307.279095,238592,0,1.22963,-4.77E-07,0.000839247,0.012536189,0.012536189,,,,,,,,,,,,
0,204.8,-3.015536758,4,-272.5792891,1381,0,5330.340564,239616,0,1.2659256,7.27E-05,0.000972529,0.014678497,0.014678497,,,,,,,,,,,,
0,204.875,-2.86570416,4,-241.5491211,1385,0,5353.224143,240640,0,1.2126839,-4.71E-05,0.000855525,0.013139645,0.013139645,,,,,,,,,,,,
0,219.85,-2.269238493,4,-215.9549225,1389,0,5376.053101,241664,0,1.2463181,6.90E-05,0.000940024,0.011471147,0.011471147,,,,,,,,,,,,
0,227.875,-2.092800771,4,-203.6533907,1393,0,5399.728086,242688,0,1.2594163,6.20E-06,0.000924802,0.011770125,0.011770125,,,,,,,,,,,,
0,230.4,-1.713412488,4,-188.9943853,1397,0,5423.102744,243712,0,1.2940903,-5.58E-05,0.000949498,0.012004608,0.012004608,,,,,,,,,,,,
0,230.4,-1.827982002,6,-173.4932212,1403,0,5446.490984,244736,0,1.304269,-8.11E-06,0.000835767,0.016052276,0.016052276,,,,,,,,,,,,
0,222.9,-2.156954651,5,-185.3375603,1408,0,5469.477904,245760,0,1.2541465,3.52E-06,0.00079751,0.011384998,0.011384998,,,,,,,,,,,,
0,215.4,-2.333652939,5,-181.6341746,1413,0,5492.627206,246784,0,1.2036943,6.62E-06,0.000754956,0.013571713,0.013571713,,,,,,,,,,,,
0,215.4,-2.495270115,6,-182.3949172,1419,0,5516.32773,247808,0,1.382274,-3.93E-06,0.000832191,0.018800518,0.018800518,,,,,,,,,,,,
0,215.4,-2.495033347,4,-182.5066607,1423,0,5539.708085,248832,0,1.215153,0.000437021,0.000899697,0.012060713,0.012060713,,,,,,,,,,,,
0,204.8,-3.276165647,6,-224.1671502,1429,0,5562.936167,249856,0,1.2658585,3.22E-06,0.000831495,0.012026317,0.012026317,,,,,,,,,,,,
0,204.8,-3.344645879,4,-239.3375017,1433,0,5586.637567,250880,0,1.2932231,8.88E-06,0.00088964,0.012121635,0.012121635,,,,,,,,,,,,
0,204.8,-3.344184889,4,-239.1950723,1437,0,5609.808103,251904,0,1.2716873,3.39E-05,0.000864688,0.015542001,0.015542001,,,,,,,,,,,,
0,205.275,-2.945800652,5,-223.7784635,1442,0,5633.46326,252928,0,1.2084224,-5.36E-06,0.000781175,0.012742817,0.012742817,,,,,,,,,,,,
0,195.875,-3.473441238,8,-265.6276712,1450,0,5656.796757,253952,0,1.2201893,-2.26E-06,0.000817042,0.013196187,0.013196187,,,,,,,,,,,,
0,189.8,-3.761012001,5,-293.2609291,1455,0,5680.067316,254976,0,1.2483531,-8.34E-07,0.0008939,0.011214079,0.011214079,,,,,,,,,,,,
0,189.8,-3.520950685,6,-307.4913024,1461,0,5703.524646,256000,0,1.2887516,9.54E-07,0.000847363,0.01185263,0.01185263,,,,,,,,,,,,
0,196.275,-3.157360333,4,-294.9548455,1465,0,5727.096288,257024,0,1.2486266,-2.26E-06,0.000834462,0.011786293,0.011786293,,,,,,,,,,,,
0,204.8,-2.741641535,4,-267.3855506,1469,0,5750.333324,258048,0,1.1935539,-0.000240088,0.000859842,0.013267465,0.013267465,,,,,,,,,,,,
0,197.3,-2.804238533,5,-249.1608646,1474,0,5773.64361,259072,0,1.2984619,-3.93E-06,0.000795585,0.008110119,0.008110119,,,,,,,,,,,,
0,203.15,-2.575991831,4,-236.0987239,1478,0,5797.260274,260096,0,1.1821375,-0.000145316,0.000969242,0.012773989,0.012773989,,,,,,,,,,,,
0,197.3,-2.766276703,5,-249.1865244,1483,0,5820.63881,261120,0,1.2544136,2.15E-06,0.000939866,0.015134748,0.015134748,,,,,,,,,,,,
0,208.525,-2.171585443,5,-222.8756966,1488,0,5843.927183,262144,0,1.2464162,5.78E-06,0.000777704,0.011259473,0.011259473,,,,,,,,,,,,
0,219.6,-1.922262127,4,-196.6969265,1492,0,5866.913764,263168,0,1.2064768,-8.76E-05,0.000901823,0.009742533,0.009742533,,,,,,,,,,,,
0,222.9,-1.747916318,4,-182.7889082,1496,0,5890.323697,264192,0,1.2653782,4.95E-05,0.000899033,0.010710191,0.010710191,,,,,,,,,,,,
0,215.4,-2.293685179,7,-195.4998176,1503,0,5914.064601,265216,0,1.2460213,3.81E-06,0.000931306,0.011681508,0.011681508,,,,,,,,,,,,
0,207.9,-2.722430783,5,-223.7499489,1508,0,5937.470968,266240,0,1.1488395,4.05E-06,0.000804069,0.012105508,0.012105508,,,,,,,,,,,,
0,205.925,-2.660873038,5,-222.9154692,1513,0,5960.697979,267264,0,1.2430207,-8.11E-06,0.000876579,0.011356724,0.011356724,,,,,,,,,,,,
0,207.9,-2.657409648,4,-223.3173228,1517,0,5984.296665,268288,0,1.2215345,0.000236809,0.000806065,0.012355688,0.012355688,,,,,,,,,,,,
0,213.4,-2.470301389,4,-210.5493534,1521,0,6007.631376,269312,0,1.2588782,9.38E-05,0.000872193,0.013157858,0.013157858,,,,,,,,,,,,
0,210.4,-2.657353028,6,-209.0375076,1527,0,6031.587322,270336,0,1.1954753,-1.43E-06,0.000842809,0.010554444,0.010554444,,,,,,,,,,,,
0,204.8,-2.78929182,5,-221.5567083,1532,0,6055.312836,271360,0,1.0556365,0.030867159,0.000894171,0.011602227,0.011602227,,,,,,,,,,,,
0,195.65,-3.367301719,6,-232.5579456,1538,0,6079.047323,272384,0,1.2149359,-5.96E-07,0.000993392,0.013086284,0.013086284,,,,,,,,,,,,
0,209.75,-2.424570638,4,-191.9210734,1542,0,6102.375515,273408,0,1.2575231,7.03E-05,0.000823239,0.010336337,0.010336337,,,,,,,,,,,,
0,197.3,-3.012355763,7,-217.3119466,1549,0,6126.055402,274432,0,1.1503049,1.31E-06,0.000827897,0.0118799,0.0118799,,,,,,,,,,,,
0,197.3,-3.412229504,5,-232.9947505,1554,0,6149.417678,275456,0,1.266991,4.17E-06,0.000912661,0.011253152,0.011253152,,,,,,,,,,,,
0,189.8,-3.541829865,5,-245.4189043,1559,0,6173.117903,276480,0,1.2441509,3.22E-06,0.000860434,0.011246912,0.011246912,,,,,,,,,,,,
0,180.85,-3.880744928,6,-272.8470955,1565,0,6196.331069,277504,0,1.1634698,4.29E-06,0.000902127,0.012175964,0.012175964,,,,,,,,,,,,
0,187.075,-3.796420778,5,-275.2229705,1570,0,6219.794175,278528,0,1.2038488,3.52E-06,0.000810945,0.013954928,0.013954928,,,,,,,,,,,,
0,196.325,-3.410835274,4,-263.583227,1574,0,6243.43587,279552,0,1.2186358,0.000585854,0.000898316,0.010287847,0.010287847,,,,,,,,,,,,
0,197.3,-3.516021294,5,-279.1360198,1579,0,6267.573937,280576,0,1.2034938,-5.72E-06,0.000898247,0.017728414,0.017728414,,,,,,,,,,,,
0,202.55,-3.550657483,5,-280.5189602,1584,0,6291.253352,281600,0,1.212753,6.97E-06,0.000958622,0.01495522,0.01495522,,,,,,,,,,,,
0,207.9,-3.239907181,4,-252.2413281,1588,0,6314.833656,282624,0,1.2047238,0.000426531,0.00089561,0.013794657,0.013794657,,,,,,,,,,,,
0,209.15,-3.03814204,5,-237.158477,1593,0,6338.464699,283648,0,1.2038481,-4.41E-06,0.000839684,0.011967748,0.011967748,,,,,,,,,,,,
0,207.9,-3.037798833,4,-236.6787328,1597,0,6362.064206,284672,0,1.1497085,0.000218153,0.000904563,0.013071662,0.013071662,,,,,,,,,,,,
0,216.05,-2.919532536,4,-224.0682574,1601,0,6386.17986,285696,0,1.212924,4.77E-07,0.000917873,0.01005261,0.01005261,,,,,,,,,,,,
0,230.4,-2.375575412,4,-198.0197649,1605,0,6409.818514,286720,0,1.2215588,-8.33E-05,0.000921898,0.010116378,0.010116378,,,,,,,,,,,,
0,230.4,-2.576875032,5,-197.434363,1610,0,6432.0481,287744,0,1.258291,-1.19E-06,0.000806973,0.013318364,0.013318364,,,,,,,,,,,,
0,229.325,-2.36758663,5,-196.3124635,1615,0,6455.54373,288768,0,1.249366,-2.74E-06,0.000867762,0.012861639,0.012861639,,,,,,,,,,,,
0,218.1,-2.870339139,7,-208.2655743,1622,0,6478.797905,289792,0,1.2644801,2.56E-06,0.000839046,0.012867051,0.012867051,,,,,,,,,,,,
0,215.4,-2.8721786,4,-207.762172,1626,0,6502.239439,290816,0,1.1852367,-6.01E-05,0.000975598,0.013929652,0.013929652,,,,,,,,,,,,
0,214.25,-2.992900698,5,-206.8719418,1631,0,6526.121665,291840,0,1.0480965,0.000149846,0.000813689,0.015612362,0.015612362,,,,,,,,,,,,
0,215.4,-2.995138683,4,-207.3322683,1635,0,6549.838393,292864,0,1.1395578,9.88E-05,0.000854833,0.013528002,0.013528002,,,,,,,,,,,,
0,217.35,-3.035019088,4,-207.6674741,1639,0,6573.448595,293888,0,1.1973023,-4.89E-06,0.000757513,0.008693449,0.008693449,,,,,,,,,,,,
0,204.8,-3.866311365,6,-234.5996837,1645,0,6596.891102,294912,0,1.1524777,-1.55E-06,0.000875701,0.013794437,0.013794437,,,,,,,,,,,,
0,204.8,-3.561564919,5,-219.7635991,1650,0,6619.759158,295936,0,1.1742129,-2.26E-06,0.000817151,0.010887751,0.010887751,,,,,,,,,,,,
0,205.375,-3.504908501,4,-220.0110636,1654,0,6643.400035,296960,0,1.1505021,1.67E-06,0.000903966,0.00990629,0.00990629,,,,,,,,,,,,
0,220.525,-2.665886824,4,-194.6541478,1658,0,6666.726639,297984,0,1.13282,0.000106752,0.000904363,0.00887887,0.00887887,,,,,,,,,,,,
0,215.4,-3.0873395,6,-192.6582506,1664,0,6690.629293,299008,0,1.1401231,-2.74E-06,0.000888468,0.012417758,0.012417758,,,,,,,,,,,,
0,222.075,-2.634161782,4,-179.7614841,1668,0,6714.550698,300032,0,1.1712756,0.00016731,0.000960884,0.010213153,0.010213153,,,,,,,,,,,,
0,222.9,-2.639693134,4,-181.1165501,1672,0,6737.178217,301056,0,1.2803221,-3.83E-05,0.00091099,0.010792295,0.010792295,,,,,,,,,,,,
0,219.45,-2.825590228,5,-194.9242668,1677,0,6761.529274,302080,0,1.1217177,4.29E-06,0.000901933,0.012046492,0.012046492,,,,,,,,,,,,
0,214.525,-2.526824469,5,-193.0544538,1682,0,6785.106383,303104,0,1.2217852,-2.50E-06,0.000902734,0.009312617,0.009312617,,,,,,,,,,,,
0,221.55,-2.140092793,5,-180.2804809,1687,0,6808.418035,304128,0,1.1299747,-2.62E-06,0.000802343,0.014917724,0.014917724,,,,,,,,,,,,
0,226.275,-2.04507321,4,-166.1492331,1691,0,6831.6569,305152,0,1.165884,-1.07E-05,0.000859212,0.012256959,0.012256959,,,,,,,,,,,,
0,222.9,-2.104837751,4,-180.7031915,1695,0,6855.386623,306176,0,1.1396786,3.04E-06,0.000960865,0.013961169,0.013961169,,,,,,,,,,,,
0,228.875,-1.35009728,5,-167.7365997,1700,0,6879.302293,307200,0,1.1989119,7.75E-07,0.000798026,0.012138525,0.012138525,,,,,,,,,,,,
0,230.4,-1.429444394,4,-183.7674103,1704,0,6903.241681,308224,0,1.2230856,-5.13E-06,0.000839972,0.008561774,0.008561774,,,,,,,,,,,,
0,207.9,-2.640500222,7,-220.4274852,1711,0,6926.89442,309248,0,1.1713609,-7.15E-06,0.000863153,0.017137356,0.017137356,,,,,,,,,,,,
0,204.8,-3.119972745,6,-218.6055524,1717,0,6950.776832,310272,0,1.1582303,-4.17E-06,0.00082353,0.01395149,0.01395149,,,,,,,,,,,,
0,204.8,-3.124365578,5,-219.1644861,1722,0,6974.157753,311296,0,1.0789987,-2.98E-06,0.000822199,0.013191056,0.013191056,,,,,,,,,,,,
0,204.8,-3.288518063,5,-218.5010782,1727,0,6997.246187,312320,0,1.1874154,4.41E-06,0.000756029,0.011381444,0.011381444,,,,,,,,,,,,
0,190.675,-3.703176688,6,-244.420985,1733,0,7020.798258,313344,0,1.1823368,1.43E-06,0.00095204,0.01142785,0.01142785,,,,,,,,,,,,
0,189.8,-3.695976214,4,-242.5626403,1737,0,7044.516629,314368,0,1.1310143,-4.76E-05,0.000949299,0.00908129,0.00908129,,,,,,,,,,,,
0,197.3,-3.4501887,4,-228.7624528,1741,0,7068.106969,315392,0,1.255294,-1.75E-05,0.000957076,0.008281404,0.008281404,,,,,,,,,,,,
0,188.8,-3.575539036,6,-240.7858101,1747,0,7091.729106,316416,0,1.1472802,1.55E-06,0.000944942,0.011479735,0.011479735,,,,,,,,,,,,
0,204.05,-2.416744268,5,-215.8735279,1752,0,7114.977182,317440,0,1.1945274,-1.79E-06,0.000869784,0.010283235,0.010283235,,,,,,,,,,,,
0,205.8,-2.141589378,4,-201.7456959,1756,0,7138.17612,318464,0,1.1275198,0.000144303,0.000898761,0.011366067,0.011366067,,,,,,,,,,,,
0,204.8,-2.579337783,6,-215.855858,1762,0,7161.963908,319488,0,1.077785,7.75E-07,0.000885634,0.018780552,0.018780552,,,,,,,,,,,,
0,204.8,-2.554329258,5,-216.0087749,1767,0,7185.506886,320512,0,1.1334815,2.98E-06,0.000916324,0.020220038,0.020220038,,,,,,,,,,,,
0,210.775,-2.207885271,4,-202.3416685,1771,0,7209.100446,321536,0,1.1512558,3.10E-06,0.000757387,0.010616815,0.010616815,,,,,,,,,,,,
0,207.9,-2.280030788,5,-201.712471,1776,0,7232.717477,322560,0,1.1416718,-1.31E-06,0.000960063,0.011185816,0.011185816,,,,,,,,,,,,
0,204.8,-2.70903088,5,-246.588257,1781,0,7256.187757,323584,0,1.2149248,-5.96E-07,0.000859462,0.01094855,0.01094855,,,,,,,,,,,,
0,206.2,-2.265774655,5,-216.5063821,1786,0,7279.809916,324608,0,1.1385363,-1.43E-06,0.000833176,0.01158164,0.01158164,,,,,,,,,,,,
0,205.75,-2.902003994,5,-231.847456,1791,0,7303.385989,325632,0,1.1387868,-8.34E-07,0.000846441,0.013082,0.013082,,,,,,,,,,,,
0,204.8,-3.627179912,5,-261.281899,1796,0,7327.069427,326656,0,1.1861923,-2.38E-07,0.000840038,0.010457759,0.010457759,,,,,,,,,,,,
0,205,-3.231501239,5,-244.8523914,1801,0,7350.204543,327680,0,1.1029098,5.96E-08,0.000828174,0.009943657,0.009943657,,,,,,,,,,,,
0,207.025,-2.979175171,5,-259.6140131,1806,0,7374.082447,328704,0,1.0756236,3.58E-07,0.000935838,0.012460396,0.012460396,,,,,,,,,,,,
0,197.3,-3.538703471,6,-270.8692904,1812,0,7397.404617,329728,0,1.1523347,5.96E-07,0.000804704,0.013875132,0.013875132,,,,,,,,,,,,
0,204.8,-3.401555717,4,-257.9714105,1816,0,7421.123818,330752,0,1.1289644,-2.43E-05,0.000888863,0.008862422,0.008862422,,,,,,,,,,,,
0,212.15,-2.981039971,4,-216.2490557,1820,0,7444.671892,331776,0,1.1201706,4.73E-05,0.000902579,0.012286342,0.012286342,,,,,,,,,,,,
0,212.775,-2.835083984,4,-201.1829499,1824,0,7468.138989,332800,0,1.0883254,-9.80E-05,0.000889238,0.012517957,0.012517957,,,,,,,,,,,,
0,204.8,-3.420169037,7,-212.555402,1831,0,7491.633542,333824,0,1.0918028,-1.79E-06,0.000821324,0.013529638,0.013529638,,,,,,,,,,,,
0,204.8,-2.872321867,5,-197.8507937,1836,0,7514.878404,334848,0,1.0816791,8.23E-06,0.000841879,0.011825625,0.011825625,,,,,,,,,,,,
0,189.8,-3.60525374,7,-239.3961199,1843,0,7537.876758,335872,0,1.1371629,-4.29E-06,0.000911232,0.012185378,0.012185378,,,,,,,,,,,,
0,197.3,-3.431550358,4,-213.703313,1847,0,7561.183287,336896,0,1.1346414,7.66E-05,0.000932142,0.010887015,0.010887015,,,,,,,,,,,,
0,205.475,-2.806345551,4,-186.1180055,1851,0,7584.097196,337920,0,1.1149609,0.000441492,0.000884382,0.008179495,0.008179495,,,,,,,,,,,,
0,207.9,-2.809306579,4,-187.3244315,1855,0,7607.495611,338944,0,1.0725696,7.93E-05,0.000911904,0.011525355,0.011525355,,,,,,,,,,,,
0,189.8,-3.952451203,7,-240.6167897,1862,0,7631.007963,339968,0,1.0869796,-3.34E-06,0.00081251,0.012255257,0.012255257,,,,,,,,,,,,
0,188.05,-3.904990306,6,-239.4332436,1868,0,7654.46059,340992,0,1.1497415,-3.93E-06,0.000856451,0.01252203,0.01252203,,,,,,,,,,,,
0,189.8,-3.915073219,5,-240.3175207,1873,0,7677.528992,342016,0,1.1189243,2.98E-07,0.000752733,0.017964276,0.017964276,,,,,,,,,,,,
0,194.275,-3.804915345,5,-241.7347262,1878,0,7700.776197,343040,0,1.0805621,4.17E-07,0.000894933,0.010579504,0.010579504,,,,,,,,,,,,
0,204.8,-3.332763554,5,-245.0340786,1883,0,7724.29934,344064,0,1.1654232,4.17E-07,0.00087667,0.014079738,0.014079738,,,,,,,,,,,,
0,197.3,-3.612026113,5,-257.4961855,1888,0,7747.909518,345088,0,1.1173921,1.55E-06,0.000880699,0.014645064,0.014645064,,,,,,,,,,,,
