n_updates,mean 100 episode reward,episodes,fps,total timesteps,time_elapsed,mean 100 episode reward per step,current_lr,entropy,value_loss,qf1_loss,policy_loss,qf2_loss,eplenmean,ent_coef,ep_rewmean,ent_coef_loss
294200,-364.2,1438,39,294300,7390,-2.860893375054339,0.0003,0.15843965,60.58949,1315.9374,79.32544,1353.2346,243.8,0.01267574,-364.18419367,-0.24581516
294300,-364.2,1439,39,294400,7392,-2.8940412269901183,0.0003,-0.44127482,4.586693,60.00334,82.48132,91.57967,243.02,0.012592555,-364.23968064,4.969186
294400,-364.2,1439,39,294500,7395,-2.8940412269901183,0.0003,0.112367004,7.260974,116.83711,91.23781,125.67528,243.02,0.012650403,-364.23968064,3.9226604
294500,-364.2,1439,39,294600,7397,-2.8940412269901183,0.0003,0.65924776,3.316502,3.814344,77.884674,0.9753993,243.02,0.012723556,-364.23968064,-2.5562015
294600,-364.0,1440,39,294700,7400,-2.8931057922212737,0.0003,0.36582863,6.930682,9.381684,78.09362,7.8447304,243.02,0.012669425,-363.95905021,1.2437617
294700,-364.0,1440,39,294800,7402,-2.8931057922212737,0.0003,0.12433526,1.0865133,49.535744,77.792404,52.307335,243.02,0.012715034,-363.95905021,1.3880467
294800,-369.5,1441,39,294900,7405,-2.918315763692015,0.0003,0.6308188,32.02964,4.169247,84.294525,29.291231,242.32,0.012895974,-369.48531902,-3.1933043
294900,-375.0,1442,39,295000,7407,-2.9914148009068,0.0003,-0.27850863,6.3697023,9.061867,86.15231,8.867659,240.15,0.01300545,-374.98692339,3.732603
295000,-375.0,1442,39,295100,7410,-2.9914148009068,0.0003,-0.15392,1.7084553,4.095106,78.93206,4.1217136,240.15,0.013288401,-374.98692339,0.5667336
295100,-375.0,1442,39,295200,7412,-2.9914148009068,0.0003,-0.022755384,2.2783272,6.9454226,79.21867,3.006357,240.15,0.013496588,-374.98692339,-0.83078676
295200,-369.2,1444,39,295300,7415,-2.9299915177021507,0.0003,0.59498775,4.130418,8.457004,84.67242,5.747831,240.73,0.013410977,-369.19318953000004,-1.1637279
295300,-375.8,1445,39,295400,7417,-3.0550745691190353,0.0003,0.31206715,12.127686,435.46216,78.77373,281.1447,238.32,0.01324549,-375.7928435300001,-3.996094
295400,-375.8,1445,39,295500,7420,-3.0550745691190353,0.0003,0.28869212,3.395539,6.2580647,78.08843,8.363093,238.32,0.01303854,-375.7928435300001,-0.31382105
295500,-375.8,1445,39,295600,7423,-3.0550745691190353,0.0003,-0.33428812,37.651733,90.4052,80.843834,73.02953,238.32,0.012957966,-375.7928435300001,3.465409
295600,-381.8,1446,39,295700,7425,-3.0762144629753907,0.0003,-0.013888389,3.9637783,4.2616205,79.72279,3.2796829,238.18,0.013098607,-381.80189148000005,-0.88788855
295700,-381.8,1446,39,295800,7428,-3.0762144629753907,0.0003,0.1516201,7.8448544,1389.1832,79.21914,1345.8893,238.18,0.013047813,-381.80189148000005,-1.7623394
295800,-381.9,1447,39,295900,7430,-3.0244136447527024,0.0003,0.281171,1.8351269,3.8022037,78.09585,1.6397241,239.19,0.013082165,-381.90275318000005,-1.314888
295900,-381.9,1447,39,296000,7433,-3.0244136447527024,0.0003,0.008248329,0.81112266,1.5053067,77.94584,0.8921217,239.19,0.013177561,-381.90275318000005,-0.90741974
296000,-381.9,1447,39,296100,7435,-3.0244136447527024,0.0003,0.010824686,162.13959,101.65559,82.0178,124.881325,239.19,0.01315462,-381.90275318000005,0.7405797
296100,-392.7,1448,39,296200,7438,-3.062065617143662,0.0003,0.02707088,10.131213,8.5944,79.5062,10.452416,239.06,0.013199458,-392.66021091000005,-0.46403173
296200,-398.8,1449,39,296300,7440,-3.099497149506571,0.0003,0.02264839,2.813838,10.204311,78.362114,7.8152895,237.8,0.013315275,-398.80131474000007,1.3916787
296300,-398.8,1449,39,296400,7443,-3.099497149506571,0.0003,-0.0025342107,60.5365,10.101597,79.588165,20.285149,237.8,0.013302647,-398.80131474000007,-0.5861814
296400,-398.8,1449,39,296500,7445,-3.099497149506571,0.0003,0.39321357,1.2401642,2.7214699,78.274345,1.509469,237.8,0.013158209,-398.80131474000007,-3.3450148
296500,-399.0,1450,39,296600,7448,-3.1001622185442472,0.0003,0.06812123,6.9760475,16.96024,82.25058,7.1711164,237.8,0.013218738,-399.00083545,-1.5004747
296600,-399.0,1450,39,296700,7450,-3.1001622185442472,0.0003,0.20411637,14.451197,15.281444,78.607376,11.518368,237.8,0.013252503,-399.00083545,-3.5824056
296700,-399.0,1450,39,296800,7453,-3.1001622185442472,0.0003,-0.38446587,8.9939785,5.4394455,78.46885,21.271769,237.8,0.013301689,-399.00083545,1.8341663
296800,-399.6,1451,39,296900,7455,-3.1021818816601483,0.0003,-0.067100026,19.313923,62.07299,80.57762,32.266396,237.8,0.013515587,-399.60673439,2.1749742
296900,-399.6,1451,39,297000,7458,-3.1021818816601483,0.0003,0.15565568,6.0089383,10.86729,80.2775,6.0635934,237.8,0.013537336,-399.60673439,-0.88573676
297000,-399.6,1451,39,297100,7460,-3.1021818816601483,0.0003,0.13450682,219.3375,2742.7588,88.039444,1922.9633,237.8,0.013537129,-399.60673439,-0.3413713
297100,-407.2,1452,39,297200,7463,-3.1318123223710446,0.0003,0.023543425,10.0398445,82.866264,83.87926,81.31074,237.41,0.013566351,-407.22934803000004,-1.90213
297200,-412.8,1453,39,297300,7465,-3.1873115477509772,0.0003,-0.37742156,33.550705,823.0363,82.52646,251.34569,235.51,0.013623124,-412.75861538,1.4702542
297300,-412.8,1453,39,297400,7468,-3.1873115477509772,0.0003,0.088758305,7.2500525,118.40064,83.58665,94.25444,235.51,0.013663452,-412.75861538,1.4525313
297400,-418.2,1454,39,297500,7470,-3.2237554124292576,0.0003,-0.2392138,12.54125,50.012554,80.08301,62.894726,234.12,0.013808496,-418.16558276,0.80271745
297500,-423.8,1455,39,297600,7473,-3.2549224646248573,0.0003,-0.030756772,2.3558376,3.4924748,79.97977,9.173431,233.02,0.014012819,-423.80097643999994,0.459682
297600,-423.8,1455,39,297700,7475,-3.2549224646248573,0.0003,-0.08792311,4.742077,3.2518902,80.55294,2.2935336,233.02,0.014142462,-423.80097643999994,0.58897203
297700,-423.8,1455,39,297800,7478,-3.2549224646248573,0.0003,0.27760798,12.082008,19.242838,88.73994,29.878195,233.02,0.014157447,-423.80097643999994,-0.52136934
297800,-429.9,1456,39,297900,7480,-3.278357085223222,0.0003,0.3079502,3.3327508,3.346899,80.15593,7.313762,232.64,0.014209755,-429.85206618000007,-1.7899358
297900,-429.9,1456,39,298000,7483,-3.278357085223222,0.0003,0.35610354,39.96381,44.10663,83.628845,12.474367,232.64,0.014078106,-429.85206618000007,-1.4895267
298000,-429.9,1456,39,298100,7485,-3.278357085223222,0.0003,-0.25375384,8.045751,139.96921,83.79979,89.9551,232.64,0.014075777,-429.85206618000007,1.3216953
298100,-427.3,1457,39,298200,7488,-3.2660123155542777,0.0003,0.24346519,168.72946,81.79832,87.266975,58.371628,233.09,0.014214288,-427.32159375,-1.6248455
298200,-427.3,1457,39,298300,7491,-3.2660123155542777,0.0003,0.42603528,3.6302032,141.38065,85.71228,116.14921,233.09,0.014126448,-427.32159375,-2.173687
298300,-427.3,1457,39,298400,7493,-3.2660123155542777,0.0003,0.38856593,7.147626,14.769615,81.358,20.613255,233.09,0.014035964,-427.32159375,-0.84771836
298400,-427.4,1458,39,298500,7496,-3.2662570766536954,0.0003,0.008019745,8.89228,61.114307,82.62472,63.666893,233.09,0.014102226,-427.39502208,0.3731737
298500,-427.4,1458,39,298600,7498,-3.2662570766536954,0.0003,0.11811623,22.222233,143.62688,95.13767,63.781757,233.09,0.014046604,-427.39502208,1.7904285
298600,-427.4,1458,39,298700,7501,-3.2662570766536954,0.0003,-0.4202794,8.5005245,9.297196,85.67995,6.292696,233.09,0.014155489,-427.39502208,1.4015498
298700,-428.3,1459,39,298800,7503,-3.269200435357522,0.0003,0.24421214,63.789696,7.397011,83.23399,7.4967184,233.09,0.014468076,-428.27802968999987,0.98311716
298800,-428.3,1459,39,298900,7506,-3.269200435357522,0.0003,0.31366956,9.5302725,5.084946,87.51183,5.782149,233.09,0.014634593,-428.27802968999987,-1.2409099
298900,-428.3,1459,39,299000,7508,-3.269200435357522,0.0003,-0.05461853,48.751915,70.96722,84.254684,17.157557,233.09,0.014837309,-428.27802968999987,0.41660696
299000,-428.5,1460,39,299100,7511,-3.2698379612723794,0.0003,0.08395334,2.2916121,49.236286,79.76883,48.808296,233.09,0.014800381,-428.46928747,0.74965525
299100,-428.5,1460,39,299200,7514,-3.2698379612723794,0.0003,0.1569589,11.044605,1220.8872,83.30376,1193.0172,233.09,0.014993005,-428.46928747,1.420398
299200,-434.1,1461,39,299300,7516,-3.294453088372714,0.0003,0.04826837,11.264317,2337.1497,81.36967,2501.3542,232.47,0.015301947,-434.10969077999994,1.9943935
299300,-434.1,1461,39,299400,7519,-3.294453088372714,0.0003,-0.0104449615,8.429371,80.77176,81.19383,66.569855,232.47,0.015535018,-434.10969077999994,-1.2659733
299400,-434.1,1461,39,299500,7521,-3.294453088372714,0.0003,-0.17784593,5.918374,2120.3826,80.8154,2108.57,232.47,0.01564478,-434.10969077999994,1.106369
299500,-432.7,1462,39,299600,7524,-3.289618228264914,0.0003,-0.4804026,42.291214,15.034327,95.757835,23.823792,232.47,0.016004767,-432.65923274,2.7573357
299600,-432.7,1462,39,299700,7526,-3.289618228264914,0.0003,-0.43485004,42.943336,31.53474,84.06755,33.488556,232.47,0.016282136,-432.65923274,2.106212
299700,-432.7,1462,39,299800,7529,-3.289618228264914,0.0003,-0.0856193,6.085124,15.78625,82.55087,27.757612,232.47,0.016521934,-432.65923274,-0.30863166
299800,-428.9,1463,39,299900,7531,-3.244282277149184,0.0003,0.36908525,3.1198554,17.118279,89.028595,11.789487,234.29,0.016446013,-428.92098483,-0.8838608
299900,-428.9,1463,39,300000,7534,-3.244282277149184,0.0003,0.35983264,4.1275806,85.34902,81.25644,71.56435,234.29,0.016389638,-428.92098483,-1.465576
300000,-428.9,1463,39,300100,7537,-3.244282277149184,0.0003,0.05981879,6.44598,83.02928,88.48107,51.43131,234.29,0.016403463,-428.92098483,0.30005068
300100,-436.1,1464,39,300200,7539,-3.2759129061578602,0.0003,-0.149699,41.575745,11.605558,88.58771,9.851947,233.62,0.016625026,-436.10064474000006,-0.16199636
300200,-441.3,1465,39,300300,7542,-3.330208407582625,0.0003,-0.26961756,32.271614,16.795042,84.046234,22.808872,231.71,0.01684646,-441.33992997,1.7027441
300300,-441.3,1465,39,300400,7544,-3.330208407582625,0.0003,0.29748523,37.036358,86.69644,84.09195,75.63352,231.71,0.01710127,-441.33992997,0.31266344
300400,-441.3,1465,39,300500,7547,-3.330208407582625,0.0003,0.175026,20.649189,65.11733,85.93582,115.5547,231.71,0.017315218,-441.33992997,1.63822
300500,-441.5,1466,39,300600,7549,-3.33088461554923,0.0003,0.38911247,1.7891037,23.674501,87.796936,5.6563387,231.71,0.017367238,-441.54279237,0.7468457
300600,-441.5,1466,39,300700,7552,-3.33088461554923,0.0003,0.061324894,478.48453,77.350746,92.96823,75.6994,231.71,0.017445782,-441.54279237,1.9776236
300700,-441.5,1466,39,300800,7555,-3.33088461554923,0.0003,-0.036726058,37.495243,21.616444,85.00282,11.8841915,231.71,0.01758334,-441.54279237,0.49557248
300800,-446.8,1468,39,300900,7557,-3.5184872458489953,0.0003,0.27639544,46.6129,59.32177,85.76928,150.36504,229.03,0.017577095,-446.82627307,-0.69284886
300900,-446.8,1468,39,301000,7560,-3.5184872458489953,0.0003,0.2974024,12.084747,186.32556,81.3817,106.3757,229.03,0.017443445,-446.82627307,-0.5429492
301000,-446.8,1468,39,301100,7562,-3.5184872458489953,0.0003,0.13073462,10.897138,79.377205,87.15987,113.77726,229.03,0.017289419,-446.82627307,1.9618878
301100,-442.1,1469,39,301200,7565,-3.4755633328710034,0.0003,0.29303557,2.0325801,29.559587,82.283325,22.559677,230.71,0.01733111,-442.14707433999996,-0.22573578
301200,-442.1,1469,39,301300,7567,-3.4755633328710034,0.0003,0.11926086,8.263798,18.74163,85.23979,15.583071,230.71,0.01725807,-442.14707433999996,-0.38038594
301300,-442.1,1469,39,301400,7570,-3.4755633328710034,0.0003,0.43140852,28.055939,15.584848,88.338585,8.988556,230.71,0.017204752,-442.14707433999996,-1.4709575
301400,-436.4,1470,39,301500,7572,-3.4553974551914486,0.0003,0.31483978,6.2788754,10.819462,83.72817,14.480831,230.84,0.017053477,-436.41262437,-2.0655334
301500,-436.4,1470,39,301600,7575,-3.4553974551914486,0.0003,-0.20093057,10.082921,16.509432,96.00896,19.379086,230.84,0.01704743,-436.41262437,0.50043917
301600,-436.4,1470,39,301700,7577,-3.4553974551914486,0.0003,0.19398952,25.924318,31.448711,82.57869,5.4903994,230.84,0.016967645,-436.41262437,2.1259174
301700,-430.7,1471,39,301800,7580,-3.4331963032467514,0.0003,0.049463667,1.5549859,53.13571,83.692314,59.788994,231.19,0.017048648,-430.65465351,-0.0022070408
301800,-435.9,1472,39,301900,7582,-3.567376269098373,0.0003,-0.0315459,60.17897,43.897923,87.51837,25.398893,228.64,0.017233515,-435.91882960000004,1.626694
301900,-435.9,1472,39,302000,7585,-3.567376269098373,0.0003,0.23515032,16.235256,9.654013,82.436554,27.92029,228.64,0.01737558,-435.91882960000004,-2.0234094
302000,-436.4,1473,39,302100,7587,-3.5469388830525834,0.0003,-0.042143777,2.264635,1.727205,81.1351,1.9569739,229.73,0.017847016,-436.42396052,1.1550984
302100,-436.4,1473,39,302200,7590,-3.5469388830525834,0.0003,0.024793174,149.28592,384.41986,83.980865,240.41466,229.73,0.018220238,-436.42396052,-0.33779487
302200,-436.4,1473,39,302300,7592,-3.5469388830525834,0.0003,0.40102285,2.6754298,1137.5957,81.133606,1108.6041,229.73,0.018152148,-436.42396052,-1.5139434
302300,-436.0,1474,39,302400,7595,-3.5454820053093776,0.0003,0.11243286,11.793744,1313.308,84.20138,1275.5779,229.73,0.018246809,-435.98689719999993,0.89880234
302400,-436.0,1474,39,302500,7597,-3.5454820053093776,0.0003,0.063817576,19.75245,16.907053,88.16821,26.55626,229.73,0.018339816,-435.98689719999993,0.09311259
302500,-436.0,1474,39,302600,7600,-3.5454820053093776,0.0003,0.07269116,3.3176212,3.5942595,83.58842,6.1153593,229.73,0.018427411,-435.98689719999993,-1.4188821
302600,-441.9,1475,39,302700,7602,-3.569833205459733,0.0003,-0.1575234,19.832779,18.028482,86.49559,5.9184036,229.22,0.018483063,-441.87855873999996,1.1255684
302700,-441.9,1475,39,302800,7605,-3.569833205459733,0.0003,-0.100508794,21.69217,18.293543,87.96698,23.481499,229.22,0.018753853,-441.87855873999996,2.1797938
302800,-447.7,1476,39,302900,7607,-3.59584270769606,0.0003,0.32322237,10.213673,17.157326,84.07834,2.131532,228.54,0.01903236,-447.72531462,-1.211268
302900,-447.7,1476,39,303000,7610,-3.59584270769606,0.0003,0.27248132,4.247798,16.059988,92.97596,22.299294,228.54,0.019180434,-447.72531462,-0.04764831
303000,-447.7,1476,39,303100,7612,-3.59584270769606,0.0003,-0.29575047,49.857307,91.533035,102.32714,64.207565,228.54,0.01899741,-447.72531462,0.3324479
303100,-447.3,1477,39,303200,7615,-3.5942647031452504,0.0003,-0.04655157,8.5530405,48.00953,90.60327,6.096689,228.54,0.018832022,-447.25191325,1.4546584
303200,-452.4,1478,39,303300,7618,-3.6353700460108422,0.0003,-0.12355545,27.763866,173.0539,92.55379,136.80243,226.96,0.018925639,-452.43693872999995,1.5152845
303300,-452.4,1478,39,303400,7620,-3.6353700460108422,0.0003,0.5252897,2.8415933,7.357034,82.21852,8.070927,226.96,0.018972779,-452.43693872999995,-2.9269404
303400,-452.4,1478,39,303500,7623,-3.6353700460108422,0.0003,0.23953018,2.0710466,13.894693,84.494705,16.217108,226.96,0.01905179,-452.43693872999995,0.73577386
303500,-447.4,1479,39,303600,7625,-3.564846925963761,0.0003,0.2070348,34.088303,48.604332,88.85643,58.267056,229.12,0.018974787,-447.37618635,-0.49904823
303600,-447.4,1479,39,303700,7628,-3.564846925963761,0.0003,0.07989983,1.7166567,2.2149615,82.01176,2.3128142,229.12,0.018954093,-447.37618635,-1.4226172
303700,-447.4,1479,39,303800,7630,-3.564846925963761,0.0003,0.17483835,6.321453,5.031952,87.4935,20.660688,229.12,0.019186925,-447.37618635,0.41554362
303800,-444.5,1480,39,303900,7633,-3.555304197777735,0.0003,0.23715697,116.14449,2434.5693,87.70076,2578.68,229.12,0.019441009,-444.5133678799999,-0.80144083
303900,-444.5,1480,39,304000,7635,-3.555304197777735,0.0003,-0.07016663,8.570086,24.660173,84.851036,18.26421,229.12,0.019377409,-444.5133678799999,1.3598485
304000,-444.5,1480,39,304100,7638,-3.555304197777735,0.0003,0.5695839,5.4084363,21.826265,87.92749,27.768154,229.12,0.019421909,-444.5133678799999,-1.408745
304100,-439.5,1481,39,304200,7641,-3.517851747583515,0.0003,0.32809106,14.3839245,42.77549,86.075424,76.57373,230.59,0.019320289,-439.54540262999996,-1.8821046
304200,-439.5,1481,39,304300,7643,-3.517851747583515,0.0003,0.5464847,4.160145,44.746044,82.18758,49.658924,230.59,0.019168653,-439.54540262999996,-3.1667833
304300,-439.5,1481,39,304400,7646,-3.517851747583515,0.0003,-0.33929995,80.627716,182.24438,101.46501,157.84615,230.59,0.018823013,-439.54540262999996,3.8762164
304400,-432.0,1482,39,304500,7648,-3.4909355933771455,0.0003,0.13366702,5.7196436,19.996233,85.14398,16.82773,230.77,0.018811343,-432.02426647999994,-0.10356313
304500,-432.0,1482,39,304600,7651,-3.4909355933771455,0.0003,0.23474884,34.427597,57.126812,88.05101,20.658882,230.77,0.01897086,-432.02426647999994,1.0434966
304600,-432.0,1482,39,304700,7653,-3.4909355933771455,0.0003,0.18656588,6.756572,9.426468,84.004105,4.4162316,230.77,0.018994391,-432.02426647999994,0.939284
304700,-426.7,1483,39,304800,7656,-3.455629505259817,0.0003,0.17232253,3.2719035,3.7122636,83.252,1.9868313,232.0,0.018983914,-426.71980628000006,0.009350449
304800,-426.7,1483,39,304900,7658,-3.455629505259817,0.0003,-0.2970345,4.915966,2.6651058,84.068634,7.411234,232.0,0.018964212,-426.71980628000006,0.42914432
304900,-426.7,1483,39,305000,7661,-3.455629505259817,0.0003,0.268401,67.98867,22.552269,85.33711,64.61451,232.0,0.019057006,-426.71980628000006,0.373954
305000,-427.7,1484,39,305100,7663,-3.3507684604929175,0.0003,0.12407912,14.087402,23.246754,83.67459,4.975654,234.41,0.018957794,-427.7053270999999,1.0603617
305100,-426.7,1485,39,305200,7666,-3.321933945618284,0.0003,-0.09739849,10.17723,7.040777,94.93173,9.831248,234.52,0.018961469,-426.74044606999996,1.8783402
305200,-432.0,1486,39,305300,7668,-3.3883515322664177,0.0003,0.18024719,63.559296,97.54265,91.6989,237.63658,232.42,0.019159473,-431.96821932,1.4953015
305300,-439.6,1488,39,305400,7671,-3.6029730826827358,0.0003,0.35670596,6.656704,64.2184,83.60428,29.340685,227.81,0.019164449,-439.56309875000005,-1.1832249
305400,-443.5,1489,39,305500,7673,-3.7159901790020045,0.0003,0.300636,3.61061,9.295332,82.48193,8.886596,225.32,0.01916969,-443.5127145199999,-0.89712787
305500,-447.9,1490,39,305600,7676,-3.7772322574821597,0.0003,0.494452,70.940125,178.83572,94.14454,107.601135,223.31,0.019179588,-447.87507987,0.85823655
305600,-447.9,1490,39,305700,7678,-3.7772322574821597,0.0003,-0.29774627,4.2560644,122.40793,82.94454,114.44795,223.31,0.019312037,-447.87507987,1.3078792
305700,-447.9,1490,39,305800,7681,-3.7772322574821597,0.0003,0.3592158,32.37661,18.439682,93.555626,17.671371,223.31,0.019471737,-447.87507987,1.1966362
305800,-446.6,1491,39,305900,7684,-3.7730882628900293,0.0003,0.32612392,6.7555995,58.581837,84.252426,62.25355,223.31,0.019459382,-446.63188148999996,0.61322814
305900,-446.2,1492,39,306000,7686,-3.6055706877242995,0.0003,0.24566981,10.0694275,25.522093,91.434364,23.866087,224.1,0.019576233,-446.24833550000005,-0.9595302
306000,-451.2,1493,39,306100,7689,-3.6493580188448793,0.0003,0.33237326,7.8678627,4.346165,84.056305,17.872221,222.42,0.019900687,-451.18873041,-0.64843106
306100,-451.2,1493,39,306200,7691,-3.6493580188448793,0.0003,0.43588898,3.6945562,7.2013226,84.083496,2.055456,222.42,0.020420693,-451.18873041,1.7250712
306200,-451.2,1493,39,306300,7694,-3.6493580188448793,0.0003,0.019720783,9.341915,22.814322,87.01877,35.21355,222.42,0.020876795,-451.18873041,2.1105494
306300,-450.9,1494,39,306400,7696,-3.6482820888537235,0.0003,0.07212796,11.969362,129.41014,87.549324,121.20554,222.42,0.021150349,-450.86595141,0.935397
306400,-450.9,1494,39,306500,7699,-3.6482820888537235,0.0003,0.5939696,2.1641045,16.477367,85.71506,19.526815,222.42,0.021130953,-450.86595141,-1.4343245
306500,-450.9,1494,39,306600,7702,-3.6482820888537235,0.0003,0.28823397,2.9485445,16.354836,84.427666,21.225012,222.42,0.021357352,-450.86595141,2.0659025
306600,-447.7,1495,39,306700,7704,-3.585180175358975,0.0003,0.06024836,18.452171,101.38152,90.72534,111.94944,224.57,0.021866245,-447.7468062800001,2.541912
306700,-447.7,1495,39,306800,7707,-3.585180175358975,0.0003,0.07722865,17.426302,12.068913,90.5281,3.325664,224.57,0.022170423,-447.7468062800001,-0.13322665
306800,-447.7,1495,39,306900,7709,-3.585180175358975,0.0003,-0.102856584,78.68152,80.293915,91.52454,46.71953,224.57,0.022108216,-447.7468062800001,1.6515768
306900,-447.5,1496,39,307000,7712,-3.584264998687481,0.0003,-0.07467386,17.931084,17.098598,92.380585,28.443472,224.57,0.022310536,-447.47225328,1.730957
307000,-447.5,1496,39,307100,7714,-3.584264998687481,0.0003,-0.06275565,13.404722,33.371277,87.94764,38.355545,224.57,0.022536313,-447.47225328,-0.6656716
307100,-447.5,1496,39,307200,7717,-3.584264998687481,0.0003,0.113479696,7.9331837,25.476393,91.96718,22.461842,224.57,0.022966336,-447.47225328,0.7103653
307200,-452.6,1497,39,307300,7720,-3.6024642274620295,0.0003,0.36764008,5.2494392,4.171637,85.923004,6.0467806,224.45,0.023396326,-452.64010632,-0.4045924
307300,-452.6,1497,39,307400,7722,-3.6024642274620295,0.0003,0.24445093,11.491595,70.16776,86.26955,75.845245,224.45,0.023878576,-452.64010632,1.7404075
307400,-453.1,1498,39,307500,7725,-3.4986519673262984,0.0003,0.55939096,6.829732,71.55014,88.528046,78.62742,226.03,0.02414487,-453.06568494,-0.98573905
307500,-458.8,1499,39,307600,7727,-3.547497589009711,0.0003,-0.028113604,68.161835,20.392677,94.955215,19.963514,224.29,0.024278885,-458.77854468,-0.50015473
307600,-458.8,1499,39,307700,7730,-3.547497589009711,0.0003,0.17250335,3.7778368,64.97641,86.32,160.6246,224.29,0.024508297,-458.77854468,0.83522296
307700,-458.8,1499,39,307800,7733,-3.547497589009711,0.0003,0.25685722,19.484924,11.766417,97.47943,6.7624984,224.29,0.02473707,-458.77854468,-1.3909036
307800,-458.7,1500,39,307900,7735,-3.5473002166434715,0.0003,0.15442562,26.450098,54.97529,94.43791,45.526676,224.29,0.024948167,-458.71933297000004,1.6666774
307900,-458.7,1500,39,308000,7738,-3.5473002166434715,0.0003,0.09146601,145.38539,47.813824,91.93196,85.28824,224.29,0.025159754,-458.71933297000004,-0.2328093
308000,-458.7,1500,39,308100,7740,-3.5473002166434715,0.0003,0.15708268,18.015572,162.45871,100.35407,140.86237,224.29,0.0254834,-458.71933297000004,0.885386
308100,-458.8,1501,39,308200,7743,-3.5475350760434656,0.0003,0.14171395,24.097683,78.75943,89.24738,56.896034,224.29,0.025381314,-458.78979079000004,1.4368829
308200,-458.8,1501,39,308300,7745,-3.5475350760434656,0.0003,0.43178523,2.9604902,18.80976,86.603546,5.6178446,224.29,0.025249615,-458.78979079000004,-1.5395333
308300,-458.8,1501,39,308400,7748,-3.5475350760434656,0.0003,0.26686364,11.797131,20.28143,93.48161,30.603226,224.29,0.024990875,-458.78979079000004,2.9477892
308400,-448.5,1502,39,308500,7750,-3.513357503081818,0.0003,0.35888714,6.4441586,22.373688,89.949615,34.42707,224.29,0.024916502,-448.53651892,0.21241105
308500,-448.5,1502,39,308600,7753,-3.513357503081818,0.0003,-0.010103583,19.735323,25.870642,90.70571,29.079742,224.29,0.024814859,-448.53651892,-0.46477216
308600,-448.5,1502,39,308700,7755,-3.513357503081818,0.0003,0.091575354,28.668058,72.10966,89.587494,12.135861,224.29,0.024761999,-448.53651892,0.5494416
308700,-444.2,1503,39,308800,7758,-3.4990000434708692,0.0003,0.35071164,23.156822,2.1498637,88.31405,2.5024505,224.29,0.02492662,-444.22928107000007,0.4951911
308800,-444.2,1503,39,308900,7760,-3.4990000434708692,0.0003,-0.06670129,29.045124,35.36877,92.23996,31.973457,224.29,0.025074437,-444.22928107000007,1.3821297
308900,-444.2,1503,39,309000,7763,-3.4990000434708692,0.0003,0.033905946,4.547016,33.440727,88.49531,30.405575,224.29,0.025456686,-444.22928107000007,-0.7917759
309000,-443.1,1504,39,309100,7766,-3.4951079479942315,0.0003,0.47949016,39.59826,119.00186,90.875824,244.4893,224.29,0.025609784,-443.06165244000005,-1.0728374
309100,-443.1,1504,39,309200,7768,-3.4951079479942315,0.0003,0.51259845,27.506199,34.872437,86.52873,10.8335,224.29,0.025641486,-443.06165244000005,-0.6231922
309200,-443.1,1504,39,309300,7771,-3.4951079479942315,0.0003,0.22154847,9.325058,11.938242,90.05146,4.000699,224.29,0.025670927,-443.06165244000005,0.31127608
309300,-439.0,1505,39,309400,7773,-3.365105150885839,0.0003,0.41308716,8.228605,11.826792,92.13684,7.8161573,226.84,0.025758764,-439.01143410000003,-3.5676847
309400,-443.2,1506,39,309500,7776,-3.430324104022254,0.0003,0.26506937,2.3793552,857.4454,88.71695,913.32733,224.71,0.025680482,-443.21081292,-0.83699834
309500,-443.2,1506,39,309600,7778,-3.430324104022254,0.0003,0.03325598,9.177481,69.25606,89.96789,50.600636,224.71,0.025971323,-443.21081292,-2.2086
309600,-443.2,1506,39,309700,7781,-3.430324104022254,0.0003,0.012029134,15.4852295,91.72067,96.02238,75.82108,224.71,0.025942972,-443.21081292,-0.4654842
309700,-449.1,1507,39,309800,7783,-3.4512849358332973,0.0003,0.032992788,4.548012,4.3223104,88.65634,3.3741999,224.54,0.025826063,-449.0829577100001,-1.3161016
309800,-453.7,1509,39,309900,7786,-3.5538858434268614,0.0003,0.42290637,11.376268,12.353484,91.4913,16.546398,222.1,0.02600741,-453.66139208,-1.8560381
309900,-453.7,1509,39,310000,7789,-3.5538858434268614,0.0003,0.2454624,6.8341036,23.277487,90.8258,3.3851576,222.1,0.026031386,-453.66139208,-1.7490164
310000,-458.3,1510,39,310100,7791,-3.5907572804225514,0.0003,0.048159517,2.375927,5.2927713,96.212616,11.100624,220.64,0.025739653,-458.25525023,-0.2777337
310100,-458.3,1510,39,310200,7794,-3.5907572804225514,0.0003,0.46553326,13.521136,273.4942,92.72266,682.60596,220.64,0.025476066,-458.25525023,-2.0292432
310200,-457.6,1511,39,310300,7796,-3.5795686239660887,0.0003,0.0665414,23.738008,11.572783,92.34161,16.926556,221.1,0.025206182,-457.63186693000006,-1.1939446
310300,-459.4,1512,39,310400,7799,-3.617444690332139,0.0003,-0.5780378,78.1963,44.0009,99.812874,84.80692,219.32,0.025002277,-459.3724394200001,1.4584671
310400,-459.4,1512,39,310500,7801,-3.617444690332139,0.0003,0.10788208,3.339324,8.493525,94.88844,6.6856146,219.32,0.025060715,-459.3724394200001,-1.8221323
