n_updates,mean 100 episode reward,episodes,fps,total timesteps,time_elapsed,mean 100 episode reward per step,current_lr,entropy,value_loss,qf1_loss,policy_loss,qf2_loss,eplenmean,ent_coef,ep_rewmean,ent_coef_loss
59000,-293.2,474,40,59100,1468,-2.3140954262956455,0.0003,1.0204514,0.42742896,3.9722328,138.25005,2.9661045,260.11,0.049376484,-293.21969379000006,-2.0891466
59100,-293.2,474,40,59200,1471,-2.3140954262956455,0.0003,1.2720666,2.2383118,76.427734,153.90193,61.763664,260.11,0.048472755,-293.21969379000006,-2.1719716
59200,-295.0,475,40,59300,1474,-2.3201481117779488,0.0003,1.5371788,1.7785071,1.7891595,143.79614,3.3704133,260.11,0.047493663,-295.03549945,-1.326515
59300,-295.0,475,40,59400,1476,-2.3201481117779488,0.0003,1.3396366,1.3507922,3.6550145,141.08728,2.9903023,260.11,0.046520576,-295.03549945,0.8757963
59400,-295.0,475,40,59500,1479,-2.3201481117779488,0.0003,1.2345603,0.92833096,1652.8939,143.33704,1650.5225,260.11,0.045081098,-295.03549945,-0.9132765
59500,-296.7,476,40,59600,1481,-2.32571895496989,0.0003,1.248575,1.9776405,0.35380018,137.40717,0.97049254,260.11,0.044049952,-296.70675239,-3.6062984
59600,-296.7,476,40,59700,1484,-2.32571895496989,0.0003,1.5673946,79.44079,1.5333158,137.24557,3.6286871,260.11,0.042519607,-296.70675239,-2.3207726
59700,-296.7,476,40,59800,1486,-2.32571895496989,0.0003,1.7966809,4.5000353,40.297935,141.26248,38.927715,260.11,0.041724272,-296.70675239,-0.62643
59800,-291.6,477,40,59900,1489,-2.253811034590012,0.0003,1.6378037,5.762185,2.24538,148.30031,3.8682117,262.26,0.040776275,-291.5537601,-1.7153563
59900,-291.6,477,40,60000,1491,-2.253811034590012,0.0003,1.4479302,0.5857682,2.6443937,137.65152,2.0254583,262.26,0.039134763,-291.5537601,-3.0551903
60000,-291.6,477,40,60100,1493,-2.253811034590012,0.0003,1.7280422,1.8692336,0.92427933,142.2025,0.9333265,262.26,0.038406204,-291.5537601,-0.20503783
60100,-287.1,478,40,60200,1496,-2.1251876522112645,0.0003,1.6648631,1.5814747,109.01156,144.0716,102.35484,264.8,0.03735632,-287.06977652,0.52403015
60200,-291.9,479,40,60300,1498,-2.1940002716698426,0.0003,1.5069666,43.22255,9.844531,140.02628,13.122444,262.66,0.03667861,-291.91898497,0.34754497
60300,-291.9,479,40,60400,1501,-2.1940002716698426,0.0003,1.6057682,1.5351171,2.2241118,143.58961,2.069559,262.66,0.035870276,-291.91898497,-3.1117163
60400,-291.9,479,40,60500,1503,-2.1940002716698426,0.0003,1.7365088,0.4724927,1.9600668,138.92694,1.6313359,262.66,0.034580298,-291.91898497,-2.8778307
60500,-292.0,480,40,60600,1506,-2.1942547218385515,0.0003,1.9116218,0.11404344,0.62382996,134.3057,0.9890515,262.66,0.033243634,-291.99532002,-3.3721216
60600,-292.0,480,40,60700,1508,-2.1942547218385515,0.0003,1.8225507,2.2727087,283.0291,140.1557,283.0986,262.66,0.031843856,-291.99532002,-3.1711187
60700,-292.0,480,40,60800,1511,-2.1942547218385515,0.0003,1.7156062,0.03896984,0.9907861,132.75696,0.8618136,262.66,0.030663658,-291.99532002,-3.7727222
60800,-288.5,481,40,60900,1513,-2.182467887850918,0.0003,1.8792876,1.0243517,1.1128545,140.99637,1.0328187,262.66,0.029890949,-288.45926983000004,-2.8976803
60900,-288.5,481,40,61000,1516,-2.182467887850918,0.0003,1.6744982,13.249294,43.989864,144.1617,41.789795,262.66,0.028910106,-288.45926983000004,-1.8536952
61000,-288.5,481,40,61100,1518,-2.182467887850918,0.0003,1.7741008,2.014957,1719.2247,134.38405,1733.5492,262.66,0.028337087,-288.45926983000004,-0.83142203
61100,-294.0,482,40,61200,1521,-2.2076120367035585,0.0003,1.6366241,160.53075,225.56146,137.35251,220.34467,261.97,0.028165927,-293.9511133,0.29708838
61200,-294.0,482,40,61300,1523,-2.2076120367035585,0.0003,1.7170707,13.40124,235.81673,157.44177,265.04187,261.97,0.027978411,-293.9511133,-1.2741858
61300,-294.0,482,40,61400,1526,-2.2076120367035585,0.0003,1.5345843,7.1395555,1.2396299,142.08755,1.3651576,261.97,0.027679576,-293.9511133,1.8832585
61400,-289.0,483,40,61500,1528,-2.000610377735496,0.0003,1.5064925,2.7131057,41.855213,153.56812,48.309807,264.68,0.027467217,-289.01575012000006,2.6884735
61500,-289.0,483,40,61600,1531,-2.000610377735496,0.0003,1.4556814,1.3001294,4.3455048,133.89777,6.252235,264.68,0.027913736,-289.01575012000006,3.766642
61600,-289.0,483,40,61700,1533,-2.000610377735496,0.0003,1.4804856,0.11047474,0.571953,132.00098,0.4107389,264.68,0.02841558,-289.01575012000006,0.6222589
61700,-289.2,484,40,61800,1536,-2.0013897415534663,0.0003,1.4405191,1.2441964,151.66864,135.41078,151.0222,264.68,0.029260011,-289.24955927,4.2562265
61800,-289.2,484,40,61900,1539,-2.0013897415534663,0.0003,1.494782,15.740387,1.9765229,134.19351,2.6540039,264.68,0.030004583,-289.24955927,1.6051211
61900,-289.2,484,40,62000,1541,-2.0013897415534663,0.0003,1.3798103,1.8372147,6.2049885,133.34167,4.1953135,264.68,0.030545998,-289.24955927,1.1855984
62000,-293.1,485,40,62100,1544,-2.0141875018915543,0.0003,1.0859832,0.33613366,3.2821305,130.48074,10.1525135,264.68,0.031384856,-293.0888873800001,3.4704752
62100,-293.1,485,40,62200,1546,-2.0141875018915543,0.0003,1.3290558,2.2144058,1705.5223,135.62625,1702.7427,264.68,0.0325904,-293.0888873800001,4.3363314
62200,-293.1,485,40,62300,1549,-2.0141875018915543,0.0003,1.4050671,0.21556202,6.0728774,131.4483,6.1898394,264.68,0.03368808,-293.0888873800001,1.6132491
62300,-291.8,486,40,62400,1551,-2.0098115161124372,0.0003,1.2548349,4.5932655,10.525127,137.02231,4.8748097,264.68,0.035100114,-291.77609164000006,3.3375268
62400,-291.8,486,40,62500,1553,-2.0098115161124372,0.0003,1.1155305,2.0200732,1.3728726,130.63618,0.544263,264.68,0.036647167,-291.77609164000006,2.367535
62500,-291.8,486,40,62600,1556,-2.0098115161124372,0.0003,1.314682,0.5462316,3.402937,143.97064,3.6545568,264.68,0.037607476,-291.77609164000006,1.5006896
62600,-292.0,487,40,62700,1558,-2.0106056347065677,0.0003,1.4862845,191.55273,188.38962,152.88818,182.90237,264.68,0.038463313,-292.01432722000004,0.5574753
62700,-292.0,487,40,62800,1561,-2.0106056347065677,0.0003,1.3025029,22.671585,340.95148,143.92815,346.27448,264.68,0.039193068,-292.01432722000004,4.830757
62800,-292.0,487,40,62900,1563,-2.0106056347065677,0.0003,1.4425342,3.388997,49.50799,142.25752,44.843155,264.68,0.0406004,-292.01432722000004,2.8241718
62900,-292.4,488,40,63000,1566,-2.011908129785807,0.0003,1.2893127,26.2221,38.184177,129.05032,15.601441,264.68,0.041913133,-292.40507574000003,-0.2898974
63000,-292.4,488,40,63100,1568,-2.011908129785807,0.0003,1.1441412,15.934847,7.584015,143.4903,5.7381935,264.68,0.04282514,-292.40507574000003,3.2276073
63100,-292.4,488,40,63200,1570,-2.011908129785807,0.0003,1.1263815,0.33857024,1.1451902,127.37735,0.71401,264.68,0.043584768,-292.40507574000003,1.7283685
63200,-293.1,489,40,63300,1573,-2.0142734535548596,0.0003,1.1918542,0.17179461,1.0762749,129.25352,1.2515788,264.68,0.04467845,-293.11467288000006,0.46310216
63300,-293.1,489,40,63400,1575,-2.0142734535548596,0.0003,0.9370508,1.1970966,126.298645,141.8053,126.53846,264.68,0.04542355,-293.11467288000006,2.8593683
63400,-293.1,489,40,63500,1578,-2.0142734535548596,0.0003,0.8384052,0.40240577,1.3519409,128.37186,1.835596,264.68,0.046409648,-293.11467288000006,1.3825799
63500,-292.8,490,40,63600,1580,-2.0133309181107593,0.0003,1.0158999,12.641265,9.153479,129.54968,10.469568,264.68,0.04718295,-292.83191224,2.304228
63600,-292.8,490,40,63700,1582,-2.0133309181107593,0.0003,1.1220682,0.30949825,1.4195685,132.48425,1.8365175,264.68,0.047891993,-292.83191224,1.2193793
63700,-292.8,490,40,63800,1585,-2.0133309181107593,0.0003,0.9535578,0.6513277,128.80756,127.55455,129.01888,264.68,0.04852694,-292.83191224,0.10642937
63800,-286.2,491,40,63900,1587,-1.991161391266536,0.0003,1.0355811,1.1747364,3.636242,137.79483,0.8846508,264.68,0.0492334,-286.18105419000005,1.3145131
63900,-286.2,491,40,64000,1590,-1.991161391266536,0.0003,1.3568299,38.07039,2.864525,135.33063,1.500529,264.68,0.050005566,-286.18105419000005,3.6141841
64000,-286.2,491,40,64100,1592,-1.991161391266536,0.0003,1.101609,0.38500476,126.26189,126.806305,124.953224,264.68,0.051840466,-286.18105419000005,1.5254049
64100,-280.8,492,40,64200,1595,-1.9491704044966414,0.0003,1.2524307,1.1825185,2.6358116,127.26728,4.5234003,266.24,0.053023007,-280.83586377000006,1.9228816
64200,-280.8,492,40,64300,1597,-1.9491704044966414,0.0003,1.1597931,0.5140917,1.3738332,128.91162,1.542833,266.24,0.053520985,-280.83586377000006,0.46552542
64300,-280.8,492,40,64400,1600,-1.9491704044966414,0.0003,0.83186543,0.24304792,0.9997442,126.44606,1.5161762,266.24,0.054087088,-280.83586377000006,0.15849909
64400,-276.0,493,40,64500,1603,-1.8481675160287838,0.0003,0.859555,0.3328297,123.45132,126.43921,122.57328,268.65,0.054179832,-275.95944815,-0.52231073
64500,-276.0,493,40,64600,1605,-1.8481675160287838,0.0003,0.9802255,6.0628915,1764.3534,134.81973,1770.1641,268.65,0.054108884,-275.95944815,2.072031
64600,-276.0,493,40,64700,1608,-1.8481675160287838,0.0003,1.3093793,3.6331358,154.00824,138.18309,170.42584,268.65,0.054527573,-275.95944815,2.685864
64700,-267.9,494,40,64800,1610,-1.8034179778063006,0.0003,1.3343917,0.7170199,1.2189767,132.38045,1.7256463,269.74,0.055138163,-267.88945386,2.2940173
64800,-272.6,495,40,64900,1612,-1.853729679549056,0.0003,1.31377,74.40789,0.92612183,124.924866,1.6405582,267.88,0.055680227,-272.56174536,-0.37067863
64900,-278.0,496,40,65000,1615,-1.8960727010721394,0.0003,0.9381945,24.804085,12.206599,126.34753,10.8122015,266.32,0.05538788,-278.01356705,-1.1320001
65000,-278.0,496,40,65100,1617,-1.8960727010721394,0.0003,0.81465155,0.3222531,0.8011948,124.16841,1.1736485,266.32,0.054796286,-278.01356705,0.05109042
65100,-278.0,496,40,65200,1620,-1.8960727010721394,0.0003,1.0846574,85.70796,1.1141536,127.19985,2.0096483,266.32,0.053873565,-278.01356705,-1.8212368
65200,-284.6,497,40,65300,1623,-1.9245095862136887,0.0003,0.82495844,0.46555966,1.6148442,123.61782,2.4991295,265.73,0.052439515,-284.60517094,-2.5205612
65300,-284.6,497,40,65400,1625,-1.9245095862136887,0.0003,1.0540991,0.66318524,122.84653,123.18535,125.763855,265.73,0.050727796,-284.60517094,-1.8317568
65400,-284.6,497,40,65500,1628,-1.9245095862136887,0.0003,1.2562646,4.793273,28.351553,126.86342,10.805716,265.73,0.048637,-284.60517094,-3.7619271
65500,-284.8,498,40,65600,1630,-1.92527462925008,0.0003,0.6710593,0.31951895,1.7008231,123.03703,1.4955492,265.73,0.046126734,-284.83468385,-2.2155075
65600,-292.2,499,40,65700,1633,-1.9679549101168237,0.0003,0.9509498,0.45012847,1.0655406,130.80635,1.6400161,264.57,0.04407985,-292.19795068999997,-2.1131396
65700,-292.2,499,40,65800,1635,-1.9679549101168237,0.0003,0.7503644,0.40994328,1.226738,123.62186,2.4698968,264.57,0.0426926,-292.19795068999997,-2.0384407
65800,-292.2,499,40,65900,1638,-1.9679549101168237,0.0003,0.8354131,47.614937,9.691474,133.50897,14.443492,264.57,0.041488897,-292.19795068999997,0.0778207
65900,-292.1,500,40,66000,1640,-1.9677057827993554,0.0003,0.93428415,12.497911,18.506266,128.3486,19.414387,264.57,0.040396936,-292.1232125,-1.6008389
66000,-292.1,500,40,66100,1643,-1.9677057827993554,0.0003,1.001384,1.4016126,1.4742249,128.75127,1.3043833,264.57,0.03931373,-292.1232125,-3.2890282
66100,-292.1,500,40,66200,1646,-1.9677057827993554,0.0003,1.1103232,0.1577365,1.2845466,121.77527,0.86129737,264.57,0.038457397,-292.1232125,-1.7431962
66200,-291.0,501,40,66300,1648,-1.963940298993321,0.0003,1.0702678,0.70818484,147.57663,134.79745,148.5429,264.57,0.037436843,-290.99356737,-1.8569019
66300,-291.0,501,40,66400,1651,-1.963940298993321,0.0003,0.9861959,0.7770699,32.844524,135.08478,32.275776,264.57,0.03675528,-290.99356737,-1.9497501
66400,-291.0,501,40,66500,1653,-1.963940298993321,0.0003,1.0871483,10.87962,1.6190856,127.877594,2.1017585,264.57,0.03595273,-290.99356737,-1.7971017
66500,-290.8,502,40,66600,1655,-1.9633449097841305,0.0003,1.0284173,0.13393673,114.68736,120.4021,114.255226,264.57,0.03472198,-290.81495061000004,-3.8419704
66600,-290.8,502,40,66700,1658,-1.9633449097841305,0.0003,0.6742281,0.43180558,1.5407525,119.42107,1.8056406,264.57,0.033647448,-290.81495061000004,-1.68907
66700,-290.8,502,40,66800,1660,-1.9633449097841305,0.0003,0.90573883,0.40269047,0.6121849,120.57658,0.69927084,264.57,0.03255969,-290.81495061000004,-2.639475
66800,-291.1,503,40,66900,1663,-1.9644227730574033,0.0003,1.3119355,2.0110986,0.7956768,133.59973,0.8014486,264.57,0.03171176,-291.13830957000005,-3.7692904
66900,-295.9,504,40,67000,1665,-2.1090678914496803,0.0003,0.9894992,0.13180682,1.4779779,121.11607,1.2693101,261.98,0.030837312,-295.93164105000005,-3.5254378
67000,-295.9,504,40,67100,1668,-2.1090678914496803,0.0003,0.7778285,0.19758725,114.70542,121.13202,116.87297,261.98,0.029729784,-295.93164105000005,-2.5421906
67100,-295.9,504,40,67200,1670,-2.1090678914496803,0.0003,0.7365745,0.45568186,113.22316,120.42167,113.706474,261.98,0.029016629,-295.93164105000005,-0.04878533
67200,-295.4,506,40,67300,1673,-2.215172098368065,0.0003,1.1028328,0.5373899,0.59469146,125.86479,1.4282359,261.02,0.028549826,-295.44532261000006,-0.45844972
67300,-295.4,506,40,67400,1675,-2.215172098368065,0.0003,1.2433772,0.23488253,1.7283003,119.55168,1.5449487,261.02,0.028072203,-295.44532261000006,-3.917532
67400,-295.4,506,40,67500,1678,-2.215172098368065,0.0003,1.2276037,0.21413282,1.7119979,119.40529,1.4524796,261.02,0.027390953,-295.44532261000006,0.0071564913
67500,-297.0,507,40,67600,1680,-2.22022470995551,0.0003,1.3958056,0.06626899,0.49027815,118.88164,0.47517326,261.02,0.02648934,-296.96110608,-4.1028595
67600,-297.0,507,40,67700,1683,-2.22022470995551,0.0003,1.1992843,0.20601395,3.536559,123.72489,2.119798,261.02,0.025915721,-296.96110608,0.70754415
67700,-297.0,507,40,67800,1685,-2.22022470995551,0.0003,1.3470387,0.25785333,0.856254,118.42087,0.65489006,261.02,0.025778184,-296.96110608,-2.4792373
67800,-297.4,508,40,67900,1688,-2.2215862147382466,0.0003,1.3166441,0.7309409,1.2245228,118.9341,1.4997495,261.02,0.025419326,-297.36955752,-0.8785224
67900,-297.1,509,40,68000,1690,-2.2451111753353046,0.0003,0.85682535,0.35532838,2.2908347,118.95988,1.8427064,260.26,0.024785891,-297.07651334,-2.5272808
68000,-297.1,509,40,68100,1693,-2.2451111753353046,0.0003,1.2378552,0.26314402,0.47708762,118.23569,0.4244511,260.26,0.024178213,-297.07651334,-3.249476
68100,-304.1,510,40,68200,1695,-2.2933385134785946,0.0003,1.3296447,0.08557573,0.31776264,117.39029,0.22630513,258.84,0.023872849,-304.10716687,-3.6176689
68200,-304.1,510,40,68300,1698,-2.2933385134785946,0.0003,0.8014468,1.5058213,10.143433,119.98819,7.793791,258.84,0.023003552,-304.10716687,-4.710103
68300,-307.8,511,40,68400,1700,-2.311989100453409,0.0003,2.0175629,0.20443897,107.144485,117.26192,107.18137,258.2,0.022362683,-307.82254952,1.0400151
68400,-307.8,511,40,68500,1703,-2.311989100453409,0.0003,1.8097012,0.06024021,0.4964673,117.433105,0.65908134,258.2,0.022163764,-307.82254952,0.27428937
68500,-307.8,511,40,68600,1705,-2.311989100453409,0.0003,1.4475455,0.20482248,6.9509797,117.37116,8.729446,258.2,0.022220366,-307.82254952,0.6201506
68600,-314.2,512,40,68700,1708,-2.259073666946606,0.0003,1.4518421,0.042203527,3.3292966,117.09563,2.8130789,260.54,0.022519352,-314.19999108,-0.39546812
68700,-313.9,513,40,68800,1710,-2.349486813539136,0.0003,1.4061241,0.36497152,1.9114028,117.67323,1.4485359,259.69,0.023148263,-313.93950148000005,4.282854
68800,-313.9,513,40,68900,1713,-2.349486813539136,0.0003,1.6089418,0.22605094,0.70500314,116.19636,0.36460546,259.69,0.023587326,-313.93950148000005,-2.3431427
68900,-329.6,514,40,69000,1715,-2.4227024857558757,0.0003,1.6127002,1.90277,1.0967115,116.86383,2.7665732,258.87,0.023309568,-329.61229424000004,-2.7809157
69000,-329.6,514,40,69100,1718,-2.4227024857558757,0.0003,1.3698789,0.43656442,106.20399,117.08589,106.756905,258.87,0.023154203,-329.61229424000004,-1.2972926
69100,-329.6,514,40,69200,1720,-2.4227024857558757,0.0003,1.6436663,0.03423529,0.8472997,116.33078,0.8239944,258.87,0.023290098,-329.61229424000004,0.19883382
69200,-338.3,516,40,69300,1723,-2.835984181832008,0.0003,1.4901025,0.026217071,0.28305572,116.40745,0.26192674,256.03,0.023343861,-338.29404858000004,-0.20250499
69300,-338.3,516,40,69400,1725,-2.835984181832008,0.0003,1.4651575,0.064430654,0.7861415,115.79751,0.5918741,256.03,0.023694118,-338.29404858000004,2.3324466
69400,-338.3,516,40,69500,1728,-2.835984181832008,0.0003,1.2750137,0.39602244,2.7218747,116.0207,4.0811324,256.03,0.024177957,-338.29404858000004,3.8180993
69500,-342.7,517,40,69600,1730,-2.8223911342013577,0.0003,1.3682907,2.5673492,4.837994,115.97505,3.5721812,257.72,0.025070366,-342.73997121,3.4884727
69600,-342.7,517,40,69700,1733,-2.8223911342013577,0.0003,1.5949545,0.14455749,1.2605963,114.45625,1.194731,257.72,0.026433367,-342.73997121,2.8055282
69700,-342.7,517,40,69800,1735,-2.8223911342013577,0.0003,1.5089145,0.21036893,1832.5055,114.489044,1836.3307,257.72,0.026841093,-342.73997121,0.69159776
69800,-344.1,518,40,69900,1738,-2.826790905660013,0.0003,1.3066175,0.33616233,2.0703568,115.79524,1.8786323,257.72,0.02720626,-344.05990264,0.19235654
69900,-344.1,518,40,70000,1740,-2.826790905660013,0.0003,1.5600312,0.13270031,0.5291207,114.85509,0.61480534,257.72,0.027236355,-344.05990264,-1.2490866
70000,-344.1,518,40,70100,1743,-2.826790905660013,0.0003,1.6120882,0.3021297,1.334411,114.13413,1.3551356,257.72,0.027389228,-344.05990264,1.5501161
70100,-353.3,519,40,70200,1745,-2.8577517594914834,0.0003,1.4239337,0.3234564,0.6709652,113.8954,0.41667628,257.72,0.027685516,-353.34815878999996,1.9976592
70200,-353.3,519,40,70300,1748,-2.8577517594914834,0.0003,1.4190936,0.09051326,1.3465937,114.68252,1.2078077,257.72,0.028046234,-353.34815878999996,0.19859791
70300,-353.3,519,40,70400,1750,-2.8577517594914834,0.0003,1.3833351,0.8626091,1.5377018,114.46111,2.925681,257.72,0.028444855,-353.34815878999996,0.3038525
70400,-354.6,520,40,70500,1753,-2.8618480571072498,0.0003,1.2392402,0.07587427,1.0866659,114.17463,1.098052,257.72,0.028767057,-354.5770480599999,1.6628832
70500,-354.6,520,40,70600,1755,-2.8618480571072498,0.0003,0.60483766,0.42844403,17.093143,114.84836,12.833875,257.72,0.029131945,-354.5770480599999,3.5059822
70600,-354.6,520,40,70700,1758,-2.8618480571072498,0.0003,1.5100315,0.091457054,1886.4781,113.739,1889.6405,257.72,0.029555038,-354.5770480599999,0.88963354
70700,-368.9,522,40,70800,1760,-3.056590509616454,0.0003,1.5813302,0.06105046,0.19404882,113.26799,0.2635611,255.22,0.030194798,-368.90688923999994,-0.96875113
70800,-368.9,522,40,70900,1763,-3.056590509616454,0.0003,0.92679024,0.20549169,1.0208254,114.44951,1.1161778,255.22,0.030343499,-368.90688923999994,0.8998548
70900,-368.9,522,40,71000,1765,-3.056590509616454,0.0003,1.4701093,0.12365217,1.2114457,113.3033,0.879545,255.22,0.030197045,-368.90688923999994,0.3540367
71000,-369.8,523,40,71100,1767,-3.05943915991795,0.0003,1.2285461,0.15301692,1937.7576,113.51684,1941.8035,255.22,0.03005974,-369.76148434000004,0.45654812
71100,-369.8,523,40,71200,1770,-3.05943915991795,0.0003,1.3446704,0.21104744,1.2054216,112.627014,0.993079,255.22,0.030588595,-369.76148434000004,1.9034395
71200,-364.0,524,40,71300,1772,-3.07417680671429,0.0003,1.5254925,0.07867663,0.78770304,111.82087,0.52091956,253.38,0.031285185,-363.98464483000004,-0.9328864
71300,-364.0,524,40,71400,1775,-3.07417680671429,0.0003,1.3692372,0.27789384,0.6646605,111.96768,0.7102113,253.38,0.03185033,-363.98464483000004,0.4592455
71400,-364.0,524,40,71500,1777,-3.07417680671429,0.0003,1.3909744,0.21402335,0.705016,112.20714,0.5757147,253.38,0.032211017,-363.98464483000004,2.5576801
71500,-365.1,525,40,71600,1780,-2.994715427004699,0.0003,1.4269241,0.06343703,0.8566141,111.82524,1.1197724,255.78,0.032113098,-365.06676682,-0.47439626
71600,-365.1,525,40,71700,1782,-2.994715427004699,0.0003,1.2490611,0.052588336,1.3069766,112.5184,1.2006264,255.78,0.0319739,-365.06676682,-2.4299312
71700,-365.1,525,40,71800,1785,-2.994715427004699,0.0003,1.3034194,2.2899084,1.2717682,112.21503,1.4201366,255.78,0.031738285,-365.06676682,-1.0540669
71800,-367.0,526,40,71900,1787,-3.001262127864266,0.0003,1.1880668,0.079516865,1.3042073,111.08121,1.483667,255.78,0.031820532,-367.03077708000006,-0.7225597
71900,-367.0,526,40,72000,1790,-3.001262127864266,0.0003,1.2427659,0.1639534,1.717969,111.50027,1.4829922,255.78,0.0322358,-367.03077708000006,-0.6412287
72000,-367.0,526,40,72100,1792,-3.001262127864266,0.0003,1.3162159,0.10238755,0.96493006,111.298874,0.632293,255.78,0.03301709,-367.03077708000006,1.5660325
72100,-369.4,527,40,72200,1795,-2.994119950805841,0.0003,1.1319406,0.28756922,1.1504096,111.19715,1.2598476,256.98,0.033494316,-369.3878437199999,-0.4909276
72200,-369.4,527,40,72300,1797,-2.994119950805841,0.0003,1.1695373,0.13849273,99.04172,111.2821,99.6728,256.98,0.03358542,-369.3878437199999,0.23454767
72300,-369.4,527,40,72400,1800,-2.994119950805841,0.0003,1.7042079,0.080398396,1.51212,109.851685,1.6752739,256.98,0.034621585,-369.3878437199999,-2.7711754
72400,-378.9,528,40,72500,1802,-3.025731404219307,0.0003,1.3322105,0.16361317,2.0172029,109.89351,1.7875648,256.98,0.034176495,-378.87127978000007,-1.01929
72500,-378.9,528,40,72600,1805,-3.025731404219307,0.0003,1.5315423,0.039502405,1.4146116,110.23507,0.9917387,256.98,0.033668336,-378.87127978000007,-1.765709
72600,-378.9,528,40,72700,1807,-3.025731404219307,0.0003,1.1969097,0.16387522,101.06078,110.64408,108.94892,256.98,0.033062402,-378.87127978000007,2.1227484
72700,-375.0,529,40,72800,1810,-3.001392666435497,0.0003,1.3636725,1.340162,1.3100822,109.335724,0.9056237,257.96,0.03366547,-374.9610582,1.825151
72800,-375.0,529,40,72900,1812,-3.001392666435497,0.0003,1.3277605,0.093494244,1.5561194,109.47567,1.3076432,257.96,0.033882935,-374.9610582,-0.57367015
72900,-375.0,529,40,73000,1815,-3.001392666435497,0.0003,1.0374234,1.4759878,1.0188866,108.94256,0.77695775,257.96,0.034205493,-374.9610582,3.375661
73000,-375.7,530,40,73100,1817,-3.003892051686851,0.0003,1.2410879,15.588702,18.076805,110.772995,22.153275,257.96,0.035208896,-375.71087376,1.485641
73100,-375.7,530,40,73200,1819,-3.003892051686851,0.0003,1.2479316,0.07869941,1.2063142,109.948395,1.6035469,257.96,0.035777945,-375.71087376,0.14611945
73200,-375.7,530,40,73300,1822,-3.003892051686851,0.0003,1.2191718,0.06800115,96.42138,108.725235,96.071785,257.96,0.036399927,-375.71087376,0.44464388
73300,-383.6,531,40,73400,1824,-2.9340488236990625,0.0003,1.1574439,0.15881425,1.401797,108.53658,1.7208426,260.43,0.036610097,-383.6379139,0.9718344
73400,-383.6,531,40,73500,1827,-2.9340488236990625,0.0003,1.2613423,0.2218905,94.71697,108.680626,94.27206,260.43,0.03683696,-383.6379139,-0.8761873
73500,-383.6,531,40,73600,1829,-2.9340488236990625,0.0003,0.70223546,0.18936448,1.7134528,110.6285,1.8426739,260.43,0.03638637,-383.6379139,-1.0638598
73600,-385.0,532,40,73700,1832,-2.938423212278093,0.0003,1.0521265,0.13263837,1.5544906,109.10269,1.4944927,260.43,0.036456674,-384.95023047,-1.3943447
73700,-385.0,532,40,73800,1834,-2.938423212278093,0.0003,1.0753434,0.22252467,2.3378882,109.92815,2.1628265,260.43,0.036104735,-384.95023047,0.10810061
73800,-385.0,532,40,73900,1837,-2.938423212278093,0.0003,1.0833391,0.07815589,1.662888,108.60805,1.6260371,260.43,0.03629094,-384.95023047,1.8882372
73900,-387.0,533,40,74000,1839,-2.9451151750576554,0.0003,0.9093104,0.32752162,2.1864705,109.87698,2.580852,260.43,0.03664259,-386.9578192999999,1.3128493
74000,-387.0,533,40,74100,1842,-2.9451151750576554,0.0003,1.0239154,0.1767367,1.8519001,109.148834,2.1270776,260.43,0.036875732,-386.9578192999999,-0.075600564
74100,-387.0,533,40,74200,1844,-2.9451151750576554,0.0003,1.1964238,0.09301466,0.50155556,108.58838,0.7000513,260.43,0.03726466,-386.9578192999999,-2.0925183
74200,-387.4,534,40,74300,1847,-2.9467256135612288,0.0003,0.90388495,0.14432795,1901.6449,108.99367,1912.2247,260.43,0.037300225,-387.4409508499999,0.23579726
74300,-387.4,534,40,74400,1849,-2.9467256135612288,0.0003,1.2485893,0.21876843,2.036158,109.58675,1.6699708,260.43,0.037385847,-387.4409508499999,-0.4979603
74400,-387.4,534,40,74500,1852,-2.9467256135612288,0.0003,1.0005267,0.09875284,1.6576924,109.36165,2.0199032,260.43,0.03711103,-387.4409508499999,-1.4773895
74500,-385.7,535,40,74600,1854,-2.9408869671920495,0.0003,0.7674755,0.6518749,2.7889419,108.908966,2.2877712,260.43,0.037013967,-385.68935694,-0.19013214
74600,-385.7,535,40,74700,1857,-2.9408869671920495,0.0003,0.8676866,0.17032246,94.4243,108.08748,94.74765,260.43,0.03729616,-385.68935694,-0.42001843
74700,-385.7,535,40,74800,1859,-2.9408869671920495,0.0003,0.70631754,0.12397772,1.3343438,108.09607,1.2911563,260.43,0.037054975,-385.68935694,-0.7203983
74800,-386.8,536,40,74900,1862,-2.944754545942898,0.0003,0.77833253,0.2075479,1.0459193,107.64017,1.3176775,260.43,0.036689658,-386.84963056999993,-1.3091962
74900,-386.8,536,40,75000,1864,-2.944754545942898,0.0003,0.7726595,0.08233638,0.9223503,106.68271,0.9350604,260.43,0.03636879,-386.84963056999993,-0.41101384
75000,-386.8,536,40,75100,1867,-2.944754545942898,0.0003,0.86722827,0.45566678,1.1663724,107.15124,1.0627017,260.43,0.03639148,-386.84963056999993,-0.9514835
75100,-391.7,538,40,75200,1869,-3.0259678911089933,0.0003,0.80214983,0.18778448,1.44178,107.608215,1.5452158,258.16,0.036521193,-391.6753486199999,-0.46563846
75200,-391.7,538,40,75300,1872,-3.0259678911089933,0.0003,0.79988736,0.21977226,0.7817062,107.48825,0.94101906,258.16,0.036249373,-391.6753486199999,-0.98397696
