mean 100 episode reward,episodes,% time spent exploring,steps,mean 100 episode reward per step
50.6,863,2,127900,0.2892023300680247
50.6,863,2,128000,0.2892023300680247
50.6,864,2,128100,0.28918190870267735
50.6,864,2,128200,0.28918190870267735
51.2,865,2,128300,0.2914259393628729
51.2,865,2,128400,0.2914259393628729
51.2,866,2,128500,0.2913070824165893
50.9,867,2,128600,0.2908757039710425
50.9,867,2,128700,0.2908757039710425
50.9,868,2,128800,0.2911288904446958
50.9,868,2,128900,0.2911288904446958
50.8,869,2,129000,0.29123088206385994
50.8,869,2,129100,0.29123088206385994
50.8,870,2,129200,0.2912289567889076
50.8,870,2,129300,0.2912289567889076
51.4,871,2,129400,0.29282317071590785
51.2,872,2,129500,0.2927698673828937
50.9,873,2,129600,0.29213095108415477
50.9,873,2,129700,0.29213095108415477
50.9,874,2,129800,0.29246025602647774
50.9,874,2,129900,0.29246025602647774
51.2,875,2,130000,0.2928562784436112
50.7,876,2,130100,0.2915503557485447
50.7,876,2,130200,0.2915503557485447
50.7,877,2,130300,0.2918034968573187
50.7,877,2,130400,0.2918034968573187
50.7,878,2,130500,0.2916525744645137
50.2,879,2,130600,0.2904065549659132
50.1,880,2,130700,0.2900789429819222
50.1,880,2,130800,0.2900789429819222
50.3,881,2,130900,0.2907615672197777
50.3,881,2,131000,0.2907615672197777
50.3,882,2,131100,0.29033387465131383
50.3,882,2,131200,0.29033387465131383
49.8,884,2,131300,0.2882798941211259
49.8,884,2,131400,0.2882798941211259
49.8,885,2,131500,0.2886172553074687
49.8,885,2,131600,0.2886172553074687
49.8,886,2,131700,0.288536095493752
49.6,887,2,131800,0.2878028937230547
49.6,887,2,131900,0.2878028937230547
49.7,888,2,132000,0.2880654488609725
49.7,889,2,132100,0.2881348895770367
49.7,889,2,132200,0.2881348895770367
49.7,890,2,132300,0.28813982893007173
49.4,891,2,132400,0.2876539468700024
48.8,892,2,132500,0.2864811324787997
48.8,892,2,132600,0.2864811324787997
49.3,893,2,132700,0.2873809038358526
49.3,893,2,132800,0.2873809038358526
49.4,894,2,132900,0.2878685266151495
49.4,894,2,133000,0.2878685266151495
49.4,895,2,133100,0.28764178266068074
49.1,896,2,133200,0.28746050881187285
49.1,896,2,133300,0.28746050881187285
49.5,897,2,133400,0.28800102334824046
49.6,898,2,133500,0.2889096442134594
49.6,898,2,133600,0.2889096442134594
50.1,899,2,133700,0.29116191934423535
49.9,900,2,133800,0.29049162556057745
49.9,900,2,133900,0.29049162556057745
50.1,901,2,134000,0.2899037385087654
50.1,901,2,134100,0.2899037385087654
50.2,902,2,134200,0.2901221668634537
50.2,902,2,134300,0.2901221668634537
50.4,903,2,134400,0.2908444349412391
49.6,905,2,134500,0.28917640984419907
49.0,907,2,134600,0.28766579900127864
49.0,907,2,134700,0.28766579900127864
49.0,908,2,134800,0.28787181033801085
49.0,908,2,134900,0.28787181033801085
49.1,909,2,135000,0.2879934627364396
49.1,909,2,135100,0.2879934627364396
49.0,910,2,135200,0.28777026880490864
49.0,910,2,135300,0.28777026880490864
49.2,911,2,135400,0.28843625481279817
49.2,911,2,135500,0.28843625481279817
49.8,912,2,135600,0.2899743293109652
49.8,912,2,135700,0.2899743293109652
49.8,913,2,135800,0.2899003690306277
49.8,913,2,135900,0.2899003690306277
49.8,914,2,136000,0.28994107110520195
50.0,915,2,136100,0.29066263694216044
50.0,915,2,136200,0.29066263694216044
50.0,916,2,136300,0.29063947855890104
50.0,916,2,136400,0.29063947855890104
50.0,917,2,136500,0.290695668077117
50.0,917,2,136600,0.290695668077117
50.0,918,2,136700,0.2906324971688828
50.0,918,2,136800,0.2906324971688828
49.8,919,2,136900,0.2901869905987683
49.8,919,2,137000,0.2901869905987683
49.8,920,2,137100,0.29026822240077094
49.5,921,2,137200,0.2898427351063725
49.5,921,2,137300,0.2898427351063725
49.0,923,2,137400,0.2892866528064291
49.0,923,2,137500,0.2892866528064291
49.6,924,2,137600,0.29084459998253354
49.6,924,2,137700,0.29084459998253354
50.0,925,2,137800,0.2925845066100331
50.0,925,2,137900,0.2925845066100331
50.0,926,2,138000,0.2926002085848062
50.0,927,2,138100,0.29267456799183034
49.6,928,2,138200,0.29205002328293356
49.6,928,2,138300,0.29205002328293356
48.7,930,2,138400,0.28997224324656595
48.3,931,2,138500,0.2887152815779242
48.3,931,2,138600,0.2887152815779242
48.1,932,2,138700,0.2884974265872215
48.1,932,2,138800,0.2884974265872215
48.1,933,2,138900,0.28851273924838
48.1,933,2,139000,0.28851273924838
48.1,934,2,139100,0.28848639653805896
48.1,934,2,139200,0.28848639653805896
48.0,936,2,139300,0.28813336978575604
48.0,936,2,139400,0.28813336978575604
48.0,937,2,139500,0.2880228328787888
48.0,937,2,139600,0.2880228328787888
48.6,938,2,139700,0.290184866516523
48.6,938,2,139800,0.290184866516523
48.0,940,2,139900,0.2887044015285307
48.0,940,2,140000,0.2887044015285307
48.0,941,2,140100,0.2884147875642271
47.7,942,2,140200,0.28794332638567394
47.7,942,2,140300,0.28794332638567394
47.8,943,2,140400,0.28832916890089283
47.8,943,2,140500,0.28832916890089283
47.8,944,2,140600,0.2883018454592611
47.8,944,2,140700,0.2883018454592611
47.8,945,2,140800,0.288267268395981
47.8,946,2,140900,0.28837010105321637
47.8,947,2,141000,0.28713235823037786
47.8,947,2,141100,0.28713235823037786
47.7,948,2,141200,0.2868353872087553
47.2,949,2,141300,0.2854366573490251
47.2,949,2,141400,0.2854366573490251
47.2,950,2,141500,0.2854165270298148
47.2,950,2,141600,0.2854165270298148
47.2,951,2,141700,0.2853844145113667
47.2,951,2,141800,0.2853844145113667
47.4,953,2,141900,0.2852409264906477
47.4,953,2,142000,0.2852409264906477
48.0,954,2,142100,0.28710826552031077
48.0,954,2,142200,0.28710826552031077
48.1,955,2,142300,0.2876759034897015
48.1,955,2,142400,0.2876759034897015
48.0,956,2,142500,0.2869764134113879
48.0,956,2,142600,0.2869764134113879
48.5,957,2,142700,0.2885699665431058
48.9,958,2,142800,0.28968105165180896
48.9,958,2,142900,0.28968105165180896
48.9,959,2,143000,0.2897469137836391
48.9,959,2,143100,0.2897469137836391
48.9,960,2,143200,0.28963816649846147
48.5,961,2,143300,0.2888220479847231
48.5,961,2,143400,0.2888220479847231
47.8,963,2,143500,0.2871738942001741
47.3,964,2,143600,0.2862112392588835
47.3,964,2,143700,0.2862112392588835
47.3,965,2,143800,0.28615185574286595
47.0,966,2,143900,0.285743503010355
47.0,966,2,144000,0.285743503010355
47.3,967,2,144100,0.286017981560601
47.3,967,2,144200,0.286017981560601
47.3,968,2,144300,0.28602020599680444
47.3,968,2,144400,0.28602020599680444
47.4,969,2,144500,0.2860055386457161
47.4,969,2,144600,0.2860055386457161
47.4,970,2,144700,0.2860048521305097
47.4,970,2,144800,0.2860048521305097
47.4,971,2,144900,0.28607496026848006
47.3,972,2,145000,0.28585705396025957
47.5,973,2,145100,0.2861248221994352
47.0,974,2,145200,0.2852283421534108
47.0,974,2,145300,0.2852283421534108
47.0,975,2,145400,0.28537820802537966
47.0,976,2,145500,0.28547138488708906
47.0,976,2,145600,0.28547138488708906
47.0,977,2,145700,0.2854645539953057
47.0,977,2,145800,0.2854645539953057
47.1,978,2,145900,0.2856375881974754
47.2,979,2,146000,0.28640750387871544
46.9,980,2,146100,0.2859972397842451
46.9,980,2,146200,0.2859972397842451
46.8,982,2,146300,0.28490912006367425
46.8,982,2,146400,0.28490912006367425
46.8,983,2,146500,0.2849002595095549
47.1,984,2,146600,0.2870702671715938
46.6,985,2,146700,0.28601763133523933
46.6,985,2,146800,0.28601763133523933
46.5,986,2,146900,0.28570995865250515
46.5,986,2,147000,0.28570995865250515
46.4,988,2,147100,0.2856594374335534
46.4,989,2,147200,0.2855868401788812
46.4,989,2,147300,0.2855868401788812
46.3,990,2,147400,0.28541870721036333
46.3,990,2,147500,0.28541870721036333
46.7,991,2,147600,0.2859812340399165
46.8,992,2,147700,0.28614106454544536
46.8,992,2,147800,0.28614106454544536
46.8,993,2,147900,0.28612297386154095
46.8,993,2,148000,0.28612297386154095
46.8,994,2,148100,0.2860854459583669
46.8,994,2,148200,0.2860854459583669
46.8,995,2,148300,0.28605998108095554
46.8,995,2,148400,0.28605998108095554
47.0,996,2,148500,0.2856234347138956
47.0,996,2,148600,0.2856234347138956
46.9,997,2,148700,0.28560314001119647
46.9,998,2,148800,0.2849594345905463
46.4,999,2,148900,0.283797891262479
46.4,999,2,149000,0.283797891262479
46.6,1000,2,149100,0.28446259213002206
46.6,1000,2,149200,0.28446259213002206
46.6,1001,2,149300,0.28444540727271617
46.6,1001,2,149400,0.28444540727271617
46.6,1002,2,149500,0.2841342852237882
46.6,1002,2,149600,0.2841342852237882
46.5,1003,2,149700,0.2839535419805204
46.5,1003,2,149800,0.2839535419805204
47.1,1005,2,149900,0.2855788633133018
47.1,1005,2,150000,0.2855788633133018
47.7,1006,2,150100,0.28740334769707604
47.7,1006,2,150200,0.28740334769707604
48.2,1007,2,150300,0.2883922170464597
48.2,1007,2,150400,0.2883922170464597
48.2,1008,2,150500,0.2884112343282654
48.2,1008,2,150600,0.2884112343282654
48.1,1009,2,150700,0.28776584644845316
48.1,1009,2,150800,0.28776584644845316
47.9,1010,2,150900,0.2873204230495492
47.9,1010,2,151000,0.2873204230495492
48.0,1011,2,151100,0.2877230889401144
48.0,1011,2,151200,0.2877230889401144
48.0,1012,2,151300,0.2876413220949498
48.0,1012,2,151400,0.2876413220949498
48.0,1013,2,151500,0.28772246232431486
47.9,1014,2,151600,0.2875632090165778
47.9,1014,2,151700,0.2875632090165778
48.2,1015,2,151800,0.28813280459263846
48.2,1015,2,151900,0.28813280459263846
48.2,1016,2,152000,0.28811672007880496
47.7,1017,2,152100,0.2872916453738259
47.7,1017,2,152200,0.2872916453738259
47.7,1018,2,152300,0.28732468935266653
47.7,1018,2,152400,0.28732468935266653
47.9,1019,2,152500,0.2877306638791485
47.9,1019,2,152600,0.2877306638791485
47.7,1020,2,152700,0.28716786919138604
47.7,1020,2,152800,0.28716786919138604
47.9,1021,2,152900,0.28701467523376345
47.9,1021,2,153000,0.28701467523376345
47.9,1022,2,153100,0.2868645964913538
47.9,1022,2,153200,0.2868645964913538
47.8,1024,2,153300,0.2862245953224647
47.8,1024,2,153400,0.2862245953224647
47.5,1025,2,153500,0.284779292013075
47.5,1025,2,153600,0.284779292013075
47.5,1026,2,153700,0.2848397536844891
47.5,1027,2,153800,0.2847886854405405
47.5,1028,2,153900,0.2849597011663202
47.3,1029,2,154000,0.2838388226282432
47.3,1029,2,154100,0.2838388226282432
47.9,1030,2,154200,0.28577860742062877
47.9,1030,2,154300,0.28577860742062877
48.3,1031,2,154400,0.28653215515239977
48.2,1032,2,154500,0.28607462406237993
47.6,1033,2,154600,0.2847954750717723
47.6,1033,2,154700,0.2847954750717723
47.7,1034,2,154800,0.2852737401264209
47.7,1034,2,154900,0.2852737401264209
47.7,1035,2,155000,0.2850423294339776
47.7,1035,2,155100,0.2850423294339776
48.3,1036,2,155200,0.28699782057265727
48.3,1036,2,155300,0.28699782057265727
48.5,1037,2,155400,0.28744503235823465
48.5,1037,2,155500,0.28744503235823465
48.5,1038,2,155600,0.28744605557829217
48.5,1038,2,155700,0.28744605557829217
48.5,1039,2,155800,0.2875964220418192
48.5,1039,2,155900,0.2875964220418192
48.5,1041,2,156000,0.28745788676250333
48.5,1041,2,156100,0.28745788676250333
48.7,1042,2,156200,0.28792198693403526
48.7,1042,2,156300,0.28792198693403526
48.8,1043,2,156400,0.2881323683292328
48.3,1044,2,156500,0.2872631989586605
48.3,1044,2,156600,0.2872631989586605
48.3,1045,2,156700,0.2872881883033268
48.3,1045,2,156800,0.2872881883033268
48.8,1046,2,156900,0.2879588133827314
48.8,1046,2,157000,0.2879588133827314
49.1,1047,2,157100,0.2886216359795963
49.1,1047,2,157200,0.2886216359795963
49.2,1048,2,157300,0.2889086602427658
49.4,1049,2,157400,0.29017848429861953
49.4,1049,2,157500,0.29017848429861953
49.4,1050,2,157600,0.29018648909458294
49.4,1050,2,157700,0.29018648909458294
49.4,1051,2,157800,0.28994082765254414
49.4,1051,2,157900,0.28994082765254414
49.4,1052,2,158000,0.2899083957021048
49.4,1052,2,158100,0.2899083957021048
49.9,1053,2,158200,0.291534327362039
49.9,1053,2,158300,0.291534327362039
49.9,1054,2,158400,0.29115066287594793
49.9,1054,2,158500,0.29115066287594793
49.7,1055,2,158600,0.29052322200048136
49.7,1055,2,158700,0.29052322200048136
49.8,1056,2,158800,0.2906679075281749
49.8,1056,2,158900,0.2906679075281749
49.8,1057,2,159000,0.2909674664365047
49.8,1057,2,159100,0.2909674664365047
50.1,1058,2,159200,0.29152143255404206
50.1,1058,2,159300,0.29152143255404206
50.1,1059,2,159400,0.29126847638724224
50.1,1059,2,159500,0.29126847638724224
50.1,1060,2,159600,0.2915880304419513
50.1,1060,2,159700,0.2915880304419513
50.7,1061,2,159800,0.29285069503802563
50.7,1061,2,159900,0.29285069503802563
50.7,1062,2,160000,0.29286984719737225
50.7,1062,2,160100,0.29286984719737225
51.3,1063,2,160200,0.2942087652258141
51.3,1063,2,160300,0.2942087652258141
51.8,1064,2,160400,0.2952151409996079
51.8,1064,2,160500,0.2952151409996079
51.8,1065,2,160600,0.2952888232653472
51.8,1065,2,160700,0.2952888232653472
52.1,1066,2,160800,0.2958831126968739
52.1,1066,2,160900,0.2958831126968739
52.2,1067,2,161000,0.2962839604345251
52.2,1067,2,161100,0.2962839604345251
52.1,1068,2,161200,0.29574036658857145
51.9,1069,2,161300,0.29525240919073914
51.9,1069,2,161400,0.29525240919073914
51.9,1070,2,161500,0.29527297941857744
51.9,1070,2,161600,0.29527297941857744
51.9,1071,2,161700,0.2951914879600886
51.9,1071,2,161800,0.2951914879600886
52.3,1072,2,161900,0.29590961360209117
52.3,1072,2,162000,0.29590961360209117
52.5,1073,2,162100,0.2962566951302826
52.5,1073,2,162200,0.2962566951302826
52.9,1074,2,162300,0.296959733970553
52.5,1076,2,162400,0.2961393590713245
52.1,1077,2,162500,0.2954826232178839
51.7,1078,2,162600,0.29479805252593927
51.7,1078,2,162700,0.29479805252593927
51.9,1079,2,162800,0.29528685649838726
51.9,1079,2,162900,0.29528685649838726
52.4,1080,2,163000,0.29562019500867087
52.4,1080,2,163100,0.29562019500867087
52.4,1081,2,163200,0.29563588218862036
52.4,1081,2,163300,0.29563588218862036
53.0,1082,2,163400,0.29812297389098436
52.4,1083,2,163500,0.29594602031662437
52.4,1083,2,163600,0.29594602031662437
52.7,1084,2,163700,0.296397830709792
52.8,1085,2,163800,0.2967440220040506
52.8,1085,2,163900,0.2967440220040506
52.8,1086,2,164000,0.2970276824677182
52.8,1086,2,164100,0.2970276824677182
52.8,1087,2,164200,0.2970733392397297
52.8,1087,2,164300,0.2970733392397297
53.1,1089,2,164400,0.2971833435843416
53.1,1089,2,164500,0.2971833435843416
53.1,1090,2,164600,0.2973435951981925
53.1,1090,2,164700,0.2973435951981925
53.2,1091,2,164800,0.2974212016833193
53.2,1091,2,164900,0.2974212016833193
53.5,1092,2,165000,0.29832080136192174
53.5,1092,2,165100,0.29832080136192174
53.5,1093,2,165200,0.2982424926428771
53.5,1093,2,165300,0.2982424926428771
53.2,1094,2,165400,0.29766774881092894
52.5,1096,2,165500,0.29631323088174344
52.5,1096,2,165600,0.29631323088174344
52.5,1097,2,165700,0.29630218554260845
52.5,1097,2,165800,0.29630218554260845
52.8,1098,2,165900,0.2965039589429137
52.8,1098,2,166000,0.2965039589429137
53.4,1099,2,166100,0.29780543846809665
53.4,1099,2,166200,0.29780543846809665
53.4,1100,2,166300,0.29777522909645365
53.4,1100,2,166400,0.29777522909645365
53.4,1101,2,166500,0.29782666584056594
53.0,1102,2,166600,0.2973634827020943
53.0,1102,2,166700,0.2973634827020943
53.0,1103,2,166800,0.29729682897142473
53.0,1103,2,166900,0.29729682897142473
52.7,1104,2,167000,0.29679346004779894
52.7,1104,2,167100,0.29679346004779894
53.2,1105,2,167200,0.2976424459796614
52.9,1106,2,167300,0.29712100126722374
52.6,1107,2,167400,0.29680472296270494
52.6,1107,2,167500,0.29680472296270494
52.6,1108,2,167600,0.29686125181702355
52.6,1108,2,167700,0.29686125181702355
52.4,1110,2,167800,0.2970277364287515
52.4,1110,2,167900,0.2970277364287515
52.4,1111,2,168000,0.29704209674427895
52.4,1111,2,168100,0.29704209674427895
52.2,1112,2,168200,0.2964360665925671
51.8,1113,2,168300,0.2957584873069955
51.4,1114,2,168400,0.2945996544639067
51.4,1114,2,168500,0.2945996544639067
51.4,1115,2,168600,0.2945690510067226
51.4,1116,2,168700,0.29455660146822515
51.5,1117,2,168800,0.29447486830372094
51.5,1117,2,168900,0.29447486830372094
51.5,1118,2,169000,0.29448648792951
51.5,1118,2,169100,0.29448648792951
51.5,1119,2,169200,0.29447028201424064
51.5,1119,2,169300,0.29447028201424064
51.6,1120,2,169400,0.29460005466102906
51.6,1120,2,169500,0.29460005466102906
51.4,1121,2,169600,0.2947400482772762
51.4,1121,2,169700,0.2947400482772762
51.0,1123,2,169800,0.29388878391387413
51.0,1123,2,169900,0.29388878391387413
51.6,1124,2,170000,0.2951486276126359
50.7,1126,2,170100,0.2937349212873042
50.6,1127,2,170200,0.2935440044939128
50.6,1127,2,170300,0.2935440044939128
50.8,1128,2,170400,0.2936044217221285
50.8,1128,2,170500,0.2936044217221285
51.4,1129,2,170600,0.2951982761957484
51.4,1129,2,170700,0.2951982761957484
51.4,1130,2,170800,0.2951195722892987
51.0,1131,2,170900,0.2946736081654203
51.0,1131,2,171000,0.2946736081654203
51.3,1132,2,171100,0.2953293677327798
51.3,1132,2,171200,0.2953293677327798
51.8,1133,2,171300,0.2966712948799025
51.8,1133,2,171400,0.2966712948799025
51.8,1134,2,171500,0.29672736647313314
51.8,1134,2,171600,0.29672736647313314
51.9,1135,2,171700,0.2969400197276355
51.9,1135,2,171800,0.2969400197276355
51.9,1136,2,171900,0.2969259958133742
51.9,1136,2,172000,0.2969259958133742
51.9,1137,2,172100,0.29692880267734173
50.9,1139,2,172200,0.2946659721437801
50.9,1139,2,172300,0.2946659721437801
50.9,1140,2,172400,0.29477169380092716
50.9,1140,2,172500,0.29477169380092716
51.5,1141,2,172600,0.2964792895760598
51.5,1141,2,172700,0.2964792895760598
51.4,1142,2,172800,0.2959813726239388
51.4,1142,2,172900,0.2959813726239388
51.4,1143,2,173000,0.2959467735442458
51.4,1143,2,173100,0.2959467735442458
51.8,1144,2,173200,0.29622390064149295
51.3,1145,2,173300,0.2954625548407508
51.3,1145,2,173400,0.2954625548407508
51.2,1146,2,173500,0.29542592994018274
51.2,1146,2,173600,0.29542592994018274
51.2,1147,2,173700,0.29506054935360365
50.9,1148,2,173800,0.29466007169890396
50.8,1149,2,173900,0.29437546857881025
50.8,1149,2,174000,0.29437546857881025
50.8,1150,2,174100,0.2943834963397508
50.8,1150,2,174200,0.2943834963397508
49.9,1152,2,174300,0.29219127013339175
49.9,1152,2,174400,0.29219127013339175
50.0,1153,2,174500,0.29259553379873443
50.0,1153,2,174600,0.29259553379873443
50.1,1154,2,174700,0.29298008418228294
50.1,1154,2,174800,0.29298008418228294
50.1,1155,2,174900,0.2931804485341329
50.1,1155,2,175000,0.2931804485341329
50.0,1156,2,175100,0.2932463044079882
50.0,1156,2,175200,0.2932463044079882
50.0,1157,2,175300,0.293229339717283
50.0,1157,2,175400,0.293229339717283
50.0,1158,2,175500,0.29321324216244193
50.0,1158,2,175600,0.29321324216244193
49.6,1160,2,175700,0.29240099126790786
49.6,1160,2,175800,0.29240099126790786
49.6,1161,2,175900,0.29246466534344445
49.6,1161,2,176000,0.29246466534344445
49.6,1162,2,176100,0.29273382321432334
49.6,1162,2,176200,0.29273382321432334
49.6,1163,2,176300,0.29269411771667736
49.1,1164,2,176400,0.2918019932791518
48.6,1165,2,176500,0.29081872787564594
47.6,1167,2,176600,0.2876357707741423
47.6,1167,2,176700,0.2876357707741423
47.4,1169,2,176800,0.2872994781387439
46.8,1170,2,176900,0.28548387249711593
46.8,1170,2,177000,0.28548387249711593
46.8,1171,2,177100,0.28541897864735405
46.8,1171,2,177200,0.28541897864735405
46.7,1172,2,177300,0.2850893769996999
45.8,1174,2,177400,0.2836942529672107
45.8,1174,2,177500,0.2836942529672107
46.4,1175,2,177600,0.28502999896759984
46.4,1175,2,177700,0.28502999896759984
46.8,1176,2,177800,0.2857669958529733
46.8,1176,2,177900,0.2857669958529733
47.2,1177,2,178000,0.2864863100232164
47.2,1177,2,178100,0.2864863100232164
47.6,1178,2,178200,0.28674191915404895
47.6,1178,2,178300,0.28674191915404895
47.1,1179,2,178400,0.2853345471235274
46.9,1180,2,178500,0.28525074158722213
46.9,1180,2,178600,0.28525074158722213
46.9,1181,2,178700,0.2852085645742541
46.9,1181,2,178800,0.2852085645742541
46.9,1182,2,178900,0.2851675813897793
46.9,1182,2,179000,0.2851675813897793
47.5,1183,2,179100,0.2873780953436661
47.5,1183,2,179200,0.2873780953436661
47.5,1184,2,179300,0.2873690252789457
47.5,1184,2,179400,0.2873690252789457
47.9,1185,2,179500,0.28817434095956346
47.9,1185,2,179600,0.28817434095956346
47.9,1186,2,179700,0.2878559403232721
47.6,1187,2,179800,0.2873954403984729
47.6,1187,2,179900,0.2873954403984729
47.8,1188,2,180000,0.2884076409646016
47.8,1188,2,180100,0.2884076409646016
47.8,1189,2,180200,0.287101854871822
47.8,1189,2,180300,0.287101854871822
47.8,1190,2,180400,0.2871940467912208
47.8,1190,2,180500,0.2871940467912208
47.8,1191,2,180600,0.28713846750856253
47.8,1191,2,180700,0.28713846750856253
47.8,1192,2,180800,0.2874273353700008
47.8,1192,2,180900,0.2874273353700008
47.9,1193,2,181000,0.28754901506147507
47.9,1193,2,181100,0.28754901506147507
48.0,1195,2,181200,0.2876078395281468
48.0,1195,2,181300,0.2876078395281468
48.5,1196,2,181400,0.28928445738983255
48.1,1197,2,181500,0.2878128874658329
48.1,1197,2,181600,0.2878128874658329
48.2,1198,2,181700,0.28860254317201767
47.7,1199,2,181800,0.28742207413198423
47.2,1200,2,181900,0.2867601138809139
47.2,1200,2,182000,0.2867601138809139
47.2,1201,2,182100,0.28673661216490975
47.2,1201,2,182200,0.28673661216490975
47.5,1202,2,182300,0.28674835200353366
47.5,1202,2,182400,0.28674835200353366
47.6,1203,2,182500,0.28711872840721475
47.5,1204,2,182600,0.2871331352672014
47.5,1204,2,182700,0.2871331352672014
47.5,1205,2,182800,0.28720050710662764
47.5,1205,2,182900,0.28720050710662764
47.8,1206,2,183000,0.2876441074453209
47.8,1206,2,183100,0.2876441074453209
48.2,1207,2,183200,0.2883722379935746
47.9,1208,2,183300,0.28788303066547255
47.9,1208,2,183400,0.28788303066547255
47.9,1209,2,183500,0.2877294659039869
47.9,1209,2,183600,0.2877294659039869
48.5,1210,2,183700,0.28895131029584414
48.5,1210,2,183800,0.28895131029584414
48.4,1211,2,183900,0.2886156684344854
48.4,1211,2,184000,0.2886156684344854
48.6,1212,2,184100,0.28927472324377096
48.6,1212,2,184200,0.28927472324377096
49.0,1213,2,184300,0.2899261296338317
49.0,1213,2,184400,0.2899261296338317
49.6,1214,2,184500,0.2915593268374418
49.6,1214,2,184600,0.2915593268374418
49.6,1215,2,184700,0.291464837241667
49.3,1216,2,184800,0.2910201022667408
49.3,1216,2,184900,0.2910201022667408
49.7,1217,2,185000,0.29165128699361725
49.7,1217,2,185100,0.29165128699361725
49.7,1218,2,185200,0.2915651048221524
49.3,1219,2,185300,0.2909560988102833
49.3,1219,2,185400,0.2909560988102833
49.4,1220,2,185500,0.29136387525117213
49.1,1221,2,185600,0.29010901076966067
49.1,1221,2,185700,0.29010901076966067
49.1,1222,2,185800,0.2900206003635358
49.1,1222,2,185900,0.2900206003635358
49.6,1223,2,186000,0.29101552568706324
49.3,1224,2,186100,0.29053032283732966
49.3,1224,2,186200,0.29053032283732966
49.7,1225,2,186300,0.29120803703777315
49.8,1226,2,186400,0.2915212906798669
49.8,1226,2,186500,0.2915212906798669
50.3,1227,2,186600,0.29230274492100417
50.3,1227,2,186700,0.29230274492100417
50.2,1228,2,186800,0.29206922659741374
50.2,1228,2,186900,0.29206922659741374
50.2,1229,2,187000,0.2920582428491885
50.2,1229,2,187100,0.2920582428491885
50.2,1230,2,187200,0.29209530130638844
50.2,1230,2,187300,0.29209530130638844
50.6,1231,2,187400,0.2924936788346482
50.6,1231,2,187500,0.2924936788346482
50.6,1232,2,187600,0.29246830748259156
50.6,1232,2,187700,0.29246830748259156
50.6,1233,2,187800,0.29241079007765686
50.6,1233,2,187900,0.29241079007765686
50.6,1234,2,188000,0.29237756552590666
50.6,1234,2,188100,0.29237756552590666
50.6,1235,2,188200,0.29244879720212347
50.6,1235,2,188300,0.29244879720212347
50.5,1236,2,188400,0.29212543529489393
50.2,1237,2,188500,0.2905859048124868
50.2,1237,2,188600,0.2905859048124868
50.6,1238,2,188700,0.291413481054515
50.6,1238,2,188800,0.291413481054515
51.2,1239,2,188900,0.2927447002969312
50.7,1240,2,189000,0.2920179789226898
50.7,1240,2,189100,0.2920179789226898
50.7,1241,2,189200,0.291961310724102
50.7,1241,2,189300,0.291961310724102
50.6,1242,2,189400,0.2920415638495775
50.6,1242,2,189500,0.2920415638495775
50.6,1243,2,189600,0.29196186262112045
50.4,1244,2,189700,0.2919508513327115
50.4,1244,2,189800,0.2919508513327115
50.9,1245,2,189900,0.29272763475401237
50.9,1245,2,190000,0.29272763475401237
50.7,1246,2,190100,0.29238566950374933
50.4,1247,2,190200,0.2920907123707001
50.2,1248,2,190300,0.29192651513611995
50.2,1248,2,190400,0.29192651513611995
50.6,1249,2,190500,0.29254136303595113
50.6,1249,2,190600,0.29254136303595113
50.6,1250,2,190700,0.2925253867509958
50.7,1251,2,190800,0.29332311227793434
50.7,1251,2,190900,0.29332311227793434
50.6,1253,2,191000,0.29220021326333767
50.6,1253,2,191100,0.29220021326333767
50.6,1254,2,191200,0.2920809985940183
50.6,1254,2,191300,0.2920809985940183
50.4,1255,2,191400,0.2918948065612131
50.2,1256,2,191500,0.29170124885089277
50.2,1256,2,191600,0.29170124885089277
50.2,1257,2,191700,0.2917327369391215
50.2,1257,2,191800,0.2917327369391215
49.8,1259,2,191900,0.29090055544693066
49.8,1259,2,192000,0.29090055544693066
50.0,1260,2,192100,0.2909079694267842
50.0,1260,2,192200,0.2909079694267842
50.0,1261,2,192300,0.2908654535436662
49.6,1262,2,192400,0.2901614632636445
49.6,1262,2,192500,0.2901614632636445
49.6,1263,2,192600,0.29014862404557457
49.6,1263,2,192700,0.29014862404557457
50.1,1264,2,192800,0.29102671824886084
50.1,1264,2,192900,0.29102671824886084
50.6,1265,2,193000,0.29197559403402573
50.6,1265,2,193100,0.29197559403402573
50.7,1266,2,193200,0.29239473226490853
50.7,1266,2,193300,0.29239473226490853
51.4,1267,2,193400,0.29465565043299186
51.4,1267,2,193500,0.29465565043299186
51.4,1268,2,193600,0.2946568915428598
51.4,1268,2,193700,0.2946568915428598
51.9,1269,2,193800,0.2959496009943281
51.9,1269,2,193900,0.2959496009943281
52.5,1270,2,194000,0.2977152104202622
52.4,1271,2,194100,0.2973008382793999
52.4,1271,2,194200,0.2973008382793999
52.1,1272,2,194300,0.2970407746020341
52.4,1273,2,194400,0.2971930703493682
52.4,1273,2,194500,0.2971930703493682
52.8,1274,2,194600,0.2979588486391693
52.8,1274,2,194700,0.2979588486391693
52.8,1275,2,194800,0.2976764235156551
52.8,1275,2,194900,0.2976764235156551
52.7,1276,2,195000,0.29747474464641477
51.7,1278,2,195100,0.2943356261377883
51.7,1278,2,195200,0.2943356261377883
52.1,1279,2,195300,0.2956221018473745
52.1,1279,2,195400,0.2956221018473745
