mean 100 episode reward,episodes,% time spent exploring,steps,mean 100 episode reward per step
50.2,1630,2,252300,0.2927696047247586
50.2,1630,2,252400,0.2927696047247586
50.2,1631,2,252500,0.2930895701625454
49.8,1632,2,252600,0.2921499271657928
49.3,1633,2,252700,0.2907362099297979
49.4,1634,2,252800,0.29089198338788863
49.4,1634,2,252900,0.29089198338788863
49.3,1636,2,253000,0.2905189752527945
49.3,1636,2,253100,0.2905189752527945
49.3,1637,2,253200,0.29051471393202044
49.3,1637,2,253300,0.29051471393202044
49.8,1638,2,253400,0.2912156005412174
49.8,1638,2,253500,0.2912156005412174
49.9,1639,2,253600,0.29136129863853716
49.9,1639,2,253700,0.29136129863853716
49.9,1640,2,253800,0.2913656843526248
49.9,1640,2,253900,0.2913656843526248
50.4,1641,2,254000,0.29227659368264397
50.2,1642,2,254100,0.292158295702299
50.2,1642,2,254200,0.292158295702299
49.6,1643,2,254300,0.28931393782786097
49.6,1643,2,254400,0.28931393782786097
50.0,1644,2,254500,0.2907633094975299
50.0,1644,2,254600,0.2907633094975299
50.2,1645,2,254700,0.2911181398136657
50.2,1645,2,254800,0.2911181398136657
50.5,1646,2,254900,0.29231351689289137
50.5,1646,2,255000,0.29231351689289137
50.7,1647,2,255100,0.2923563011517117
50.3,1648,2,255200,0.29157348507869735
50.3,1648,2,255300,0.29157348507869735
50.6,1650,2,255400,0.29240336619750434
50.0,1651,2,255500,0.29082582730441464
50.0,1651,2,255600,0.29082582730441464
50.0,1652,2,255700,0.2908617858521027
50.0,1652,2,255800,0.2908617858521027
50.0,1653,2,255900,0.2907419962821234
49.7,1654,2,256000,0.29003750494551334
49.7,1654,2,256100,0.29003750494551334
50.2,1655,2,256200,0.29093690081416484
50.0,1656,2,256300,0.29115929901360244
50.2,1657,2,256400,0.2914755287656291
50.2,1657,2,256500,0.2914755287656291
50.5,1658,2,256600,0.2913688123427841
50.5,1658,2,256700,0.2913688123427841
50.5,1659,2,256800,0.291341666809018
50.5,1659,2,256900,0.291341666809018
50.9,1660,2,257000,0.292077080069704
50.9,1660,2,257100,0.292077080069704
50.9,1661,2,257200,0.2922575227500323
50.9,1661,2,257300,0.2922575227500323
50.9,1662,2,257400,0.2922544301185592
50.9,1662,2,257500,0.2922544301185592
51.1,1663,2,257600,0.2922483750441034
51.1,1663,2,257700,0.2922483750441034
51.2,1664,2,257800,0.29251151206931214
51.2,1664,2,257900,0.29251151206931214
51.2,1665,2,258000,0.2924953939712997
51.2,1665,2,258100,0.2924953939712997
51.2,1666,2,258200,0.2924912831641048
51.2,1666,2,258300,0.2924912831641048
51.2,1667,2,258400,0.2925492301295561
50.8,1668,2,258500,0.2918904834289668
50.8,1668,2,258600,0.2918904834289668
50.8,1669,2,258700,0.2919481282662096
50.8,1669,2,258800,0.2919481282662096
51.0,1670,2,258900,0.2926916455993049
50.7,1671,2,259000,0.29284126260330223
50.2,1672,2,259100,0.29149689976298854
49.9,1673,2,259200,0.2911441190710737
49.9,1673,2,259300,0.2911441190710737
49.9,1674,2,259400,0.29113180224429397
49.8,1675,2,259500,0.2912961338230766
49.8,1675,2,259600,0.2912961338230766
49.7,1676,2,259700,0.2907140114720498
49.1,1677,2,259800,0.28940281930553463
48.9,1678,2,259900,0.28919243938258243
48.9,1678,2,260000,0.28919243938258243
48.9,1679,2,260100,0.28916632909881407
48.9,1679,2,260200,0.28916632909881407
49.0,1680,2,260300,0.28945210355329554
49.0,1680,2,260400,0.28945210355329554
49.5,1681,2,260500,0.2904120910006504
48.9,1683,2,260600,0.2887638257959419
48.9,1683,2,260700,0.2887638257959419
48.7,1684,2,260800,0.28882973662742123
48.7,1684,2,260900,0.28882973662742123
48.7,1685,2,261000,0.28879283984789517
49.1,1686,2,261100,0.2896392239495839
49.1,1686,2,261200,0.2896392239495839
49.1,1687,2,261300,0.2895648003129636
49.1,1687,2,261400,0.2895648003129636
49.4,1688,2,261500,0.29005406211373713
49.4,1688,2,261600,0.29005406211373713
49.5,1689,2,261700,0.2905824407926806
49.5,1689,2,261800,0.2905824407926806
49.5,1690,2,261900,0.2905655436242742
49.5,1690,2,262000,0.2905655436242742
49.9,1691,2,262100,0.2913770693845647
49.9,1691,2,262200,0.2913770693845647
49.7,1692,2,262300,0.290945254215565
49.7,1692,2,262400,0.290945254215565
49.4,1694,2,262500,0.28958814087857804
49.1,1695,2,262600,0.2891281973419937
49.1,1695,2,262700,0.2891281973419937
49.1,1696,2,262800,0.289406567076261
49.1,1696,2,262900,0.289406567076261
49.0,1697,2,263000,0.28937660758579786
49.0,1697,2,263100,0.28937660758579786
49.3,1698,2,263200,0.289598899456647
48.3,1700,2,263300,0.2877646765720298
48.3,1700,2,263400,0.2877646765720298
48.7,1701,2,263500,0.28815386210172594
48.7,1701,2,263600,0.28815386210172594
48.7,1702,2,263700,0.28800311630230707
48.7,1702,2,263800,0.28800311630230707
48.7,1704,2,263900,0.28850238244328424
48.7,1704,2,264000,0.28850238244328424
49.0,1705,2,264100,0.2889173728987483
49.0,1705,2,264200,0.2889173728987483
48.9,1706,2,264300,0.28848766392388064
48.6,1707,2,264400,0.28791781122240684
48.6,1707,2,264500,0.28791781122240684
48.0,1709,2,264600,0.2860954837082484
48.0,1709,2,264700,0.2860954837082484
48.4,1710,2,264800,0.28676645044035637
48.4,1710,2,264900,0.28676645044035637
48.4,1711,2,265000,0.28651910200204445
48.4,1711,2,265100,0.28651910200204445
48.3,1712,2,265200,0.2862351119130725
48.3,1712,2,265300,0.2862351119130725
48.5,1713,2,265400,0.2866383410694715
48.8,1714,2,265500,0.28726752123518445
48.8,1714,2,265600,0.28726752123518445
48.8,1715,2,265700,0.28738706890601046
48.2,1716,2,265800,0.2856524148788538
48.2,1716,2,265900,0.2856524148788538
47.6,1718,2,266000,0.28454364942735777
47.6,1718,2,266100,0.28454364942735777
47.6,1719,2,266200,0.2843381156201685
47.6,1719,2,266300,0.2843381156201685
47.6,1720,2,266400,0.28438383156651637
47.6,1720,2,266500,0.28438383156651637
47.7,1721,2,266600,0.28483423628456966
47.7,1721,2,266700,0.28483423628456966
47.7,1722,2,266800,0.2849047975998947
47.7,1722,2,266900,0.2849047975998947
47.9,1723,2,267000,0.28564429338126895
47.9,1723,2,267100,0.28564429338126895
47.9,1724,2,267200,0.28589151400070995
47.4,1725,2,267300,0.2850443696737197
47.4,1725,2,267400,0.2850443696737197
47.5,1726,2,267500,0.2853273166742242
47.5,1726,2,267600,0.2853273166742242
47.5,1727,2,267700,0.2852001123751923
47.4,1728,2,267800,0.28416354844939384
47.4,1728,2,267900,0.28416354844939384
47.6,1729,2,268000,0.2849572650841553
47.6,1729,2,268100,0.2849572650841553
47.6,1730,2,268200,0.2846782597738014
47.6,1730,2,268300,0.2846782597738014
47.5,1732,2,268400,0.2845478141739324
47.5,1732,2,268500,0.2845478141739324
48.1,1733,2,268600,0.28638471820683664
48.0,1734,2,268700,0.285942327554624
48.0,1734,2,268800,0.285942327554624
48.0,1735,2,268900,0.2859923690196653
48.0,1735,2,269000,0.2859923690196653
48.5,1736,2,269100,0.2869790677161297
48.5,1736,2,269200,0.2869790677161297
48.5,1737,2,269300,0.28701004018731074
48.0,1738,2,269400,0.28604032391963125
48.0,1738,2,269500,0.28604032391963125
48.0,1739,2,269600,0.28608961670813543
48.0,1739,2,269700,0.28608961670813543
48.1,1740,2,269800,0.28610520550976104
47.5,1742,2,269900,0.28410878948172213
47.5,1742,2,270000,0.28410878948172213
48.0,1743,2,270100,0.2866994967338226
48.0,1743,2,270200,0.2866994967338226
47.7,1744,2,270300,0.2862303778038532
47.6,1745,2,270400,0.28599229699208195
47.6,1745,2,270500,0.28599229699208195
47.4,1746,2,270600,0.28501653034699026
47.4,1746,2,270700,0.28501653034699026
47.4,1747,2,270800,0.28500581781709144
47.6,1748,2,270900,0.2852692347264768
47.6,1748,2,271000,0.2852692347264768
47.6,1749,2,271100,0.28533184822104474
47.7,1750,2,271200,0.28549410695295285
47.7,1750,2,271300,0.28549410695295285
48.3,1751,2,271400,0.2870578736003794
48.3,1751,2,271500,0.2870578736003794
48.3,1752,2,271600,0.2870186930058708
48.3,1752,2,271700,0.2870186930058708
48.1,1753,2,271800,0.2863515146191514
47.9,1754,2,271900,0.2864894645886467
47.9,1754,2,272000,0.2864894645886467
48.0,1755,2,272100,0.28702754611876097
48.0,1755,2,272200,0.28702754611876097
48.4,1756,2,272300,0.2877665392444905
48.4,1756,2,272400,0.2877665392444905
48.6,1757,2,272500,0.2883164970210132
48.6,1757,2,272600,0.2883164970210132
48.9,1758,2,272700,0.2895301809986769
48.9,1758,2,272800,0.2895301809986769
48.9,1759,2,272900,0.28954240515649654
48.9,1759,2,273000,0.28954240515649654
48.9,1760,2,273100,0.28958952946055405
48.9,1760,2,273200,0.28958952946055405
48.9,1761,2,273300,0.28958852714475813
48.9,1761,2,273400,0.28958852714475813
48.9,1762,2,273500,0.2895738678166591
48.9,1762,2,273600,0.2895738678166591
48.6,1764,2,273700,0.2899257629480129
48.6,1764,2,273800,0.2899257629480129
48.6,1765,2,273900,0.2897512381698099
48.6,1765,2,274000,0.2897512381698099
48.6,1766,2,274100,0.28975192232190566
48.6,1766,2,274200,0.28975192232190566
48.6,1767,2,274300,0.2897406869326631
48.6,1767,2,274400,0.2897406869326631
48.9,1768,2,274500,0.28970306886925923
48.9,1768,2,274600,0.28970306886925923
48.9,1769,2,274700,0.2897357168114334
48.9,1769,2,274800,0.2897357168114334
48.5,1771,2,274900,0.2890006388468525
48.5,1771,2,275000,0.2890006388468525
49.0,1772,2,275100,0.2903294544206085
49.0,1772,2,275200,0.2903294544206085
48.7,1774,2,275300,0.28954595393391225
48.7,1774,2,275400,0.28954595393391225
49.0,1775,2,275500,0.28973353544786884
49.0,1775,2,275600,0.28973353544786884
49.1,1776,2,275700,0.2899913937829485
49.1,1776,2,275800,0.2899913937829485
49.6,1777,2,275900,0.2912528476309171
49.6,1778,2,276000,0.29099926209456495
49.6,1778,2,276100,0.29099926209456495
49.1,1779,2,276200,0.28887996769516117
49.1,1779,2,276300,0.28887996769516117
49.2,1780,2,276400,0.2889380744866587
49.2,1780,2,276500,0.2889380744866587
49.1,1781,2,276600,0.2887260847836009
49.1,1781,2,276700,0.2887260847836009
49.5,1782,2,276800,0.28948240426145483
49.5,1782,2,276900,0.28948240426145483
50.1,1783,2,277000,0.29110780455227864
50.1,1783,2,277100,0.29110780455227864
50.4,1784,2,277200,0.291604103423947
50.0,1785,2,277300,0.29077576098514973
50.0,1785,2,277400,0.29077576098514973
50.2,1786,2,277500,0.29120046793270615
50.2,1786,2,277600,0.29120046793270615
50.2,1787,2,277700,0.291174057144096
50.2,1787,2,277800,0.291174057144096
50.1,1788,2,277900,0.29107771051570014
50.1,1788,2,278000,0.29107771051570014
49.9,1789,2,278100,0.2902476405250604
49.9,1789,2,278200,0.2902476405250604
49.9,1790,2,278300,0.2902872260174099
49.9,1790,2,278400,0.2902872260174099
49.9,1791,2,278500,0.2902748698697097
49.9,1792,2,278600,0.2904807922652201
49.9,1792,2,278700,0.2904807922652201
49.9,1794,2,278800,0.2905472218414879
49.9,1794,2,278900,0.2905472218414879
50.1,1795,2,279000,0.2906730751934349
50.1,1795,2,279100,0.2906730751934349
50.1,1796,2,279200,0.290652258282678
50.1,1796,2,279300,0.290652258282678
50.4,1797,2,279400,0.2913220326296899
49.9,1798,2,279500,0.29038485572315265
49.9,1798,2,279600,0.29038485572315265
50.4,1799,2,279700,0.2913031666203738
50.4,1799,2,279800,0.2913031666203738
51.0,1800,2,279900,0.2928204850109871
51.0,1800,2,280000,0.2928204850109871
51.1,1801,2,280100,0.29342393313646004
51.1,1801,2,280200,0.29342393313646004
51.1,1802,2,280300,0.2931733106849263
51.0,1803,2,280400,0.292759582934227
51.0,1803,2,280500,0.292759582934227
51.6,1804,2,280600,0.29434748607570654
51.6,1804,2,280700,0.29434748607570654
51.5,1805,2,280800,0.2939202050282016
51.5,1805,2,280900,0.2939202050282016
51.6,1806,2,281000,0.2943809201045589
51.6,1806,2,281100,0.2943809201045589
51.9,1807,2,281200,0.29485015874920295
51.9,1807,2,281300,0.29485015874920295
51.9,1808,2,281400,0.2946591259149567
51.9,1808,2,281500,0.2946591259149567
52.5,1809,2,281600,0.29645448726664714
52.1,1810,2,281700,0.29603065500493997
52.1,1810,2,281800,0.29603065500493997
52.1,1811,2,281900,0.2964333230203161
51.9,1812,2,282000,0.2962741489636734
51.9,1812,2,282100,0.2962741489636734
51.5,1814,2,282200,0.29541407546473747
51.5,1814,2,282300,0.29541407546473747
51.5,1815,2,282400,0.29535226316522334
51.9,1816,2,282500,0.2966179257739373
51.9,1816,2,282600,0.2966179257739373
51.9,1817,2,282700,0.2965920574892856
51.9,1817,2,282800,0.2965920574892856
52.4,1818,2,282900,0.29769181539721745
52.4,1818,2,283000,0.29769181539721745
52.6,1819,2,283100,0.2984782427520823
52.6,1819,2,283200,0.2984782427520823
52.6,1820,2,283300,0.29849296762009264
52.6,1820,2,283400,0.29849296762009264
52.6,1821,2,283500,0.29853849819468353
52.6,1821,2,283600,0.29853849819468353
52.6,1822,2,283700,0.2985520170176962
52.6,1822,2,283800,0.2985520170176962
52.4,1823,2,283900,0.2978005961570456
52.4,1823,2,284000,0.2978005961570456
52.1,1824,2,284100,0.29722603516630547
52.1,1824,2,284200,0.29722603516630547
52.6,1825,2,284300,0.2981854951481577
52.6,1825,2,284400,0.2981854951481577
52.6,1826,2,284500,0.29817516509641206
52.6,1826,2,284600,0.29817516509641206
52.7,1827,2,284700,0.2982710033618634
52.7,1828,2,284800,0.2982509019016499
52.7,1828,2,284900,0.2982509019016499
52.7,1829,2,285000,0.2982092882249411
52.4,1830,2,285100,0.2980444692697161
52.0,1831,2,285200,0.29678484753884404
52.0,1831,2,285300,0.29678484753884404
52.6,1832,2,285400,0.2982366001909728
52.6,1832,2,285500,0.2982366001909728
52.6,1833,2,285600,0.29825548891775105
52.5,1834,2,285700,0.2972436617895988
52.3,1835,2,285800,0.29690838747176573
51.7,1836,2,285900,0.2953268073228482
51.7,1836,2,286000,0.2953268073228482
51.7,1837,2,286100,0.2953523806031804
51.7,1837,2,286200,0.2953523806031804
52.1,1838,2,286300,0.29601672393869305
51.9,1839,2,286400,0.29555728020152505
51.9,1839,2,286500,0.29555728020152505
51.9,1840,2,286600,0.2954870974559806
51.9,1840,2,286700,0.2954870974559806
52.2,1841,2,286800,0.2961983736207923
52.2,1841,2,286900,0.2961983736207923
52.2,1843,2,287000,0.295931132722345
52.0,1844,2,287100,0.2950566355854358
52.0,1844,2,287200,0.2950566355854358
52.2,1845,2,287300,0.2955201964822016
51.9,1846,2,287400,0.29545955297317567
51.8,1847,2,287500,0.2949871365096291
51.6,1848,2,287600,0.2946406879206188
51.6,1848,2,287700,0.2946406879206188
51.6,1849,2,287800,0.2945612849969763
51.6,1849,2,287900,0.2945612849969763
52.0,1850,2,288000,0.2953395115666546
52.0,1850,2,288100,0.2953395115666546
52.0,1851,2,288200,0.29534335204199114
52.0,1851,2,288300,0.29534335204199114
52.0,1852,2,288400,0.29532998006961564
51.6,1853,2,288500,0.29530585324876174
52.0,1854,2,288600,0.29563277715372854
52.0,1854,2,288700,0.29563277715372854
51.8,1855,2,288800,0.29547273377899425
51.8,1855,2,288900,0.29547273377899425
51.7,1856,2,289000,0.29517819112005117
51.7,1856,2,289100,0.29517819112005117
51.2,1858,2,289200,0.29401879399691466
51.2,1858,2,289300,0.29401879399691466
51.2,1859,2,289400,0.2940480461596246
51.2,1859,2,289500,0.2940480461596246
51.0,1860,2,289600,0.2934840927576836
51.0,1860,2,289700,0.2934840927576836
51.0,1861,2,289800,0.293471428751241
51.0,1861,2,289900,0.293471428751241
51.0,1862,2,290000,0.2935633979276605
51.0,1862,2,290100,0.2935633979276605
51.0,1863,2,290200,0.2937837156106548
51.0,1863,2,290300,0.2937837156106548
51.5,1864,2,290400,0.29482961068106944
51.5,1864,2,290500,0.29482961068106944
51.5,1865,2,290600,0.2946742914018573
51.5,1865,2,290700,0.2946742914018573
51.5,1866,2,290800,0.29474928450190674
51.1,1867,2,290900,0.2939803541336852
51.1,1867,2,291000,0.2939803541336852
51.2,1868,2,291100,0.29461438573549925
51.2,1868,2,291200,0.29461438573549925
50.8,1870,2,291300,0.29354203204451157
51.1,1871,2,291400,0.29436614129658917
51.1,1871,2,291500,0.29436614129658917
50.9,1872,2,291600,0.29338240612938593
50.9,1872,2,291700,0.29338240612938593
51.1,1873,2,291800,0.2937096220821166
51.1,1873,2,291900,0.2937096220821166
51.7,1874,2,292000,0.29512656840176255
51.7,1874,2,292100,0.29512656840176255
51.7,1875,2,292200,0.29529271925311823
51.7,1875,2,292300,0.29529271925311823
51.8,1876,2,292400,0.2956166679320082
51.8,1876,2,292500,0.2956166679320082
51.8,1877,2,292600,0.2956759619219006
51.8,1877,2,292700,0.2956759619219006
52.1,1878,2,292800,0.29643194754997393
52.2,1879,2,292900,0.2978252244903207
52.2,1879,2,293000,0.2978252244903207
52.2,1880,2,293100,0.2978159087194048
52.2,1880,2,293200,0.2978159087194048
51.9,1881,2,293300,0.2974096590966934
51.9,1881,2,293400,0.2974096590966934
51.4,1883,2,293500,0.29653086754175556
51.0,1884,2,293600,0.29573710330293446
50.9,1885,2,293700,0.2952079659542562
50.9,1885,2,293800,0.2952079659542562
50.8,1886,2,293900,0.29506571841278456
50.8,1886,2,294000,0.29506571841278456
50.3,1888,2,294100,0.29368243052790655
50.0,1889,2,294200,0.2932629237621732
50.0,1889,2,294300,0.2932629237621732
50.0,1890,2,294400,0.2932467916914504
49.3,1892,2,294500,0.2915006333167353
48.9,1893,2,294600,0.2908787611302848
48.9,1893,2,294700,0.2908787611302848
49.5,1894,2,294800,0.292622947957383
49.5,1894,2,294900,0.292622947957383
49.7,1895,2,295000,0.2929888556302309
49.7,1895,2,295100,0.2929888556302309
49.6,1896,2,295200,0.2924614691302783
49.6,1896,2,295300,0.2924614691302783
49.6,1897,2,295400,0.2924380606303505
49.7,1898,2,295500,0.29326184612270756
49.7,1898,2,295600,0.29326184612270756
49.6,1899,2,295700,0.29309818463919945
49.6,1899,2,295800,0.29309818463919945
49.5,1900,2,295900,0.29251369484688544
49.5,1900,2,296000,0.29251369484688544
49.5,1901,2,296100,0.2924387125744435
49.5,1901,2,296200,0.2924387125744435
49.6,1902,2,296300,0.29282781906762595
49.6,1902,2,296400,0.29282781906762595
49.7,1903,2,296500,0.2932100328953535
49.7,1903,2,296600,0.2932100328953535
49.7,1904,2,296700,0.29320199329295044
49.7,1904,2,296800,0.29320199329295044
49.7,1905,2,296900,0.29353812688510905
49.7,1905,2,297000,0.29353812688510905
49.7,1906,2,297100,0.29350156037832387
49.7,1906,2,297200,0.29350156037832387
49.9,1907,2,297300,0.29389916301876723
49.9,1907,2,297400,0.29389916301876723
49.9,1908,2,297500,0.2941565954926564
49.5,1909,2,297600,0.29346364386876006
49.5,1909,2,297700,0.29346364386876006
49.9,1910,2,297800,0.29392529320315564
49.5,1911,2,297900,0.29316336036679397
49.5,1911,2,298000,0.29316336036679397
49.8,1912,2,298100,0.29363386368316763
49.8,1912,2,298200,0.29363386368316763
50.0,1913,2,298300,0.2941400511262081
50.0,1913,2,298400,0.2941400511262081
50.6,1914,2,298500,0.29527010550872446
50.6,1914,2,298600,0.29527010550872446
50.3,1916,2,298700,0.2944105944291379
50.3,1916,2,298800,0.2944105944291379
50.3,1917,2,298900,0.29459952292769137
50.3,1917,2,299000,0.29459952292769137
50.1,1918,2,299100,0.2938908120099511
50.1,1918,2,299200,0.2938908120099511
50.0,1919,2,299300,0.2933385830172799
50.0,1919,2,299400,0.2933385830172799
49.9,1920,2,299500,0.29275701390695386
49.9,1920,2,299600,0.29275701390695386
49.9,1921,2,299700,0.29275142256270464
49.9,1921,2,299800,0.29275142256270464
49.9,1922,2,299900,0.2926952512025664
49.9,1922,2,300000,0.2926952512025664
49.9,1923,2,300100,0.29269413845885134
49.9,1923,2,300200,0.29269413845885134
50.1,1924,2,300300,0.2929871365531643
50.1,1924,2,300400,0.2929871365531643
50.1,1925,2,300500,0.29300976787067357
50.1,1925,2,300600,0.29300976787067357
50.1,1926,2,300700,0.292938777537537
50.1,1926,2,300800,0.292938777537537
50.1,1927,2,300900,0.2929290423995667
50.1,1927,2,301000,0.2929290423995667
50.5,1928,2,301100,0.2936347926231478
50.5,1928,2,301200,0.2936347926231478
50.5,1929,2,301300,0.2935849089191831
50.5,1929,2,301400,0.2935849089191831
50.8,1930,2,301500,0.2941640426344737
50.7,1931,2,301600,0.29466124290588414
50.7,1931,2,301700,0.29466124290588414
50.8,1932,2,301800,0.2947067794361731
50.8,1932,2,301900,0.2947067794361731
50.7,1933,2,302000,0.2946733477268194
50.7,1933,2,302100,0.2946733477268194
51.4,1934,2,302200,0.2966649844025728
51.4,1934,2,302300,0.2966649844025728
51.5,1936,2,302400,0.29707382175995617
50.9,1937,2,302500,0.29554820292887596
50.9,1937,2,302600,0.29554820292887596
50.6,1939,2,302700,0.2942797464599771
50.6,1939,2,302800,0.2942797464599771
50.6,1940,2,302900,0.2942903260776126
50.6,1940,2,303000,0.2942903260776126
50.7,1941,2,303100,0.2949299029199512
50.2,1942,2,303200,0.2939377116503577
50.2,1942,2,303300,0.2939377116503577
50.8,1943,2,303400,0.2956270073791493
50.8,1943,2,303500,0.2956270073791493
51.3,1944,2,303600,0.29681686873953295
51.3,1944,2,303700,0.29681686873953295
51.2,1945,2,303800,0.29680306627992403
51.2,1945,2,303900,0.29680306627992403
51.8,1946,2,304000,0.29824171207062145
51.8,1946,2,304100,0.29824171207062145
52.0,1947,2,304200,0.29873164521151124
52.0,1947,2,304300,0.29873164521151124
51.9,1949,2,304400,0.2984944375236471
51.9,1949,2,304500,0.2984944375236471
51.9,1950,2,304600,0.298499250074333
51.9,1950,2,304700,0.298499250074333
51.9,1951,2,304800,0.29849715524860376
51.9,1951,2,304900,0.29849715524860376
51.9,1952,2,305000,0.2985022773092405
51.9,1952,2,305100,0.2985022773092405
52.4,1953,2,305200,0.299332601775649
52.4,1953,2,305300,0.299332601775649
52.7,1954,2,305400,0.2998696157237456
52.7,1954,2,305500,0.2998696157237456
52.8,1955,2,305600,0.2997052240388809
52.5,1956,2,305700,0.29923298474247695
52.5,1956,2,305800,0.29923298474247695
52.4,1958,2,305900,0.2990458196579617
51.9,1959,2,306000,0.2982969687496089
51.9,1959,2,306100,0.2982969687496089
52.1,1960,2,306200,0.29876894918002245
51.7,1961,2,306300,0.29776536793665664
51.1,1962,2,306400,0.2961026791294706
51.1,1962,2,306500,0.2961026791294706
51.1,1963,2,306600,0.2958545681840803
51.1,1963,2,306700,0.2958545681840803
51.1,1964,2,306800,0.2957757585542023
51.1,1964,2,306900,0.2957757585542023
51.2,1965,2,307000,0.2961809393359306
51.2,1965,2,307100,0.2961809393359306
51.2,1966,2,307200,0.2961572703893714
51.2,1966,2,307300,0.2961572703893714
51.6,1967,2,307400,0.2967830401556713
51.6,1967,2,307500,0.2967830401556713
51.6,1968,2,307600,0.29679149638393015
51.6,1968,2,307700,0.29679149638393015
51.7,1969,2,307800,0.29726743103050096
51.7,1969,2,307900,0.29726743103050096
52.3,1970,2,308000,0.2986469186908419
52.5,1971,2,308100,0.2990296829422354
52.5,1971,2,308200,0.2990296829422354
52.6,1972,2,308300,0.2996605974660725
52.6,1972,2,308400,0.2996605974660725
52.6,1973,2,308500,0.29973263729553246
52.6,1973,2,308600,0.29973263729553246
52.6,1974,2,308700,0.29954205013937973
52.6,1974,2,308800,0.29954205013937973
52.6,1975,2,308900,0.2996787780665114
52.6,1975,2,309000,0.2996787780665114
51.8,1977,2,309100,0.29722346951844875
51.3,1978,2,309200,0.29601316027492774
51.3,1978,2,309300,0.29601316027492774
51.7,1979,2,309400,0.29671618797707666
51.7,1979,2,309500,0.29671618797707666
51.6,1980,2,309600,0.29661437675091706
51.6,1980,2,309700,0.29661437675091706
52.0,1981,2,309800,0.29720133951387684
51.6,1982,2,309900,0.29664887619665514
51.7,1983,2,310000,0.2967962111766074
51.5,1984,2,310100,0.2957563942203567
51.8,1985,2,310200,0.2966915611176746
51.5,1986,2,310300,0.296107986028516
51.5,1986,2,310400,0.296107986028516
51.5,1987,2,310500,0.29604776223188173
51.5,1987,2,310600,0.29604776223188173
52.1,1988,2,310700,0.29767984447024726
52.1,1988,2,310800,0.29767984447024726
52.5,1989,2,310900,0.29846590860344085
52.5,1989,2,311000,0.29846590860344085
52.4,1990,2,311100,0.29840003293147055
52.4,1990,2,311200,0.29840003293147055
52.8,1991,2,311300,0.29890842278241037
52.8,1991,2,311400,0.29890842278241037
53.2,1992,2,311500,0.2997042020996539
53.2,1992,2,311600,0.2997042020996539
53.6,1993,2,311700,0.3003762345298724
53.6,1993,2,311800,0.3003762345298724
53.6,1994,2,311900,0.3001382591752343
53.6,1994,2,312000,0.3001382591752343
53.4,1995,2,312100,0.29960243114811097
53.4,1995,2,312200,0.29960243114811097
53.5,1996,2,312300,0.29963604546590045
53.0,1997,2,312400,0.29885051377580074
53.0,1997,2,312500,0.29885051377580074
53.5,1998,2,312600,0.2995783436533391
53.5,1998,2,312700,0.2995783436533391
53.4,1999,2,312800,0.2992563597984334
53.3,2000,2,312900,0.2994066682005747
53.3,2000,2,313000,0.2994066682005747
53.3,2001,2,313100,0.29945039380783445
53.3,2001,2,313200,0.29945039380783445
53.3,2002,2,313300,0.2994256063446348
53.3,2002,2,313400,0.2994256063446348
53.3,2003,2,313500,0.2993966364874573
53.3,2003,2,313600,0.2993966364874573
53.2,2004,2,313700,0.2988621177262548
53.2,2004,2,313800,0.2988621177262548
53.2,2005,2,313900,0.2990263120525717
53.2,2005,2,314000,0.2990263120525717
52.9,2006,2,314100,0.29851973580007485
52.9,2007,2,314200,0.29847905287127674
52.9,2007,2,314300,0.29847905287127674
52.9,2008,2,314400,0.2984694078814066
52.9,2008,2,314500,0.2984694078814066
53.4,2009,2,314600,0.29920841058733477
53.4,2009,2,314700,0.29920841058733477
53.5,2010,2,314800,0.2996255810508939
53.5,2010,2,314900,0.2996255810508939
53.9,2011,2,315000,0.30046589355892156
53.9,2011,2,315100,0.30046589355892156
53.9,2012,2,315200,0.3004189278094782
53.9,2012,2,315300,0.3004189278094782
53.8,2013,2,315400,0.29982810223634737
53.8,2013,2,315500,0.29982810223634737
53.7,2014,2,315600,0.2994223559766104
53.7,2014,2,315700,0.2994223559766104
53.5,2015,2,315800,0.29896912949168614
53.5,2015,2,315900,0.29896912949168614
54.1,2016,2,316000,0.3003734971148293
54.1,2016,2,316100,0.3003734971148293
54.0,2017,2,316200,0.3001781947987816
53.7,2018,2,316300,0.29913065148610385
53.7,2018,2,316400,0.29913065148610385
53.7,2019,2,316500,0.2991446954704335
53.5,2020,2,316600,0.299186152897154
53.5,2020,2,316700,0.299186152897154
53.5,2021,2,316800,0.29916937603008525
53.5,2021,2,316900,0.29916937603008525
53.5,2022,2,317000,0.29922772407137205
53.5,2022,2,317100,0.29922772407137205
53.5,2023,2,317200,0.29923059479201003
53.5,2023,2,317300,0.29923059479201003
53.6,2024,2,317400,0.29943665744505366
53.6,2024,2,317500,0.29943665744505366
53.6,2025,2,317600,0.29943591437014827
53.6,2025,2,317700,0.29943591437014827
53.5,2026,2,317800,0.2993444470794305
53.5,2026,2,317900,0.2993444470794305
53.5,2027,2,318000,0.29924690976716234
53.5,2027,2,318100,0.29924690976716234
53.4,2028,2,318200,0.2991151477926419
52.9,2029,2,318300,0.2983501637426928
52.9,2029,2,318400,0.2983501637426928
53.0,2030,2,318500,0.29848839934302096
53.0,2030,2,318600,0.29848839934302096
53.4,2031,2,318700,0.29902354825931104
53.4,2031,2,318800,0.29902354825931104
