% time spent exploring,episodes,mean 100 episode reward,mean 100 episode reward per step,steps
70,310,-614.1,-17.768491571824804,15200
70,312,-614.5,-17.666334684070097,15300
69,313,-614.6,-17.62869096687357,15400
69,315,-615.0,-17.55037826153637,15500
69,316,-615.0,-17.508321001708286,15600
69,318,-615.0,-17.308344735052952,15700
69,320,-614.8,-17.394305146217217,15800
68,322,-614.9,-17.34310220896432,15900
68,324,-615.0,-17.069539199741147,16000
68,328,-614.7,-17.55157165059303,16100
68,331,-614.5,-17.719732934530015,16200
68,333,-614.6,-17.739657909044414,16300
67,335,-614.9,-17.301509782209333,16400
67,337,-614.7,-17.298377901631973,16500
67,338,-614.8,-17.217044426973413,16600
67,339,-615.0,-17.105682212778905,16700
67,339,-615.0,-17.105682212778905,16800
66,341,-615.9,-16.953228743453682,16900
66,343,-620.5,-17.252974081708402,17000
66,344,-620.8,-17.18745965219133,17100
66,345,-621.3,-17.016562826172677,17200
66,346,-621.4,-16.96004411203803,17300
65,347,-621.9,-16.778490968170566,17400
65,347,-621.9,-16.778490968170566,17500
65,348,-622.4,-16.550142390543048,17600
65,350,-622.6,-16.32815146397688,17700
65,352,-622.5,-16.32300633064843,17800
64,353,-622.9,-16.238768316068935,17900
64,356,-622.9,-16.156240705094746,18000
64,356,-622.9,-16.156240705094746,18100
64,358,-623.1,-15.963928144588028,18200
64,360,-623.0,-16.147532170261886,18300
63,361,-623.3,-15.85487046670407,18400
63,361,-623.3,-15.85487046670407,18500
63,364,-623.7,-15.719943466911785,18600
63,366,-623.7,-15.726829492396664,18700
63,371,-623.5,-16.124482942638277,18800
62,375,-622.8,-16.71294686828735,18900
62,377,-622.8,-16.97165827771463,19000
62,381,-621.4,-17.473839546893885,19100
62,383,-621.4,-17.30643860235639,19200
62,386,-621.4,-17.31706141029416,19300
61,389,-621.5,-17.365239093405652,19400
61,392,-621.3,-17.459362710159795,19500
61,393,-621.5,-17.344984360473898,19600
61,395,-621.8,-17.257382612466795,19700
61,398,-621.9,-17.024131510773355,19800
60,403,-621.6,-17.08636446776165,19900
60,403,-621.6,-17.08636446776165,20000
60,403,-621.6,-17.08636446776165,20100
60,404,-616.5,-16.887100433200537,20200
60,405,-616.5,-16.89767604201143,20300
60,406,-616.5,-16.914014119871602,20400
59,408,-615.3,-17.051784334901434,20500
59,410,-615.2,-17.112710666442272,20600
59,411,-614.4,-17.197992244258923,20700
59,411,-614.4,-17.197992244258923,20800
59,412,-615.0,-17.150343984930508,20900
58,413,-615.4,-17.092487162022696,21000
58,414,-615.2,-17.070281744881665,21100
58,414,-615.2,-17.070281744881665,21200
58,415,-615.5,-17.028980210648456,21300
58,416,-615.7,-16.9266090518476,21400
57,419,-615.5,-17.206620590059398,21500
57,423,-615.2,-17.543348214959853,21600
57,427,-615.2,-17.511086610702343,21700
57,431,-615.1,-17.626662963839753,21800
57,435,-614.5,-18.21126698971526,21900
56,436,-614.5,-18.2586559391929,22000
56,440,-613.3,-19.073859076213893,22100
56,442,-613.3,-18.968550301108156,22200
56,446,-612.2,-19.74077253796662,22300
56,448,-611.4,-19.942743102902714,22400
55,450,-611.4,-19.975981415339994,22500
55,452,-611.4,-20.040495588090568,22600
55,455,-611.1,-19.932490241674525,22700
55,457,-610.5,-20.496099416799332,22800
55,460,-611.0,-20.25564801136249,22900
54,461,-611.1,-20.283866658202186,23000
54,461,-611.1,-20.283866658202186,23100
54,461,-611.1,-20.283866658202186,23200
54,464,-611.4,-20.411939212319545,23300
54,466,-611.5,-20.278783599249365,23400
53,469,-611.5,-20.177697991243864,23500
53,471,-611.7,-19.69914254888882,23600
53,473,-611.8,-19.50817417569193,23700
53,474,-612.1,-19.20979495016247,23800
53,475,-611.9,-19.3944358331815,23900
52,476,-612.2,-19.35941450880667,24000
52,478,-612.3,-19.00130285931825,24100
52,480,-612.5,-18.906209098605387,24200
52,483,-612.4,-19.130845220214034,24300
52,487,-612.2,-19.313882357196494,24400
51,488,-612.3,-19.156649126734074,24500
51,491,-612.4,-19.049411014725113,24600
51,492,-612.3,-19.051101111379417,24700
51,492,-612.3,-19.051101111379417,24800
51,492,-612.3,-19.051101111379417,24900
51,494,-607.0,-18.971095669220986,25000
50,498,-607.0,-19.069974929627165,25100
50,501,-607.0,-19.237540215911075,25200
50,502,-607.2,-19.065333087357356,25300
50,505,-612.0,-19.440303359301936,25400
50,505,-612.0,-19.440303359301936,25500
49,507,-611.8,-19.478707191230992,25600
49,510,-611.8,-19.508232264633627,25700
49,512,-611.1,-19.588796119679227,25800
49,513,-610.7,-19.624348247730104,25900
49,518,-609.3,-20.651710654504765,26000
48,521,-609.3,-20.93472535066044,26100
48,522,-609.5,-20.69318687176634,26200
48,526,-609.4,-20.675431043821025,26300
48,529,-609.5,-20.721133184922948,26400
48,531,-609.6,-20.633652331299764,26500
47,534,-610.0,-20.423525876371517,26600
47,538,-609.7,-20.85046403767905,26700
47,542,-609.8,-20.97892691157773,26800
47,546,-609.7,-20.884150165333114,26900
47,548,-609.7,-20.862501522439374,27000
46,551,-609.3,-21.45150130777964,27100
46,554,-609.2,-21.69977783078404,27200
46,558,-608.9,-21.945877369665595,27300
46,563,-607.6,-22.64890724700414,27400
46,567,-607.1,-23.20211008970892,27500
45,570,-607.0,-23.5994818749287,27600
45,572,-607.0,-23.577640046579507,27700
45,575,-607.0,-23.57168663053561,27800
45,580,-606.2,-24.42136272243885,27900
45,584,-606.1,-24.354296604064672,28000
44,587,-606.1,-24.286785631274896,28100
44,589,-606.1,-24.511695558305863,28200
44,589,-606.1,-24.511695558305863,28300
44,589,-606.1,-24.511695558305863,28400
44,592,-606.8,-24.407945483521633,28500
43,593,-611.6,-24.675868089074378,28600
43,595,-611.5,-24.60962505534526,28700
43,596,-611.7,-24.36152066021965,28800
43,598,-611.9,-24.133744171650076,28900
43,600,-612.2,-23.628382142860794,29000
42,604,-611.9,-24.044856947919094,29100
42,607,-611.6,-24.41412874431414,29200
42,610,-611.4,-24.61294779501097,29300
42,613,-611.6,-24.674680198767263,29400
42,615,-611.5,-24.76952773456635,29500
41,620,-611.5,-24.915040091343556,29600
41,622,-611.6,-24.607262768173573,29700
41,625,-611.8,-24.594390503227455,29800
41,628,-611.9,-24.53741976609336,29900
41,630,-611.9,-24.76073275836278,30000
41,631,-611.9,-24.660403745057398,30100
40,633,-611.9,-24.646689664383832,30200
40,633,-611.9,-24.646689664383832,30300
40,634,-612.6,-24.26795117601396,30400
40,634,-612.6,-24.26795117601396,30500
40,634,-612.6,-24.26795117601396,30600
39,635,-607.6,-23.653299386514973,30700
39,636,-607.5,-23.491439397765514,30800
39,637,-608.0,-23.186755899356264,30900
39,641,-607.9,-23.371373943383293,31000
39,644,-607.8,-23.586316807536658,31100
38,646,-608.2,-23.405875403462048,31200
38,650,-608.1,-23.698102093788037,31300
38,654,-607.8,-23.941217204484907,31400
38,659,-607.8,-23.90289095697888,31500
38,662,-608.1,-23.540810237961804,31600
37,663,-608.2,-23.404450895376886,31700
37,667,-608.4,-23.223339270700684,31800
37,667,-608.4,-23.223339270700684,31900
37,669,-608.8,-22.824077955114923,32000
37,671,-608.9,-22.672735088886903,32100
36,673,-608.8,-22.606576645500827,32200
36,675,-608.6,-22.764254117303604,32300
36,678,-608.7,-22.23817328615077,32400
36,680,-608.7,-21.990254875371978,32500
36,682,-608.8,-21.717865602252818,32600
35,683,-609.0,-21.545761577750596,32700
35,685,-609.1,-21.465542043035036,32800
35,688,-609.1,-21.243374447865683,32900
35,689,-609.1,-21.220476718776546,33000
35,689,-609.1,-21.220476718776546,33100
34,692,-608.3,-21.467770813859453,33200
34,695,-608.3,-21.68723626496713,33300
34,698,-607.8,-22.131563514251493,33400
34,699,-607.7,-22.161312151782493,33500
34,702,-607.8,-22.100029116186455,33600
33,707,-607.9,-22.143352615307638,33700
33,712,-607.3,-23.077198164282663,33800
33,716,-607.1,-23.450839454168047,33900
33,720,-607.2,-23.166775527811023,34000
33,723,-607.1,-23.305665258845302,34100
32,725,-607.0,-23.182230031933763,34200
32,728,-607.1,-22.77934703974085,34300
32,732,-606.6,-23.204885987725927,34400
32,736,-611.1,-23.927803066427952,34500
32,738,-610.6,-24.02003043728183,34600
31,741,-610.6,-23.568607902222215,34700
31,745,-610.1,-23.493777014369915,34800
31,747,-610.2,-23.327247918179356,34900
31,751,-610.1,-23.15002279899233,35000
31,751,-610.1,-23.15002279899233,35100
31,752,-610.4,-22.827955355670305,35200
30,752,-610.4,-22.827955355670305,35300
30,752,-610.4,-22.827955355670305,35400
30,754,-604.9,-22.02125335494475,35500
30,754,-604.9,-22.02125335494475,35600
30,756,-605.1,-21.78391575898576,35700
29,756,-605.1,-21.78391575898576,35800
29,757,-605.2,-21.459984626412957,35900
29,757,-605.2,-21.459984626412957,36000
29,762,-605.2,-21.53085695553658,36100
29,764,-605.1,-21.608206942733894,36200
28,767,-605.1,-21.551394199853174,36300
28,769,-605.0,-21.61159037485813,36400
28,772,-604.9,-21.955024463503623,36500
28,776,-604.9,-22.22287659691577,36600
28,779,-605.1,-22.565626744779454,36700
27,781,-605.1,-22.460014206816144,36800
27,782,-605.1,-22.561043475217115,36900
27,784,-605.0,-22.684355858595616,37000
27,786,-605.3,-22.407978515357932,37100
27,790,-605.1,-22.97872172908614,37200
26,791,-605.1,-22.83981136902069,37300
26,794,-605.3,-22.918743476971745,37400
26,796,-605.4,-22.42113635784866,37500
26,798,-605.5,-22.247336456405847,37600
26,802,-605.0,-22.659495119643257,37700
25,803,-605.2,-22.3244997714032,37800
25,806,-605.0,-22.47244333139492,37900
25,808,-605.4,-21.836217138211982,38000
25,809,-605.8,-21.480072214226645,38100
25,810,-605.8,-21.443246579410076,38200
24,813,-606.1,-20.792783839030164,38300
24,815,-606.1,-20.700744784301687,38400
24,816,-606.2,-20.465653954722324,38500
24,816,-606.2,-20.465653954722324,38600
24,816,-606.2,-20.465653954722324,38700
23,819,-600.6,-19.808709053882264,38800
23,820,-600.7,-19.488971969242712,38900
23,823,-600.5,-19.71978042504871,39000
23,823,-600.5,-19.71978042504871,39100
23,825,-600.8,-19.495821103891515,39200
22,826,-600.7,-19.486050200177736,39300
22,830,-600.6,-19.55907736781643,39400
22,834,-600.4,-19.95951142509437,39500
22,837,-600.6,-20.116039822774887,39600
22,841,-600.6,-20.345344125837123,39700
21,844,-600.7,-20.273016964275342,39800
21,845,-600.7,-20.052989822745847,39900
21,847,-601.1,-19.94255887625429,40000
21,851,-601.1,-20.34382690464248,40100
21,853,-606.6,-20.831524869894494,40200
21,855,-606.4,-21.07402113854461,40300
20,859,-606.3,-21.2663689063121,40400
20,860,-606.5,-20.993150691021217,40500
20,862,-606.5,-20.611704702931245,40600
20,864,-606.5,-20.616995463108935,40700
20,864,-606.5,-20.616995463108935,40800
19,866,-606.9,-20.337669321756483,40900
19,869,-606.6,-20.22768324948123,41000
19,870,-606.5,-20.217286634648232,41100
19,871,-606.4,-20.1804785406038,41200
19,873,-606.6,-19.7297385831489,41300
18,873,-606.6,-19.7297385831489,41400
18,874,-606.8,-19.40504417859808,41500
18,877,-606.8,-19.03078509220219,41600
18,879,-606.6,-19.068668515162287,41700
18,880,-606.7,-18.959484783588632,41800
17,880,-606.7,-18.959484783588632,41900
17,880,-606.7,-18.959484783588632,42000
17,881,-601.2,-18.690890696551953,42100
17,883,-600.9,-18.70613582864685,42200
17,885,-600.8,-18.664897925602848,42300
16,888,-600.5,-18.779787301230918,42400
16,891,-600.5,-18.59614741941234,42500
16,892,-600.3,-18.72434645402062,42600
16,893,-600.7,-18.522708987703265,42700
16,896,-600.8,-18.596233893857168,42800
15,900,-600.7,-19.05805653849877,42900
15,902,-600.9,-18.76207555001633,43000
15,904,-601.2,-18.622040385271465,43100
15,908,-600.9,-19.20438730638276,43200
15,910,-600.4,-19.373997902922863,43300
14,913,-600.5,-19.635139242890176,43400
14,914,-600.4,-19.617787681274027,43500
14,914,-600.4,-19.617787681274027,43600
14,917,-606.1,-19.97897284560997,43700
14,918,-606.2,-19.92943325551771,43800
13,919,-606.4,-19.79166536421913,43900
13,919,-606.4,-19.79166536421913,44000
13,921,-606.4,-19.937777144643317,44100
13,924,-606.3,-19.82694332621969,44200
13,927,-606.3,-20.277727202224042,44300
12,928,-606.3,-20.109954911099152,44400
12,931,-606.7,-19.930276866896772,44500
12,931,-606.7,-19.930276866896772,44600
12,931,-606.7,-19.930276866896772,44700
12,933,-601.7,-19.34650850443532,44800
11,935,-601.7,-19.23606816100307,44900
11,937,-601.8,-18.93768119963544,45000
11,939,-601.8,-19.254158255588077,45100
11,940,-602.1,-19.149032380827165,45200
11,942,-602.3,-18.89448197431368,45300
11,944,-602.2,-19.113814218776696,45400
10,944,-602.2,-19.113814218776696,45500
10,944,-602.2,-19.113814218776696,45600
10,945,-596.9,-18.812546651899318,45700
10,947,-596.5,-19.046924783934347,45800
10,949,-596.5,-18.874698197302646,45900
9,949,-596.5,-18.874698197302646,46000
9,950,-596.7,-18.453233845820183,46100
9,951,-596.7,-18.322219185660476,46200
9,953,-596.7,-18.190173717729927,46300
9,956,-596.4,-18.172175632103475,46400
8,957,-596.3,-18.272185891601232,46500
8,957,-596.3,-18.272185891601232,46600
8,961,-596.3,-18.344649534844727,46700
8,961,-596.3,-18.344649534844727,46800
8,961,-596.3,-18.344649534844727,46900
7,963,-596.5,-18.301003089108114,47000
7,966,-595.9,-18.583256225746105,47100
7,967,-596.2,-18.471511504917064,47200
7,972,-595.9,-19.704317338349764,47300
7,975,-595.8,-20.01178182482342,47400
6,977,-595.8,-20.20593742508369,47500
6,981,-601.2,-21.076312545512824,47600
6,984,-601.2,-21.269808528592815,47700
6,985,-601.4,-21.139803168978652,47800
6,985,-601.4,-21.139803168978652,47900
5,986,-602.1,-21.065917372795024,48000
5,988,-602.3,-20.63472829744267,48100
5,990,-602.3,-20.74096504674282,48200
5,992,-602.3,-20.503011978846747,48300
5,993,-601.8,-20.741078958489616,48400
4,993,-601.8,-20.741078958489616,48500
4,994,-602.0,-20.668591046083076,48600
4,995,-602.0,-20.572710450053208,48700
4,995,-602.0,-20.572710450053208,48800
4,997,-602.2,-20.335915259251774,48900
3,997,-602.2,-20.335915259251774,49000
3,997,-602.2,-20.335915259251774,49100
3,998,-602.4,-19.8621574500908,49200
3,998,-602.4,-19.8621574500908,49300
3,999,-602.4,-19.709548558999312,49400
2,1001,-602.4,-19.561153311472882,49500
2,1003,-602.0,-19.898053220358374,49600
2,1005,-602.0,-19.824216039911143,49700
2,1007,-602.2,-19.378989164066986,49800
2,1008,-602.2,-19.10586178172668,49900
2,1012,-602.2,-19.25730502709333,50000
2,1012,-602.2,-19.25730502709333,50100
2,1013,-602.3,-19.201537828217315,50200
2,1014,-602.4,-19.09672061597603,50300
2,1017,-602.4,-19.02262098319975,50400
2,1019,-602.3,-19.21053132875097,50500
2,1022,-602.1,-19.548727917479106,50600
2,1023,-602.3,-19.193619027294474,50700
2,1026,-602.2,-19.102076690954455,50800
2,1027,-602.2,-19.08284452002742,50900
2,1029,-602.2,-18.952974459059345,51000
2,1029,-602.2,-18.952974459059345,51100
2,1029,-602.2,-18.952974459059345,51200
2,1030,-602.3,-18.642091664367193,51300
2,1030,-602.3,-18.642091664367193,51400
2,1030,-602.3,-18.642091664367193,51500
2,1033,-602.1,-18.806025786928465,51600
2,1033,-602.1,-18.806025786928465,51700
2,1034,-602.1,-18.595060088441368,51800
2,1035,-602.0,-18.61271800378133,51900
2,1036,-602.0,-18.231931966323653,52000
2,1037,-602.1,-18.24622821626649,52100
2,1038,-602.2,-17.899646821987535,52200
2,1040,-602.0,-17.634362072091783,52300
2,1041,-601.9,-17.74401500476345,52400
2,1043,-602.2,-17.629478933761924,52500
2,1044,-602.2,-17.472572789266128,52600
2,1045,-607.6,-17.650400973973813,52700
2,1045,-607.6,-17.650400973973813,52800
2,1045,-607.6,-17.650400973973813,52900
2,1046,-601.9,-17.46433581627834,53000
2,1046,-601.9,-17.46433581627834,53100
2,1046,-601.9,-17.46433581627834,53200
2,1048,-602.4,-17.098072621136943,53300
2,1048,-602.4,-17.098072621136943,53400
2,1051,-602.5,-17.310699359040076,53500
2,1052,-602.6,-17.28374498407035,53600
2,1057,-602.5,-17.787695149834633,53700
2,1058,-602.6,-17.818176662238624,53800
2,1059,-602.7,-17.721267958162766,53900
2,1061,-602.9,-17.280718439556303,54000
2,1062,-602.9,-17.313910407005977,54100
2,1064,-602.9,-17.453629179869093,54200
2,1066,-603.2,-17.16151334284771,54300
2,1067,-602.9,-17.258249431514216,54400
2,1071,-603.3,-16.829440539001123,54500
2,1073,-603.2,-16.866363091646374,54600
2,1073,-603.2,-16.866363091646374,54700
2,1075,-603.1,-16.532654628549086,54800
2,1075,-603.1,-16.532654628549086,54900
2,1075,-603.1,-16.532654628549086,55000
2,1076,-597.6,-16.250510771775694,55100
2,1076,-597.6,-16.250510771775694,55200
2,1077,-597.8,-15.859995651334433,55300
2,1077,-597.8,-15.859995651334433,55400
2,1078,-597.8,-15.819038093112269,55500
2,1080,-598.0,-15.146550779327988,55600
2,1080,-598.0,-15.146550779327988,55700
2,1080,-598.0,-15.146550779327988,55800
2,1081,-592.3,-14.817337400297964,55900
2,1083,-592.1,-15.12137733156103,56000
2,1083,-592.1,-15.12137733156103,56100
2,1083,-592.1,-15.12137733156103,56200
2,1086,-585.5,-15.632792134946715,56300
2,1086,-585.5,-15.632792134946715,56400
2,1086,-585.5,-15.632792134946715,56500
2,1089,-580.1,-16.008009367878405,56600
2,1093,-580.1,-16.629722667173972,56700
2,1096,-579.5,-17.17577854628207,56800
2,1099,-579.4,-17.655648796303307,56900
2,1099,-579.4,-17.655648796303307,57000
2,1100,-579.8,-17.66115690321404,57100
2,1100,-579.8,-17.66115690321404,57200
2,1100,-579.8,-17.66115690321404,57300
2,1101,-573.9,-17.25133123358833,57400
2,1101,-573.9,-17.25133123358833,57500
2,1101,-573.9,-17.25133123358833,57600
2,1102,-568.1,-17.032992077843222,57700
2,1103,-568.2,-16.70614922649966,57800
2,1103,-568.2,-16.70614922649966,57900
2,1103,-568.2,-16.70614922649966,58000
2,1106,-562.4,-16.816184534816486,58100
2,1106,-562.4,-16.816184534816486,58200
2,1108,-562.6,-16.697065440024126,58300
2,1112,-562.5,-16.571943308777502,58400
2,1115,-562.0,-17.078386493604306,58500
2,1115,-562.0,-17.078386493604306,58600
2,1115,-562.0,-17.078386493604306,58700
2,1117,-556.8,-16.890523233541007,58800
2,1119,-556.8,-16.86684331973739,58900
2,1119,-556.8,-16.86684331973739,59000
2,1119,-556.8,-16.86684331973739,59100
2,1120,-551.6,-16.61518543048793,59200
2,1121,-551.8,-16.337128846096455,59300
2,1121,-551.8,-16.337128846096455,59400
2,1121,-551.8,-16.337128846096455,59500
2,1124,-546.4,-16.36994526840704,59600
2,1124,-546.4,-16.36994526840704,59700
2,1125,-546.8,-16.225631449664494,59800
2,1126,-547.0,-15.92251581466244,59900
2,1127,-546.9,-15.908248863908296,60000
2,1131,-551.6,-16.595038202316967,60100
2,1131,-551.6,-16.595038202316967,60200
2,1131,-551.6,-16.595038202316967,60300
2,1132,-545.9,-16.23272484316922,60400
2,1132,-545.9,-16.23272484316922,60500
2,1132,-545.9,-16.23272484316922,60600
2,1133,-540.2,-15.764878405105241,60700
2,1133,-540.2,-15.764878405105241,60800
2,1134,-540.3,-15.768992424875487,60900
2,1136,-540.3,-16.052930202353412,61000
2,1137,-540.5,-16.020678331184875,61100
2,1140,-540.3,-16.465122684472806,61200
2,1141,-540.5,-16.334167275028648,61300
2,1143,-540.1,-16.472401337978756,61400
2,1143,-540.1,-16.472401337978756,61500
2,1143,-540.1,-16.472401337978756,61600
2,1144,-534.5,-16.076053313384524,61700
2,1145,-534.4,-16.092742233046703,61800
2,1145,-534.4,-16.092742233046703,61900
2,1145,-534.4,-16.092742233046703,62000
2,1146,-540.4,-16.27784558978757,62100
2,1146,-540.4,-16.27784558978757,62200
2,1146,-540.4,-16.27784558978757,62300
2,1147,-534.3,-16.09040004765031,62400
2,1147,-534.3,-16.09040004765031,62500
2,1147,-534.3,-16.09040004765031,62600
2,1148,-528.5,-15.867944880818824,62700
2,1149,-528.3,-15.846986293508225,62800
2,1150,-528.3,-15.807832027123583,62900
2,1151,-528.6,-15.470906599076011,63000
2,1152,-528.5,-15.480706024054694,63100
2,1152,-528.5,-15.480706024054694,63200
2,1152,-528.5,-15.480706024054694,63300
2,1153,-522.8,-15.196129974318055,63400
2,1156,-522.8,-14.968136122936905,63500
2,1159,-522.7,-15.139478092203294,63600
2,1161,-522.6,-15.438388535915161,63700
2,1164,-522.5,-15.454596754176418,63800
2,1166,-522.4,-15.782227329562907,63900
2,1166,-522.4,-15.782227329562907,64000
2,1166,-522.4,-15.782227329562907,64100
2,1167,-517.3,-15.511006160182518,64200
2,1168,-517.0,-15.573695815509483,64300
2,1170,-517.4,-14.931055908616568,64400
2,1171,-517.4,-14.918355961152338,64500
2,1173,-517.5,-14.851748434906133,64600
2,1175,-517.5,-14.89443735166353,64700
2,1176,-522.8,-15.268110095654116,64800
2,1176,-522.8,-15.268110095654116,64900
2,1176,-522.8,-15.268110095654116,65000
2,1177,-516.9,-15.085939205381333,65100
2,1177,-516.9,-15.085939205381333,65200
2,1177,-516.9,-15.085939205381333,65300
2,1178,-510.8,-14.88946540130456,65400
