mean 100 episode reward per step,time_elapsed,total timesteps,eplenmean,mean 100 episode reward,ep_rewmean,current_lr,fps,episodes,n_updates,ent_coef,ent_coef_loss,policy_loss,entropy,qf2_loss,value_loss,qf1_loss
-2.2873442717974446,2592,133000,260.67,-323.3,-323.31812219000005,0.0003,51,986,132900,0.03162561,2.1753135,126.04978,0.9680965,3.5734105,0.84059703,6.2061644
-2.285346766836699,2594,133100,260.67,-322.7,-322.71887071000003,0.0003,51,987,133000,0.031951025,-2.0124886,126.47275,1.3721282,122.807526,2.187443,124.726395
-2.201893644672467,2596,133200,261.27,-322.7,-322.74258427999996,0.0003,51,988,133100,0.032025773,-0.58709764,129.65576,1.1170509,2.684597,1.1570556,8.054838
-2.201893644672467,2598,133300,261.27,-322.7,-322.74258427999996,0.0003,51,988,133200,0.032220066,0.34708226,130.74583,0.8489795,577.9008,1.7137043,332.146
-2.201893644672467,2600,133400,261.27,-322.7,-322.74258427999996,0.0003,51,988,133300,0.032849856,4.9201183,129.98514,1.238676,18.240955,15.008046,24.822489
-2.2246862052297462,2602,133500,260.46,-327.2,-327.1541697,0.0003,51,989,133400,0.034221113,0.3553928,128.14706,1.0708859,15.235578,1.9978681,17.363007
-2.2246862052297462,2604,133600,260.46,-327.2,-327.1541697,0.0003,51,989,133500,0.034806937,2.1098268,126.64299,1.1099799,6.580462,10.768671,2.765097
-2.2246862052297462,2606,133700,260.46,-327.2,-327.1541697,0.0003,51,989,133600,0.035576794,-0.33896583,127.6938,1.255302,4.5085707,1.8113004,9.17641
-2.228794775624908,2608,133800,260.46,-328.4,-328.38674082,0.0003,51,990,133700,0.035880122,0.005107254,127.11453,0.9134953,6.9071627,1.2704382,13.353801
-2.228794775624908,2610,133900,260.46,-328.4,-328.38674082,0.0003,51,990,133800,0.03632968,0.8111762,129.02371,1.3411764,3.6429706,17.462181,6.1842175
-2.228794775624908,2612,134000,260.46,-328.4,-328.38674082,0.0003,51,990,133900,0.037326097,0.7711343,127.179825,1.3268557,2.285139,3.4146528,6.3566217
-2.2176579659301408,2614,134100,260.46,-325.0,-325.04569790999994,0.0003,51,991,134000,0.038098622,-0.057938814,125.81983,1.1108072,15.982565,1.729294,3.9720447
-2.2792942516165726,2615,134200,258.44,-330.5,-330.48247548,0.0003,51,992,134100,0.038440146,-1.3782418,125.157486,1.4116554,1.4884639,0.8684766,2.4840615
-2.2792942516165726,2617,134300,258.44,-330.5,-330.48247548,0.0003,51,992,134200,0.038254347,1.6116258,126.804405,1.0575837,22.467346,8.656773,21.160656
-2.2792942516165726,2619,134400,258.44,-330.5,-330.48247548,0.0003,51,992,134300,0.03804133,-0.1793803,129.66116,1.4552362,1.237927,6.3566494,22.621977
-2.249264718889798,2621,134500,258.58,-321.9,-321.93393745,0.0003,51,993,134400,0.037862062,-0.26547706,124.98485,1.3405199,0.5874542,1.4543866,3.7983828
-2.249264718889798,2623,134600,258.58,-321.9,-321.93393745,0.0003,51,993,134500,0.03803072,-0.73125005,130.21533,1.4485328,17.316021,28.688608,14.581669
-2.249264718889798,2625,134700,258.58,-321.9,-321.93393745,0.0003,51,993,134600,0.03809748,0.6447659,129.36053,1.2187214,182.44727,62.153397,186.31062
-2.2419531901363086,2627,134800,258.58,-319.7,-319.74047883,0.0003,51,994,134700,0.03811184,0.6099499,127.250984,1.1527684,124.34141,1.986145,117.39361
-2.2419531901363086,2629,134900,258.58,-319.7,-319.74047883,0.0003,51,994,134800,0.037960123,-0.32722324,126.2773,1.2991303,209.57791,0.45767155,207.95189
-2.2419531901363086,2631,135000,258.58,-319.7,-319.74047883,0.0003,51,994,134900,0.03795605,-0.2553755,124.2535,1.3025299,3.0857692,1.9108183,7.6204777
-2.2414654346668277,2632,135100,258.58,-319.6,-319.59415219,0.0003,51,995,135000,0.037985582,1.8708816,128.82263,1.279981,12.510092,4.5929127,24.176891
-2.2414654346668277,2634,135200,258.58,-319.6,-319.59415219,0.0003,51,995,135100,0.037554506,0.28242332,126.35374,1.410836,192.91708,3.6488342,190.89496
-2.2414654346668277,2636,135300,258.58,-319.6,-319.59415219,0.0003,51,995,135200,0.037458718,-0.15289906,128.873,0.8188342,66.20273,19.01132,45.15077
-2.2381336466762973,2638,135400,258.58,-318.6,-318.59461577999997,0.0003,51,996,135300,0.037716936,0.9785489,132.40938,1.2422261,1409.6631,15.177227,1013.9757
-2.221787527969579,2640,135500,258.89,-318.6,-318.63941360999996,0.0003,51,997,135400,0.037243407,-1.1380215,125.23125,1.2151258,1101.7548,23.18565,1033.3192
-2.221787527969579,2642,135600,258.89,-318.6,-318.63941360999996,0.0003,51,997,135500,0.036881268,-1.1440614,124.81488,1.3097291,2.6988935,0.6058271,6.8421497
-2.221787527969579,2644,135700,258.89,-318.6,-318.63941360999996,0.0003,51,997,135600,0.036789153,-1.4320645,124.65019,1.0680913,11.197731,2.3628187,5.858243
-2.2230032219855484,2646,135800,258.89,-319.0,-319.00412181999997,0.0003,51,998,135700,0.037077684,1.223027,124.82881,1.4024354,254.67807,3.6317916,240.24695
-2.2230032219855484,2648,135900,258.89,-319.0,-319.00412181999997,0.0003,51,998,135800,0.037531234,1.1336527,122.69535,1.5418022,2.491239,2.2780662,1.9293506
-2.2230032219855484,2650,136000,258.89,-319.0,-319.00412181999997,0.0003,51,998,135900,0.03763217,-0.44267035,126.03056,1.2718744,3.780745,3.124547,19.673342
-2.2215174382446703,2652,136100,258.89,-318.6,-318.55838669999997,0.0003,51,999,136000,0.037760377,-1.0273843,123.23332,1.1120969,4.694965,0.7824412,5.9497714
-2.275422860301849,2654,136200,256.96,-323.4,-323.40278041,0.0003,51,1000,136100,0.037154462,-1.8930328,125.91241,1.4478548,14.59309,7.928358,20.184263
-2.275422860301849,2656,136300,256.96,-323.4,-323.40278041,0.0003,51,1000,136200,0.03653085,-0.12683296,124.66027,1.5943353,224.8929,5.8628497,242.66653
-2.275422860301849,2658,136400,256.96,-323.4,-323.40278041,0.0003,51,1000,136300,0.03595441,-0.13023248,125.7292,1.2083349,2.429226,5.1280313,24.634699
-2.266994076652152,2660,136500,257.63,-323.4,-323.43311542,0.0003,51,1001,136400,0.03600804,-1.7429788,122.650826,1.382671,2.4362805,1.1927613,1.9607502
-2.266994076652152,2662,136600,257.63,-323.4,-323.43311542,0.0003,51,1001,136500,0.03572186,-0.3593232,128.31982,1.1917436,784.7772,3.266573,534.4471
-2.266994076652152,2664,136700,257.63,-323.4,-323.43311542,0.0003,51,1001,136600,0.03536745,1.0736673,122.900314,1.1798105,8.7776375,1.5257319,16.774914
-2.2469268633776136,2666,136800,257.63,-317.4,-317.41295141,0.0003,51,1002,136700,0.035023212,-1.5317025,126.78229,1.4893651,1785.0625,9.210584,1771.7155
-2.2469268633776136,2668,136900,257.63,-317.4,-317.41295141,0.0003,51,1002,136800,0.03435957,0.8763821,125.72635,1.0077379,122.97136,9.928769,120.68084
-2.2469268633776136,2670,137000,257.63,-317.4,-317.41295141,0.0003,51,1002,136900,0.033851683,-0.06254083,124.4245,1.1390438,3.3826993,2.8200312,7.519019
-2.246808881847881,2672,137100,257.63,-317.4,-317.37755695,0.0003,51,1003,137000,0.033537533,1.1898828,124.52908,1.0471818,7.7138815,6.645411,6.7586994
-2.2868257167630683,2674,137200,256.11,-322.9,-322.85836076,0.0003,51,1004,137100,0.03354785,2.0304413,124.83255,1.0862904,12.267957,1.4668609,15.855751
-2.2868257167630683,2676,137300,256.11,-322.9,-322.85836076,0.0003,51,1004,137200,0.03403431,2.0659103,125.71495,0.9819972,44.973167,9.659394,32.35321
-2.2868257167630683,2678,137400,256.11,-322.9,-322.85836076,0.0003,51,1004,137300,0.03507454,-0.20478076,126.615715,1.1907656,4.2433543,5.49622,13.472427
-2.4932526121824226,2679,137500,253.4,-328.0,-327.97651898000004,0.0003,51,1006,137400,0.03550221,0.05756113,124.70227,1.16747,1718.8652,3.2005439,1745.8403
-2.4932526121824226,2681,137600,253.4,-328.0,-327.97651898000004,0.0003,51,1006,137500,0.03666469,0.43834388,125.71101,1.1865561,12.904842,5.015548,10.276083
-2.4932526121824226,2684,137700,253.4,-328.0,-327.97651898000004,0.0003,51,1006,137600,0.036820296,-0.80601585,122.537544,1.064534,5.4044275,1.8467098,8.449572
-2.5082916135265676,2686,137800,253.4,-332.5,-332.48821936,0.0003,51,1007,137700,0.036897127,0.38695163,125.15561,1.1482549,153.60019,6.9809694,190.76894
-2.574412340282574,2688,137900,251.28,-337.4,-337.39354007000003,0.0003,51,1008,137800,0.037056,0.5166665,125.25026,1.0335314,12.434697,20.537216,13.277091
-2.574412340282574,2689,138000,251.28,-337.4,-337.39354007000003,0.0003,51,1008,137900,0.037444517,2.2395403,129.84769,1.2525039,4.0167036,7.97898,21.66275
-2.574412340282574,2692,138100,251.28,-337.4,-337.39354007000003,0.0003,51,1008,138000,0.037414607,0.61958545,121.820114,1.1240242,2.086476,1.136487,1.4972336
-2.573676174507215,2694,138200,251.28,-337.2,-337.17269034,0.0003,51,1009,138100,0.037004713,-0.7753873,124.99645,1.3334938,1.109069,8.320723,14.919076
-2.573676174507215,2696,138300,251.28,-337.2,-337.17269034,0.0003,51,1009,138200,0.036683936,0.02476269,121.46036,1.2688797,4.8566546,0.5100492,13.761973
-2.573676174507215,2697,138400,251.28,-337.2,-337.17269034,0.0003,51,1009,138300,0.03685671,-0.57449627,121.351265,1.0494192,15.113032,4.6457233,18.495815
-2.5646785100510594,2699,138500,252.44,-340.9,-340.94837869,0.0003,51,1010,138400,0.037840154,1.5069149,124.36366,1.0621164,13.687095,7.7117624,31.538311
-2.6112257280908717,2701,138600,251.2,-348.0,-347.96252191,0.0003,51,1011,138500,0.03838989,0.17716295,123.2923,1.3113357,118.25378,1.6767477,122.213196
-2.6112257280908717,2703,138700,251.2,-348.0,-347.96252191,0.0003,51,1011,138600,0.03825225,-1.187207,121.33016,1.300667,114.49795,1.0179944,116.70788
-2.6112257280908717,2705,138800,251.2,-348.0,-347.96252191,0.0003,51,1011,138700,0.03802829,-0.31294054,121.54879,1.1313869,2.0328455,2.652061,4.3902626
-2.6176817407675284,2707,138900,251.2,-349.9,-349.89932572,0.0003,51,1012,138800,0.038828142,0.37498617,121.8851,1.1977386,6.812209,8.045105,10.303955
-2.670189796764733,2709,139000,249.17,-352.3,-352.25947849,0.0003,51,1013,138900,0.03883955,2.4536958,121.25246,0.8630276,7.977433,2.3683043,10.3118305
-2.711544090720707,2711,139100,247.15,-349.7,-349.74182049,0.0003,51,1014,139000,0.039638992,-1.2779094,123.708786,1.0372522,914.4579,1.4931253,995.4238
-2.7871628560734503,2713,139200,244.93,-354.7,-354.6809812699999,0.0003,51,1015,139100,0.039175905,-0.3089186,129.08508,1.0388494,26.222874,9.775203,50.249557
-2.7871628560734503,2715,139300,244.93,-354.7,-354.6809812699999,0.0003,51,1015,139200,0.03803585,-2.8856838,124.9857,1.3590689,6.862099,6.36745,10.670526
-2.7871628560734503,2717,139400,244.93,-354.7,-354.6809812699999,0.0003,51,1015,139300,0.037071276,-1.6144314,122.23242,1.282594,10.337521,2.8195548,4.0044193
-2.786865170998644,2719,139500,244.93,-354.6,-354.5916757499999,0.0003,51,1016,139400,0.036673903,-1.278836,119.668884,1.3982618,1787.1487,0.4848492,1775.0164
-2.786865170998644,2721,139600,244.93,-354.6,-354.5916757499999,0.0003,51,1016,139500,0.036157385,-0.5517529,120.82648,1.0512314,2.9439216,2.119788,3.4679735
-2.786865170998644,2723,139700,244.93,-354.6,-354.5916757499999,0.0003,51,1016,139600,0.03564007,0.17369992,126.14432,1.2784898,154.3693,8.539843,168.75386
-2.811799815932186,2725,139800,244.93,-362.1,-362.07206924999997,0.0003,51,1017,139700,0.034761176,-1.4822816,125.56472,1.0912014,8.884372,5.320327,49.057907
-2.811799815932186,2726,139900,244.93,-362.1,-362.07206924999997,0.0003,51,1017,139800,0.035209365,1.9649227,122.73266,0.82009006,113.12602,13.734606,117.015076
-2.811799815932186,2729,140000,244.93,-362.1,-362.07206924999997,0.0003,51,1017,139900,0.035090014,-1.4034088,118.42245,1.1663783,1.7108979,0.29991513,2.7486696
-2.650912676396278,2731,140100,247.52,-356.7,-356.71215158,0.0003,51,1018,140000,0.03550769,2.4648602,121.052536,0.85715747,6.9977922,3.2394867,5.118162
-2.709812367839017,2733,140200,245.51,-361.7,-361.69972155999994,0.0003,51,1019,140100,0.035479926,-0.00075536966,124.9044,0.9943777,122.22443,2.293581,122.76219
-2.709812367839017,2735,140300,245.51,-361.7,-361.69972155999994,0.0003,51,1019,140200,0.035476185,-1.8594764,120.90877,1.1673021,92.428024,5.4464493,82.49736
-2.709812367839017,2736,140400,245.51,-361.7,-361.69972155999994,0.0003,51,1019,140300,0.035315886,-0.043004334,122.83698,1.1244171,3.3241053,2.9268465,2.199506
-2.7110709320479605,2738,140500,245.51,-362.1,-362.07729082,0.0003,51,1020,140400,0.034763474,-2.1812248,123.7973,1.0896976,115.071045,2.7529488,116.276634
-2.7110709320479605,2740,140600,245.51,-362.1,-362.07729082,0.0003,51,1020,140500,0.034350626,-0.58480406,119.76035,0.9949241,204.76819,1.8079033,193.53668
-2.7429164219321893,2742,140700,244.36,-367.5,-367.4842299,0.0003,51,1021,140600,0.034264937,0.15918797,123.82026,1.3316121,572.58374,2.6513658,293.13354
-2.7429164219321893,2744,140800,244.36,-367.5,-367.4842299,0.0003,51,1021,140700,0.033947777,-0.7295678,121.091995,1.036166,228.71109,9.246894,222.67549
-2.7429164219321893,2746,140900,244.36,-367.5,-367.4842299,0.0003,51,1021,140800,0.033683687,-0.083486915,120.23302,1.1659865,29.88145,1.6693394,25.349583
-2.6172765328016756,2748,141000,246.89,-362.9,-362.8970038,0.0003,51,1022,140900,0.033562217,2.2398844,120.42948,0.66850585,2.9311619,1.5198096,5.698305
-2.6965168221458953,2750,141100,244.65,-368.0,-368.01399538000004,0.0003,51,1023,141000,0.03352188,-1.1949,122.590775,1.1597762,112.76429,3.2794235,113.45389
-2.6965168221458953,2752,141200,244.65,-368.0,-368.01399538000004,0.0003,51,1023,141100,0.03311823,-1.273173,121.83062,0.97627676,3.8229172,3.9599366,2.8176718
-2.6965168221458953,2754,141300,244.65,-368.0,-368.01399538000004,0.0003,51,1023,141200,0.032858446,0.1168704,123.195946,1.1361454,19.208246,15.522537,37.26088
-2.697321175563849,2756,141400,244.65,-368.3,-368.2553014,0.0003,51,1024,141300,0.033003565,0.50589645,119.75228,1.143501,12.27504,1.5471997,5.7782216
-2.697321175563849,2758,141500,244.65,-368.3,-368.2553014,0.0003,51,1024,141400,0.03294414,-0.25050133,126.20274,0.59242535,28.18106,4.2937646,79.73058
-2.697321175563849,2760,141600,244.65,-368.3,-368.2553014,0.0003,51,1024,141500,0.033512235,0.13029039,121.25014,0.99670225,23.186447,10.0401745,20.612759
-2.6070228474103305,2762,141700,246.99,-363.1,-363.05059264000005,0.0003,51,1025,141600,0.033593737,1.2739981,129.15317,0.9133946,695.0,7.2912674,656.0706
-2.6070228474103305,2764,141800,246.99,-363.1,-363.05059264000005,0.0003,51,1025,141700,0.03390819,-0.7714601,120.35948,1.0855619,1.1347454,0.71773636,2.9009297
-2.6070228474103305,2766,141900,246.99,-363.1,-363.05059264000005,0.0003,51,1025,141800,0.034268975,3.2009764,123.61771,0.68537235,343.91104,3.7649164,341.54333
-2.608018658274948,2768,142000,246.99,-363.3,-363.3493358999999,0.0003,51,1026,141900,0.03446468,0.087941766,130.68256,0.942785,1590.2788,15.712637,1541.1431
-2.608018658274948,2770,142100,246.99,-363.3,-363.3493358999999,0.0003,51,1026,142000,0.034027364,-2.8231645,119.110634,1.0266614,2.7915795,0.53244615,1.3679976
-2.608018658274948,2771,142200,246.99,-363.3,-363.3493358999999,0.0003,51,1026,142100,0.033735737,-1.572054,125.03392,1.1439153,2.8742318,8.798363,4.7961583
-2.6069392918189753,2773,142300,246.99,-363.0,-363.02552596000004,0.0003,51,1027,142200,0.033333935,-0.30459768,120.25256,0.81349546,2.6516583,1.3759906,3.4604602
-2.6069392918189753,2775,142400,246.99,-363.0,-363.02552596000004,0.0003,51,1027,142300,0.033227824,0.68872625,118.8759,1.1455516,2.7924147,0.9790943,3.5443208
-2.6069392918189753,2777,142500,246.99,-363.0,-363.02552596000004,0.0003,51,1027,142400,0.032992918,-1.2610292,123.738754,1.3329098,11.686613,9.3099,19.403217
-2.5209438016625985,2779,142600,249.31,-358.3,-358.31596772999995,0.0003,51,1028,142500,0.03223308,-0.5757959,123.09035,0.94073796,4.559733,3.2409315,8.004448
-2.5209438016625985,2781,142700,249.31,-358.3,-358.31596772999995,0.0003,51,1028,142600,0.031514384,2.2493339,129.078,0.8483239,265.42795,7.1940894,259.16013
-2.585035049939076,2783,142800,248.69,-373.4,-373.35001289,0.0003,51,1029,142700,0.030862223,-3.4512877,119.8147,1.0136542,3.5608978,3.6241693,14.612291
-2.585035049939076,2784,142900,248.69,-373.4,-373.35001289,0.0003,51,1029,142800,0.029959286,-0.04963553,119.27606,1.0353119,3.7757459,3.9542646,3.0718691
-2.585035049939076,2786,143000,248.69,-373.4,-373.35001289,0.0003,51,1029,142900,0.029287985,-1.0372449,122.57988,1.2732185,5.8190575,2.6416395,7.0943484
-2.583839122027576,2788,143100,248.69,-373.0,-372.99123450999997,0.0003,51,1030,143000,0.02823668,0.22610098,118.34233,0.6894941,2.4688315,1.0664103,1.1584892
-2.583839122027576,2790,143200,248.69,-373.0,-372.99123450999997,0.0003,51,1030,143100,0.02807195,-0.24073821,120.72209,1.1436586,1052.7034,4.923196,893.6912
-2.583839122027576,2792,143300,248.69,-373.0,-372.99123450999997,0.0003,51,1030,143200,0.027772339,-0.45087183,124.72302,0.9557048,16.442745,5.3260326,16.66248
-2.5867155392869505,2794,143400,248.69,-373.9,-373.85415968,0.0003,51,1031,143300,0.027648445,2.8001492,123.981384,0.8756131,5.793831,10.97273,8.941639
-2.5867155392869505,2796,143500,248.69,-373.9,-373.85415968,0.0003,51,1031,143400,0.02742042,0.021642655,119.17436,1.2236414,4.077757,1.4051819,3.0187292
-2.6159697333649627,2798,143600,247.77,-379.6,-379.61274535999996,0.0003,51,1032,143500,0.027030723,1.9470358,119.63995,0.95292926,2.4689841,1.9892786,3.5267696
-2.6159697333649627,2800,143700,247.77,-379.6,-379.61274535999996,0.0003,51,1032,143600,0.026873449,0.5682322,121.0695,0.9834748,56.086143,3.7421117,48.94356
-2.6159697333649627,2802,143800,247.77,-379.6,-379.61274535999996,0.0003,51,1032,143700,0.027023382,0.2920917,121.6916,1.2385697,17.450188,8.30892,12.784666
-2.623380622934633,2804,143900,247.77,-381.8,-381.83601223000005,0.0003,51,1033,143800,0.026954899,0.07282019,122.89238,1.0986419,5.0387,2.1944263,6.8584566
-2.623380622934633,2806,144000,247.77,-381.8,-381.83601223000005,0.0003,51,1033,143900,0.026989553,1.6683981,120.17598,1.1623175,9.349846,3.7132945,7.009318
-2.623380622934633,2808,144100,247.77,-381.8,-381.83601223000005,0.0003,51,1033,144000,0.02681464,2.9189737,124.986496,0.8761986,23.537762,17.567726,25.163143
-2.5939959718749477,2810,144200,249.44,-381.0,-381.04972696,0.0003,51,1034,144100,0.027005536,-1.2489285,121.400894,1.0310092,13.733853,8.520277,19.722324
-2.5939959718749477,2812,144300,249.44,-381.0,-381.04972696,0.0003,51,1034,144200,0.026949482,2.7162597,125.10834,0.856144,25.5055,17.081814,11.257167
-2.5939959718749477,2814,144400,249.44,-381.0,-381.04972696,0.0003,51,1034,144300,0.027083484,0.4109651,118.40353,1.0524988,278.3269,4.765959,278.46915
-2.5930654781967952,2816,144500,249.44,-380.8,-380.77057885999994,0.0003,51,1035,144400,0.027143046,-0.89019424,117.661026,1.1042962,40.841076,4.29105,37.635483
-2.5930654781967952,2818,144600,249.44,-380.8,-380.77057885999994,0.0003,51,1035,144500,0.027300868,1.8149526,121.349945,0.91211146,12.383107,3.9628067,3.6578743
-2.5930654781967952,2820,144700,249.44,-380.8,-380.77057885999994,0.0003,51,1035,144600,0.02753634,-3.2746546,116.69588,1.5030428,106.98051,0.82836443,103.28113
-2.6045460689373865,2822,144800,249.44,-384.2,-384.21475610999994,0.0003,51,1036,144700,0.027702663,-1.1514446,117.9365,1.0625098,104.34506,1.3590398,98.45192
-2.6045460689373865,2824,144900,249.44,-384.2,-384.21475610999994,0.0003,51,1036,144800,0.027782412,0.38036007,120.37426,0.9882705,10.791343,6.8135147,8.897928
-2.6045460689373865,2825,145000,249.44,-384.2,-384.21475610999994,0.0003,51,1036,144900,0.027779333,-2.4615748,118.6676,1.1593874,109.36781,1.7177408,107.27636
-2.6036341726559447,2827,145100,249.44,-383.9,-383.94118721999985,0.0003,51,1037,145000,0.027403122,-1.9611404,119.42721,1.189814,5.8986483,7.655683,5.673974
-2.6635135080170023,2829,145200,247.25,-385.0,-385.03282591999994,0.0003,51,1038,145100,0.027377581,0.039935946,128.62747,0.883209,5.868225,27.924934,14.15531
-2.6635135080170023,2831,145300,247.25,-385.0,-385.03282591999994,0.0003,51,1038,145200,0.02741491,0.89244634,123.79856,0.84912133,7.6807675,2.7203367,7.466201
-2.6635135080170023,2833,145400,247.25,-385.0,-385.03282591999994,0.0003,51,1038,145300,0.027381856,-0.65037084,121.37227,1.1428431,14.393705,2.4977143,15.40413
-2.661923501763382,2835,145500,247.25,-384.6,-384.55582403999995,0.0003,51,1039,145400,0.027206924,0.85731864,121.48455,1.2804058,11.1545315,9.487438,10.091985
-2.661923501763382,2837,145600,247.25,-384.6,-384.55582403999995,0.0003,51,1039,145500,0.027313089,0.07978201,126.74128,1.1017988,207.54984,14.827973,157.30951
-2.661923501763382,2839,145700,247.25,-384.6,-384.55582403999995,0.0003,51,1039,145600,0.027394753,0.30162805,124.831116,1.0497568,5.6952543,2.7437649,30.762716
-2.660176340510586,2841,145800,247.25,-384.0,-384.03167566,0.0003,51,1040,145700,0.02715405,0.29550117,119.55232,0.9600978,7.8323154,9.503802,10.088477
-2.660176340510586,2843,145900,247.25,-384.0,-384.03167566,0.0003,51,1040,145800,0.027222158,-0.9935504,120.46768,1.2316225,593.69196,0.47343218,434.6393
-2.660176340510586,2845,146000,247.25,-384.0,-384.03167566,0.0003,51,1040,145900,0.02738601,0.3539041,121.25644,1.0285656,11.991681,1.9214664,10.466913
-2.661467902396757,2847,146100,247.25,-384.4,-384.41914422,0.0003,51,1041,146000,0.027643297,1.3870757,117.89076,1.2292311,1.5344802,4.5084352,1.894536
-2.661467902396757,2849,146200,247.25,-384.4,-384.41914422,0.0003,51,1041,146100,0.0274984,-1.4351287,121.04361,1.0014158,1.648562,21.889702,3.108899
-2.661467902396757,2851,146300,247.25,-384.4,-384.41914422,0.0003,51,1041,146200,0.02722809,-2.0301254,117.67032,0.90109485,268.7574,0.8981118,268.70786
-2.6626138092936458,2853,146400,247.25,-384.8,-384.76291629,0.0003,51,1042,146300,0.026819242,-2.5312314,117.13742,1.0793555,123.554855,1.1948656,118.018654
-2.6626138092936458,2855,146500,247.25,-384.8,-384.76291629,0.0003,51,1042,146400,0.026282534,-1.4520797,116.706894,1.246248,122.972176,1.5197988,110.95855
-2.6626138092936458,2857,146600,247.25,-384.8,-384.76291629,0.0003,51,1042,146500,0.025759071,-2.0347269,116.35571,1.0782275,1.3846321,1.9985722,4.2028923
-2.6860321971929455,2859,146700,247.25,-391.8,-391.7884326400001,0.0003,51,1043,146600,0.025541665,-2.5856996,116.45419,1.2645806,107.425446,5.138287,108.19996
-2.6860321971929455,2861,146800,247.25,-391.8,-391.7884326400001,0.0003,51,1043,146700,0.025052577,-2.198154,117.57045,1.018192,1.4274554,1.092349,2.912173
-2.6860321971929455,2863,146900,247.25,-391.8,-391.7884326400001,0.0003,51,1043,146800,0.024752254,-3.164463,115.57179,1.2188431,0.48858505,0.273131,0.87110114
-2.5812491595002927,2865,147000,249.73,-390.0,-390.01273285,0.0003,51,1044,146900,0.024624923,0.00085547566,116.40225,0.8063635,3.0211034,10.419296,3.886722
-2.695814530283579,2867,147100,247.25,-394.9,-394.9081542100001,0.0003,51,1045,147000,0.025017064,1.737054,116.95816,1.0022646,3.6479063,0.5494086,2.7791088
-2.734404400993845,2868,147200,245.77,-400.2,-400.2036528400001,0.0003,51,1046,147100,0.025253674,-0.9681367,118.82216,1.105355,6.008871,5.149393,4.674635
-2.7871748291421117,2870,147300,244.17,-406.8,-406.83761720000007,0.0003,51,1047,147200,0.025235906,2.6514714,117.590454,0.9965192,3.9707172,1.7020545,5.666113
-2.7871748291421117,2872,147400,244.17,-406.8,-406.83761720000007,0.0003,51,1047,147300,0.025154332,-2.2920105,117.15374,1.1249213,4.1391025,2.561158,4.336288
-2.7871748291421117,2874,147500,244.17,-406.8,-406.83761720000007,0.0003,51,1047,147400,0.02508236,-0.59057105,115.59424,0.88312525,3.0293539,1.1266229,3.828639
-2.748338680776773,2876,147600,244.17,-395.2,-395.18677268,0.0003,51,1048,147500,0.025002353,-0.8339665,115.957825,1.0470214,10.020269,2.2606392,9.158701
-2.748338680776773,2878,147700,244.17,-395.2,-395.18677268,0.0003,51,1048,147600,0.02513996,0.61134005,120.049545,0.89291954,57.622154,3.9212604,69.30947
-2.748338680776773,2880,147800,244.17,-395.2,-395.18677268,0.0003,51,1048,147700,0.025026716,-0.25067663,116.24726,0.8149574,2194.74,0.99379194,2215.3809
-2.718628472178994,2882,147900,244.17,-386.3,-386.27371009999996,0.0003,51,1049,147800,0.024973072,1.0320171,118.4666,0.9186017,1671.9174,2.4955013,1675.8761
-2.846666216388751,2884,148000,241.64,-391.6,-391.59208667,0.0003,51,1050,147900,0.025076397,0.8207178,117.73016,0.7317764,1156.208,4.6708207,1274.6665
-2.846666216388751,2886,148100,241.64,-391.6,-391.59208667,0.0003,51,1050,148000,0.024831945,0.8109131,118.48962,1.1220644,3.0361657,1.8841257,3.6943946
-2.846666216388751,2888,148200,241.64,-391.6,-391.59208667,0.0003,51,1050,148100,0.02475952,2.4674044,119.30666,1.0631542,20.855942,4.107935,11.901453
-2.8179341817718093,2890,148300,241.8,-383.5,-383.48860245,0.0003,51,1051,148200,0.024569388,-2.2826905,116.537895,1.2429644,1.811895,2.6421094,2.88594
-2.8179341817718093,2892,148400,241.8,-383.5,-383.48860245,0.0003,51,1051,148300,0.024347425,-0.6700255,115.51207,0.91162455,2.9175227,0.6838995,2.833455
-2.8179341817718093,2894,148500,241.8,-383.5,-383.48860245,0.0003,51,1051,148400,0.024272125,-0.91618913,115.48898,1.1105118,1.8347306,1.1323698,6.220018
-2.8168291243768073,2896,148600,241.8,-383.2,-383.15708523,0.0003,51,1052,148500,0.023869088,-2.0325851,117.141914,0.9022259,135.14478,8.286604,163.71231
-2.866189954589432,2898,148700,240.01,-388.4,-388.42103232999995,0.0003,51,1053,148600,0.023705408,1.6871644,118.109985,0.6517606,7.09754,13.549845,5.0694165
-2.8332214894892966,2900,148800,240.5,-388.4,-388.38473414,0.0003,51,1054,148700,0.023885574,-0.17230985,119.00011,1.077182,382.20218,8.615042,378.8401
-2.8332214894892966,2902,148900,240.5,-388.4,-388.38473414,0.0003,51,1054,148800,0.023832176,-1.3598641,114.03428,0.8934049,1.9087136,0.7076599,2.2914104
-2.8332214894892966,2904,149000,240.5,-388.4,-388.38473414,0.0003,51,1054,148900,0.02352241,-1.1534829,117.767044,1.0898008,10.2588005,9.950073,4.361114
-2.832005276226223,2906,149100,240.5,-388.0,-388.01987017000005,0.0003,51,1055,149000,0.023438735,0.40480307,118.1517,0.9601584,12.528032,6.206257,25.54732
-3.0060411128635964,2908,149200,238.01,-389.5,-389.46699887,0.0003,51,1056,149100,0.0232149,0.7056613,115.403564,0.79818416,3.2167609,2.2086253,5.2259746
