obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps_mean,rollout/episodes,rollout/return,rollout/return_history_mean,rollout/return_history_std,rollout/return_per_step_mean,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.3087063729763031,0.20599494874477386,0.1639088940674591,-50.935577392578125,32.89558792114258,0.03564733266830444,0.8897624015808105,-49.869834899902344,32.94673538208008,-0.12051763385534286,0.7397398948669434,-24.592981338500977,-0.024920528754591942,0.7771703004837036,32.16129032258065,62.0,-650.262939453125,-650.262939453125,46.33073043823242,-24.176645597535384,46.33073043823242,33.22045660018921,62.0,1,2000,60.20386847989949,44.94538497924805,8245.087890625,0.9738271832466125
0.31164202094078064,0.2009260356426239,0.13433062777208762,-95.09334564208984,58.779685974121094,-0.11117284744977951,0.9288820028305054,-92.23070526123047,57.909908294677734,-0.026647323742508888,0.7971813082695007,-54.837154388427734,-0.02898428775370121,0.7647708058357239,38.07692307692308,104.0,-659.294677734375,-657.748779296875,56.10289001464844,-21.817824291869268,58.515769958496094,66.01385831832886,104.0,2,4000,60.593337549085405,96.76182556152344,4224.70947265625,0.5041106343269348
0.31362566351890564,0.19745714962482452,0.11008992318755192,-125.9747085571289,80.3860092163086,-0.023150311782956123,0.9675414562225342,-120.01779174804688,79.09722900390625,-0.04869697988033295,0.9305963516235352,-85.0485610961914,-0.10102696716785431,0.7519159317016602,49.470588235294116,119.0,-654.1459350585938,-654.6529541015625,116.33715057373047,-19.153814635771287,108.57386779785156,99.30105662345886,119.0,3,6000,60.422317788132794,129.47364807128906,2965.49462890625,0.5489416718482971
0.31492215394973755,0.19519709050655365,0.09022358778821578,-157.73765563964844,95.86944580078125,-0.2616209387779236,0.9166455864906311,-150.27740478515625,94.17804718017578,-0.15136921405792236,0.9167441725730896,-100.2620620727539,-0.13556621968746185,0.7471216320991516,60.5,132.0,-639.5402221679688,-636.8843994140625,153.4481201171875,-17.1819639473186,135.1488494873047,132.62539744377136,132.0,4,8000,60.32027163870877,144.29141235351562,1401.0118408203125,0.39270809292793274
0.31021347641944885,0.21616151928901672,0.07394224246582377,-170.47024536132812,110.93440246582031,-0.14968068897724152,0.968837559223175,-161.5612030029297,108.8223876953125,-0.16759108006954193,0.9538097977638245,-105.7034912109375,-0.12555590271949768,0.7403853535652161,69.7132867132867,143.0,-636.4749145507812,-632.3953857421875,245.04737854003906,-14.838111009183613,205.9359588623047,165.54420566558838,143.0,5,10000,60.40682583720716,144.42254638671875,1290.1534423828125,0.5223852396011353
0.30703678727149963,0.22040846943855286,0.060598955937205407,-189.66757202148438,124.30821990966797,-0.29783761501312256,0.9277303814888,-178.69985961914062,119.1840591430664,-0.23188644647598267,0.9302161931991577,-109.58146667480469,-0.09856406599283218,0.7393986582756042,78.05263157894737,152.0,-637.0961303710938,-630.6192626953125,268.9052429199219,-13.11452082201811,219.54869079589844,198.39517855644226,152.0,6,12000,60.485340860166474,135.1552276611328,1003.2205200195312,0.3784200847148895
0.3082672655582428,0.21622662246227264,0.04966353924655011,-191.2852783203125,134.14129638671875,-0.3500094413757324,0.8948736786842346,-181.2285919189453,129.33688354492188,-0.38823261857032776,0.8685929775238037,-113.05017852783203,-0.10498379170894623,0.7396770119667053,85.0670731707317,164.0,-622.435546875,-604.8485717773438,288.2115478515625,-11.36116725755022,227.91903686523438,230.92490077018738,164.0,7,14000,60.62577034051675,124.53535461425781,622.5350341796875,0.3533838987350464
0.30859237909317017,0.21429528295993805,0.040701478966889394,-197.35719299316406,152.4072265625,-0.2903990149497986,0.9063599109649658,-184.89700317382812,144.8771209716797,-0.29155755043029785,0.8965692520141602,-113.17988586425781,-0.08986824005842209,0.7455301284790039,88.19444444444444,180.0,-620.1441650390625,-590.3968505859375,293.0138854980469,-8.81745414232545,223.93861389160156,263.5464241504669,180.0,8,16000,60.71036650023033,113.24756622314453,826.5958862304688,0.4455273747444153
0.30747899413108826,0.21511688828468323,0.03335667202186392,-199.34857177734375,161.5399932861328,-0.24491144716739655,0.9278922080993652,-184.33572387695312,152.09169006347656,-0.24304722249507904,0.914511501789093,-112.0472640991211,-0.08927084505558014,0.7447929978370667,94.42328042328042,189.0,-618.3319091796875,-583.9772338867188,314.66802978515625,-7.852260829269583,234.58724975585938,296.77577352523804,189.0,9,18000,60.651851012593745,107.76998138427734,545.4879760742188,0.21912537515163422
0.30510929226875305,0.2244139164686203,0.029602352743226958,-197.97149658203125,169.17849731445312,-0.20120950043201447,0.9366859793663025,-184.0173797607422,162.5899200439453,-0.2191724330186844,0.9401828050613403,-110.73457336425781,-0.09087139368057251,0.7436949610710144,100.4321608040201,199.0,-611.1324462890625,-566.7029418945312,328.6507568359375,-6.49180214458263,240.0146942138672,330.04037714004517,199.0,10,20000,60.598646060549896,93.60067749023438,799.239501953125,0.26774606108665466
