obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps_mean,rollout/episodes,rollout/return,rollout/return_history_mean,rollout/return_history_std,rollout/return_per_step_mean,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.30614399909973145,0.235027477145195,0.023782417899897774,-185.81944274902344,206.9984130859375,0.019473619759082794,0.932101845741272,-168.669189453125,198.53956604003906,-0.030704692006111145,0.9412424564361572,-94.72541809082031,0.10740182548761368,0.7244123220443726,73.40133779264214,299.0,-638.500732421875,-621.1956787109375,284.28997802734375,-7.398870214850875,168.53648376464844,376.2176516056061,299.0,11,22000,58.47678838594976,62.03750991821289,656.4048461914062,0.2154027223587036
0.3067792057991028,0.23257747292518616,0.020282151651708893,-160.9712371826172,204.68878173828125,-0.012154683470726013,0.9456259608268738,-142.54129028320312,194.6331787109375,0.029998838901519775,0.941348135471344,-86.85417938232422,0.11856815963983536,0.718050479888916,76.68589743589743,312.0,-639.4830932617188,-652.2859497070312,271.71014404296875,-7.487621807472997,171.05270385742188,409.4022557735443,312.0,12,24000,58.62205120158228,47.33102035522461,733.3749389648438,0.2090212106704712
0.3067607581615448,0.23025883734226227,0.018730226766195082,-141.44349670410156,218.79270935058594,0.02032509446144104,0.9381571412086487,-121.46434020996094,209.7582244873047,0.035160064697265625,0.937168300151825,-81.96794891357422,0.11317656189203262,0.717005729675293,79.65123456790124,324.0,-633.825439453125,-649.5571899414062,276.0704650878906,-7.174304278442369,177.2306365966797,442.37701416015625,324.0,13,26000,58.77339727824799,29.28499984741211,1415.7908935546875,0.21343238651752472
0.3071911931037903,0.2282187044620514,0.017297050171870294,-137.27320861816406,227.6719970703125,0.019516363739967346,0.9494041204452515,-116.45835876464844,217.12030029296875,-0.009412169456481934,0.9425552487373352,-76.0788803100586,0.11128947138786316,0.7137439250946045,83.40597014925373,335.0,-631.9590454101562,-640.7317504882812,268.610107421875,-6.951098562632966,183.4617462158203,475.49406599998474,335.0,14,28000,58.886118675560716,19.050573348999023,1061.4903564453125,0.23467355966567993
0.30675408244132996,0.22654518485069275,0.016294603698363365,-131.36361694335938,238.357666015625,0.0027611851692199707,0.9539692997932434,-109.61911010742188,228.52935791015625,0.01012459397315979,0.9504682421684265,-71.41218566894531,0.11255396902561188,0.7104101777076721,85.58857142857143,350.0,-627.9603271484375,-613.6532592773438,276.8998718261719,-6.673049458943776,185.51051330566406,508.9940617084503,350.0,15,30000,58.93978389316431,14.393529891967773,898.0145263671875,0.21740074455738068
0.3067478835582733,0.22502931952476501,0.014751292160020392,-121.80831909179688,240.9049072265625,-0.007111698389053345,0.953750491142273,-102.20797729492188,230.0380859375,-0.0032247155904769897,0.9530721306800842,-63.896705627441406,0.11203819513320923,0.7074201107025146,88.41274238227147,361.0,-624.5326538085938,-577.3740844726562,254.59121704101562,-6.689670393758657,189.17762756347656,542.2347838878632,361.0,16,32000,59.01502624113793,-12.697139739990234,847.2640380859375,0.20872510969638824
0.30460071563720703,0.23166783154010773,0.014751292160020392,-117.96533203125,249.81866455078125,0.006627202033996582,0.9386029243469238,-95.47715759277344,236.4500274658203,0.013177216053009033,0.9450459480285645,-58.748199462890625,0.09218199551105499,0.7076383829116821,91.26486486486486,370.0,-620.9481811523438,-562.519775390625,265.4985046386719,-6.341895470080569,192.08583068847656,575.3002891540527,370.0,17,34000,59.09957050429284,-32.381858825683594,1151.1619873046875,0.13078756630420685
0.303451806306839,0.23301728069782257,0.014460633428115275,-82.13748168945312,249.78326416015625,-0.007209062576293945,0.9461876153945923,-59.158843994140625,233.618408203125,0.034210652112960815,0.940881073474884,-53.9193115234375,0.09188176691532135,0.7067106366157532,93.50129870129871,385.0,-616.2445068359375,-540.081787109375,250.2841033935547,-6.360707896082891,194.97991943359375,608.7197389602661,385.0,18,36000,59.140516884651056,-43.13242721557617,1162.9412841796875,0.2193886637687683
0.30387863516807556,0.23122122883796692,0.015047793132436803,-73.31658172607422,249.35186767578125,0.05422598123550415,0.9436688423156738,-46.449317932128906,233.67587280273438,0.06562423706054688,0.9358359575271606,-45.48151397705078,0.09702709317207336,0.7068300247192383,94.97236180904522,398.0,-612.7922973632812,-536.362060546875,248.18141174316406,-6.402072843767896,196.9121856689453,642.1136374473572,398.0,19,38000,59.179556053449154,-57.310577392578125,1236.1446533203125,0.198217511177063
0.30206602811813354,0.2361910492181778,0.014751292160020392,-51.418235778808594,254.35128784179688,0.05096140503883362,0.933896541595459,-27.6641845703125,241.74295043945312,0.006515815854072571,0.9545047283172607,-39.730125427246094,0.09290150552988052,0.7064350247383118,98.16707616707616,407.0,-609.9481811523438,-515.916748046875,251.3201141357422,-6.018534297466012,200.04147338867188,675.1780872344971,407.0,20,40000,59.24362883848679,-61.88642120361328,1030.5634765625,0.2050904631614685
0.29993322491645813,0.2390054166316986,0.013091022799070031,-65.98677825927734,270.8536071777344,0.05988626927137375,0.9426326751708984,-41.53236389160156,260.20904541015625,0.05628940463066101,0.9332689046859741,-36.3346061706543,0.08667292445898056,0.7047785520553589,100.34532374100719,417.0,-605.7483520507812,-509.4059753417969,253.07830810546875,-6.031310874774331,203.45811462402344,708.4836747646332,417.0,21,42000,59.281535335239596,-65.14244842529297,1174.1260986328125,0.1903199553489685
0.2995111048221588,0.237824484705925,0.012833077932624282,-57.99272155761719,276.22662353515625,0.06118686497211456,0.9408568739891052,-33.48828125,264.49273681640625,0.048164770007133484,0.9497559666633606,-29.976097106933594,0.08537182956933975,0.7025575637817383,102.72131147540983,427.0,-601.7344360351562,-493.51141357421875,254.4034423828125,-5.800321427162349,206.6807098388672,741.4439527988434,427.0,22,44000,59.34366290790609,-78.62427520751953,1122.6407470703125,0.1681482046842575
0.30045315623283386,0.23600490391254425,0.013091022799070031,-27.9334774017334,263.2270202636719,0.03585095703601837,0.9365829229354858,-1.0428798198699951,248.30442810058594,0.013235591351985931,0.9315762519836426,-23.414939880371094,0.08157835900783539,0.7007311582565308,105.10344827586206,435.0,-597.8131103515625,-483.42413330078125,249.63613891601562,-5.616604243165057,210.12530517578125,774.5248191356659,435.0,23,46000,59.39125366096581,-92.2761459350586,1011.9327392578125,0.1303362399339676
0.30067184567451477,0.23449812829494476,0.012332335652468109,-43.255279541015625,275.4541931152344,0.0077952370047569275,0.9413776993751526,-17.0833683013916,259.480712890625,-0.025227047502994537,0.9373375177383423,-17.854337692260742,0.07687827199697495,0.7007055878639221,107.19282511210763,446.0,-594.2728271484375,-473.0131530761719,253.23275756835938,-5.501784706068495,212.49319458007812,808.038946390152,446.0,24,48000,59.40307730764226,-99.86383056640625,1151.68408203125,0.16283252835273743
0.301114946603775,0.23305359482765198,0.01185113216358652,-37.727081298828125,284.88134765625,-0.011204466223716736,0.9485182166099548,-12.31238842010498,269.3467102050781,-0.07307286560535431,0.9306291937828064,-12.192733764648438,0.07288673520088196,0.7000197172164917,109.63157894736842,456.0,-589.8577270507812,-464.3470764160156,257.2996826171875,-4.91638018514696,215.69784545898438,841.2030260562897,456.0,25,50000,59.438682994768754,-99.64944458007812,1361.0450439453125,0.17448368668556213
0.3006150722503662,0.2334238588809967,0.012332335652468109,-34.02125549316406,275.4173278808594,-0.035952791571617126,0.9496598243713379,-7.0499773025512695,255.22079467773438,-0.04421430081129074,0.9556394815444946,-6.92848539352417,0.07290839403867722,0.6985044479370117,110.09148936170213,470.0,-588.6340942382812,-469.0721130371094,249.07379150390625,-5.859456480173848,214.73147583007812,874.4950160980225,470.0,26,52000,59.46288891619172,-106.96101379394531,1486.6259765625,0.23672640323638916
0.30056366324424744,0.23243972659111023,0.01161761804096316,-27.408601760864258,278.49688720703125,-0.051739402115345,0.9435501098632812,-2.537728786468506,263.42987060546875,-0.0658532902598381,0.944654643535614,-0.9509016275405884,0.07110652327537537,0.6978148818016052,112.29375,480.0,-584.4833374023438,-464.7127380371094,250.7917022705078,-5.837526010339992,217.63394165039062,907.5628943443298,480.0,27,54000,59.50000857958432,-122.46220397949219,1129.912353515625,0.25163254141807556
0.3005792796611786,0.2315916121006012,0.010944321720492653,-23.449295043945312,276.6506652832031,-0.17578619718551636,0.9013546109199524,2.443727493286133,258.9405517578125,-0.17807799577713013,0.9063525199890137,4.339916229248047,0.0679042711853981,0.6960898637771606,114.11656441717791,489.0,-581.951416015625,-453.0658264160156,257.674560546875,-5.442408412500011,219.89813232421875,940.5932655334473,489.0,28,56000,59.53689235510336,-125.82748413085938,1240.2796630859375,0.22985491156578064
0.3004738390445709,0.23135030269622803,0.01161761804096316,-4.067745208740234,278.4606628417969,-0.0981675460934639,0.9376810789108276,20.397972106933594,263.9481201171875,-0.0754987969994545,0.9298965334892273,9.401473045349121,0.061734698712825775,0.694506824016571,116.27162977867204,497.0,-578.1804809570312,-440.89239501953125,265.7574157714844,-5.0237092585116,223.6262664794922,973.9178495407104,497.0,29,58000,59.55327754527982,-131.4286346435547,1031.591796875,0.22875672578811646
0.3004276752471924,0.2301226407289505,0.010944321720492653,-6.676148414611816,275.1652526855469,-0.016064099967479706,0.9431198239326477,18.945892333984375,261.30206298828125,-0.06028885394334793,0.9431328177452087,15.105029106140137,0.06139686331152916,0.693895697593689,117.53634577603144,509.0,-575.41357421875,-439.098876953125,262.267333984375,-5.0516619606418365,224.84751892089844,1007.1381742954254,509.0,30,60000,59.574745085970804,-135.8333740234375,1757.6505126953125,0.24358303844928741
0.30068549513816833,0.22903940081596375,0.011164302587074557,-7.796843528747559,287.64459228515625,-0.1340726912021637,0.9275075793266296,18.045812606811523,275.58599853515625,-0.14871391654014587,0.929850697517395,19.633590698242188,0.06071176752448082,0.6920511722564697,119.51930501930502,518.0,-573.8138427734375,-439.831787109375,266.8151550292969,-5.13851020594237,226.64181518554688,1040.0878925323486,518.0,31,62000,59.61034682275343,-146.8406524658203,1295.8221435546875,0.1807233989238739
0.30090489983558655,0.22806978225708008,0.011388705069074755,-0.4192018508911133,287.5736999511719,-0.09898507595062256,0.9346799850463867,24.056848526000977,274.7214050292969,-0.17336854338645935,0.9179463982582092,24.14031410217285,0.05631094425916672,0.6928600668907166,121.12310606060606,528.0,-571.5345458984375,-441.1142578125,265.388916015625,-5.170906431957434,227.78225708007812,1072.6593453884125,528.0,32,64000,59.66479504900547,-141.99574279785156,1179.92919921875,0.21569056808948517
0.3008266091346741,0.22694721817970276,0.011164302587074557,-2.867915153503418,289.89923095703125,-0.12874649465084076,0.938958466053009,18.221588134765625,279.95648193359375,-0.08672605454921722,0.9410892724990845,28.928207397460938,0.04991110786795616,0.6933376789093018,123.34579439252336,535.0,-566.8279418945312,-432.04217529296875,266.9924011230469,-4.972214154289331,231.0854034423828,1105.389199256897,535.0,33,66000,59.70747682750004,-150.13511657714844,1233.7979736328125,0.21400891244411469
0.30142825841903687,0.2260080724954605,0.01208933992007461,-7.197864532470703,301.7908630371094,-0.0756002813577652,0.9428033828735352,13.80550765991211,289.90142822265625,-0.0976249948143959,0.9470536112785339,33.18259811401367,0.04924705624580383,0.6929198503494263,124.79411764705883,544.0,-563.5614013671875,-422.7857360839844,266.4776916503906,-5.137576701443654,232.67132568359375,1138.994794368744,544.0,34,68000,59.70176539541351,-157.7783966064453,1045.6436767578125,0.14784500002861023
0.30174118280410767,0.22652386128902435,0.01208933992007461,-21.151538848876953,307.91033935546875,-0.05311552435159683,0.95167076587677,0.12619495391845703,297.749267578125,-0.06282443553209305,0.9533064365386963,37.11799240112305,0.04679050296545029,0.6928566694259644,125.48381294964028,556.0,-562.8760375976562,-439.839111328125,267.42010498046875,-5.623575407153592,233.1084442138672,1172.0409862995148,556.0,35,70000,59.724873804124385,-149.66421508789062,1134.76171875,0.21703335642814636
0.30228903889656067,0.22609591484069824,0.01185113216358652,-22.427078247070312,312.79705810546875,-0.16859760880470276,0.924342691898346,-1.0305156707763672,302.8009033203125,-0.1933295875787735,0.9253367781639099,40.608760833740234,0.04016641527414322,0.6925937533378601,127.42375886524823,564.0,-558.5675048828125,-415.9376525878906,273.7607727050781,-5.072688542780602,235.985595703125,1205.1256806850433,564.0,36,72000,59.74480600153854,-155.8597412109375,1205.3858642578125,0.1458629071712494
0.30265215039253235,0.22583059966564178,0.01185113216358652,-13.032588005065918,308.1854248046875,-0.16496741771697998,0.929361879825592,7.765013694763184,296.9571533203125,-0.1638399213552475,0.9298171401023865,45.07456970214844,0.036012690514326096,0.6923937797546387,128.80977312390925,573.0,-558.0056762695312,-421.9673767089844,294.0420837402344,-4.395998916221656,239.92892456054688,1237.4203107357025,573.0,37,74000,59.80183075870449,-154.79095458984375,1626.6602783203125,0.1905195116996765
0.303152471780777,0.22510576248168945,0.01161761804096316,-35.8405876159668,307.72760009765625,-0.16762226819992065,0.8999762535095215,-16.39667320251465,298.9375305175781,-0.1778537780046463,0.908478856086731,49.45722961425781,0.030938830226659775,0.6905125379562378,130.42685025817556,581.0,-555.7470092773438,-421.7203369140625,292.6007385253906,-4.442602413964896,240.63128662109375,1270.231395483017,581.0,38,76000,59.83161829431898,-156.3026885986328,1169.3499755859375,0.2741914987564087
0.30316564440727234,0.22451071441173553,0.011164302587074557,-39.557838439941406,318.30767822265625,-0.30329474806785583,0.8819921016693115,-12.359124183654785,302.0068359375,-0.28811225295066833,0.8850722908973694,52.58207321166992,0.0261506550014019,0.6911406517028809,131.5456081081081,592.0,-551.9474487304688,-413.08563232421875,289.4163818359375,-4.731960535699837,242.33486938476562,1302.81072306633,592.0,39,78000,59.87055419410206,-158.11671447753906,1228.4786376953125,0.1756420135498047
0.3033066391944885,0.22388117015361786,0.011388705069074755,-44.77899169921875,311.0902404785156,-0.23931358754634857,0.9142729043960571,-22.749492645263672,297.5174255371094,-0.18349450826644897,0.9334303140640259,56.193511962890625,0.01930842362344265,0.691367506980896,132.98166666666665,600.0,-550.5892944335938,-420.9394836425781,287.2063293457031,-4.614660231467958,243.22105407714844,1335.4641256332397,600.0,40,80000,59.904267336321176,-164.82249450683594,907.44970703125,0.19537723064422607
0.30351755023002625,0.2231510430574417,0.011388705069074755,-54.66866683959961,307.2700500488281,-0.15961146354675293,0.9232339262962341,-29.29064178466797,293.5177001953125,-0.1819159984588623,0.926737368106842,59.81624221801758,0.014463971368968487,0.6913014054298401,133.89198036006547,611.0,-549.1035766601562,-417.9837951660156,288.4975891113281,-4.340004435653352,243.78701782226562,1367.9222390651703,611.0,41,82000,59.94492790470188,-177.13621520996094,1441.1636962890625,0.13524940609931946
0.3033582866191864,0.22266097366809845,0.01185113216358652,-44.41892623901367,303.2685241699219,-0.18272365629673004,0.9358303546905518,-16.594785690307617,289.193603515625,-0.20975959300994873,0.9183511734008789,63.46582794189453,0.006738228257745504,0.691990852355957,135.6898222940226,619.0,-547.4049682617188,-408.99847412109375,288.93743896484375,-4.279448139286478,245.3415069580078,1401.0647068023682,619.0,42,84000,59.95440438415733,-178.46359252929688,917.0088500976562,0.21344400942325592
0.302714079618454,0.22448904812335968,0.01161761804096316,-35.72361755371094,296.36883544921875,-0.13129951059818268,0.9493541717529297,-13.335066795349121,284.7127380371094,-0.10729064047336578,0.9563161134719849,65.80619812011719,-0.00016336982662323862,0.6927444934844971,136.51987281399047,629.0,-546.1563110351562,-416.7106628417969,292.47015380859375,-4.328278800648587,246.3465118408203,1433.9997389316559,629.0,43,86000,59.972116915495995,-172.5581817626953,1475.8470458984375,0.3458738923072815
0.30278280377388,0.2237299233675003,0.01161761804096316,-38.64773178100586,303.4328918457031,-0.10603715479373932,0.9504716396331787,-13.612114906311035,290.282958984375,-0.11607831716537476,0.9465002417564392,70.0656967163086,-0.004666913766413927,0.6921272873878479,137.81347962382446,638.0,-542.6465454101562,-420.6394958496094,291.1300964355469,-4.431099254530706,247.97869873046875,1466.8703215122223,638.0,44,88000,59.99166982210074,-189.56515502929688,833.7061157226562,0.16867852210998535
0.303041934967041,0.22307471930980682,0.011164302587074557,-41.925323486328125,311.60247802734375,-0.15041549503803253,0.9272134900093079,-17.708908081054688,297.48681640625,-0.1037791296839714,0.9436143040657043,72.96336364746094,-0.010251501575112343,0.6913604140281677,139.0371517027864,646.0,-539.949951171875,-412.7637023925781,290.3480529785156,-4.289994531497197,249.16465759277344,1500.0309331417084,646.0,45,90000,59.99876269984738,-185.2087860107422,681.534912109375,0.14146381616592407
0.3031492829322815,0.22243210673332214,0.010944321720492653,-45.698211669921875,311.78424072265625,-0.13204455375671387,0.9321353435516357,-18.598724365234375,298.7431640625,-0.12672947347164154,0.9327032566070557,75.88959503173828,-0.011912369169294834,0.6920672059059143,139.76747720364742,658.0,-539.5579833984375,-418.4460144042969,295.3782653808594,-4.06163831316354,249.8411865234375,1533.1624190807343,658.0,46,92000,60.00668869457555,-180.1514129638672,1565.2371826171875,0.20477306842803955
0.303413450717926,0.22189179062843323,0.011388705069074755,-15.946704864501953,304.70086669921875,-0.0464920699596405,0.9361752271652222,11.577985763549805,292.3533020019531,-0.05610249191522598,0.9335445165634155,79.52783966064453,-0.013742013834416866,0.6921287178993225,141.11127819548872,665.0,-536.9408569335938,-406.17535400390625,277.8965148925781,-4.2018141060437975,250.94688415527344,1566.133968114853,665.0,47,94000,60.02040816032316,-192.7158660888672,736.3792114257812,0.20355017483234406
0.3031530976295471,0.2225334793329239,0.011388705069074755,-23.326858520507812,316.5613098144531,-0.13989783823490143,0.9261506199836731,4.290956497192383,302.36480712890625,-0.11282581835985184,0.9414021372795105,82.09284210205078,-0.015674958005547523,0.6924327611923218,142.18397626112758,674.0,-535.7171020507812,-410.7411193847656,279.6593933105469,-4.199857759310203,251.78213500976562,1599.2051198482513,674.0,48,96000,60.02982282167121,-194.76889038085938,883.297607421875,0.2679961025714874
0.30274245142936707,0.22293053567409515,0.010944321720492653,-14.153051376342773,309.1321716308594,-0.18944743275642395,0.9224808812141418,11.24631118774414,298.4859313964844,-0.11822311580181122,0.9382994174957275,84.47472381591797,-0.019404923543334007,0.692836582660675,143.02631578947367,684.0,-535.8504028320312,-427.39630126953125,287.34088134765625,-4.074259362063858,252.56919860839844,1631.6984384059906,684.0,49,98000,60.060117539694645,-187.1328582763672,992.26318359375,0.1405709683895111
0.30303463339805603,0.2225930243730545,0.010944321720492653,-9.72729778289795,317.87567138671875,-0.08617311716079712,0.9550685882568359,17.63751983642578,304.9919738769531,-0.12388216704130173,0.9422069191932678,86.47461700439453,-0.020640967413783073,0.6931542754173279,143.88616714697406,694.0,-534.8676147460938,-441.5838928222656,287.4415283203125,-3.9637211276389537,252.87290954589844,1664.068817615509,694.0,50,100000,60.09366856792185,-188.37045288085938,941.6389770507812,0.27219459414482117
0.302871972322464,0.2232401818037033,0.011164302587074557,-7.792048454284668,312.1159362792969,-0.09450061619281769,0.9617933630943298,14.134608268737793,301.72113037109375,-0.07678794115781784,0.9493275880813599,88.5955810546875,-0.020835738629102707,0.6935264468193054,144.93162393162393,702.0,-534.9957275390625,-444.7374267578125,306.5115051269531,-4.032222555925332,256.12188720703125,1697.0300188064575,702.0,51,102000,60.10500631670492,-192.15811157226562,875.6229858398438,0.18093456327915192
0.3029342293739319,0.22268430888652802,0.01161761804096316,-2.317793846130371,298.54901123046875,-0.10799850523471832,0.9437889456748962,23.58221435546875,285.74896240234375,-0.1381569504737854,0.9255728721618652,90.85205841064453,-0.02146781049668789,0.693974494934082,145.624649859944,714.0,-533.0620727539062,-432.9269104003906,302.46484375,-4.143764169563465,256.50384521484375,1729.9311919212341,714.0,52,104000,60.11799803696195,-194.56028747558594,1279.175048828125,0.21317613124847412
0.3029645085334778,0.22247174382209778,0.011388705069074755,-11.637924194335938,307.7365417480469,-0.014617592096328735,0.961674690246582,14.610934257507324,294.98583984375,-0.015138819813728333,0.9620906710624695,93.12635803222656,-0.02379436418414116,0.6941133141517639,146.4224376731302,722.0,-530.6593627929688,-427.1695556640625,300.6305236816406,-4.11004586128049,257.3356018066406,1763.3541915416718,722.0,53,106000,60.11271048576233,-192.75909423828125,871.5142822265625,0.2092563658952713
0.30282607674598694,0.22200463712215424,0.011388705069074755,-11.518327713012695,311.8141784667969,-0.032521024346351624,0.9617284536361694,12.210102081298828,301.8687438964844,-0.02811528742313385,0.9642236828804016,95.30601501464844,-0.027247019112110138,0.6938987970352173,147.8628257887517,729.0,-528.1004638671875,-414.5289001464844,300.1039123535156,-3.8709196992839234,258.3927917480469,1796.5414628982544,729.0,54,108000,60.115506505355,-195.67710876464844,961.6083374023438,0.1764528453350067
0.3029796779155731,0.2215019315481186,0.011388705069074755,3.617919921875,300.9620361328125,-0.07931123673915863,0.9617326259613037,24.380931854248047,290.0700378417969,-0.10582102835178375,0.9531342387199402,97.90725708007812,-0.029277071356773376,0.694190263748169,148.7253044654939,739.0,-525.8009033203125,-422.22601318359375,297.81195068359375,-4.029138260727464,258.8304443359375,1829.6712172031403,739.0,55,110000,60.12009095718709,-189.32562255859375,1155.35791015625,0.27909594774246216
0.3029649555683136,0.22121603786945343,0.01161761804096316,-6.089069366455078,304.7882995605469,-0.0173446387052536,0.963698148727417,18.250534057617188,294.97674560546875,-0.06488871574401855,0.9568033814430237,100.15119934082031,-0.029084067791700363,0.6938057541847229,149.82573726541554,746.0,-522.90380859375,-412.78594970703125,300.712646484375,-3.9279294527990753,260.30694580078125,1862.32581782341,746.0,56,112000,60.13985250491764,-189.63079833984375,971.814208984375,0.1199575662612915
0.3025992810726166,0.2215123474597931,0.011388705069074755,-15.307195663452148,305.6593933105469,-0.12530076503753662,0.9592442512512207,15.063375473022461,294.04632568359375,-0.05257931351661682,0.9630807638168335,102.06114959716797,-0.032126519829034805,0.693265438079834,151.1551724137931,754.0,-520.1384887695312,-387.13360595703125,295.8737487792969,-3.6042142999630222,261.3522644042969,1894.9075849056244,754.0,57,114000,60.16124528082342,-188.99697875976562,1481.93701171875,0.22580073773860931
0.3028572201728821,0.22175483405590057,0.010728675346037303,-24.984622955322266,303.05340576171875,-0.09653618186712265,0.9618509411811829,6.749787330627441,291.34942626953125,-0.1262805163860321,0.9474543333053589,104.06919860839844,-0.03226674720644951,0.6932657957077026,152.18503937007873,762.0,-519.1883544921875,-394.2279052734375,301.3077392578125,-3.374139440870988,262.22186279296875,1928.5993025302887,762.0,58,116000,60.14727882967189,-185.11337280273438,823.1688842773438,0.14787240326404572
