total timesteps,time_elapsed,eplenmean,n_updates,fps,ep_rewmean,current_lr,mean 100 episode reward per step,mean 100 episode reward,episodes,policy_loss,entropy,qf2_loss,qf1_loss,ent_coef_loss,value_loss,ent_coef
309000,7662,250.41,308900,40,-349.58442805999994,0.0003,-2.6393170741388094,-349.6,1395,131.32281,0.5269699,22.600643,25.709303,1.4863348,32.083984,0.05682651
309100,7664,250.41,309000,40,-349.58442805999994,0.0003,-2.6393170741388094,-349.6,1395,128.29434,0.43108356,132.8088,141.88106,-0.47980952,10.991695,0.056356706
309200,7667,251.4,309100,40,-354.55295290999993,0.0003,-2.643768727299586,-354.6,1396,123.75347,0.7268883,15.518401,11.199291,-0.27259424,10.648676,0.055904698
309300,7669,251.4,309200,40,-354.55295290999993,0.0003,-2.643768727299586,-354.6,1396,129.58527,0.66967267,113.10954,116.62759,1.6595552,18.681192,0.055672728
309400,7672,250.31,309300,40,-360.40688302,0.0003,-2.6759856517073213,-360.4,1397,122.18037,0.79671925,4.8428526,4.2934885,-0.50638276,3.3940873,0.05539208
309500,7674,250.31,309400,40,-360.40688302,0.0003,-2.6759856517073213,-360.4,1397,122.68886,0.66999346,75.87823,52.467445,0.90949243,7.2853546,0.05521459
309600,7677,250.31,309500,40,-360.40688302,0.0003,-2.6759856517073213,-360.4,1397,123.002365,0.89353144,230.47766,220.41176,-0.46862477,16.035717,0.054769486
309700,7680,250.53,309600,40,-355.14211425999997,0.0003,-2.656542958912106,-355.1,1398,123.165146,0.63415354,23.41096,26.232773,-0.10724592,8.696856,0.053618986
309800,7682,250.53,309700,40,-355.14211425999997,0.0003,-2.656542958912106,-355.1,1398,124.855034,0.5735632,257.88342,129.7995,-0.56640416,14.966671,0.052802466
309900,7684,250.53,309800,40,-355.14211425999997,0.0003,-2.656542958912106,-355.1,1398,128.92746,0.67581546,78.53781,90.02558,1.3851032,12.687815,0.052231874
310000,7687,250.53,309900,40,-353.70879963,0.0003,-2.6517652434705212,-353.7,1399,125.80771,0.6880082,174.73663,168.76062,1.1798267,47.276726,0.05204695
310100,7689,250.53,310000,40,-353.70879963,0.0003,-2.6517652434705212,-353.7,1399,135.91248,0.586306,113.495865,160.65074,-0.32434595,89.18776,0.05197877
310200,7692,250.53,310100,40,-353.70879963,0.0003,-2.6517652434705212,-353.7,1399,122.647804,0.38635272,4.9730186,8.904522,-0.33117217,5.6036587,0.05201106
310300,7694,252.14,310200,40,-346.75701304999996,0.0003,-2.5964493990751794,-346.8,1400,119.91275,0.8737408,13.622719,10.405103,-2.207645,3.6724463,0.051619146
310400,7697,252.14,310300,40,-346.75701304999996,0.0003,-2.5964493990751794,-346.8,1400,126.448685,0.38989925,28.243694,31.363434,-1.047793,16.53381,0.051419925
310500,7699,252.14,310400,40,-346.75701304999996,0.0003,-2.5964493990751794,-346.8,1400,120.18276,1.0443203,3.7762952,15.236998,-0.3644765,7.9391212,0.05116291
310600,7702,252.3,310500,40,-337.09189360999994,0.0003,-2.562191973846082,-337.1,1401,119.77482,0.7504021,6.9266615,7.3912206,-1.981034,2.740107,0.050445575
310700,7704,250.01,310600,40,-341.51496067999994,0.0003,-2.643873212323847,-341.5,1402,123.1535,0.49816984,114.80707,122.559296,-0.49360535,6.1720123,0.049847417
310800,7707,250.01,310700,40,-341.51496067999994,0.0003,-2.643873212323847,-341.5,1402,119.18465,0.9524919,8.988666,9.363655,-1.8686194,15.21853,0.04965991
310900,7709,250.01,310800,40,-341.51496067999994,0.0003,-2.643873212323847,-341.5,1402,122.60704,0.6211618,8.636083,5.597625,0.53664315,10.662939,0.049041644
311000,7711,250.01,310900,40,-346.0301515599999,0.0003,-2.6589238485304145,-346.0,1403,125.213196,0.6258975,135.2365,64.38104,0.37890214,96.58064,0.04872215
311100,7714,250.01,311000,40,-346.0301515599999,0.0003,-2.6589238485304145,-346.0,1403,130.79405,0.83160377,8.704597,40.859497,-1.7869464,15.58558,0.048365798
311200,7717,251.29,311100,40,-348.3507647,0.0003,-2.6429945734684788,-348.4,1404,127.13743,0.6084348,18.760546,28.918037,-0.48133507,17.114319,0.04766874
311300,7719,251.29,311200,40,-348.3507647,0.0003,-2.6429945734684788,-348.4,1404,123.31987,0.67571723,117.33122,146.39148,1.1615757,6.702654,0.047715303
311400,7721,250.18,311300,40,-353.90757757,0.0003,-2.6779429322354975,-353.9,1405,123.00865,0.77077436,13.215372,9.90321,-1.1360201,24.091608,0.046924915
311500,7724,250.18,311400,40,-353.90757757,0.0003,-2.6779429322354975,-353.9,1405,131.4634,0.3820275,230.46405,91.25273,0.47823772,46.819912,0.046629462
311600,7726,250.18,311500,40,-353.90757757,0.0003,-2.6779429322354975,-353.9,1405,122.4207,0.81417185,89.43884,86.504005,-0.40250117,22.002922,0.04606788
311700,7729,250.18,311600,40,-353.15671154000006,0.0003,-2.6754400454909093,-353.2,1406,123.86604,0.74894184,37.313034,42.865074,-0.56969887,18.640385,0.045298807
311800,7731,250.18,311700,40,-353.15671154000006,0.0003,-2.6754400454909093,-353.2,1406,119.94011,0.5903485,20.319979,11.637646,-0.15091324,5.3810844,0.04504852
311900,7734,250.18,311800,40,-353.15671154000006,0.0003,-2.6754400454909093,-353.2,1406,132.9682,0.23757018,62.29885,57.71914,2.19577,18.192284,0.044484016
312000,7736,250.18,311900,40,-353.26820482000005,0.0003,-2.6758116897476696,-353.3,1407,120.77867,0.5336353,4.517925,6.2567415,0.23678988,13.218847,0.044491004
312100,7739,250.18,312000,40,-353.26820482000005,0.0003,-2.6758116897476696,-353.3,1407,120.10126,0.5127375,31.79509,17.728651,0.6093528,12.880843,0.044395152
312200,7741,250.18,312100,40,-353.26820482000005,0.0003,-2.6758116897476696,-353.3,1407,122.07249,0.84961486,102.674675,205.02368,-1.3344088,115.17193,0.043959912
312300,7744,250.18,312200,40,-352.70289485000006,0.0003,-2.67392732317676,-352.7,1408,124.46791,0.9474604,45.425797,12.971571,-1.2585576,24.003012,0.04363274
312400,7746,250.18,312300,40,-352.70289485000006,0.0003,-2.67392732317676,-352.7,1408,120.2314,0.8186002,3.68091,10.608844,-2.0160413,4.8574576,0.04348845
312500,7748,250.18,312400,40,-352.70289485000006,0.0003,-2.67392732317676,-352.7,1408,125.03859,0.68066,23.942661,44.47527,-0.42377976,22.069124,0.04284593
312600,7751,250.18,312500,40,-353.17313457999995,0.0003,-2.675494788901556,-353.2,1409,120.6626,0.6413408,6.574271,2.2718334,-1.5931263,6.4308906,0.042794425
312700,7753,250.18,312600,40,-353.17313457999995,0.0003,-2.675494788901556,-353.2,1409,126.253555,0.73094213,49.862576,74.260796,-0.5429493,9.20637,0.04268403
312800,7756,250.18,312700,40,-353.17313457999995,0.0003,-2.675494788901556,-353.2,1409,125.58843,0.6766776,10.43043,26.13285,1.1208282,21.402874,0.04220717
312900,7758,250.18,312800,40,-353.32442263999997,0.0003,-2.675999082472472,-353.3,1410,124.13039,0.68278205,299.28537,275.0328,-0.8360683,7.6025314,0.04168143
313000,7761,249.24,312900,40,-352.9809370299999,0.0003,-2.701549678931882,-353.0,1411,125.30014,0.64459014,22.343952,33.883972,-0.5328868,3.0453146,0.04109177
313100,7763,249.24,313000,40,-352.9809370299999,0.0003,-2.701549678931882,-353.0,1411,120.80996,0.66711557,87.087776,88.03903,-0.755446,4.343707,0.04070989
313200,7765,249.24,313100,40,-352.9809370299999,0.0003,-2.701549678931882,-353.0,1411,117.06618,0.7693514,5.1150093,3.2864041,-1.662411,7.2955637,0.04028166
313300,7768,250.94,313200,40,-348.5747687499999,0.0003,-2.6589623441553845,-348.6,1412,120.13754,1.0595138,27.181437,33.39152,-3.131266,15.463425,0.039431453
313400,7770,250.94,313300,40,-348.5747687499999,0.0003,-2.6589623441553845,-348.6,1412,125.740456,0.9377528,6.8578367,10.533526,-0.7326261,6.3283234,0.038856164
313500,7773,250.94,313400,40,-348.5747687499999,0.0003,-2.6589623441553845,-348.6,1412,124.58454,0.70103735,113.310074,110.927025,1.3871038,8.089228,0.038123008
313600,7775,250.94,313500,40,-348.3826437999999,0.0003,-2.6583219276439873,-348.4,1413,118.88832,0.8270922,28.975996,22.360758,0.2303133,5.0150394,0.037542466
313700,7778,248.98,313600,40,-350.75129124,0.0003,-2.7064904851346436,-350.8,1414,123.45298,0.65757805,57.860847,70.92758,0.56684136,35.55789,0.037414517
313800,7780,248.98,313700,40,-350.75129124,0.0003,-2.7064904851346436,-350.8,1414,116.528206,0.8330284,20.998657,19.114792,-1.3253405,6.675716,0.037135836
313900,7783,247.43,313800,40,-356.25499476,0.0003,-2.7479944336035387,-356.3,1415,119.94009,0.8632599,4.3310704,6.566559,-0.7233649,30.694736,0.03769286
314000,7785,247.43,313900,40,-356.25499476,0.0003,-2.7479944336035387,-356.3,1415,115.98318,1.1722214,1.8533039,3.0807943,-3.1687078,2.671647,0.038159758
314100,7788,247.43,314000,40,-356.25499476,0.0003,-2.7479944336035387,-356.3,1415,126.41256,0.59957033,57.81999,51.752098,0.8485027,6.9079204,0.0377977
314200,7790,248.56,314100,40,-347.7699188100001,0.0003,-2.70097896931712,-347.8,1416,122.54754,0.7559729,37.38266,37.12838,-1.5031487,7.6198215,0.03815318
314300,7792,248.56,314200,40,-347.7699188100001,0.0003,-2.70097896931712,-347.8,1416,117.56482,0.91222715,6.9828987,5.9768896,-0.046471268,5.0475492,0.037832376
314400,7795,248.56,314300,40,-347.7699188100001,0.0003,-2.70097896931712,-347.8,1416,134.4354,0.44944096,165.60037,132.3527,2.2567172,42.231453,0.038131956
314500,7797,248.56,314400,40,-345.3679814900001,0.0003,-2.6929725115343355,-345.4,1417,121.391815,0.8392055,10.8309965,11.661057,0.32300442,12.825207,0.038190138
314600,7800,248.56,314500,40,-345.3679814900001,0.0003,-2.6929725115343355,-345.4,1417,126.00859,0.95406586,36.858543,13.201446,-0.017108351,25.607899,0.038159367
314700,7802,248.56,314600,40,-345.3679814900001,0.0003,-2.6929725115343355,-345.4,1417,123.652435,0.49901795,17.66919,15.6513815,3.5737548,37.101063,0.0380642
314800,7805,250.98,314700,40,-341.14178491000007,0.0003,-2.5931639070703323,-341.1,1418,119.02684,0.91687906,10.876558,22.623709,-0.20444912,10.3341055,0.03916097
314900,7807,250.98,314800,40,-341.14178491000007,0.0003,-2.5931639070703323,-341.1,1418,115.30252,1.1187141,9.8708515,14.436515,-3.572599,9.203648,0.039788555
315000,7810,250.98,314900,40,-341.14178491000007,0.0003,-2.5931639070703323,-341.1,1418,119.46355,0.903186,254.9187,195.85255,0.6019534,49.214382,0.03991308
315100,7812,253.31,315000,40,-335.3802336300001,0.0003,-2.495001116669678,-335.4,1419,122.334595,0.693064,33.18049,33.899475,0.84536195,16.848389,0.040045362
315200,7815,253.08,315100,40,-336.42268638,0.0003,-2.523862481528349,-336.4,1420,120.31388,0.77159816,13.57593,9.911839,1.0534534,19.246803,0.0401439
315300,7817,253.08,315200,40,-336.42268638,0.0003,-2.523862481528349,-336.4,1420,118.05112,0.88447666,10.518618,2.9196653,-0.8762791,6.456668,0.040269416
315400,7819,253.08,315300,40,-336.42268638,0.0003,-2.523862481528349,-336.4,1420,118.80798,0.7085988,12.880388,16.46455,-0.1459692,3.0723648,0.04030543
315500,7822,255.36,315400,40,-331.44887769,0.0003,-2.441740239660105,-331.4,1421,125.21319,0.96692234,612.1478,965.0799,-1.9939989,18.774101,0.040061958
315600,7824,255.36,315500,40,-331.44887769,0.0003,-2.441740239660105,-331.4,1421,119.62772,0.742769,78.36306,34.95431,0.60228837,9.374882,0.039937858
315700,7826,255.36,315600,40,-331.44887769,0.0003,-2.441740239660105,-331.4,1421,122.1382,0.42611027,12.785248,13.597465,2.778177,14.518888,0.039875887
315800,7829,255.36,315700,40,-331.01780794,0.0003,-2.4403033404947925,-331.0,1422,119.27461,0.9177265,132.2535,126.383224,-0.15894574,3.0704165,0.04016342
315900,7831,253.54,315800,40,-335.14261763,0.0003,-2.486572936541903,-335.1,1423,116.57962,0.8096297,13.052153,16.264763,-0.5994468,4.7191305,0.03981864
316000,7833,253.54,315900,40,-335.14261763,0.0003,-2.486572936541903,-335.1,1423,123.0192,0.79978794,10.699568,7.100165,-0.26629335,1.5085659,0.03978556
316100,7836,252.8,316000,40,-341.33388036,0.0003,-2.515432714070122,-341.3,1424,123.07659,0.65347075,34.26903,39.83819,3.2406235,16.855268,0.04001146
316200,7838,252.8,316100,40,-341.33388036,0.0003,-2.515432714070122,-341.3,1424,126.06114,0.54023266,11.583931,14.263246,-0.29950196,18.509624,0.039928734
316300,7841,252.8,316200,40,-341.33388036,0.0003,-2.515432714070122,-341.3,1424,126.128815,0.8252423,17.958778,33.886284,0.7405129,12.389517,0.039952572
316400,7843,252.8,316300,40,-341.14347598,0.0003,-2.5147980328077977,-341.1,1425,118.67867,1.1061008,126.264915,127.3491,-1.0492902,13.514033,0.04005742
316500,7845,252.8,316400,40,-341.14347598,0.0003,-2.5147980328077977,-341.1,1425,126.123535,0.695154,20.53706,15.058323,-0.16708979,21.059456,0.039732777
316600,7848,252.8,316500,40,-341.14347598,0.0003,-2.5147980328077977,-341.1,1425,118.20741,0.4603713,14.41994,9.441066,-1.4073441,11.096704,0.039483964
316700,7850,252.94,316600,40,-336.28693205999997,0.0003,-2.497506488538623,-336.3,1426,118.67743,0.56790245,9.812544,9.080604,0.4573635,3.9427192,0.039886042
316800,7853,252.94,316700,40,-336.28693205999997,0.0003,-2.497506488538623,-336.3,1426,129.96832,0.42983887,145.79642,83.279816,3.6678452,13.213684,0.039599508
316900,7855,252.94,316800,40,-336.28693205999997,0.0003,-2.497506488538623,-336.3,1426,128.04138,0.38335,21.979828,19.56881,1.70831,7.2973204,0.039549302
317000,7858,255.15,316900,40,-331.86847576,0.0003,-2.424343841382614,-331.9,1427,123.42366,0.2244331,41.544777,18.620459,1.9953698,7.6879954,0.039646402
317100,7860,255.15,317000,40,-331.86847576,0.0003,-2.424343841382614,-331.9,1427,119.08854,0.5933223,33.832558,13.053245,-0.046467632,11.737549,0.03994536
317200,7863,255.15,317100,40,-331.86847576,0.0003,-2.424343841382614,-331.9,1427,124.221,0.6126323,68.307976,90.248245,2.4892626,23.080647,0.039872658
317300,7865,255.15,317200,40,-332.14541908,0.0003,-2.4252669857728,-332.1,1428,123.705246,0.49959475,297.87384,345.08798,3.1178308,8.9408245,0.039565958
317400,7868,255.15,317300,40,-332.14541908,0.0003,-2.4252669857728,-332.1,1428,120.614105,0.6712594,3.2965531,8.994214,-0.012400657,8.251791,0.03975749
317500,7870,255.15,317400,40,-332.14541908,0.0003,-2.4252669857728,-332.1,1428,116.85739,0.74902105,109.37983,114.25651,-0.62243,19.337044,0.03946647
317600,7873,256.21,317500,40,-325.99950288,0.0003,-2.3918425394793235,-326.0,1429,117.03203,0.8394034,229.8406,216.8073,0.07607722,9.42471,0.03920863
317700,7875,256.21,317600,40,-325.99950288,0.0003,-2.3918425394793235,-326.0,1429,128.08763,0.29638797,21.178381,63.018703,3.3733416,29.762035,0.039624516
317800,7878,256.21,317700,40,-325.99950288,0.0003,-2.3918425394793235,-326.0,1429,122.26659,0.68951684,20.326832,15.201392,0.7617311,3.3774652,0.039904658
317900,7880,256.21,317800,40,-327.80350714,0.0003,-2.397855886978893,-327.8,1430,118.73988,0.6517672,16.306545,31.067533,0.6387906,16.835701,0.04036609
318000,7883,256.21,317900,40,-327.80350714,0.0003,-2.397855886978893,-327.8,1430,125.36443,0.78839004,7.1703663,61.59567,0.1591166,26.0611,0.041574214
318100,7885,256.21,318000,40,-327.80350714,0.0003,-2.397855886978893,-327.8,1430,120.34474,1.084757,108.962524,129.20432,-1.6031473,18.136501,0.041727636
318200,7888,256.21,318100,40,-327.22265155,0.0003,-2.3959197017016396,-327.2,1431,118.287094,0.5565106,6.760701,7.0623474,-0.6897551,2.6720567,0.04185806
318300,7891,256.21,318200,40,-327.22265155,0.0003,-2.3959197017016396,-327.2,1431,124.52183,0.77334785,162.55594,165.98164,-0.15498865,8.593306,0.041876595
318400,7893,256.21,318300,40,-327.22265155,0.0003,-2.3959197017016396,-327.2,1431,117.92695,0.5723866,246.21004,264.89636,0.2609834,4.234062,0.041732542
318500,7896,256.21,318400,40,-327.20506682,0.0003,-2.3958610859299587,-327.2,1432,121.195885,1.2312124,43.102627,37.42495,-2.4725044,25.228539,0.041465707
318600,7898,256.21,318500,40,-327.20506682,0.0003,-2.3958610859299587,-327.2,1432,122.63466,0.9550246,153.43173,386.0494,-0.98097765,10.664465,0.040769015
318700,7900,256.21,318600,40,-327.20506682,0.0003,-2.3958610859299587,-327.2,1432,124.02077,0.56442195,19.52307,12.494429,2.1834455,36.59571,0.040927127
318800,7903,257.91,318700,40,-322.41222186000005,0.0003,-2.3516592966378194,-322.4,1433,120.42789,0.8113485,115.20479,64.21687,-1.2542245,10.537962,0.041493755
318900,7905,257.91,318800,40,-322.41222186000005,0.0003,-2.3516592966378194,-322.4,1433,115.712395,0.86071897,833.4304,1767.3611,-0.89502656,31.252678,0.041545924
319000,7908,257.91,318900,40,-322.41222186000005,0.0003,-2.3516592966378194,-322.4,1433,126.80147,1.0249841,117.83659,140.09882,-0.1745286,18.85179,0.04166451
319100,7910,257.91,319000,40,-322.09854855000003,0.0003,-2.3506137189495524,-322.1,1434,119.2135,1.1142528,20.2733,26.185963,-1.5630671,9.277756,0.041116424
319200,7913,257.91,319100,40,-322.09854855000003,0.0003,-2.3506137189495524,-322.1,1434,112.05733,0.92168784,114.23636,92.01418,0.36109298,7.980587,0.040772468
319300,7915,259.09,319200,40,-322.28745444,0.0003,-2.3177054356728433,-322.3,1435,118.12886,0.8867649,7.6399193,7.495721,0.79182017,7.2014046,0.041029606
319400,7918,257.88,319300,40,-322.42572141,0.0003,-2.3818910925173693,-322.4,1436,124.74059,0.8779335,116.23854,88.814255,0.118367255,40.10408,0.041187853
319500,7920,257.88,319400,40,-322.42572141,0.0003,-2.3818910925173693,-322.4,1436,121.724075,0.82752824,54.738617,110.59309,0.38866585,9.440664,0.04124404
319600,7923,256.39,319500,40,-327.16306069,0.0003,-2.4187720206700205,-327.2,1437,114.249794,1.0342529,11.602682,10.921434,-1.1603227,8.760527,0.04129697
319700,7925,256.39,319600,40,-327.16306069,0.0003,-2.4187720206700205,-327.2,1437,127.45331,0.5940399,16.862576,14.732973,-0.13727129,8.741165,0.04123598
319800,7928,255.58,319700,40,-328.04073643000004,0.0003,-2.4299451981723554,-328.0,1438,117.31896,0.9982091,100.28769,97.60585,-0.41776732,6.2590146,0.041133437
319900,7930,255.77,319800,40,-326.23359980000004,0.0003,-2.3706834237940986,-326.2,1439,114.907455,1.3490767,96.44859,101.67314,0.17182907,4.530218,0.040788002
320000,7933,255.77,319900,40,-326.23359980000004,0.0003,-2.3706834237940986,-326.2,1439,123.47372,0.713907,1402.2123,1310.7885,-0.77639973,49.796993,0.04033817
320100,7935,255.77,320000,40,-326.23359980000004,0.0003,-2.3706834237940986,-326.2,1439,120.87135,0.79768294,144.80255,328.762,0.5905609,22.603117,0.039824203
320200,7938,255.77,320100,40,-325.14315225,0.0003,-2.3670485986628016,-325.1,1440,118.44412,0.7907451,22.262026,62.1556,0.33544907,13.083694,0.03983747
320300,7940,255.77,320200,40,-325.14315225,0.0003,-2.3670485986628016,-325.1,1440,117.17688,0.82722825,9.870449,8.275139,-0.7944271,5.5563836,0.040126216
320400,7942,255.77,320300,40,-325.14315225,0.0003,-2.3670485986628016,-325.1,1440,115.703674,0.9688722,102.84144,107.42064,-2.8231432,5.689743,0.040319894
320500,7945,255.77,320400,40,-322.66781849,0.0003,-2.3587974861013765,-322.7,1441,114.714905,0.8310771,5.497826,7.9231544,-0.7439141,2.5425386,0.04027999
320600,7947,255.77,320500,40,-322.66781849,0.0003,-2.3587974861013765,-322.7,1441,117.21667,1.0630239,26.329567,13.476143,-2.1454775,5.8256655,0.04006171
320700,7950,255.77,320600,40,-322.66781849,0.0003,-2.3587974861013765,-322.7,1441,121.694534,0.65498686,28.847109,55.774815,2.056066,11.011591,0.03974252
320800,7952,258.47,320700,40,-317.41534461000003,0.0003,-2.1592060070254284,-317.4,1442,117.48425,0.7942662,4.2668695,5.6363883,-1.3255783,3.4750485,0.03960421
320900,7955,258.47,320800,40,-317.41534461000003,0.0003,-2.1592060070254284,-317.4,1442,119.758896,0.82893264,370.18115,209.40253,0.39099672,17.084457,0.03982237
321000,7957,258.47,320900,40,-317.41534461000003,0.0003,-2.1592060070254284,-317.4,1442,123.0755,0.5751118,812.7686,590.69025,-1.2523962,6.75214,0.03986895
321100,7960,256.22,321000,40,-318.115762,0.0003,-2.2235901550194006,-318.1,1444,117.96951,0.7214467,7.416867,6.3998666,-0.7380308,5.468093,0.04064251
321200,7962,254.5,321100,40,-315.29285851000003,0.0003,-2.2958037285167934,-315.3,1445,124.00679,0.85219824,74.49418,59.17743,-0.09869003,18.845207,0.04078349
321300,7965,254.5,321200,40,-315.29285851000003,0.0003,-2.2958037285167934,-315.3,1445,121.60163,0.75984347,56.88497,46.715103,0.14579874,18.528034,0.04118634
321400,7967,253.31,321300,40,-320.70787861,0.0003,-2.32816653944936,-320.7,1446,118.47395,0.923757,319.12036,404.69785,0.07476437,17.41307,0.041693088
321500,7970,253.31,321400,40,-320.70787861,0.0003,-2.32816653944936,-320.7,1446,116.73869,0.95734006,11.474302,8.742643,-0.10940814,11.826483,0.042048424
321600,7972,253.31,321500,40,-320.70787861,0.0003,-2.32816653944936,-320.7,1446,115.084694,0.74926543,23.26355,30.301851,-1.2358282,6.43503,0.04304696
321700,7974,253.31,321600,40,-320.93978016,0.0003,-2.3289395445857104,-320.9,1447,121.67894,0.63754916,71.5198,132.55,0.70029706,30.338356,0.04331969
321800,7977,253.31,321700,40,-320.93978016,0.0003,-2.3289395445857104,-320.9,1447,119.89839,0.7880911,26.716404,27.417711,-0.41698164,4.763027,0.043905266
321900,7980,253.31,321800,40,-320.93978016,0.0003,-2.3289395445857104,-320.9,1447,115.91001,0.91605425,28.669914,15.69138,-1.9454515,1.975812,0.04430465
322000,7982,253.71,321900,40,-315.1724242799999,0.0003,-2.3060908133166347,-315.2,1448,119.96067,0.7992676,19.875753,25.38502,-0.7095152,6.423504,0.043942634
322100,7985,253.71,322000,40,-315.1724242799999,0.0003,-2.3060908133166347,-315.2,1448,124.37206,0.407806,82.753944,108.37805,-0.6327324,38.917023,0.043741897
322200,7987,253.35,322100,40,-320.62510204,0.0003,-2.327454023618424,-320.6,1449,118.46251,0.86069757,9.292933,13.924724,-0.14952934,9.591179,0.04345021
322300,7990,253.35,322200,40,-320.62510204,0.0003,-2.327454023618424,-320.6,1449,116.31838,0.9324046,20.426788,16.87965,-0.54178905,10.234255,0.04367562
322400,7992,253.35,322300,40,-320.62510204,0.0003,-2.327454023618424,-320.6,1449,116.7027,0.87590396,24.688139,18.987198,-0.73616266,3.7267225,0.04372757
322500,7994,253.35,322400,40,-320.77059170999996,0.0003,-2.3279389891874533,-320.8,1450,118.040924,0.58458257,19.189152,19.538124,1.7907453,9.541044,0.04344525
322600,7997,253.35,322500,40,-320.77059170999996,0.0003,-2.3279389891874533,-320.8,1450,123.329895,0.68630993,4.894384,4.605855,-0.08543101,13.972492,0.043316666
322700,7999,253.35,322600,40,-320.77059170999996,0.0003,-2.3279389891874533,-320.8,1450,118.41923,0.84445983,49.52919,47.948112,0.11362529,8.56077,0.04291792
322800,8002,252.94,322700,40,-319.58159276,0.0003,-2.3282938528843777,-319.6,1451,120.33383,0.3976454,28.27811,29.415806,-0.23418605,19.80726,0.042595495
322900,8005,252.94,322800,40,-319.58159276,0.0003,-2.3282938528843777,-319.6,1451,118.77864,0.6474647,31.254784,16.401104,0.090951115,23.261114,0.042346478
323000,8007,252.94,322900,40,-319.58159276,0.0003,-2.3282938528843777,-319.6,1451,122.3643,0.55358744,7.231496,10.823631,1.1517694,9.146701,0.042286884
323100,8009,252.94,323000,40,-319.37286451,0.0003,-2.3275980920437034,-319.4,1452,118.90553,0.6271244,6.6256657,5.900919,-0.41522434,3.0596895,0.042184643
323200,8012,252.94,323100,40,-319.37286451,0.0003,-2.3275980920437034,-319.4,1452,116.54431,0.9682927,24.18517,24.436598,-1.5947111,2.840189,0.041655052
323300,8014,252.94,323200,40,-319.37286451,0.0003,-2.3275980920437034,-319.4,1452,124.461174,0.4028353,1983.475,1998.1561,2.5491796,69.75533,0.041557662
323400,8017,255.59,323300,40,-314.7439732,0.0003,-2.158270753179759,-314.7,1453,121.78629,0.9240183,9.629654,14.841951,-1.9897702,18.717892,0.0423436
323500,8019,255.59,323400,40,-314.7439732,0.0003,-2.158270753179759,-314.7,1453,119.30266,0.95700765,8.608858,14.9275875,0.09935081,10.125009,0.04280062
323600,8022,255.59,323500,40,-314.7439732,0.0003,-2.158270753179759,-314.7,1453,116.89527,1.0997026,5.003646,7.0132422,-0.4679177,5.4856043,0.042699542
323700,8024,255.51,323600,40,-318.12494024000006,0.0003,-2.1701793052401275,-318.1,1454,119.25618,0.8150313,126.0046,122.56516,0.38345647,8.336784,0.04251975
323800,8027,255.51,323700,40,-318.12494024000006,0.0003,-2.1701793052401275,-318.1,1454,122.17461,0.29799372,473.87488,562.87103,2.743948,19.855156,0.042523198
323900,8029,255.51,323800,40,-318.12494024000006,0.0003,-2.1701793052401275,-318.1,1454,119.56805,0.58777076,15.328619,17.129705,0.89586604,15.288339,0.043089706
324000,8032,255.51,323900,40,-317.94915854,0.0003,-2.169593366218222,-317.9,1455,119.60693,0.78430116,16.110111,8.71161,0.74324405,32.667866,0.04272917
324100,8034,255.51,324000,40,-317.94915854,0.0003,-2.169593366218222,-317.9,1455,117.730804,0.8802295,13.046708,11.813807,2.533039,6.3687916,0.04269138
324200,8036,255.51,324100,40,-317.94915854,0.0003,-2.169593366218222,-317.9,1455,126.04869,0.8755404,29.009815,15.064964,-1.3646636,14.8199215,0.04244141
324300,8039,255.51,324200,40,-317.40025277999996,0.0003,-2.1677636803610754,-317.4,1456,122.0444,0.7823873,64.855385,48.420853,-0.4874997,14.647896,0.042302847
324400,8042,255.51,324300,40,-317.40025277999996,0.0003,-2.1677636803610754,-317.4,1456,118.94753,0.7730853,10.989168,14.657678,-0.034214497,5.761345,0.041951533
324500,8044,257.05,324400,40,-317.78987797999997,0.0003,-2.078400028868757,-317.8,1457,117.95967,0.38413924,8.43079,23.912416,0.027003646,43.890537,0.04247865
324600,8047,257.05,324500,40,-317.78987797999997,0.0003,-2.078400028868757,-317.8,1457,115.22276,0.8224276,49.19898,46.128067,0.52298045,25.5816,0.04293508
324700,8049,257.05,324600,40,-317.78987797999997,0.0003,-2.078400028868757,-317.8,1457,124.42622,1.035064,126.80272,123.516205,-2.2189894,4.966397,0.042965166
324800,8052,258.97,324700,40,-314.69728528,0.0003,-2.0258659172864073,-314.7,1458,118.1519,0.6613873,95.04422,107.052574,-0.042732537,11.631363,0.04290827
324900,8054,258.97,324800,40,-314.69728528,0.0003,-2.0258659172864073,-314.7,1458,118.141914,0.93951344,21.802711,24.795446,-0.92836106,15.228495,0.0434794
325000,8057,258.97,324900,40,-314.69728528,0.0003,-2.0258659172864073,-314.7,1458,120.85423,0.7901499,119.229706,130.72069,0.43738848,9.107227,0.043548245
325100,8059,258.97,325000,40,-314.56325044,0.0003,-2.02541913451019,-314.6,1459,116.07985,0.81038725,21.152634,33.336475,0.85805297,6.2955503,0.0435227
325200,8062,256.9,325100,40,-319.79730202999997,0.0003,-2.0892470431783607,-319.8,1460,116.75456,0.9217572,223.42696,127.362206,0.4698928,35.197777,0.043683857
325300,8064,256.9,325200,40,-319.79730202999997,0.0003,-2.0892470431783607,-319.8,1460,117.11406,0.8293458,59.75672,47.393414,0.46319824,12.261789,0.043980878
