total timesteps,time_elapsed,eplenmean,n_updates,fps,ep_rewmean,current_lr,mean 100 episode reward per step,mean 100 episode reward,episodes,policy_loss,entropy,qf2_loss,qf1_loss,ent_coef_loss,value_loss,ent_coef
106000,2630,254.31,105900,40,-355.1985422400001,0.0003,-2.3008453458465303,-355.2,592,123.26394,1.0698841,24.625187,37.40721,0.44661552,19.700846,0.029353999
106100,2632,254.31,106000,40,-355.1985422400001,0.0003,-2.3008453458465303,-355.2,592,127.42624,1.0496078,20.596626,38.732143,1.643598,16.981865,0.029060168
106200,2635,254.31,106100,40,-355.1985422400001,0.0003,-2.3008453458465303,-355.2,592,123.17319,1.1507359,4.2305665,2.8502665,-2.1218,3.2795784,0.028475458
106300,2637,255.55,106200,40,-347.3162750200001,0.0003,-2.2535626062288157,-347.3,593,120.41648,0.832216,51.74314,33.738205,-0.8920145,1.668527,0.028104957
106400,2640,255.55,106300,40,-347.3162750200001,0.0003,-2.2535626062288157,-347.3,593,123.5346,0.8369795,24.42182,18.90714,2.9476078,9.602482,0.02817267
106500,2642,255.55,106400,40,-347.3162750200001,0.0003,-2.2535626062288157,-347.3,593,119.68555,0.72691005,1.5194745,1.4131356,-0.7052336,0.9966585,0.028301632
106600,2645,257.66,106500,40,-355.34478831,0.0003,-2.2303370636654813,-355.3,594,116.29562,1.1029384,9.755434,22.77704,0.5894096,4.228496,0.028335627
106700,2647,256.29,106600,40,-363.39275436,0.0003,-2.2835811145432925,-363.4,595,117.4617,0.794216,92.72921,90.21996,-0.69297326,2.7043626,0.028425187
106800,2650,256.29,106700,40,-363.39275436,0.0003,-2.2835811145432925,-363.4,595,117.807465,0.68282783,15.776691,14.946222,0.7022981,5.3988643,0.028472668
106900,2652,256.29,106800,40,-363.39275436,0.0003,-2.2835811145432925,-363.4,595,127.57161,0.62010634,53.736626,75.40001,0.92606354,33.981453,0.028481018
107000,2655,256.29,106900,40,-363.66356132,0.0003,-2.2844838044184583,-363.7,596,118.23851,0.7376476,3.717939,3.5108142,-0.63022983,1.7434628,0.028507465
107100,2657,256.29,107000,40,-363.66356132,0.0003,-2.2844838044184583,-363.7,596,117.19222,0.691939,190.6161,210.93349,-0.78604096,16.47832,0.028377896
107200,2660,256.29,107100,40,-363.66356132,0.0003,-2.2844838044184583,-363.7,596,120.686325,0.79275405,11.475265,8.882214,-1.3123882,1.9690878,0.028128648
107300,2662,256.29,107200,40,-366.51931403,0.0003,-2.2940029801014203,-366.5,597,127.63577,0.6134785,57.89662,42.030186,2.1665115,31.336843,0.02837573
107400,2665,256.29,107300,40,-366.51931403,0.0003,-2.2940029801014203,-366.5,597,117.5284,1.0628783,13.227312,5.9387503,1.1058168,1.4437695,0.028958691
107500,2667,255.75,107400,40,-367.0267874199999,0.0003,-2.310838627858462,-367.0,598,130.1596,0.7625438,18.78845,36.91415,1.9110727,11.552906,0.028999642
107600,2669,255.75,107500,40,-367.0267874199999,0.0003,-2.310838627858462,-367.0,598,121.54143,1.053385,19.798466,16.237461,-0.94818556,7.775635,0.029112935
107700,2672,255.75,107600,40,-367.0267874199999,0.0003,-2.310838627858462,-367.0,598,120.21941,0.54590476,108.59491,107.41516,1.3190147,1.7658792,0.029227193
107800,2674,255.75,107700,40,-367.50018063999994,0.0003,-2.312416605259232,-367.5,599,128.17763,1.1620804,229.29073,241.95569,0.23720324,25.687267,0.029845716
107900,2677,255.75,107800,40,-367.50018063999994,0.0003,-2.312416605259232,-367.5,599,117.57266,0.6804938,23.79351,15.189516,2.2320874,3.388223,0.030079512
108000,2679,255.75,107900,40,-367.50018063999994,0.0003,-2.312416605259232,-367.5,599,117.29486,0.9005956,16.599068,5.5188723,0.89595646,8.042389,0.030740233
108100,2682,255.53,108000,40,-389.0579585899999,0.0003,-2.390299052497809,-389.1,600,124.49922,1.0822856,18.856472,16.634283,1.8407273,11.843512,0.031530354
108200,2684,255.53,108100,40,-389.0579585899999,0.0003,-2.390299052497809,-389.1,600,119.310104,0.9176869,4.71908,8.733602,1.107043,1.9941341,0.03232204
108300,2687,255.53,108200,40,-389.0579585899999,0.0003,-2.390299052497809,-389.1,600,118.19988,1.0514609,7.7881417,4.6549125,0.9372983,7.461709,0.032756895
108400,2689,255.53,108300,40,-387.6842111499999,0.0003,-2.385719894329275,-387.7,601,120.83426,1.0264142,10.769429,11.063886,-0.3594643,17.708439,0.032784693
108500,2691,255.53,108400,40,-387.6842111499999,0.0003,-2.385719894329275,-387.7,601,124.00778,0.7724205,482.93347,389.03833,0.5244138,6.975432,0.032956526
108600,2694,255.53,108500,40,-387.6842111499999,0.0003,-2.385719894329275,-387.7,601,118.89853,0.927483,12.332647,14.880014,0.65137625,12.128531,0.03348509
108700,2696,255.53,108600,40,-387.76873343999995,0.0003,-2.3860016352934785,-387.8,602,122.58124,0.6562122,32.619,33.81028,1.9807072,33.764183,0.03424296
108800,2698,255.53,108700,40,-387.76873343999995,0.0003,-2.3860016352934785,-387.8,602,119.25568,0.70941055,5.3873267,6.6864524,1.6747947,7.5923705,0.034826413
108900,2701,255.53,108800,40,-387.76873343999995,0.0003,-2.3860016352934785,-387.8,602,124.11861,0.77921796,24.219488,16.624634,1.9334702,14.870122,0.035310008
109000,2703,255.53,108900,40,-387.48472791,0.0003,-2.385054950180466,-387.5,603,124.39335,0.9666673,27.55001,18.766525,0.3526746,18.198614,0.035594
109100,2706,255.53,109000,40,-387.48472791,0.0003,-2.385054950180466,-387.5,603,121.64413,0.6039603,8.528346,17.153946,0.70391846,12.287232,0.035849277
109200,2708,255.53,109100,40,-387.48472791,0.0003,-2.385054950180466,-387.5,603,121.11552,1.1004711,393.10413,415.48846,-1.5087,39.33979,0.03636883
109300,2710,255.53,109200,40,-387.67739485999994,0.0003,-2.3856971733581918,-387.7,604,117.04084,1.1164982,4.579402,9.074433,0.91983366,1.9553361,0.0369847
109400,2713,255.53,109300,40,-387.67739485999994,0.0003,-2.3856971733581918,-387.7,604,121.368355,1.0664499,142.58945,129.86049,-1.9082501,57.621765,0.037620455
109500,2716,255.53,109400,40,-387.67739485999994,0.0003,-2.3856971733581918,-387.7,604,127.41453,0.8119514,23.477585,14.126809,2.4351857,31.533577,0.03814714
109600,2718,256.13,109500,40,-383.38563780000004,0.0003,-2.365903365423936,-383.4,605,120.72892,0.9771596,7.3277197,8.523667,1.782501,14.121609,0.038077526
109700,2720,256.13,109600,40,-383.38563780000004,0.0003,-2.365903365423936,-383.4,605,119.49893,0.5257177,17.026337,17.841255,2.4128222,6.7835503,0.038156793
109800,2723,255.59,109700,40,-381.22534549999995,0.0003,-2.3637315226125644,-381.2,606,120.218956,1.0397958,6.9148183,15.357892,-0.8715632,12.695002,0.038540125
109900,2725,255.59,109800,40,-381.22534549999995,0.0003,-2.3637315226125644,-381.2,606,130.08691,0.7390964,284.59067,277.2743,1.4747419,59.287384,0.039047275
110000,2728,256.57,109900,40,-385.8170683800001,0.0003,-2.343870315770322,-385.8,607,122.4135,0.70542693,2007.0243,1810.3628,3.785839,66.34915,0.039992217
110100,2730,256.57,110000,40,-385.8170683800001,0.0003,-2.343870315770322,-385.8,607,115.81587,0.76059747,10.299646,12.862516,1.4144957,11.987748,0.041327965
110200,2733,256.57,110100,40,-385.8170683800001,0.0003,-2.343870315770322,-385.8,607,116.16272,0.9198682,108.50859,106.96374,-0.3490703,16.78735,0.04200675
110300,2735,258.13,110200,40,-381.56653222,0.0003,-2.3067233913247294,-381.6,608,120.93924,0.86696064,8.016966,6.4782915,0.85444987,1.7118919,0.042867053
110400,2737,258.13,110300,40,-381.56653222,0.0003,-2.3067233913247294,-381.6,608,122.96384,0.92826724,27.8633,28.752052,5.9999337,11.732108,0.04423152
110500,2740,258.13,110400,40,-381.56653222,0.0003,-2.3067233913247294,-381.6,608,127.247345,0.9822489,16.751488,16.150932,-0.1916284,13.35713,0.045349825
110600,2742,259.89,110500,40,-383.6571681,0.0003,-2.2836012755174226,-383.7,609,119.25295,1.3211966,10.230723,10.18758,0.7256589,6.1418104,0.046203315
110700,2745,259.89,110600,40,-383.6571681,0.0003,-2.2836012755174226,-383.7,609,114.74153,1.1438155,106.9361,108.13097,0.075001836,9.067559,0.046781987
110800,2747,259.89,110700,40,-383.6571681,0.0003,-2.2836012755174226,-383.7,609,116.84581,1.188601,9.831978,12.914377,-1.5453852,17.596615,0.04724536
110900,2750,259.89,110800,40,-383.55305161999996,0.0003,-2.2832542205615627,-383.6,610,118.200676,1.0755627,7.246231,7.8851438,0.41222212,9.326358,0.047894254
111000,2752,259.89,110900,40,-383.55305161999996,0.0003,-2.2832542205615627,-383.6,610,122.75386,0.8683517,164.80075,167.05283,0.23300582,28.865387,0.048040744
111100,2754,259.89,111000,40,-383.55305161999996,0.0003,-2.2832542205615627,-383.6,610,127.91696,0.78377324,182.43153,195.45775,1.1735129,27.814352,0.048029646
111200,2757,259.89,111100,40,-377.90345028,0.0003,-2.264422216062127,-377.9,611,131.41205,0.799119,671.58813,763.8115,3.0979726,51.496765,0.04788447
111300,2759,258.53,111200,40,-382.75338079,0.0003,-2.3109359142369135,-382.8,612,116.75514,1.2201159,2.6075532,3.1193926,-0.12388262,12.879299,0.048082877
111400,2762,258.53,111300,40,-382.75338079,0.0003,-2.3109359142369135,-382.8,612,118.83718,1.3976388,8.307825,5.323455,-3.9048905,1.2588785,0.048417717
111500,2764,258.53,111400,40,-382.75338079,0.0003,-2.3109359142369135,-382.8,612,117.85794,1.1201378,101.964806,106.36666,0.97711706,3.6471643,0.04881864
111600,2767,259.29,111500,40,-377.6516774700001,0.0003,-2.283508916246557,-377.7,613,122.65474,0.9418394,27.060373,32.222656,0.7107581,13.619707,0.04853485
111700,2769,259.29,111600,40,-377.6516774700001,0.0003,-2.283508916246557,-377.7,613,116.22482,1.338773,2.0929317,5.7650476,-2.1622257,2.1111336,0.04850539
111800,2772,259.29,111700,40,-377.6516774700001,0.0003,-2.283508916246557,-377.7,613,126.65822,0.7766238,52.901215,70.04952,-0.9472384,33.390995,0.048264485
111900,2774,259.29,111800,40,-376.9655701500001,0.0003,-2.2812218918255605,-377.0,614,114.64395,0.8121965,10.109983,18.400118,1.6673435,4.1769204,0.04840509
112000,2777,259.29,111900,40,-376.9655701500001,0.0003,-2.2812218918255605,-377.0,614,117.08709,0.8453233,12.324265,13.07682,-1.7029743,12.659703,0.048312668
112100,2779,259.29,112000,40,-376.9655701500001,0.0003,-2.2812218918255605,-377.0,614,121.507324,1.0407779,35.640034,44.774944,0.2171036,47.0647,0.048035428
112200,2782,259.29,112100,40,-376.88760078,0.0003,-2.2809619939284165,-376.9,615,120.58089,1.0891457,25.78717,16.38939,0.32992733,48.36548,0.048303604
112300,2784,259.29,112200,40,-376.88760078,0.0003,-2.2809619939284165,-376.9,615,117.18689,0.63711727,7.7472143,9.303607,1.3588431,10.567683,0.048942674
112400,2787,259.29,112300,40,-376.88760078,0.0003,-2.2809619939284165,-376.9,615,119.044624,1.2288347,6.5904646,5.258806,-1.5232009,5.6989965,0.048859
112500,2789,260.83,112400,40,-378.33742361,0.0003,-2.2606985864875457,-378.3,616,118.36827,0.7589532,32.04535,59.818974,0.7073418,12.617363,0.048871
112600,2792,260.83,112500,40,-378.33742361,0.0003,-2.2606985864875457,-378.3,616,120.1907,0.8317205,32.05701,75.29494,-0.16022646,20.072174,0.049056813
112700,2794,260.83,112600,40,-378.33742361,0.0003,-2.2606985864875457,-378.3,616,118.46008,0.96903586,22.441725,23.080091,-0.4802033,10.582083,0.04857976
112800,2796,263.4,112700,40,-373.1417301700001,0.0003,-2.1210612735814376,-373.1,617,123.95819,0.84561026,31.574444,29.674225,0.6045748,15.687271,0.048277065
112900,2799,261.11,112800,40,-378.38550612000006,0.0003,-2.205358345826548,-378.4,618,120.019264,1.0100639,29.118198,34.092644,0.91747373,6.454439,0.048405446
113000,2801,261.11,112900,40,-378.38550612000006,0.0003,-2.205358345826548,-378.4,618,112.6749,1.4552395,36.994446,37.5952,-0.97787935,2.0828443,0.048623122
113100,2804,261.11,113000,40,-378.38550612000006,0.0003,-2.205358345826548,-378.4,618,122.190414,1.0660999,165.3012,49.631035,-0.47626153,64.573845,0.04815798
113200,2807,261.11,113100,40,-380.37558125000004,0.0003,-2.2119919295269566,-380.4,619,114.34774,1.0264407,3.0014105,7.5528183,-2.2623477,1.8869528,0.048015416
113300,2809,261.11,113200,40,-380.37558125000004,0.0003,-2.2119919295269566,-380.4,619,120.75269,1.0691321,44.012707,43.253784,0.08588076,24.543259,0.047918916
113400,2812,261.11,113300,40,-380.37558125000004,0.0003,-2.2119919295269566,-380.4,619,115.22081,0.93688357,286.24854,271.21765,-0.81262296,9.594589,0.04752342
113500,2814,261.11,113400,40,-378.92860729000006,0.0003,-2.2071686830002384,-378.9,620,117.997375,0.94961065,10.456044,11.185053,0.5742849,7.6809473,0.04747614
113600,2817,261.11,113500,40,-378.92860729000006,0.0003,-2.2071686830002384,-378.9,620,124.76948,1.1023657,73.95363,62.2327,1.623517,28.756592,0.047228705
113700,2819,261.11,113600,40,-378.92860729000006,0.0003,-2.2071686830002384,-378.9,620,118.629684,0.82865345,183.59186,132.93793,-0.30788657,12.850056,0.046757434
113800,2821,261.11,113700,40,-373.43374236000005,0.0003,-2.188852466619841,-373.4,621,124.584885,1.1707742,583.58856,539.7579,0.9808202,7.8363237,0.046052273
113900,2824,261.11,113800,40,-373.43374236000005,0.0003,-2.188852466619841,-373.4,621,118.71178,0.6655402,1052.4724,921.2088,-1.6714067,4.9327335,0.045741297
114000,2826,261.11,113900,40,-373.43374236000005,0.0003,-2.188852466619841,-373.4,621,115.23102,1.2199924,9.553388,10.230499,-1.449072,51.74618,0.045398604
114100,2829,260.82,114000,40,-373.32243996000005,0.0003,-2.244014364427911,-373.3,623,115.26144,1.1295879,7.7522306,4.527685,-0.9756693,9.765814,0.04496628
114200,2831,260.82,114100,40,-373.32243996000005,0.0003,-2.244014364427911,-373.3,623,115.73624,1.0886111,15.033556,56.360275,-1.524008,11.239221,0.044285104
114300,2834,260.82,114200,40,-373.32243996000005,0.0003,-2.244014364427911,-373.3,623,119.479546,0.90493214,129.62164,133.50488,-0.79118913,2.9760516,0.043723725
114400,2837,260.82,114300,40,-374.78892072,0.0003,-2.2489026336283353,-374.8,624,120.01244,0.90592116,1.9123814,4.9162097,-1.4932764,10.249971,0.043396268
114500,2839,260.82,114400,40,-374.78892072,0.0003,-2.2489026336283353,-374.8,624,115.65387,0.7808708,1376.4796,1454.3632,0.87801874,3.1382172,0.042994924
114600,2841,260.82,114500,40,-374.78892072,0.0003,-2.2489026336283353,-374.8,624,124.90158,1.0176706,311.67175,338.10095,-1.4607716,14.26311,0.042040452
114700,2844,263.07,114600,40,-369.13345201,0.0003,-2.1666979197368885,-369.1,625,116.61703,1.0431004,144.67268,142.70294,-1.6322641,4.4765186,0.041199777
114800,2846,263.07,114700,40,-369.13345201,0.0003,-2.1666979197368885,-369.1,625,119.98001,0.6611538,158.37169,164.1526,1.2374516,6.9509306,0.04059506
114900,2849,263.07,114800,40,-369.13345201,0.0003,-2.1666979197368885,-369.1,625,117.88901,0.70983195,6.9564857,6.277308,-0.11602433,4.9007587,0.040032122
115000,2851,265.54,114900,40,-363.7292226199999,0.0003,-2.0531543040001274,-363.7,626,113.72742,0.8590931,3.0198045,4.0883684,-1.920574,6.607409,0.03994834
115100,2854,265.54,115000,40,-363.7292226199999,0.0003,-2.0531543040001274,-363.7,626,117.58177,0.90586656,39.78602,29.180119,2.240527,14.401201,0.03989172
115200,2856,264.47,115100,40,-371.97994514,0.0003,-2.0989084191891876,-372.0,627,120.69162,0.8980163,11.672414,12.411385,-0.63325053,8.26915,0.03996266
115300,2859,264.47,115200,40,-371.97994514,0.0003,-2.0989084191891876,-372.0,627,115.42512,0.8064486,3.8999279,9.190988,-0.72059214,7.6449122,0.03997252
115400,2861,264.47,115300,40,-371.97994514,0.0003,-2.0989084191891876,-372.0,627,124.11568,0.8447452,94.51527,96.05377,2.278294,8.550669,0.039934285
115500,2864,264.47,115400,40,-370.94159814,0.0003,-2.0954472625094978,-370.9,628,114.02222,1.0548064,15.547433,19.28295,-1.5158004,3.397863,0.03986049
115600,2866,263.11,115500,40,-370.6384588,0.0003,-2.2248569187529754,-370.6,629,115.264465,0.5450218,4.2954764,4.532194,0.12453729,17.167845,0.039859664
115700,2869,263.11,115600,40,-370.6384588,0.0003,-2.2248569187529754,-370.6,629,115.9897,0.80469203,21.021759,24.906319,-0.42727304,20.470404,0.03979381
115800,2871,263.11,115700,40,-370.6384588,0.0003,-2.2248569187529754,-370.6,629,117.38725,0.5907681,12.734127,9.647993,0.9497377,5.215416,0.039604165
115900,2874,265.63,115800,40,-365.6699256499999,0.0003,-2.1011532172962153,-365.7,630,118.8788,0.78940177,15.992708,14.894614,1.4726602,10.356426,0.039104655
116000,2876,263.65,115900,40,-369.63828679,0.0003,-2.1554597320741893,-369.6,631,120.45542,1.1002269,218.40402,223.64308,-0.48676777,40.261616,0.038609076
116100,2879,263.65,116000,40,-369.63828679,0.0003,-2.1554597320741893,-369.6,631,115.07693,1.1518054,7.8279395,5.052903,-0.77751315,10.824173,0.03827734
116200,2881,263.65,116100,40,-369.63828679,0.0003,-2.1554597320741893,-369.6,631,115.21292,0.8446902,25.054537,59.588604,1.5101159,8.900276,0.038143955
116300,2884,266.16,116200,40,-364.2743638,0.0003,-2.0321688966148814,-364.3,632,120.15387,0.85092926,8.269391,12.613514,4.257835,11.516202,0.038611826
116400,2886,266.16,116300,40,-364.2743638,0.0003,-2.0321688966148814,-364.3,632,115.412834,0.75563526,108.06989,109.51344,2.3686278,5.985052,0.038919266
116500,2889,266.16,116400,40,-364.2743638,0.0003,-2.0321688966148814,-364.3,632,115.002335,0.96084917,1.7539324,3.0099099,1.2492337,1.5401071,0.038941395
116600,2892,266.16,116500,40,-362.63917685,0.0003,-2.026718273455274,-362.6,633,111.09555,1.2512895,1961.3301,2029.0096,-0.9829651,3.415571,0.03917891
116700,2894,266.16,116600,40,-362.63917685,0.0003,-2.026718273455274,-362.6,633,113.15861,0.9142294,1277.3236,1171.3254,-1.5177815,1.3078569,0.03915596
116800,2897,266.16,116700,40,-362.63917685,0.0003,-2.026718273455274,-362.6,633,110.90059,0.7712653,1013.74603,957.9413,0.38455606,7.8819513,0.03919686
116900,2899,266.74,116800,40,-356.89255796,0.0003,-2.002199901131428,-356.9,634,116.56442,0.85237396,2.1825824,1.8224741,-1.1174031,3.3001769,0.038972482
117000,2902,266.74,116900,40,-356.89255796,0.0003,-2.002199901131428,-356.9,634,118.26677,1.0483258,36.23259,34.823425,-1.1113799,32.897232,0.03906605
117100,2904,266.74,117000,40,-356.89255796,0.0003,-2.002199901131428,-356.9,634,112.68291,1.3014016,7.9736786,16.955633,-2.8342485,13.214729,0.039036896
117200,2906,264.31,117100,40,-362.8511897899999,0.0003,-2.1174069852064132,-362.9,636,116.36508,0.64945626,12.219419,10.901867,0.7118447,3.0797954,0.03876941
117300,2909,264.31,117200,40,-362.8511897899999,0.0003,-2.1174069852064132,-362.9,636,114.649925,1.2548702,3.1823878,2.443685,1.075765,4.2489185,0.03865888
117400,2912,264.31,117300,40,-362.8511897899999,0.0003,-2.1174069852064132,-362.9,636,117.53674,0.90367925,19.85781,10.32364,-3.4816718,10.082374,0.03844558
117500,2914,265.55,117400,40,-357.3771301499999,0.0003,-2.083892538859407,-357.4,637,120.20288,0.83991563,18.334808,5.13332,1.0687757,19.585712,0.03844129
117600,2917,265.55,117500,40,-357.3771301499999,0.0003,-2.083892538859407,-357.4,637,114.18678,0.69318724,7.3233423,3.3409328,0.8633671,5.856967,0.038434114
117700,2919,265.55,117600,40,-357.3771301499999,0.0003,-2.083892538859407,-357.4,637,113.57024,0.7960405,8.049842,10.217588,-0.082803965,7.6863728,0.038713742
117800,2922,265.55,117700,40,-357.12084770999996,0.0003,-2.0830382640684246,-357.1,638,114.82115,0.872522,2.7315888,2.9633539,-0.26977324,5.441462,0.038173005
117900,2924,265.55,117800,40,-357.12084770999996,0.0003,-2.0830382640684246,-357.1,638,113.97438,0.7020504,6.3087797,8.495935,0.5158235,5.916418,0.037985004
118000,2926,265.55,117900,40,-357.12084770999996,0.0003,-2.0830382640684246,-357.1,638,110.940186,1.018788,2.6853971,2.802846,-0.57112443,1.8966956,0.037881322
118100,2929,267.01,118000,40,-349.46876012,0.0003,-2.029682934385737,-349.5,639,112.73128,0.8876215,8.904192,7.551839,-0.68110096,20.340862,0.038050085
118200,2932,267.01,118100,40,-349.46876012,0.0003,-2.029682934385737,-349.5,639,111.76052,1.0073512,46.54206,52.93584,0.23376101,2.1970892,0.038040485
118300,2934,267.01,118200,40,-349.46876012,0.0003,-2.029682934385737,-349.5,639,109.94211,0.6238767,123.04339,103.9321,-0.9673146,2.254517,0.037938185
118400,2937,267.01,118300,40,-349.38159581999986,0.0003,-2.0293923867317045,-349.4,640,116.9966,0.9932476,36.128265,23.97837,-0.90894634,32.743244,0.03789911
118500,2939,267.01,118400,40,-349.38159581999986,0.0003,-2.0293923867317045,-349.4,640,112.44909,0.66403556,2.1471152,9.37528,0.06603876,6.510026,0.037823882
118600,2941,267.01,118500,40,-349.38159581999986,0.0003,-2.0293923867317045,-349.4,640,111.06529,0.87199205,2.658258,1.9728677,-1.5660981,7.1822224,0.0378716
118700,2944,267.01,118600,40,-349.47816330999996,0.0003,-2.0297142783683544,-349.5,641,109.750626,1.0608289,91.08548,93.12698,0.55873775,3.3829572,0.03771566
118800,2946,267.01,118700,40,-349.47816330999996,0.0003,-2.0297142783683544,-349.5,641,118.83518,0.34466162,157.92216,149.76917,2.5084705,77.910385,0.03785228
118900,2949,267.01,118800,40,-349.47816330999996,0.0003,-2.0297142783683544,-349.5,641,113.81148,0.76539385,5.451201,21.669125,-0.6359507,8.401344,0.037936464
119000,2951,267.01,118900,40,-348.89369119999986,0.0003,-2.0277660379950704,-348.9,642,118.55116,0.91626877,372.9401,402.91037,1.2567866,51.23101,0.038150422
119100,2954,267.01,119000,40,-348.89369119999986,0.0003,-2.0277660379950704,-348.9,642,113.05831,0.9837116,28.242739,27.681122,0.90416014,30.758652,0.038779803
119200,2956,267.01,119100,40,-348.89369119999986,0.0003,-2.0277660379950704,-348.9,642,117.99559,0.69996077,196.12314,185.56593,1.4522717,6.2391214,0.039284505
119300,2959,267.01,119200,40,-348.9929297899999,0.0003,-2.028096833292594,-349.0,643,111.64671,0.9250691,13.280893,11.410715,-1.3868057,3.612598,0.039618038
119400,2961,267.01,119300,40,-348.9929297899999,0.0003,-2.028096833292594,-349.0,643,110.70386,1.1071122,487.47177,494.62372,-1.9353194,8.143348,0.039687313
119500,2964,267.01,119400,40,-348.9929297899999,0.0003,-2.028096833292594,-349.0,643,117.48767,0.8754164,24.272636,31.527657,-0.6728772,23.266275,0.03950162
119600,2966,266.55,119500,40,-355.0823557399999,0.0003,-2.052867049786047,-355.1,644,111.28942,0.77709454,6.6990733,5.426256,-1.5416936,4.6514025,0.03941228
119700,2969,266.55,119600,40,-355.0823557399999,0.0003,-2.052867049786047,-355.1,644,111.02486,0.93348837,448.9088,414.4685,-0.21277052,7.5247755,0.039301705
119800,2971,266.55,119700,40,-355.0823557399999,0.0003,-2.052867049786047,-355.1,644,111.53287,0.77618855,4.4645224,5.1493654,0.99443007,1.1384807,0.039065883
119900,2973,266.55,119800,40,-345.34078995999994,0.0003,-2.0203951639342765,-345.3,645,116.320045,1.0148447,1894.241,1894.9829,0.323094,2.906817,0.039069142
120000,2976,266.55,119900,40,-345.34078995999994,0.0003,-2.0203951639342765,-345.3,645,124.02957,0.97760236,298.2421,303.991,0.13725024,35.18475,0.03890109
120100,2979,266.55,120000,40,-345.34078995999994,0.0003,-2.0203951639342765,-345.3,645,116.085464,0.7647698,382.9322,300.01993,-0.42633826,4.6215935,0.039360836
120200,2981,267.26,120100,40,-339.96424856,0.0003,-1.9952840057787276,-340.0,646,112.33353,0.70046306,65.01113,91.11263,-0.35127512,11.665073,0.03967475
120300,2984,267.26,120200,40,-339.96424856,0.0003,-1.9952840057787276,-340.0,646,112.82006,0.7541896,64.53019,55.749878,0.7295371,21.307087,0.040305495
120400,2986,267.26,120300,40,-339.96424856,0.0003,-1.9952840057787276,-340.0,646,111.39267,0.83994466,5.2523193,11.362385,0.92205435,4.197774,0.040497392
120500,2989,267.26,120400,40,-340.34209329,0.0003,-1.9965434881704027,-340.3,647,111.2509,1.100575,9.880046,27.351051,0.20037806,11.836684,0.04081562
120600,2991,267.26,120500,40,-340.34209329,0.0003,-1.9965434881704027,-340.3,647,116.19263,1.0974979,106.16316,103.608696,-0.78863746,13.41748,0.040672425
120700,2994,267.26,120600,40,-340.34209329,0.0003,-1.9965434881704027,-340.3,647,110.750916,1.324876,2.2868476,2.634439,-1.7842978,1.9322027,0.040099446
120800,2996,267.26,120700,40,-340.45443865,0.0003,-1.9969179727144017,-340.5,648,111.07594,1.2288712,7.220456,10.637749,0.040778518,9.52596,0.03971289
120900,2999,267.26,120800,40,-340.45443865,0.0003,-1.9969179727144017,-340.5,648,109.24692,0.77970177,7.091156,3.7492979,0.036236882,4.5176525,0.039738055
121000,3001,267.26,120900,40,-340.45443865,0.0003,-1.9969179727144017,-340.5,648,111.687614,1.0762196,5.3221626,9.230358,-1.8316778,9.164014,0.039612047
121100,3004,267.26,121000,40,-340.4734493200001,0.0003,-1.9969813416060782,-340.5,649,110.927765,0.8729453,6.158434,6.5255256,1.0657127,2.3748116,0.039095547
121200,3006,267.26,121100,40,-340.4734493200001,0.0003,-1.9969813416060782,-340.5,649,113.559814,0.79048216,27.58641,27.036648,1.1344539,3.8205233,0.038592428
121300,3009,267.26,121200,40,-340.4734493200001,0.0003,-1.9969813416060782,-340.5,649,111.032715,0.8367948,68.399635,36.135067,0.25674003,24.765995,0.038689815
121400,3011,267.26,121300,40,-340.3248289300001,0.0003,-1.9964859403339004,-340.3,650,115.662445,1.0439422,190.7021,218.54367,-1.9788733,25.340935,0.038991526
121500,3014,267.89,121400,40,-340.47891770000007,0.0003,-1.9601538828954423,-340.5,651,115.102554,0.8767928,1445.9484,1349.8135,0.34772784,8.328798,0.039008457
121600,3017,267.89,121500,40,-340.47891770000007,0.0003,-1.9601538828954423,-340.5,651,107.803665,1.1221824,1.8659679,2.177785,-0.9345769,0.3042395,0.039361984
121700,3019,267.89,121600,40,-340.47891770000007,0.0003,-1.9601538828954423,-340.5,651,110.80354,0.88288015,8.761711,8.579878,0.54330367,2.051048,0.0394422
121800,3021,267.89,121700,40,-340.58016840999994,0.0003,-1.960491385249826,-340.6,652,109.24707,1.1774492,3.0380406,2.704173,-2.5597656,5.2193737,0.03972036
121900,3024,267.89,121800,40,-340.58016840999994,0.0003,-1.960491385249826,-340.6,652,114.96209,0.8984084,14.199878,14.830614,1.5555058,3.8198357,0.03948307
122000,3026,267.89,121900,40,-340.58016840999994,0.0003,-1.960491385249826,-340.6,652,110.97273,1.2438198,11.90531,15.9256,1.1662536,2.8180099,0.039222598
122100,3029,267.89,122000,40,-340.03907906,0.0003,-1.9586877541085406,-340.0,653,108.57357,0.98916113,91.13323,87.95242,-0.054354653,3.5792713,0.038852505
122200,3031,266.14,122100,40,-345.21088500999997,0.0003,-2.0056355663841297,-345.2,654,112.01557,0.8360269,7.0817842,20.239,1.4859998,33.557346,0.03874085
122300,3034,266.14,122200,40,-345.21088500999997,0.0003,-2.0056355663841297,-345.2,654,114.716675,1.0690333,48.90285,46.423454,0.014504433,30.946266,0.03880632
122400,3036,266.14,122300,40,-345.21088500999997,0.0003,-2.0056355663841297,-345.2,654,108.048004,1.1306992,9.378937,8.634319,-2.275805,5.1211305,0.038796373
