% time spent exploring,episodes,mean 100 episode reward,mean 100 episode reward per step,steps
70,313,-616.7,-19.46971492795767,15200
70,315,-616.9,-19.41010529577124,15300
69,319,-616.2,-20.06934855590861,15400
69,322,-616.0,-20.056163875451013,15500
69,324,-615.7,-20.28984260578078,15600
69,327,-615.5,-20.426892610982275,15700
69,328,-615.4,-20.41386248693319,15800
68,329,-615.1,-20.407730740799817,15900
68,330,-615.2,-20.256897180020598,16000
68,332,-615.4,-20.150693741692738,16100
68,332,-615.4,-20.150693741692738,16200
68,333,-615.9,-19.986634807189837,16300
67,334,-615.8,-19.995293150002567,16400
67,336,-616.4,-19.728282597383252,16500
67,338,-616.6,-19.364599239055412,16600
67,339,-616.8,-19.263157797434122,16700
67,341,-616.4,-19.25107513056272,16800
66,343,-616.9,-18.845540924904196,16900
66,345,-616.4,-18.92129674657036,17000
66,347,-616.5,-18.91312114985899,17100
66,350,-616.5,-18.793301137308234,17200
66,354,-616.6,-18.57930077292425,17300
65,357,-616.2,-18.793983006718065,17400
65,360,-616.3,-18.520033915361395,17500
65,365,-615.7,-19.473061600628412,17600
65,366,-615.5,-19.52855769968234,17700
65,368,-616.0,-19.09597315537718,17800
64,368,-616.0,-19.09597315537718,17900
64,368,-616.0,-19.09597315537718,18000
64,369,-616.6,-19.070049802346393,18100
64,371,-616.8,-19.1933355260354,18200
64,372,-616.9,-19.062506387144555,18300
63,374,-616.9,-19.008605555931332,18400
63,376,-617.0,-19.110685086582617,18500
63,377,-617.0,-19.076451169543017,18600
63,378,-617.2,-19.030528743577417,18700
63,380,-617.5,-19.046464756211407,18800
62,381,-617.8,-19.03132897486885,18900
62,385,-617.7,-18.932698771539187,19000
62,387,-617.4,-19.10231281581697,19100
62,389,-618.0,-18.680014220269,19200
62,391,-618.0,-18.701258174977585,19300
61,395,-618.0,-18.796888082314595,19400
61,400,-617.6,-19.506931400313963,19500
61,402,-617.8,-19.232007901205293,19600
61,404,-618.0,-19.27259354678286,19700
61,406,-618.1,-19.168913251492285,19800
60,409,-618.0,-19.208581061767195,19900
60,410,-618.3,-18.97924784045255,20000
60,410,-618.3,-18.97924784045255,20100
60,410,-618.3,-18.97924784045255,20200
60,411,-619.4,-18.593750028708605,20300
60,411,-619.4,-18.593750028708605,20400
59,413,-620.1,-18.26974328504676,20500
59,415,-620.0,-18.30786050710049,20600
59,415,-620.0,-18.30786050710049,20700
59,418,-620.5,-17.82920262756793,20800
59,420,-620.6,-17.63931940441659,20900
58,424,-620.5,-17.79179469950845,21000
58,426,-620.7,-17.535078161452997,21100
58,430,-619.6,-18.35256236563794,21200
58,434,-618.6,-19.240145759411867,21300
58,436,-618.4,-19.26006316011327,21400
57,439,-618.3,-19.683769236515783,21500
57,442,-618.2,-19.949184841193347,21600
57,444,-618.0,-20.12016305737645,21700
57,447,-617.9,-20.273322013742167,21800
57,449,-617.9,-20.239288928872558,21900
56,454,-617.8,-20.551722824997068,22000
56,456,-617.8,-20.474805390501615,22100
56,458,-618.1,-20.22186535562413,22200
56,460,-618.3,-20.05534151978298,22300
56,463,-618.4,-19.65570830469936,22400
55,466,-618.5,-19.544422482192406,22500
55,469,-617.1,-20.01899985367354,22600
55,470,-616.6,-20.030534474829874,22700
55,473,-616.2,-20.48890990414206,22800
55,477,-615.9,-20.931662369497793,22900
54,481,-614.6,-21.688960670072266,23000
54,482,-615.0,-21.592765174378517,23100
54,486,-615.1,-21.711188432132197,23200
54,488,-614.8,-21.78952337810909,23300
54,488,-614.8,-21.78952337810909,23400
53,488,-614.8,-21.78952337810909,23500
53,489,-609.7,-21.536700245088223,23600
53,492,-610.0,-21.492875664892768,23700
53,496,-610.0,-21.468354002265947,23800
53,500,-610.0,-21.31186841026082,23900
52,501,-609.9,-21.507187516400254,24000
52,502,-610.2,-21.432410085371156,24100
52,504,-610.0,-21.31626323964808,24200
52,505,-609.9,-21.3435742034286,24300
52,505,-609.9,-21.3435742034286,24400
51,505,-609.9,-21.3435742034286,24500
51,506,-604.8,-20.93435313913358,24600
51,506,-604.8,-20.93435313913358,24700
51,506,-604.8,-20.93435313913358,24800
51,507,-599.7,-20.55631143374511,24900
51,508,-600.2,-20.403278455887293,25000
50,508,-600.2,-20.403278455887293,25100
50,509,-601.2,-20.348614009627585,25200
50,510,-601.0,-20.352377100103848,25300
50,510,-601.0,-20.352377100103848,25400
50,514,-599.7,-20.688851683695194,25500
49,516,-599.2,-21.051152945313305,25600
49,519,-599.1,-21.25722288299282,25700
49,522,-599.1,-21.471227207149646,25800
49,526,-598.8,-21.728441778692964,25900
49,529,-598.9,-21.517016328465164,26000
48,532,-599.2,-21.39542341215983,26100
48,535,-599.0,-21.59970539340369,26200
48,538,-599.0,-21.515120535391425,26300
48,539,-599.1,-21.402197328346762,26400
48,540,-599.4,-21.24767008014096,26500
47,542,-599.6,-21.105968167696947,26600
47,544,-599.5,-21.026046210918885,26700
47,545,-599.6,-20.93587518969318,26800
47,547,-599.7,-20.72920403807775,26900
47,547,-599.7,-20.72920403807775,27000
46,548,-600.2,-20.55481828104551,27100
46,549,-600.1,-20.581845619945405,27200
46,550,-600.6,-20.49657739850925,27300
46,550,-600.6,-20.49657739850925,27400
46,553,-601.0,-19.93077276455792,27500
45,553,-601.0,-19.93077276455792,27600
45,555,-601.2,-19.796431063329862,27700
45,556,-601.2,-19.73441010694312,27800
45,559,-601.0,-19.886219367467845,27900
45,564,-600.8,-20.53792053219803,28000
44,566,-600.8,-20.482053551166096,28100
44,569,-600.9,-20.419590808096242,28200
44,572,-600.7,-20.581603188479434,28300
44,576,-600.8,-20.2363140372719,28400
44,577,-600.9,-20.219615675969273,28500
43,578,-601.0,-20.14298348292975,28600
43,580,-601.2,-19.6520104341983,28700
43,582,-600.9,-19.676209694480246,28800
43,583,-600.9,-19.574904159747472,28900
43,584,-600.8,-19.544831104621732,29000
42,584,-600.8,-19.544831104621732,29100
42,585,-601.5,-19.331936883901573,29200
42,585,-601.5,-19.331936883901573,29300
42,587,-602.1,-18.92398586160071,29400
42,588,-602.2,-18.6150052196775,29500
41,589,-607.3,-18.814623763429573,29600
41,590,-607.0,-18.835390843487605,29700
41,592,-607.2,-18.524435800835484,29800
41,593,-607.1,-18.47497888482406,29900
41,594,-607.4,-18.313596130388465,30000
41,597,-607.5,-17.783755550429916,30100
40,599,-607.7,-17.4467561468723,30200
40,600,-607.8,-17.392433950190302,30300
40,604,-607.3,-17.567627954487016,30400
40,605,-607.5,-17.49299873258857,30500
40,609,-616.1,-18.870971648287895,30600
39,611,-615.5,-19.076987466938174,30700
39,614,-615.5,-19.264931566261467,30800
39,616,-615.6,-18.91981394318827,30900
39,619,-615.5,-19.229493800069054,31000
39,621,-615.5,-19.071615073884896,31100
38,622,-615.6,-18.723077121658957,31200
38,624,-615.8,-18.547717101668248,31300
38,625,-615.9,-18.29394280753613,31400
38,627,-615.9,-18.354775839449307,31500
38,627,-615.9,-18.354775839449307,31600
37,627,-615.9,-18.354775839449307,31700
37,631,-610.7,-17.80518758807671,31800
37,633,-610.9,-17.54216508762547,31900
37,634,-611.1,-17.168847479360476,32000
37,639,-610.7,-17.680931634752532,32100
36,640,-610.7,-17.68273011285525,32200
36,643,-610.2,-17.81078460690665,32300
36,645,-610.4,-17.77228060130959,32400
36,648,-610.0,-18.350653626640337,32500
36,652,-608.9,-19.159546700119662,32600
35,656,-608.5,-19.725992116602345,32700
35,658,-608.6,-19.72223450406956,32800
35,660,-608.6,-19.571782438191764,32900
35,664,-608.8,-19.14498678789892,33000
35,666,-608.8,-19.100130721121136,33100
34,669,-608.6,-19.63122635371678,33200
34,670,-608.8,-19.467042212006525,33300
34,672,-608.9,-19.479201738061768,33400
34,675,-608.8,-19.592772399045078,33500
34,678,-608.6,-19.583785569376445,33600
33,682,-608.4,-19.98405128563245,33700
33,686,-607.2,-20.713806526033842,33800
33,689,-606.8,-21.242065623996616,33900
33,689,-606.8,-21.242065623996616,34000
33,694,-606.7,-22.191002126202342,34100
32,697,-606.7,-22.384414514596802,34200
32,699,-606.6,-22.572656039228928,34300
32,701,-607.0,-22.579230083534142,34400
32,703,-607.0,-22.827447789379576,34500
32,704,-607.1,-22.620182991017362,34600
31,706,-607.1,-22.470579068510087,34700
31,707,-607.2,-22.080938464943028,34800
31,709,-607.3,-21.839952819529536,34900
31,709,-607.3,-21.839952819529536,35000
31,709,-607.3,-21.839952819529536,35100
31,710,-602.0,-21.437032192855778,35200
30,710,-602.0,-21.437032192855778,35300
30,710,-602.0,-21.437032192855778,35400
30,711,-596.9,-21.190206726736303,35500
30,713,-597.0,-20.949103105665596,35600
30,715,-597.2,-20.770188294586244,35700
29,719,-597.1,-20.76773674352277,35800
29,720,-597.2,-20.704070486306957,35900
29,722,-597.4,-20.61420273810605,36000
29,723,-597.6,-20.61033592246574,36100
29,726,-597.4,-21.012962487146503,36200
28,726,-597.4,-21.012962487146503,36300
28,728,-603.0,-20.91405987666165,36400
28,731,-603.1,-20.7548258117719,36500
28,732,-603.3,-20.61441813192362,36600
28,735,-602.7,-21.32932098387723,36700
27,738,-602.9,-20.821824634180352,36800
27,739,-603.0,-20.643545299100904,36900
27,742,-602.8,-20.8920739378819,37000
27,742,-602.8,-20.8920739378819,37100
27,744,-602.7,-20.955341309650294,37200
26,744,-602.7,-20.955341309650294,37300
26,744,-602.7,-20.955341309650294,37400
26,745,-597.6,-20.660145179141516,37500
26,745,-597.6,-20.660145179141516,37600
26,746,-598.0,-20.303801016489288,37700
25,749,-598.0,-20.13764105145831,37800
25,751,-598.2,-19.7910156457512,37900
25,754,-598.3,-19.714461130235183,38000
25,758,-598.1,-20.16350493403161,38100
25,761,-598.1,-20.24498990029314,38200
24,763,-598.3,-20.21470586223593,38300
24,766,-598.4,-20.586136235413402,38400
24,768,-598.6,-19.936051997268642,38500
24,771,-598.2,-20.354152281784852,38600
24,774,-598.3,-20.1550176092282,38700
23,778,-598.2,-20.362336512158784,38800
23,780,-598.2,-20.303897136693937,38900
23,783,-598.4,-19.955199731020425,39000
23,785,-598.2,-20.075831924585206,39100
23,785,-598.2,-20.075831924585206,39200
22,785,-598.2,-20.075831924585206,39300
22,786,-593.2,-19.50292806986222,39400
22,788,-593.3,-19.28011366660427,39500
22,788,-593.3,-19.28011366660427,39600
22,789,-593.7,-19.104548362156,39700
21,789,-593.7,-19.104548362156,39800
21,791,-593.6,-18.858678743614288,39900
21,793,-593.7,-18.28225024241326,40000
21,794,-593.7,-18.16213651925279,40100
21,795,-593.7,-18.075602747901513,40200
21,799,-593.8,-18.08591347282937,40300
20,801,-593.4,-18.236340879052666,40400
20,805,-593.1,-18.683954764531318,40500
20,809,-593.0,-19.283309419028253,40600
20,813,-603.3,-20.445977850628562,40700
20,815,-603.0,-20.673436817901052,40800
19,816,-603.4,-20.50059709037063,40900
19,817,-603.5,-20.329887362775075,41000
19,818,-603.6,-20.091416241560825,41100
19,818,-603.6,-20.091416241560825,41200
19,820,-604.0,-20.02186884744913,41300
18,821,-603.8,-20.046543275996758,41400
18,822,-603.9,-19.960030581332045,41500
18,822,-603.9,-19.960030581332045,41600
18,823,-603.9,-19.9337966529536,41700
18,824,-603.9,-19.84193205403663,41800
17,824,-603.9,-19.84193205403663,41900
17,826,-604.3,-19.457589297903382,42000
17,827,-604.1,-19.459363629813094,42100
17,828,-604.2,-19.45804304595749,42200
17,832,-604.0,-20.118658681275093,42300
16,836,-604.0,-20.175904739679943,42400
16,838,-604.0,-20.163335644879805,42500
16,843,-603.5,-21.167115654232422,42600
16,847,-608.0,-22.00349886501611,42700
16,850,-607.9,-22.263297965896978,42800
15,854,-607.8,-22.77616149298888,42900
15,857,-607.8,-22.411187605544885,43000
15,862,-607.6,-22.761191537536906,43100
15,864,-607.1,-23.170789255728444,43200
15,865,-607.5,-22.820845153872277,43300
14,866,-607.5,-22.402305673460763,43400
14,867,-607.6,-22.374535312173652,43500
14,868,-607.6,-22.274091935390334,43600
14,869,-607.8,-21.868847731844088,43700
14,869,-607.8,-21.868847731844088,43800
13,869,-607.8,-21.868847731844088,43900
13,871,-608.3,-21.657928280240082,44000
13,873,-608.1,-21.64442653079864,44100
13,873,-608.1,-21.64442653079864,44200
13,873,-608.1,-21.64442653079864,44300
12,874,-603.0,-21.241153961545596,44400
12,879,-602.8,-21.540023561030345,44500
12,882,-602.7,-22.11887914105777,44600
12,885,-603.0,-21.814759281811543,44700
12,887,-607.8,-22.40757127879163,44800
11,888,-608.2,-22.25994124179865,44900
11,889,-607.8,-22.267633854386013,45000
11,890,-607.7,-22.28453977745836,45100
11,894,-607.5,-23.04593050909803,45200
11,897,-607.3,-23.213911184837368,45300
11,899,-607.4,-22.775998040543847,45400
10,902,-607.4,-22.847062797328007,45500
10,902,-607.4,-22.847062797328007,45600
10,902,-607.4,-22.847062797328007,45700
10,903,-602.3,-22.247700521617055,45800
10,906,-602.3,-22.275529882245408,45900
9,906,-602.3,-22.275529882245408,46000
9,907,-602.9,-22.175852358471346,46100
9,910,-603.0,-21.877741744351916,46200
9,916,-602.4,-22.715115707397494,46300
9,917,-602.6,-22.720873293413064,46400
8,919,-601.9,-22.961083667073225,46500
8,921,-602.2,-23.080410412447527,46600
8,922,-602.1,-23.09916834101421,46700
8,924,-601.7,-23.191299953833187,46800
8,926,-601.2,-23.521413450262067,46900
7,929,-600.7,-23.871405747069918,47000
7,931,-600.9,-23.32518779891728,47100
7,933,-601.1,-22.964336823934875,47200
7,936,-601.0,-23.186807627863473,47300
7,938,-601.1,-23.109401200717308,47400
6,941,-601.3,-22.53277827344332,47500
6,943,-601.3,-22.409747435324242,47600
6,946,-601.5,-22.192439068073213,47700
6,948,-601.8,-21.672437389076254,47800
6,952,-601.7,-21.58971883860136,47900
5,957,-601.5,-22.126243584927924,48000
5,960,-601.6,-22.20741704070376,48100
5,960,-601.6,-22.20741704070376,48200
5,960,-601.6,-22.20741704070376,48300
5,961,-596.6,-21.643890866439857,48400
4,963,-596.8,-21.20291644401356,48500
4,964,-596.9,-21.08998184735313,48600
4,965,-596.6,-21.099463749226544,48700
4,966,-596.8,-21.06409027492874,48800
4,967,-596.7,-21.114294958983017,48900
3,969,-596.3,-21.368281061633535,49000
3,972,-595.6,-21.602259997453622,49100
3,974,-600.9,-21.95003605308384,49200
3,977,-600.9,-21.908313442183587,49300
3,978,-600.9,-21.788470347229122,49400
2,978,-600.9,-21.788470347229122,49500
2,978,-600.9,-21.788470347229122,49600
2,980,-595.7,-21.47928443491583,49700
2,981,-596.2,-21.16342435825539,49800
2,983,-596.3,-21.06506381510871,49900
2,984,-596.6,-20.914216662040555,50000
2,987,-596.6,-20.99796941753814,50100
2,987,-596.6,-20.99796941753814,50200
2,987,-596.6,-20.99796941753814,50300
2,989,-591.4,-21.22014037026072,50400
2,991,-591.3,-21.37261441097029,50500
2,992,-591.4,-21.28704605181519,50600
2,993,-591.6,-20.92934815029176,50700
2,993,-591.6,-20.92934815029176,50800
2,993,-591.6,-20.92934815029176,50900
2,994,-586.5,-20.48975464664066,51000
2,994,-586.5,-20.48975464664066,51100
2,997,-586.9,-20.666123333974877,51200
2,998,-587.2,-20.58061805478769,51300
2,998,-587.2,-20.58061805478769,51400
2,999,-587.5,-20.424597592828068,51500
2,1000,-587.6,-20.39878644520439,51600
2,1001,-587.7,-20.32615351443161,51700
2,1004,-592.9,-20.24705591013672,51800
2,1006,-593.0,-20.25614967682306,51900
2,1008,-592.4,-20.29940088583873,52000
2,1009,-592.6,-20.197142619836356,52100
2,1012,-592.7,-20.13407035103095,52200
2,1014,-592.9,-19.583792218924046,52300
2,1017,-592.8,-19.386519571986423,52400
2,1018,-592.9,-19.248965127999934,52500
2,1019,-593.1,-19.131668453644316,52600
2,1022,-593.1,-19.042090467201056,52700
2,1024,-593.1,-19.120308707695678,52800
2,1024,-593.1,-19.120308707695678,52900
2,1024,-593.1,-19.120308707695678,53000
2,1026,-587.9,-18.962963885955546,53100
2,1027,-587.7,-19.10032724373538,53200
2,1027,-587.7,-19.10032724373538,53300
2,1028,-588.6,-19.03123723761659,53400
2,1028,-588.6,-19.03123723761659,53500
2,1028,-588.6,-19.03123723761659,53600
2,1029,-583.0,-18.50749030216716,53700
2,1030,-583.0,-18.52338404352208,53800
2,1031,-583.2,-18.475722471037628,53900
2,1033,-583.4,-18.18349788053629,54000
2,1034,-583.6,-18.093847945400242,54100
2,1035,-583.6,-17.86423081254365,54200
2,1035,-583.6,-17.86423081254365,54300
2,1036,-584.4,-17.46100145098201,54400
2,1037,-584.3,-17.48728017630961,54500
2,1037,-584.3,-17.48728017630961,54600
2,1037,-584.3,-17.48728017630961,54700
2,1040,-579.1,-17.426188041413766,54800
2,1042,-579.1,-17.548963845427608,54900
2,1044,-579.3,-17.318835715608778,55000
2,1045,-579.1,-17.309762092269825,55100
2,1046,-579.2,-17.03472238506091,55200
2,1046,-579.2,-17.03472238506091,55300
2,1046,-579.2,-17.03472238506091,55400
2,1047,-573.4,-16.789609766385336,55500
2,1049,-573.4,-16.632705965739003,55600
2,1053,-573.5,-16.511926023163696,55700
2,1055,-573.5,-16.520358345321384,55800
2,1057,-573.9,-15.90036284449693,55900
2,1059,-574.1,-15.500681259200693,56000
2,1059,-574.1,-15.500681259200693,56100
2,1059,-574.1,-15.500681259200693,56200
2,1060,-568.8,-15.289951666849415,56300
2,1062,-573.9,-15.4948092620574,56400
2,1062,-573.9,-15.4948092620574,56500
2,1062,-573.9,-15.4948092620574,56600
2,1063,-568.6,-15.299220914770071,56700
2,1063,-568.6,-15.299220914770071,56800
2,1063,-568.6,-15.299220914770071,56900
2,1064,-563.2,-15.080156839415693,57000
2,1064,-563.2,-15.080156839415693,57100
2,1064,-563.2,-15.080156839415693,57200
2,1065,-557.5,-14.892937069095238,57300
2,1066,-557.3,-14.904213944074607,57400
2,1069,-557.5,-14.890158823010259,57500
2,1070,-557.4,-14.965099238046657,57600
2,1070,-557.4,-14.965099238046657,57700
2,1070,-557.4,-14.965099238046657,57800
2,1072,-552.4,-14.57671706037519,57900
2,1074,-552.4,-14.648642101953106,58000
2,1077,-552.4,-14.56934056618937,58100
2,1078,-552.5,-14.444044502862491,58200
2,1079,-557.9,-14.613343249570697,58300
2,1081,-557.6,-14.627987354944839,58400
2,1083,-557.8,-14.319390792981753,58500
2,1085,-557.5,-14.518874893667746,58600
2,1087,-557.5,-14.266758237728409,58700
2,1088,-562.3,-14.428234659420335,58800
2,1089,-562.4,-14.065982546644305,58900
2,1090,-562.4,-14.037328772241159,59000
2,1090,-562.4,-14.037328772241159,59100
2,1091,-562.9,-13.697636859869338,59200
2,1093,-562.7,-13.846752610103007,59300
2,1093,-562.7,-13.846752610103007,59400
2,1096,-567.9,-14.124584755590572,59500
2,1096,-567.9,-14.124584755590572,59600
2,1096,-567.9,-14.124584755590572,59700
2,1097,-563.0,-13.619502415303012,59800
2,1099,-562.5,-13.946737801271745,59900
2,1101,-562.1,-14.254244082724684,60000
2,1102,-562.1,-14.281881122672518,60100
2,1102,-562.1,-14.281881122672518,60200
2,1102,-562.1,-14.281881122672518,60300
2,1104,-557.1,-13.897814631541404,60400
2,1104,-557.1,-13.897814631541404,60500
2,1104,-557.1,-13.897814631541404,60600
2,1106,-551.4,-13.643844314566822,60700
2,1108,-551.3,-13.863833810963412,60800
2,1109,-551.2,-13.911940422744989,60900
2,1111,-551.3,-13.308957477002233,61000
2,1113,-551.3,-13.508464989972495,61100
2,1113,-551.3,-13.508464989972495,61200
2,1115,-551.6,-13.407329896666864,61300
2,1115,-551.6,-13.407329896666864,61400
2,1117,-552.0,-13.078275561191091,61500
2,1121,-551.6,-13.598539423499405,61600
2,1122,-551.7,-13.572767746636629,61700
2,1125,-556.9,-13.98768174995055,61800
2,1126,-556.9,-13.747680100224441,61900
2,1126,-556.9,-13.747680100224441,62000
2,1126,-556.9,-13.747680100224441,62100
2,1129,-556.6,-13.768263051398204,62200
2,1129,-556.6,-13.768263051398204,62300
2,1129,-556.6,-13.768263051398204,62400
2,1130,-556.5,-13.651514895526256,62500
2,1131,-556.4,-13.623823951357105,62600
2,1131,-556.4,-13.623823951357105,62700
2,1131,-556.4,-13.623823951357105,62800
2,1132,-550.4,-13.425891907925001,62900
2,1133,-550.3,-13.416605491344592,63000
2,1133,-550.3,-13.416605491344592,63100
2,1133,-550.3,-13.416605491344592,63200
2,1134,-544.3,-13.209401642446942,63300
2,1135,-544.4,-13.1451083175516,63400
2,1135,-544.4,-13.1451083175516,63500
2,1135,-544.4,-13.1451083175516,63600
2,1138,-543.5,-13.570659624226924,63700
2,1139,-543.4,-13.60957628492901,63800
2,1141,-543.7,-13.235888070294502,63900
2,1141,-543.7,-13.235888070294502,64000
2,1142,-543.8,-12.953848226294344,64100
2,1142,-543.8,-12.953848226294344,64200
2,1142,-543.8,-12.953848226294344,64300
2,1144,-538.2,-12.825569323667537,64400
2,1144,-538.2,-12.825569323667537,64500
2,1145,-538.6,-12.78225134754206,64600
2,1145,-538.6,-12.78225134754206,64700
2,1146,-538.7,-12.754748342273828,64800
2,1147,-544.6,-12.91999503264949,64900
2,1148,-544.9,-12.893266815109621,65000
2,1151,-545.0,-13.013220872081371,65100
2,1151,-545.0,-13.013220872081371,65200
2,1154,-545.3,-12.819979517980522,65300
2,1155,-545.5,-12.588938599495899,65400
2,1156,-545.2,-12.578442985438954,65500
