% time spent exploring,episodes,mean 100 episode reward,mean 100 episode reward per step,steps
33,725,-613.2,-21.811309367172058,34000
33,726,-613.2,-21.708151472206456,34100
32,727,-613.2,-21.64494330478355,34200
32,727,-613.2,-21.64494330478355,34300
32,728,-613.9,-21.28352436531023,34400
32,730,-613.8,-21.332654782556485,34500
32,730,-613.8,-21.332654782556485,34600
31,730,-613.8,-21.332654782556485,34700
31,731,-615.0,-21.165653507144334,34800
31,733,-615.0,-21.359036715613748,34900
31,737,-614.6,-21.72880534530436,35000
31,740,-614.6,-21.807569596061047,35100
31,744,-614.5,-22.119018438162517,35200
30,747,-614.1,-22.491470136042345,35300
30,751,-613.8,-22.782998518307053,35400
30,753,-612.7,-22.90189262014387,35500
30,757,-612.0,-23.43348954021405,35600
30,759,-611.8,-23.540646205154946,35700
29,762,-611.9,-23.373356542856907,35800
29,766,-611.9,-23.321342973048747,35900
29,769,-611.6,-23.485099577805197,36000
29,772,-611.4,-23.633231603731353,36100
29,778,-611.0,-24.33506895046367,36200
28,781,-610.8,-24.497050684073223,36300
28,784,-610.8,-24.60405822237111,36400
28,787,-610.7,-24.823407765030325,36500
28,789,-610.7,-24.50045475529606,36600
28,793,-610.7,-24.35458855720921,36700
27,795,-610.7,-24.121168870947148,36800
27,798,-610.8,-23.829198451660194,36900
27,800,-610.9,-23.69240692628457,37000
27,803,-610.9,-23.722865954627544,37100
27,806,-611.2,-23.11321362264077,37200
26,812,-611.0,-23.845425648015112,37300
26,814,-610.9,-23.932145710446044,37400
26,819,-610.8,-24.33470532435187,37500
26,821,-611.0,-24.138668263095916,37600
26,823,-611.3,-23.96690601590494,37700
25,826,-611.2,-24.279745368782915,37800
25,829,-610.6,-24.60508120602807,37900
25,832,-609.7,-24.83689953615863,38000
25,836,-609.6,-25.14277873385567,38100
25,841,-609.6,-24.804111687082052,38200
24,843,-609.6,-24.762264424720463,38300
24,845,-609.6,-24.475758806539478,38400
24,848,-609.7,-24.384177559213224,38500
24,851,-609.7,-24.201692781318993,38600
24,852,-609.5,-24.439543507224446,38700
23,855,-609.5,-24.09408864068899,38800
23,856,-609.5,-23.918529695353737,38900
23,858,-609.9,-23.583295359975164,39000
23,860,-609.8,-23.77075125664695,39100
23,861,-609.8,-23.67699004729487,39200
22,862,-610.0,-23.27344789351299,39300
22,865,-610.2,-23.019888337235933,39400
22,868,-610.0,-23.0145132202617,39500
22,870,-610.1,-22.856897528905474,39600
22,873,-609.9,-23.051211105634163,39700
21,876,-610.0,-22.597422194383935,39800
21,878,-610.3,-21.977681913533928,39900
21,884,-610.0,-22.86297613256172,40000
21,885,-610.3,-22.502423683446914,40100
21,889,-610.3,-23.036730018480633,40200
21,891,-610.4,-23.031719759181044,40300
20,895,-610.4,-23.199024748286682,40400
20,898,-610.5,-23.330700717841438,40500
20,900,-610.4,-23.28216381750991,40600
20,905,-610.3,-23.672964225877433,40700
20,908,-610.3,-23.489303436458783,40800
19,912,-610.5,-22.895655445027987,40900
19,916,-610.3,-23.250985840931847,41000
19,919,-610.3,-23.156815101689844,41100
19,919,-610.3,-23.156815101689844,41200
19,919,-610.3,-23.156815101689844,41300
18,921,-604.7,-23.089944773795864,41400
18,924,-604.4,-23.439518754253992,41500
18,926,-604.5,-23.261504794022002,41600
18,929,-604.3,-23.26158172098003,41700
18,931,-604.2,-23.296519295450974,41800
17,931,-604.2,-23.296519295450974,41900
17,931,-604.2,-23.296519295450974,42000
17,933,-599.1,-23.11731868898989,42100
17,936,-599.1,-22.886902202476875,42200
17,940,-599.0,-22.90420560300763,42300
16,944,-598.7,-23.388001521039875,42400
16,948,-598.7,-23.556150766936298,42500
16,951,-598.7,-23.950917896418584,42600
16,954,-598.8,-24.046326354784203,42700
16,958,-598.5,-24.400207526654196,42800
15,959,-598.7,-24.158096975847506,42900
15,961,-598.9,-24.04909572306123,43000
15,965,-598.5,-24.608682507161905,43100
15,969,-598.7,-24.787874684532245,43200
15,971,-598.8,-24.708649055343766,43300
14,973,-598.9,-24.39278071795535,43400
14,976,-599.0,-24.51520951207526,43500
14,980,-598.9,-24.661727123413698,43600
14,983,-599.1,-24.059151221646,43700
14,986,-598.8,-24.100150371072868,43800
13,990,-598.9,-24.029551016035718,43900
13,992,-598.9,-24.060210094844965,44000
13,997,-598.8,-24.219214837961687,44100
13,1001,-598.6,-24.59522011009932,44200
13,1003,-598.7,-24.337692809034458,44300
12,1006,-598.9,-24.130461231889807,44400
12,1007,-598.9,-24.13091836531977,44500
12,1009,-599.1,-23.930126556760055,44600
12,1010,-599.1,-23.848092170649096,44700
12,1015,-599.1,-23.925032478523605,44800
11,1016,-599.3,-23.74983649610984,44900
11,1020,-604.8,-24.123802546093454,45000
11,1023,-604.8,-23.921715518180008,45100
11,1028,-604.7,-24.27844762867993,45200
11,1033,-609.6,-25.07199250218411,45300
11,1036,-609.6,-25.264007336506154,45400
10,1039,-609.8,-24.983571338397468,45500
10,1043,-609.9,-24.790975375520496,45600
10,1046,-610.1,-24.365286492234073,45700
10,1049,-610.0,-24.40396472997339,45800
10,1052,-610.0,-24.0927688268881,45900
9,1054,-610.0,-24.088901140508305,46000
9,1058,-610.2,-24.059286838434,46100
9,1059,-610.2,-24.060346051719833,46200
9,1061,-609.9,-24.207392395979333,46300
9,1063,-610.1,-23.805630834609058,46400
8,1065,-610.0,-23.867165654154142,46500
8,1066,-609.9,-23.818048520383105,46600
8,1066,-609.9,-23.818048520383105,46700
8,1067,-609.9,-23.652013468529248,46800
8,1069,-610.1,-23.265061553239413,46900
7,1072,-609.9,-23.680486320880334,47000
7,1075,-609.8,-23.47103684410772,47100
7,1076,-609.8,-23.4700388485832,47200
7,1080,-609.5,-23.387872796066816,47300
7,1082,-609.6,-23.192657856404235,47400
6,1084,-609.5,-23.238974293567765,47500
6,1087,-609.5,-23.017761661330333,47600
6,1090,-609.7,-22.466392627866547,47700
6,1094,-609.5,-22.63592584397694,47800
6,1097,-609.6,-22.546354881856665,47900
5,1099,-609.8,-22.139972115049854,48000
5,1101,-609.9,-22.17922981739574,48100
5,1103,-610.0,-21.983342300895984,48200
5,1105,-609.9,-22.034926373414976,48300
5,1106,-610.0,-21.826280484410773,48400
4,1109,-609.8,-21.841839560811728,48500
4,1109,-609.8,-21.841839560811728,48600
4,1109,-609.8,-21.841839560811728,48700
4,1111,-604.3,-21.899280110061227,48800
4,1113,-604.5,-21.622720924160554,48900
3,1115,-604.6,-21.605246045911148,49000
3,1118,-604.5,-21.469214842191562,49100
3,1120,-604.3,-21.52089120014716,49200
3,1123,-604.3,-21.080079841240046,49300
3,1124,-604.3,-21.196950958243654,49400
2,1125,-604.3,-21.01760169690402,49500
2,1126,-604.3,-20.696701972345153,49600
2,1129,-604.5,-20.116977758456713,49700
2,1132,-604.5,-20.05568488161598,49800
2,1135,-604.6,-19.786108170637714,49900
2,1139,-604.5,-20.18626372033813,50000
2,1142,-604.5,-20.26680648162131,50100
2,1143,-604.6,-20.083743799700528,50200
2,1145,-604.9,-20.079160724201262,50300
2,1149,-604.6,-20.358195691288422,50400
2,1151,-604.5,-20.202889349288977,50500
2,1152,-604.4,-20.271605592816456,50600
2,1155,-604.1,-20.017029468260805,50700
2,1157,-604.2,-19.7582078995952,50800
2,1160,-603.8,-20.351772747182245,50900
2,1162,-603.9,-20.270729566972065,51000
2,1164,-604.0,-20.574339099949754,51100
2,1167,-604.2,-20.77885753327675,51200
2,1170,-604.2,-20.883554059646933,51300
2,1173,-604.1,-21.12471032479711,51400
2,1175,-604.4,-21.025967238979554,51500
2,1177,-604.4,-21.403189997991415,51600
2,1179,-604.6,-21.237192755436215,51700
2,1179,-604.6,-21.237192755436215,51800
2,1180,-604.6,-20.846626028374654,51900
2,1181,-604.5,-20.78738475818567,52000
2,1186,-604.1,-21.563931699734447,52100
2,1188,-603.9,-21.80249771823619,52200
2,1190,-603.8,-21.38799351026987,52300
2,1191,-603.7,-21.281631085643667,52400
2,1194,-603.7,-20.971674931488177,52500
2,1196,-603.7,-20.73378430503934,52600
2,1199,-603.5,-21.0405305424172,52700
2,1200,-603.3,-21.05705548297269,52800
2,1206,-603.0,-21.856522218194726,52900
2,1206,-603.0,-21.856522218194726,53000
2,1210,-608.4,-22.442416303059318,53100
2,1214,-608.2,-22.518309911407968,53200
2,1217,-608.3,-22.771978396104352,53300
2,1219,-608.4,-22.589466207124264,53400
2,1222,-608.6,-22.531717368271526,53500
2,1224,-608.7,-22.45709836665824,53600
2,1226,-608.8,-22.644415585994217,53700
2,1228,-608.9,-22.47902697429437,53800
2,1232,-608.9,-22.429383740962024,53900
2,1234,-608.8,-22.62446489428202,54000
2,1236,-608.8,-22.276646929413953,54100
2,1237,-608.8,-21.89509019201674,54200
2,1239,-608.7,-21.83989258772164,54300
2,1240,-608.7,-21.60614090549949,54400
2,1242,-608.8,-21.491978901069338,54500
2,1244,-608.3,-21.652841599994648,54600
2,1247,-608.4,-21.328361484956698,54700
2,1249,-608.7,-21.040305287675345,54800
2,1253,-608.8,-21.46126310210191,54900
2,1256,-608.8,-21.79857973973654,55000
2,1259,-608.9,-21.673261129511946,55100
2,1262,-608.8,-21.692023427712197,55200
2,1264,-608.9,-21.292632991765732,55300
2,1266,-609.0,-21.0816152987901,55400
2,1273,-608.6,-22.02245389457554,55500
2,1276,-608.3,-22.429905792935024,55600
2,1281,-608.2,-23.13598339912544,55700
2,1287,-608.1,-23.631290805082298,55800
2,1291,-608.3,-24.31018186940211,55900
2,1294,-608.2,-24.524453951704338,56000
2,1295,-608.1,-24.618901519065084,56100
2,1297,-608.1,-24.403394637538767,56200
2,1298,-608.1,-24.59287219839925,56300
2,1299,-608.1,-24.186455789733202,56400
2,1303,-608.0,-24.228903952022623,56500
2,1305,-608.0,-23.634613066898623,56600
2,1309,-607.6,-23.911714777882562,56700
2,1313,-607.6,-23.72176415101259,56800
2,1313,-607.6,-23.72176415101259,56900
2,1313,-607.6,-23.72176415101259,57000
2,1316,-601.4,-23.825698004633804,57100
2,1319,-601.3,-23.731434036816722,57200
2,1324,-601.0,-24.696560642709727,57300
2,1325,-601.1,-24.690714279938998,57400
2,1327,-601.1,-24.662623785288353,57500
2,1331,-600.9,-24.806332059182758,57600
2,1335,-600.9,-25.096899534189152,57700
2,1340,-600.8,-26.048978919455433,57800
2,1342,-600.8,-26.08069396049424,57900
2,1344,-600.9,-26.13794842269351,58000
2,1344,-600.9,-26.13794842269351,58100
2,1345,-601.4,-26.080788300801807,58200
2,1346,-601.5,-25.900119759765275,58300
2,1349,-601.5,-25.907799426165322,58400
2,1351,-601.6,-25.97027373847311,58500
2,1354,-601.6,-25.940748733858626,58600
2,1355,-601.7,-25.57645363911222,58700
2,1358,-601.5,-25.654879093758826,58800
2,1358,-601.5,-25.654879093758826,58900
2,1360,-601.4,-25.38692306433823,59000
2,1362,-601.5,-25.076631380404592,59100
2,1364,-601.5,-25.065505832874166,59200
2,1366,-601.5,-25.044548058745633,59300
2,1370,-601.6,-24.570635407031663,59400
2,1373,-601.5,-24.06343412589532,59500
2,1375,-601.4,-24.136432462944246,59600
2,1375,-601.4,-24.136432462944246,59700
2,1378,-601.7,-23.802321601337795,59800
2,1379,-601.8,-23.583362641026394,59900
2,1380,-601.8,-23.25184743830491,60000
2,1382,-602.0,-22.975285172176154,60100
2,1385,-602.3,-22.259668624065256,60200
2,1389,-602.3,-22.100694405366603,60300
2,1390,-602.5,-21.87578873887038,60400
2,1395,-602.6,-22.01162507634165,60500
2,1399,-602.6,-22.959571497277043,60600
2,1403,-602.7,-23.215409110705707,60700
2,1406,-602.9,-23.21995333465123,60800
2,1407,-602.8,-23.273215362318126,60900
2,1407,-602.8,-23.273215362318126,61000
2,1407,-602.8,-23.273215362318126,61100
2,1409,-597.6,-22.713249291850456,61200
2,1411,-597.6,-22.29793151428841,61300
2,1413,-597.6,-22.157745424605917,61400
2,1413,-597.6,-22.157745424605917,61500
2,1413,-597.6,-22.157745424605917,61600
2,1414,-604.0,-22.39543010029867,61700
2,1416,-604.0,-21.929464728174686,61800
2,1418,-604.0,-21.9766536323197,61900
2,1420,-603.9,-21.867740496148883,62000
2,1422,-604.0,-21.355714154886762,62100
2,1422,-604.0,-21.355714154886762,62200
2,1422,-604.0,-21.355714154886762,62300
2,1423,-598.7,-20.979742495227068,62400
2,1426,-598.7,-20.93696891939676,62500
2,1429,-598.7,-20.97328024200626,62600
2,1434,-598.8,-21.211874862776416,62700
2,1438,-598.9,-21.009960230925422,62800
2,1441,-598.9,-21.193811190134472,62900
2,1444,-598.9,-21.230469003625462,63000
2,1447,-598.0,-21.521119929832132,63100
2,1447,-598.0,-21.521119929832132,63200
2,1448,-597.9,-21.384389399183117,63300
2,1448,-597.9,-21.384389399183117,63400
2,1450,-597.8,-21.243025859851148,63500
2,1451,-597.8,-21.031486902277113,63600
2,1452,-597.9,-20.945494572560115,63700
2,1453,-597.9,-20.874424105872613,63800
2,1454,-598.1,-20.523816472477023,63900
2,1458,-598.0,-20.944213096813947,64000
2,1460,-598.0,-21.090887066121866,64100
2,1462,-598.0,-21.15061031914752,64200
2,1465,-597.9,-21.457193897661124,64300
2,1470,-597.9,-21.64231177907041,64400
2,1471,-597.9,-21.692302996226992,64500
2,1474,-598.3,-21.620054246311025,64600
2,1475,-598.4,-21.355693487818062,64700
2,1478,-598.2,-21.52652445837183,64800
2,1482,-598.0,-22.09208585378899,64900
2,1483,-598.1,-22.024166511421477,65000
2,1485,-598.1,-21.95838623492332,65100
2,1486,-598.2,-21.68232350245433,65200
2,1489,-598.2,-21.44477906729849,65300
