episodes,mean 100 episode reward per step,% time spent exploring,steps,mean 100 episode reward
1701,-7.433831688551098,2,247500,-463.0
1702,-7.473525284268607,2,247600,-468.7
1703,-7.772592268924938,2,247700,-474.4
1703,-7.772592268924938,2,247800,-474.4
1703,-7.772592268924938,2,247900,-474.4
1704,-7.3730505663485095,2,248000,-468.6
1705,-7.372545794421523,2,248100,-468.7
1707,-7.535463998891025,2,248200,-468.7
1707,-7.535463998891025,2,248300,-468.7
1707,-7.535463998891025,2,248400,-468.7
1708,-7.502233399222071,2,248500,-462.7
1709,-7.514409704929669,2,248600,-462.6
1709,-7.514409704929669,2,248700,-462.6
1711,-7.6106584002823725,2,248800,-462.6
1712,-7.670178307300853,2,248900,-462.3
1713,-7.711417706816051,2,249000,-468.1
1713,-7.711417706816051,2,249100,-468.1
1713,-7.711417706816051,2,249200,-468.1
1714,-7.682694491716718,2,249300,-462.5
1714,-7.682694491716718,2,249400,-462.5
1714,-7.682694491716718,2,249500,-462.5
1716,-7.849764834840513,2,249600,-462.2
1716,-7.849764834840513,2,249700,-462.2
1716,-7.849764834840513,2,249800,-462.2
1717,-7.804259447799438,2,249900,-462.7
1717,-7.804259447799438,2,250000,-462.7
1717,-7.804259447799438,2,250100,-462.7
1718,-7.776597544961974,2,250200,-456.9
1720,-8.07491843612692,2,250300,-462.3
1720,-8.07491843612692,2,250400,-462.3
1721,-8.031010111095057,2,250500,-462.4
1721,-8.031010111095057,2,250600,-462.4
1723,-8.052642054642709,2,250700,-462.1
1723,-8.052642054642709,2,250800,-462.1
1723,-8.052642054642709,2,250900,-462.1
1724,-7.999583969119725,2,251000,-456.6
1724,-7.999583969119725,2,251100,-456.6
1724,-7.999583969119725,2,251200,-456.6
1725,-7.9707984218134325,2,251300,-450.7
1726,-8.20418421088303,2,251400,-450.5
1727,-8.210723459275622,2,251500,-450.5
1727,-8.210723459275622,2,251600,-450.5
1727,-8.210723459275622,2,251700,-450.5
1728,-8.047517769049387,2,251800,-444.8
1728,-8.047517769049387,2,251900,-444.8
1728,-8.047517769049387,2,252000,-444.8
1729,-7.974831381697325,2,252100,-438.9
1729,-7.974831381697325,2,252200,-438.9
1729,-7.974831381697325,2,252300,-438.9
1730,-7.974486070786202,2,252400,-438.8
1730,-7.974486070786202,2,252500,-438.8
1730,-7.974486070786202,2,252600,-438.8
1732,-7.991769672334823,2,252700,-433.1
1733,-7.752200712089375,2,252800,-433.4
1733,-7.752200712089375,2,252900,-433.4
1734,-7.752104914702395,2,253000,-433.3
1735,-7.879727003772488,2,253100,-433.3
1737,-7.802113885035234,2,253200,-433.3
1737,-7.802113885035234,2,253300,-433.3
1737,-7.802113885035234,2,253400,-433.3
1738,-7.74687084428572,2,253500,-427.5
1738,-7.74687084428572,2,253600,-427.5
1739,-7.785930173647547,2,253700,-433.0
1739,-7.785930173647547,2,253800,-433.0
1740,-7.819683157990548,2,253900,-438.8
1741,-7.852454494811379,2,254000,-444.8
1741,-7.852454494811379,2,254100,-444.8
1741,-7.852454494811379,2,254200,-444.8
1742,-7.831845672278138,2,254300,-439.0
1742,-7.831845672278138,2,254400,-439.0
1742,-7.831845672278138,2,254500,-439.0
1743,-7.810957911044064,2,254600,-439.0
1745,-8.150556870805659,2,254700,-438.5
1746,-8.159409921302894,2,254800,-438.6
1746,-8.159409921302894,2,254900,-438.6
1746,-8.159409921302894,2,255000,-438.6
1747,-8.02294039763407,2,255100,-439.3
1747,-8.02294039763407,2,255200,-439.3
1747,-8.02294039763407,2,255300,-439.3
1748,-8.047635535370208,2,255400,-445.0
1748,-8.047635535370208,2,255500,-445.0
1748,-8.047635535370208,2,255600,-445.0
1749,-8.025708132870662,2,255700,-439.0
1749,-8.025708132870662,2,255800,-439.0
1749,-8.025708132870662,2,255900,-439.0
1751,-7.881118754280705,2,256000,-438.8
1751,-7.881118754280705,2,256100,-438.8
1751,-7.881118754280705,2,256200,-438.8
1752,-7.814727134586527,2,256300,-433.2
1753,-7.87943683737023,2,256400,-433.0
1753,-7.87943683737023,2,256500,-433.0
1753,-7.87943683737023,2,256600,-433.0
1754,-7.8800940367537615,2,256700,-433.2
1754,-7.8800940367537615,2,256800,-433.2
1754,-7.8800940367537615,2,256900,-433.2
1755,-7.846993965811204,2,257000,-433.2
1755,-7.846993965811204,2,257100,-433.2
1755,-7.846993965811204,2,257200,-433.2
1756,-7.846448931989524,2,257300,-433.1
1756,-7.846448931989524,2,257400,-433.1
1757,-7.852812504869112,2,257500,-433.0
1758,-7.893092740047571,2,257600,-438.8
1759,-7.911159463968724,2,257700,-438.7
1760,-7.969636014750824,2,257800,-444.6
1760,-7.969636014750824,2,257900,-444.6
1760,-7.969636014750824,2,258000,-444.6
1761,-7.93733003820514,2,258100,-438.8
1761,-7.93733003820514,2,258200,-438.8
1761,-7.93733003820514,2,258300,-438.8
1762,-7.675580975921841,2,258400,-433.5
1763,-7.747741464543137,2,258500,-433.3
1763,-7.747741464543137,2,258600,-433.3
1763,-7.747741464543137,2,258700,-433.3
1765,-7.493025340071992,2,258800,-439.3
1765,-7.493025340071992,2,258900,-439.3
1765,-7.493025340071992,2,259000,-439.3
1766,-7.09142733835044,2,259100,-433.6
1766,-7.09142733835044,2,259200,-433.6
1766,-7.09142733835044,2,259300,-433.6
1767,-7.071600333195672,2,259400,-433.5
1767,-7.071600333195672,2,259500,-433.5
1768,-6.72812629439288,2,259600,-433.8
1768,-6.72812629439288,2,259700,-433.8
1768,-6.72812629439288,2,259800,-433.8
1770,-6.802078572248639,2,259900,-434.0
1770,-6.802078572248639,2,260000,-434.0
1770,-6.802078572248639,2,260100,-434.0
1771,-6.742593651906114,2,260200,-428.1
1772,-7.028134238974939,2,260300,-433.8
1773,-7.046321389260583,2,260400,-433.9
1773,-7.046321389260583,2,260500,-433.9
1773,-7.046321389260583,2,260600,-433.9
1774,-7.015011487390634,2,260700,-428.1
1774,-7.015011487390634,2,260800,-428.1
1774,-7.015011487390634,2,260900,-428.1
1775,-7.015155159039487,2,261000,-428.2
1775,-7.015155159039487,2,261100,-428.2
1775,-7.015155159039487,2,261200,-428.2
1776,-6.98104153811855,2,261300,-422.5
1778,-6.935557290827702,2,261400,-422.4
1779,-6.954991777224656,2,261500,-422.4
1779,-6.954991777224656,2,261600,-422.4
1779,-6.954991777224656,2,261700,-422.4
1782,-7.332870474700565,2,261800,-428.0
1782,-7.332870474700565,2,261900,-428.0
1782,-7.332870474700565,2,262000,-428.0
1783,-7.237193085064235,2,262100,-422.4
1783,-7.237193085064235,2,262200,-422.4
1783,-7.237193085064235,2,262300,-422.4
1784,-7.212596536640844,2,262400,-422.5
1784,-7.212596536640844,2,262500,-422.5
1784,-7.212596536640844,2,262600,-422.5
1785,-7.212258388657916,2,262700,-422.4
1786,-7.247639755151876,2,262800,-428.0
1786,-7.247639755151876,2,262900,-428.0
1786,-7.247639755151876,2,263000,-428.0
1787,-7.247684221155006,2,263100,-428.0
1787,-7.247684221155006,2,263200,-428.0
1788,-6.902349610516653,2,263300,-428.1
1788,-6.902349610516653,2,263400,-428.1
1788,-6.902349610516653,2,263500,-428.1
1789,-6.901194028987552,2,263600,-428.1
1789,-6.901194028987552,2,263700,-428.1
1789,-6.901194028987552,2,263800,-428.1
1791,-6.556217084316435,2,263900,-428.7
1791,-6.556217084316435,2,264000,-428.7
1793,-6.342439681039113,2,264100,-434.6
1793,-6.342439681039113,2,264200,-434.6
1793,-6.342439681039113,2,264300,-434.6
1794,-6.341689848888499,2,264400,-434.4
1794,-6.341689848888499,2,264500,-434.4
1795,-6.298493092526678,2,264600,-434.6
1796,-6.0486818282769175,2,264700,-434.6
1797,-6.108185134112545,2,264800,-434.5
1797,-6.108185134112545,2,264900,-434.5
1797,-6.108185134112545,2,265000,-434.5
1798,-6.044600416388733,2,265100,-428.9
1798,-6.044600416388733,2,265200,-428.9
1799,-6.07015679303919,2,265300,-435.0
1800,-6.203298745951824,2,265400,-434.6
1800,-6.203298745951824,2,265500,-434.6
1801,-6.23560767178856,2,265600,-440.4
1801,-6.23560767178856,2,265700,-440.4
1803,-6.058891645393378,2,265800,-440.7
1803,-6.058891645393378,2,265900,-440.7
1804,-6.089758277047454,2,266000,-446.7
1804,-6.089758277047454,2,266100,-446.7
1805,-6.093281480372376,2,266200,-446.6
1805,-6.093281480372376,2,266300,-446.6
1806,-6.019854728849719,2,266400,-446.9
1807,-5.7394770512352125,2,266500,-446.8
1807,-5.7394770512352125,2,266600,-446.8
1808,-5.764599375472867,2,266700,-453.0
1808,-5.764599375472867,2,266800,-453.0
1809,-5.750153386529128,2,266900,-453.0
1810,-5.749113178376803,2,267000,-452.9
1812,-5.724909159815276,2,267100,-452.8
1812,-5.724909159815276,2,267200,-452.8
1813,-5.734651033660391,2,267300,-452.8
1814,-5.767361939420612,2,267400,-458.5
1815,-5.855270694693528,2,267500,-464.2
1815,-5.855270694693528,2,267600,-464.2
1815,-5.855270694693528,2,267700,-464.2
1817,-6.015691374374589,2,267800,-458.1
1818,-6.121773711048417,2,267900,-463.7
1818,-6.121773711048417,2,268000,-463.7
1818,-6.121773711048417,2,268100,-463.7
1821,-6.285174016743067,2,268200,-457.7
1821,-6.285174016743067,2,268300,-457.7
1821,-6.285174016743067,2,268400,-457.7
1822,-6.255210741169174,2,268500,-451.9
1823,-6.2345106020210554,2,268600,-451.9
1823,-6.2345106020210554,2,268700,-451.9
1825,-6.6986880559621955,2,268800,-462.9
1826,-6.546458752059684,2,268900,-463.0
1827,-6.546256997446429,2,269000,-462.9
1828,-6.600068425162313,2,269100,-468.8
1830,-6.770367484633478,2,269200,-480.5
1830,-6.770367484633478,2,269300,-480.5
1831,-6.801935470630812,2,269400,-486.2
1831,-6.801935470630812,2,269500,-486.2
1832,-6.757619015854102,2,269600,-486.3
1832,-6.757619015854102,2,269700,-486.3
1832,-6.757619015854102,2,269800,-486.3
1834,-6.903086454893119,2,269900,-480.2
1834,-6.903086454893119,2,270000,-480.2
1834,-6.903086454893119,2,270100,-480.2
1835,-6.7499291520791465,2,270200,-474.7
1836,-6.755769287055168,2,270300,-474.5
1836,-6.755769287055168,2,270400,-474.5
1837,-6.672750777869718,2,270500,-474.5
1838,-6.717447950798451,2,270600,-480.4
1838,-6.717447950798451,2,270700,-480.4
1838,-6.717447950798451,2,270800,-480.4
1839,-6.67757958431434,2,270900,-474.6
1839,-6.67757958431434,2,271000,-474.6
1839,-6.67757958431434,2,271100,-474.6
1840,-6.669237221968538,2,271200,-474.6
1840,-6.669237221968538,2,271300,-474.6
1840,-6.669237221968538,2,271400,-474.6
1841,-6.637270184949619,2,271500,-468.8
1842,-6.690025886694436,2,271600,-474.6
1842,-6.690025886694436,2,271700,-474.6
1842,-6.690025886694436,2,271800,-474.6
1843,-6.669415688953734,2,271900,-468.7
1844,-6.608410160559917,2,272000,-468.7
1844,-6.608410160559917,2,272100,-468.7
1844,-6.608410160559917,2,272200,-468.7
1845,-6.321855043232425,2,272300,-463.1
1845,-6.321855043232425,2,272400,-463.1
1846,-6.307889530372937,2,272500,-463.1
1846,-6.307889530372937,2,272600,-463.1
1846,-6.307889530372937,2,272700,-463.1
1847,-6.286360991860482,2,272800,-456.6
1848,-6.319808531591776,2,272900,-456.5
1848,-6.319808531591776,2,273000,-456.5
1848,-6.319808531591776,2,273100,-456.5
1849,-6.320129630311651,2,273200,-456.6
1849,-6.320129630311651,2,273300,-456.6
1849,-6.320129630311651,2,273400,-456.6
1850,-6.319782423795466,2,273500,-456.5
1851,-6.252991013417387,2,273600,-456.6
1852,-6.323847203934517,2,273700,-462.2
1853,-6.30217491489435,2,273800,-462.3
1853,-6.30217491489435,2,273900,-462.3
1853,-6.30217491489435,2,274000,-462.3
1854,-6.301530991712168,2,274100,-462.1
1854,-6.301530991712168,2,274200,-462.1
1856,-6.420649531577083,2,274300,-468.1
1857,-6.446126300719974,2,274400,-468.0
1857,-6.446126300719974,2,274500,-468.0
1859,-6.601274705836105,2,274600,-467.7
1860,-6.5857373455775345,2,274700,-467.8
1860,-6.5857373455775345,2,274800,-467.8
1860,-6.5857373455775345,2,274900,-467.8
1861,-6.584174713230109,2,275000,-467.3
1862,-6.691704221092837,2,275100,-472.6
1862,-6.691704221092837,2,275200,-472.6
1862,-6.691704221092837,2,275300,-472.6
1863,-6.589716867087258,2,275400,-466.8
1863,-6.589716867087258,2,275500,-466.8
1863,-6.589716867087258,2,275600,-466.8
1864,-6.567160632045807,2,275700,-460.7
1865,-6.531092435900366,2,275800,-460.8
1867,-6.838194600786197,2,275900,-466.4
1867,-6.838194600786197,2,276000,-466.4
1868,-6.841551385186888,2,276100,-466.5
1868,-6.841551385186888,2,276200,-466.5
1868,-6.841551385186888,2,276300,-466.5
1869,-6.840271158538278,2,276400,-466.1
1872,-6.874747359681041,2,276500,-472.0
1873,-6.965511578658293,2,276600,-471.8
1874,-7.010914584071003,2,276700,-477.6
1875,-7.0698036551576315,2,276800,-483.2
1876,-7.1755737407684785,2,276900,-488.6
1877,-7.1635608951407175,2,277000,-488.5
1878,-7.174510854293303,2,277100,-488.4
1878,-7.174510854293303,2,277200,-488.4
1878,-7.174510854293303,2,277300,-488.4
1880,-7.38388286237359,2,277400,-482.4
1880,-7.38388286237359,2,277500,-482.4
1881,-7.1518334272565305,2,277600,-482.4
1881,-7.1518334272565305,2,277700,-482.4
1881,-7.1518334272565305,2,277800,-482.4
1882,-6.927160272514718,2,277900,-476.6
1883,-6.969512077787516,2,278000,-482.2
1883,-6.969512077787516,2,278100,-482.2
1883,-6.969512077787516,2,278200,-482.2
1884,-6.94696050017883,2,278300,-476.4
1884,-6.94696050017883,2,278400,-476.4
1884,-6.94696050017883,2,278500,-476.4
1885,-6.967149050976457,2,278600,-482.3
1886,-7.071011054839563,2,278700,-482.2
1886,-7.071011054839563,2,278800,-482.2
1886,-7.071011054839563,2,278900,-482.2
1887,-7.070648888491097,2,279000,-482.1
1887,-7.070648888491097,2,279100,-482.1
1887,-7.070648888491097,2,279200,-482.1
1890,-7.433664932972991,2,279300,-481.4
1890,-7.433664932972991,2,279400,-481.4
1891,-7.38040432197215,2,279500,-481.4
1891,-7.38040432197215,2,279600,-481.4
1891,-7.38040432197215,2,279700,-481.4
1892,-7.339888889487765,2,279800,-475.6
1892,-7.339888889487765,2,279900,-475.6
1892,-7.339888889487765,2,280000,-475.6
1894,-7.438445761641723,2,280100,-475.8
1895,-7.510296725975141,2,280200,-475.5
1895,-7.510296725975141,2,280300,-475.5
1896,-7.483572476666941,2,280400,-475.6
1896,-7.483572476666941,2,280500,-475.6
1896,-7.483572476666941,2,280600,-475.6
1897,-7.382230821087294,2,280700,-469.8
1897,-7.382230821087294,2,280800,-469.8
1897,-7.382230821087294,2,280900,-469.8
1898,-7.381619982368969,2,281000,-469.6
1898,-7.381619982368969,2,281100,-469.6
1898,-7.381619982368969,2,281200,-469.6
1900,-7.536956350040356,2,281300,-463.7
1900,-7.536956350040356,2,281400,-463.7
1901,-7.538949847183287,2,281500,-463.7
1901,-7.538949847183287,2,281600,-463.7
1901,-7.538949847183287,2,281700,-463.7
1902,-7.510398140563268,2,281800,-457.6
1902,-7.510398140563268,2,281900,-457.6
1902,-7.510398140563268,2,282000,-457.6
1903,-7.376722574669657,2,282100,-452.0
1903,-7.376722574669657,2,282200,-452.0
1903,-7.376722574669657,2,282300,-452.0
1904,-7.368713242387035,2,282400,-451.9
1905,-7.3636630340366995,2,282500,-451.9
1906,-7.392564280177802,2,282600,-451.7
1907,-7.348956014115314,2,282700,-451.9
1908,-7.457659737732582,2,282800,-451.7
1908,-7.457659737732582,2,282900,-451.7
1909,-7.443846866318543,2,283000,-451.7
1910,-7.4545061689952465,2,283100,-451.8
1910,-7.4545061689952465,2,283200,-451.8
1910,-7.4545061689952465,2,283300,-451.8
1911,-7.40044013766212,2,283400,-446.0
1911,-7.40044013766212,2,283500,-446.0
1911,-7.40044013766212,2,283600,-446.0
1912,-7.203448330736101,2,283700,-446.5
1913,-7.1999694465617265,2,283800,-446.5
1914,-7.209475279678981,2,283900,-446.5
1915,-7.182592679260988,2,284000,-446.6
1915,-7.182592679260988,2,284100,-446.6
1915,-7.182592679260988,2,284200,-446.6
1916,-7.205909984267984,2,284300,-452.5
1916,-7.205909984267984,2,284400,-452.5
1916,-7.205909984267984,2,284500,-452.5
1917,-6.82911764462587,2,284600,-446.9
1918,-6.765969884110001,2,284700,-446.9
1918,-6.765969884110001,2,284800,-446.9
1918,-6.765969884110001,2,284900,-446.9
1919,-6.792527684137841,2,285000,-452.8
1919,-6.792527684137841,2,285100,-452.8
1920,-6.450557712376139,2,285200,-453.0
1921,-6.324615495732405,2,285300,-453.2
1921,-6.324615495732405,2,285400,-453.2
1922,-6.367316325118384,2,285500,-459.0
1922,-6.367316325118384,2,285600,-459.0
1922,-6.367316325118384,2,285700,-459.0
1924,-6.366833033227714,2,285800,-452.9
1924,-6.366833033227714,2,285900,-452.9
1925,-5.9784592447502,2,286000,-453.0
1925,-5.9784592447502,2,286100,-453.0
1926,-5.8745784838343855,2,286200,-453.2
1926,-5.8745784838343855,2,286300,-453.2
1926,-5.8745784838343855,2,286400,-453.2
1927,-5.817583099115946,2,286500,-447.5
1927,-5.817583099115946,2,286600,-447.5
1928,-5.790080786832616,2,286700,-447.5
1928,-5.790080786832616,2,286800,-447.5
1929,-5.748326524589017,2,286900,-447.5
1930,-5.719410409200135,2,287000,-447.5
1932,-5.801261483433138,2,287100,-447.3
1933,-5.910246591321353,2,287200,-452.9
1934,-5.707703366732508,2,287300,-453.0
1935,-5.81811124021959,2,287400,-458.6
1935,-5.81811124021959,2,287500,-458.6
1935,-5.81811124021959,2,287600,-458.6
1938,-6.071101714091611,2,287700,-452.9
1939,-6.140435933513009,2,287800,-458.7
1939,-6.140435933513009,2,287900,-458.7
1941,-6.269650747009636,2,288000,-464.0
1942,-6.264684384338515,2,288100,-464.1
1942,-6.264684384338515,2,288200,-464.1
1942,-6.264684384338515,2,288300,-464.1
1943,-6.265140811429781,2,288400,-464.2
1946,-7.1124226486086854,2,288500,-469.7
1947,-7.155315549207877,2,288600,-475.4
1948,-7.182739486389742,2,288700,-475.5
1951,-8.043633253326579,2,288800,-486.8
1951,-8.043633253326579,2,288900,-486.8
1951,-8.043633253326579,2,289000,-486.8
1953,-8.161700292813752,2,289100,-481.0
1954,-8.21490019946236,2,289200,-486.8
1955,-8.260340504181038,2,289300,-486.7
1956,-8.212031765709353,2,289400,-486.5
1956,-8.212031765709353,2,289500,-486.5
1959,-8.518058521905894,2,289600,-486.7
1959,-8.518058521905894,2,289700,-486.7
1959,-8.518058521905894,2,289800,-486.7
1960,-8.500042676816493,2,289900,-486.8
1960,-8.500042676816493,2,290000,-486.8
1962,-8.580858452648632,2,290100,-492.7
1962,-8.580858452648632,2,290200,-492.7
1963,-8.613778085309006,2,290300,-498.8
1963,-8.613778085309006,2,290400,-498.8
1964,-8.639332256699735,2,290500,-505.0
1965,-8.71152790782165,2,290600,-504.9
1965,-8.71152790782165,2,290700,-504.9
1965,-8.71152790782165,2,290800,-504.9
1966,-8.569530431531932,2,290900,-499.1
1966,-8.569530431531932,2,291000,-499.1
1968,-8.775670960492219,2,291100,-498.9
1968,-8.775670960492219,2,291200,-498.9
1968,-8.775670960492219,2,291300,-498.9
1969,-8.796197761850841,2,291400,-504.9
1970,-8.741755823175133,2,291500,-504.9
1971,-8.75589881258237,2,291600,-504.8
1972,-8.541912788944742,2,291700,-505.1
1973,-8.550745653278204,2,291800,-505.1
1973,-8.550745653278204,2,291900,-505.1
1973,-8.550745653278204,2,292000,-505.1
1974,-8.504943702882088,2,292100,-499.2
1975,-8.481887219312473,2,292200,-499.2
1975,-8.481887219312473,2,292300,-499.2
1975,-8.481887219312473,2,292400,-499.2
1976,-8.374774026633654,2,292500,-493.4
1976,-8.374774026633654,2,292600,-493.4
1976,-8.374774026633654,2,292700,-493.4
1977,-8.337103200558003,2,292800,-487.8
1977,-8.337103200558003,2,292900,-487.8
1978,-8.264773956985016,2,293000,-488.0
1978,-8.264773956985016,2,293100,-488.0
1979,-8.288228153756192,2,293200,-493.8
1979,-8.288228153756192,2,293300,-493.8
1980,-8.001667499125734,2,293400,-494.0
1980,-8.001667499125734,2,293500,-494.0
1980,-8.001667499125734,2,293600,-494.0
1981,-7.971724428639435,2,293700,-488.4
1981,-7.971724428639435,2,293800,-488.4
1981,-7.971724428639435,2,293900,-488.4
1982,-7.972729263548306,2,294000,-488.7
1984,-8.24550829075893,2,294100,-494.2
1986,-8.482970378468712,2,294200,-493.9
1986,-8.482970378468712,2,294300,-493.9
1987,-8.51437115883069,2,294400,-499.9
1987,-8.51437115883069,2,294500,-499.9
1987,-8.51437115883069,2,294600,-499.9
1988,-8.49404954147325,2,294700,-493.9
1989,-8.275363195051153,2,294800,-494.0
1989,-8.275363195051153,2,294900,-494.0
1989,-8.275363195051153,2,295000,-494.0
1991,-8.303696630478626,2,295100,-488.2
1991,-8.303696630478626,2,295200,-488.2
1992,-8.34237737282762,2,295300,-493.9
1992,-8.34237737282762,2,295400,-493.9
1992,-8.34237737282762,2,295500,-493.9
1993,-8.341681099885678,2,295600,-493.7
1995,-8.304038608285822,2,295700,-493.8
1995,-8.304038608285822,2,295800,-493.8
1996,-8.319274701315498,2,295900,-493.7
1996,-8.319274701315498,2,296000,-493.7
1996,-8.319274701315498,2,296100,-493.7
1997,-8.321397482353579,2,296200,-494.4
1998,-8.360952929830978,2,296300,-500.3
1999,-8.479543184481061,2,296400,-505.9
2000,-8.189232859161104,2,296500,-506.0
2001,-8.284802677741924,2,296600,-505.8
2002,-8.347973819371463,2,296700,-511.5
2002,-8.347973819371463,2,296800,-511.5
2002,-8.347973819371463,2,296900,-511.5
2003,-8.34787929445842,2,297000,-511.5
2003,-8.34787929445842,2,297100,-511.5
2003,-8.34787929445842,2,297200,-511.5
2005,-8.395739978777321,2,297300,-505.4
2005,-8.395739978777321,2,297400,-505.4
2006,-8.386707900867027,2,297500,-505.4
2006,-8.386707900867027,2,297600,-505.4
2006,-8.386707900867027,2,297700,-505.4
2007,-8.332976130826966,2,297800,-499.6
2009,-8.569790393286409,2,297900,-499.6
2009,-8.569790393286409,2,298000,-499.6
2009,-8.569790393286409,2,298100,-499.6
2010,-8.518474388080588,2,298200,-493.9
2011,-8.58291856122001,2,298300,-499.7
2013,-8.726340978973719,2,298400,-499.1
2015,-8.903318821789552,2,298500,-498.9
2015,-8.903318821789552,2,298600,-498.9
2015,-8.903318821789552,2,298700,-498.9
2016,-8.879683434329824,2,298800,-492.9
2016,-8.879683434329824,2,298900,-492.9
2017,-8.912949773532784,2,299000,-498.8
2017,-8.912949773532784,2,299100,-498.8
2018,-8.897417664540157,2,299200,-498.9
2018,-8.897417664540157,2,299300,-498.9
2019,-8.908048108496164,2,299400,-498.7
2019,-8.908048108496164,2,299500,-498.7
2019,-8.908048108496164,2,299600,-498.7
2021,-8.966340500727936,2,299700,-492.8
2021,-8.966340500727936,2,299800,-492.8
2021,-8.966340500727936,2,299900,-492.8
2022,-8.924378434603899,2,300000,-487.2
2022,-8.924378434603899,2,300100,-487.2
2023,-8.958588960959391,2,300200,-493.1
2023,-8.958588960959391,2,300300,-493.1
2023,-8.958588960959391,2,300400,-493.1
2024,-8.866504172003399,2,300500,-487.5
2024,-8.866504172003399,2,300600,-487.5
2024,-8.866504172003399,2,300700,-487.5
2025,-8.825358572707868,2,300800,-481.7
2025,-8.825358572707868,2,300900,-481.7
2026,-8.825312389569484,2,301000,-481.9
2026,-8.825312389569484,2,301100,-481.9
2026,-8.825312389569484,2,301200,-481.9
2027,-8.825503257593441,2,301300,-481.9
2027,-8.825503257593441,2,301400,-481.9
2028,-8.834783007151087,2,301500,-482.1
2028,-8.834783007151087,2,301600,-482.1
2028,-8.834783007151087,2,301700,-482.1
2029,-8.794585449530146,2,301800,-476.3
2029,-8.794585449530146,2,301900,-476.3
2029,-8.794585449530146,2,302000,-476.3
2031,-8.86024989936367,2,302100,-470.5
2032,-8.825377204822663,2,302200,-470.5
2033,-9.017003876025043,2,302300,-470.5
2034,-9.009456655421115,2,302400,-470.5
2034,-9.009456655421115,2,302500,-470.5
2034,-9.009456655421115,2,302600,-470.5
2035,-8.922934304141307,2,302700,-470.5
2035,-8.922934304141307,2,302800,-470.5
2036,-8.943737602334675,2,302900,-476.5
2037,-8.821585152656462,2,303000,-476.5
2037,-8.821585152656462,2,303100,-476.5
2037,-8.821585152656462,2,303200,-476.5
2040,-9.077213449521135,2,303300,-476.7
2040,-9.077213449521135,2,303400,-476.7
2040,-9.077213449521135,2,303500,-476.7
2041,-8.966140797114498,2,303600,-470.9
2041,-8.966140797114498,2,303700,-470.9
2041,-8.966140797114498,2,303800,-470.9
2042,-8.917300940199688,2,303900,-464.8
2044,-8.747692739035765,2,304000,-470.3
2044,-8.747692739035765,2,304100,-470.3
2044,-8.747692739035765,2,304200,-470.3
2045,-8.525062956698301,2,304300,-464.6
2046,-8.404299797459963,2,304400,-464.6
2046,-8.404299797459963,2,304500,-464.6
2046,-8.404299797459963,2,304600,-464.6
2047,-8.361220877349469,2,304700,-458.7
2048,-8.311591555117271,2,304800,-458.9
2050,-8.199707829797022,2,304900,-458.9
2051,-7.975862791314933,2,305000,-459.0
2051,-7.975862791314933,2,305100,-459.0
2051,-7.975862791314933,2,305200,-459.0
2052,-7.975883791190828,2,305300,-459.0
2052,-7.975883791190828,2,305400,-459.0
2054,-7.80912164257375,2,305500,-459.2
2054,-7.80912164257375,2,305600,-459.2
2054,-7.80912164257375,2,305700,-459.2
2055,-7.73035791599906,2,305800,-453.5
2057,-8.035637283308986,2,305900,-453.2
2058,-7.951388491559039,2,306000,-453.3
2058,-7.951388491559039,2,306100,-453.3
2058,-7.951388491559039,2,306200,-453.3
2060,-7.758187333507875,2,306300,-447.4
2061,-7.809651691002525,2,306400,-447.3
2062,-7.717190970627001,2,306500,-447.3
2062,-7.717190970627001,2,306600,-447.3
2062,-7.717190970627001,2,306700,-447.3
2063,-7.684759847190205,2,306800,-441.5
2064,-7.703211803940875,2,306900,-441.1
2064,-7.703211803940875,2,307000,-441.1
2064,-7.703211803940875,2,307100,-441.1
2065,-7.591615590224604,2,307200,-435.3
2065,-7.591615590224604,2,307300,-435.3
2065,-7.591615590224604,2,307400,-435.3
2066,-7.5915027408393,2,307500,-435.3
2066,-7.5915027408393,2,307600,-435.3
2066,-7.5915027408393,2,307700,-435.3
2067,-7.561241833250534,2,307800,-429.4
2067,-7.561241833250534,2,307900,-429.4
2067,-7.561241833250534,2,308000,-429.4
2068,-7.160867278067227,2,308100,-423.5
2068,-7.160867278067227,2,308200,-423.5
2068,-7.160867278067227,2,308300,-423.5
2069,-7.140400387538775,2,308400,-417.5
2069,-7.140400387538775,2,308500,-417.5
2071,-7.22060695119692,2,308600,-417.6
2072,-7.260133337527102,2,308700,-417.5
2072,-7.260133337527102,2,308800,-417.5
2072,-7.260133337527102,2,308900,-417.5
2073,-7.0934308187582635,2,309000,-411.8
2073,-7.0934308187582635,2,309100,-411.8
2073,-7.0934308187582635,2,309200,-411.8
2075,-7.156995502280904,2,309300,-411.9
2077,-7.602002456574442,2,309400,-423.2
2079,-7.738743549442919,2,309500,-423.0
2079,-7.738743549442919,2,309600,-423.0
2081,-8.18944912733627,2,309700,-428.5
2081,-8.18944912733627,2,309800,-428.5
2082,-8.211793796260924,2,309900,-434.0
2082,-8.211793796260924,2,310000,-434.0
2082,-8.211793796260924,2,310100,-434.0
2083,-8.15855303724613,2,310200,-428.4
2084,-7.943377232635032,2,310300,-428.5
2085,-7.889093768790102,2,310400,-428.5
2085,-7.889093768790102,2,310500,-428.5
2085,-7.889093768790102,2,310600,-428.5
2086,-7.63824106120141,2,310700,-428.7
