episodes,mean 100 episode reward per step,% time spent exploring,steps,mean 100 episode reward
1048,-7.161189244146135,2,129200,-470.0
1048,-7.161189244146135,2,129300,-470.0
1048,-7.161189244146135,2,129400,-470.0
1050,-7.227466781081677,2,129500,-469.7
1050,-7.227466781081677,2,129600,-469.7
1051,-7.223222220164338,2,129700,-469.7
1053,-7.799634541815643,2,129800,-475.4
1054,-7.840501278312291,2,129900,-481.2
1054,-7.840501278312291,2,130000,-481.2
1054,-7.840501278312291,2,130100,-481.2
1055,-7.793180129257698,2,130200,-475.4
1055,-7.793180129257698,2,130300,-475.4
1056,-7.805255389145233,2,130400,-475.5
1057,-7.803881367012607,2,130500,-475.5
1057,-7.803881367012607,2,130600,-475.5
1058,-7.784611660951108,2,130700,-475.4
1059,-7.813368380340624,2,130800,-475.4
1059,-7.813368380340624,2,130900,-475.4
1059,-7.813368380340624,2,131000,-475.4
1060,-7.81333948157189,2,131100,-475.4
1061,-7.72269915188861,2,131200,-475.3
1062,-7.783752328306951,2,131300,-475.3
1062,-7.783752328306951,2,131400,-475.3
1063,-7.793668105671945,2,131500,-475.1
1064,-7.80356052426576,2,131600,-474.8
1064,-7.80356052426576,2,131700,-474.8
1064,-7.80356052426576,2,131800,-474.8
1065,-7.759101011830671,2,131900,-469.2
1066,-8.188166620375972,2,132000,-474.9
1068,-8.356657949554048,2,132100,-480.8
1068,-8.356657949554048,2,132200,-480.8
1069,-8.368544295200879,2,132300,-480.7
1069,-8.368544295200879,2,132400,-480.7
1069,-8.368544295200879,2,132500,-480.7
1071,-8.201073286507853,2,132600,-475.0
1071,-8.201073286507853,2,132700,-475.0
1071,-8.201073286507853,2,132800,-475.0
1072,-8.164782580853716,2,132900,-469.7
1072,-8.164782580853716,2,133000,-469.7
1074,-8.156896534669206,2,133100,-469.9
1074,-8.156896534669206,2,133200,-469.9
1074,-8.156896534669206,2,133300,-469.9
1075,-8.085440877561732,2,133400,-464.1
1075,-8.085440877561732,2,133500,-464.1
1075,-8.085440877561732,2,133600,-464.1
1076,-8.11372090441941,2,133700,-470.1
1076,-8.11372090441941,2,133800,-470.1
1076,-8.11372090441941,2,133900,-470.1
1077,-8.065714727502069,2,134000,-464.2
1079,-8.20457062467505,2,134100,-469.9
1079,-8.20457062467505,2,134200,-469.9
1079,-8.20457062467505,2,134300,-469.9
1080,-7.943974921221529,2,134400,-464.4
1080,-7.943974921221529,2,134500,-464.4
1080,-7.943974921221529,2,134600,-464.4
1081,-7.907459629558298,2,134700,-464.9
1082,-7.960597022111586,2,134800,-464.8
1083,-8.06769325821254,2,134900,-470.4
1083,-8.06769325821254,2,135000,-470.4
1083,-8.06769325821254,2,135100,-470.4
1085,-8.005184835543497,2,135200,-470.7
1086,-8.04064798278609,2,135300,-470.7
1087,-8.086149988637276,2,135400,-476.4
1088,-8.056616513873657,2,135500,-476.4
1089,-7.974889017217582,2,135600,-476.5
1090,-8.19685319155922,2,135700,-482.0
1090,-8.19685319155922,2,135800,-482.0
1090,-8.19685319155922,2,135900,-482.0
1091,-8.150483369407562,2,136000,-476.3
1092,-7.960853640015029,2,136100,-476.4
1092,-7.960853640015029,2,136200,-476.4
1092,-7.960853640015029,2,136300,-476.4
1093,-7.960642804433394,2,136400,-476.4
1093,-7.960642804433394,2,136500,-476.4
1093,-7.960642804433394,2,136600,-476.4
1094,-7.927032134612581,2,136700,-476.8
1095,-7.996179596719136,2,136800,-482.8
1096,-7.917161226050698,2,136900,-482.8
1096,-7.917161226050698,2,137000,-482.8
1096,-7.917161226050698,2,137100,-482.8
1097,-7.894539509082132,2,137200,-483.0
1097,-7.894539509082132,2,137300,-483.0
1097,-7.894539509082132,2,137400,-483.0
1098,-7.853983065140196,2,137500,-477.1
1098,-7.853983065140196,2,137600,-477.1
1099,-7.737521440993344,2,137700,-477.6
1099,-7.737521440993344,2,137800,-477.6
1099,-7.737521440993344,2,137900,-477.6
1100,-7.737375321551971,2,138000,-477.5
1100,-7.737375321551971,2,138100,-477.5
1101,-7.711755278260029,2,138200,-477.7
1101,-7.711755278260029,2,138300,-477.7
1102,-7.3721629622486295,2,138400,-477.9
1102,-7.3721629622486295,2,138500,-477.9
1103,-7.251931992319166,2,138600,-478.1
1103,-7.251931992319166,2,138700,-478.1
1104,-7.043096182463503,2,138800,-478.2
1104,-7.043096182463503,2,138900,-478.2
1105,-7.0246851920502555,2,139000,-478.3
1105,-7.0246851920502555,2,139100,-478.3
1105,-7.0246851920502555,2,139200,-478.3
1106,-6.899195063165759,2,139300,-472.7
1106,-6.899195063165759,2,139400,-472.7
1106,-6.899195063165759,2,139500,-472.7
1107,-6.848389402135367,2,139600,-467.0
1107,-6.848389402135367,2,139700,-467.0
1107,-6.848389402135367,2,139800,-467.0
1109,-7.046224401017182,2,139900,-467.1
1110,-7.097863504126471,2,140000,-472.5
1110,-7.097863504126471,2,140100,-472.5
1111,-7.137393092790063,2,140200,-478.4
1112,-7.154603114148621,2,140300,-478.5
1112,-7.154603114148621,2,140400,-478.5
1113,-7.124089169488258,2,140500,-478.7
1113,-7.124089169488258,2,140600,-478.7
1114,-6.942257353041666,2,140700,-478.9
1115,-6.9945731254982055,2,140800,-484.4
1116,-7.034386178201194,2,140900,-484.2
1116,-7.034386178201194,2,141000,-484.2
1116,-7.034386178201194,2,141100,-484.2
1117,-7.0347220159193675,2,141200,-484.3
1117,-7.0347220159193675,2,141300,-484.3
1117,-7.0347220159193675,2,141400,-484.3
1118,-6.965053728403262,2,141500,-484.5
1118,-6.965053728403262,2,141600,-484.5
1119,-6.95291286271803,2,141700,-484.7
1119,-6.95291286271803,2,141800,-484.7
1119,-6.95291286271803,2,141900,-484.7
1120,-6.906037983110159,2,142000,-478.9
1120,-6.906037983110159,2,142100,-478.9
1120,-6.906037983110159,2,142200,-478.9
1122,-6.925209620226123,2,142300,-478.5
1123,-7.092668771829509,2,142400,-478.4
1125,-7.332339085378126,2,142500,-478.0
1125,-7.332339085378126,2,142600,-478.0
1125,-7.332339085378126,2,142700,-478.0
1126,-6.955734017104375,2,142800,-472.2
1126,-6.955734017104375,2,142900,-472.2
1126,-6.955734017104375,2,143000,-472.2
1127,-6.875925390586719,2,143100,-466.7
1128,-6.926506520718101,2,143200,-466.5
1128,-6.926506520718101,2,143300,-466.5
1129,-6.519747491724889,2,143400,-467.2
1129,-6.519747491724889,2,143500,-467.2
1130,-6.211024119304236,2,143600,-467.3
1130,-6.211024119304236,2,143700,-467.3
1130,-6.211024119304236,2,143800,-467.3
1131,-6.211078201768224,2,143900,-467.3
1132,-6.203083276087514,2,144000,-467.2
1132,-6.203083276087514,2,144100,-467.2
1132,-6.203083276087514,2,144200,-467.2
1133,-6.223848614934957,2,144300,-473.3
1133,-6.223848614934957,2,144400,-473.3
1133,-6.223848614934957,2,144500,-473.3
1134,-6.187067709150031,2,144600,-467.8
1135,-6.017868056615527,2,144700,-468.0
1135,-6.017868056615527,2,144800,-468.0
1135,-6.017868056615527,2,144900,-468.0
1136,-6.003138945182715,2,145000,-468.3
1136,-6.003138945182715,2,145100,-468.3
1137,-5.960387659936355,2,145200,-468.4
1137,-5.960387659936355,2,145300,-468.4
1137,-5.960387659936355,2,145400,-468.4
1138,-5.959801669924865,2,145500,-468.2
1139,-5.812886697630642,2,145600,-468.4
1139,-5.812886697630642,2,145700,-468.4
1141,-5.869811408806548,2,145800,-468.4
1141,-5.869811408806548,2,145900,-468.4
1141,-5.869811408806548,2,146000,-468.4
1142,-5.822536508153628,2,146100,-462.7
1143,-5.950083791956023,2,146200,-468.5
1144,-5.920727692579082,2,146300,-468.7
1144,-5.920727692579082,2,146400,-468.7
1144,-5.920727692579082,2,146500,-468.7
1145,-5.894564951493973,2,146600,-463.1
1145,-5.894564951493973,2,146700,-463.1
1145,-5.894564951493973,2,146800,-463.1
1146,-5.89423654508713,2,146900,-463.0
1147,-5.917955743001412,2,147000,-463.0
1147,-5.917955743001412,2,147100,-463.0
1147,-5.917955743001412,2,147200,-463.0
1148,-5.826893003124154,2,147300,-457.3
1149,-5.951955481205561,2,147400,-463.1
1151,-6.02173184977724,2,147500,-463.2
1151,-6.02173184977724,2,147600,-463.2
1151,-6.02173184977724,2,147700,-463.2
1152,-5.642925387176563,2,147800,-463.4
1152,-5.642925387176563,2,147900,-463.4
1153,-5.455701481174746,2,148000,-463.6
1154,-5.452603958359241,2,148100,-463.5
1154,-5.452603958359241,2,148200,-463.5
1154,-5.452603958359241,2,148300,-463.5
1155,-5.452679785077276,2,148400,-463.6
1156,-5.5272115535443005,2,148500,-463.5
1158,-5.957583370797586,2,148600,-463.3
1158,-5.957583370797586,2,148700,-463.3
1158,-5.957583370797586,2,148800,-463.3
1159,-5.9008458360014355,2,148900,-457.4
1160,-5.94165233955276,2,149000,-462.8
1161,-5.972540204619561,2,149100,-462.8
1162,-5.941255717776379,2,149200,-462.9
1162,-5.941255717776379,2,149300,-462.9
1162,-5.941255717776379,2,149400,-462.9
1163,-5.910983979168134,2,149500,-457.3
1165,-6.078531761413717,2,149600,-462.8
1166,-5.7143143411955695,2,149700,-462.9
1166,-5.7143143411955695,2,149800,-462.9
1166,-5.7143143411955695,2,149900,-462.9
1167,-5.674067626641487,2,150000,-456.9
1167,-5.674067626641487,2,150100,-456.9
1167,-5.674067626641487,2,150200,-456.9
1168,-5.4732985649399515,2,150300,-451.4
1168,-5.4732985649399515,2,150400,-451.4
1168,-5.4732985649399515,2,150500,-451.4
1169,-5.431576967660556,2,150600,-445.8
1170,-5.489634196555804,2,150700,-451.7
1171,-5.521473330562985,2,150800,-451.7
1171,-5.521473330562985,2,150900,-451.7
1173,-5.6499693118202,2,151000,-456.9
1174,-5.718866028171618,2,151100,-456.8
1174,-5.718866028171618,2,151200,-456.8
1174,-5.718866028171618,2,151300,-456.8
1176,-6.043671948821879,2,151400,-456.5
1177,-6.092615168675137,2,151500,-462.6
1177,-6.092615168675137,2,151600,-462.6
1178,-6.079356807192873,2,151700,-462.7
1178,-6.079356807192873,2,151800,-462.7
1178,-6.079356807192873,2,151900,-462.7
1179,-5.9670202930984475,2,152000,-457.2
1180,-6.0422825540767375,2,152100,-462.7
1181,-6.08764539936301,2,152200,-462.3
1182,-6.047366667260452,2,152300,-462.3
1182,-6.047366667260452,2,152400,-462.3
1183,-5.976091106747966,2,152500,-462.4
1183,-5.976091106747966,2,152600,-462.4
1184,-6.007930594883374,2,152700,-468.1
1185,-5.950598481366492,2,152800,-468.2
1185,-5.950598481366492,2,152900,-468.2
1185,-5.950598481366492,2,153000,-468.2
1186,-5.887617515232424,2,153100,-462.2
1187,-5.904742897974342,2,153200,-462.2
1187,-5.904742897974342,2,153300,-462.2
1188,-5.86193913878107,2,153400,-462.5
1188,-5.86193913878107,2,153500,-462.5
1188,-5.86193913878107,2,153600,-462.5
1189,-5.807944059217999,2,153700,-456.7
1189,-5.807944059217999,2,153800,-456.7
1189,-5.807944059217999,2,153900,-456.7
1190,-5.584896487232793,2,154000,-450.9
1190,-5.584896487232793,2,154100,-450.9
1190,-5.584896487232793,2,154200,-450.9
1191,-5.584712283874149,2,154300,-450.9
1191,-5.584712283874149,2,154400,-450.9
1193,-5.657567424962193,2,154500,-456.6
1194,-5.711891934471342,2,154600,-456.1
1194,-5.711891934471342,2,154700,-456.1
1194,-5.711891934471342,2,154800,-456.1
1195,-5.643773285250872,2,154900,-450.5
1195,-5.643773285250872,2,155000,-450.5
1195,-5.643773285250872,2,155100,-450.5
1196,-5.598697730303815,2,155200,-444.7
1197,-5.645378307105554,2,155300,-444.6
1197,-5.645378307105554,2,155400,-444.6
1197,-5.645378307105554,2,155500,-444.6
1198,-5.645949524801901,2,155600,-444.7
1199,-5.67971977359092,2,155700,-444.3
1199,-5.67971977359092,2,155800,-444.3
1199,-5.67971977359092,2,155900,-444.3
1200,-5.6789685128591065,2,156000,-444.1
1200,-5.6789685128591065,2,156100,-444.1
1202,-5.74516473345065,2,156200,-443.9
1202,-5.74516473345065,2,156300,-443.9
1202,-5.74516473345065,2,156400,-443.9
1203,-5.720311363861978,2,156500,-438.2
1203,-5.720311363861978,2,156600,-438.2
1204,-5.736051143600921,2,156700,-438.2
1204,-5.736051143600921,2,156800,-438.2
1205,-5.73265439613639,2,156900,-438.4
1205,-5.73265439613639,2,157000,-438.4
1206,-5.7709205695531205,2,157100,-444.1
1206,-5.7709205695531205,2,157200,-444.1
1206,-5.7709205695531205,2,157300,-444.1
1207,-5.771200419114482,2,157400,-444.2
1207,-5.771200419114482,2,157500,-444.2
1208,-5.777080965844924,2,157600,-444.2
1208,-5.777080965844924,2,157700,-444.2
1208,-5.777080965844924,2,157800,-444.2
1209,-5.527502604257493,2,157900,-438.7
1209,-5.527502604257493,2,158000,-438.7
1209,-5.527502604257493,2,158100,-438.7
1210,-5.496502180955846,2,158200,-438.9
1211,-5.494566412475034,2,158300,-439.1
1211,-5.494566412475034,2,158400,-439.1
1211,-5.494566412475034,2,158500,-439.1
1212,-5.444502272807937,2,158600,-432.9
1212,-5.444502272807937,2,158700,-432.9
1212,-5.444502272807937,2,158800,-432.9
1213,-5.414376879547399,2,158900,-427.1
1213,-5.414376879547399,2,159000,-427.1
1214,-5.419782417244384,2,159100,-427.2
1215,-5.580945225378821,2,159200,-427.1
1215,-5.580945225378821,2,159300,-427.1
1215,-5.580945225378821,2,159400,-427.1
1216,-5.508746091029099,2,159500,-421.2
1216,-5.508746091029099,2,159600,-421.2
1216,-5.508746091029099,2,159700,-421.2
1217,-5.508483702714972,2,159800,-421.2
1217,-5.508483702714972,2,159900,-421.2
1217,-5.508483702714972,2,160000,-421.2
1218,-5.485944296027228,2,160100,-415.2
1218,-5.485944296027228,2,160200,-415.2
1220,-5.629965484576344,2,160300,-420.8
1222,-5.656263251544635,2,160400,-426.9
1222,-5.656263251544635,2,160500,-426.9
1222,-5.656263251544635,2,160600,-426.9
1223,-5.4683451272240555,2,160700,-427.1
1223,-5.4683451272240555,2,160800,-427.1
1226,-5.568673187075173,2,160900,-433.2
1226,-5.568673187075173,2,161000,-433.2
1226,-5.568673187075173,2,161100,-433.2
1227,-5.590389593664918,2,161200,-439.0
1227,-5.590389593664918,2,161300,-439.0
1228,-5.538206420333197,2,161400,-439.1
1228,-5.538206420333197,2,161500,-439.1
1228,-5.538206420333197,2,161600,-439.1
1229,-5.515910425756126,2,161700,-432.7
1229,-5.515910425756126,2,161800,-432.7
1232,-6.002663277558895,2,161900,-438.2
1233,-6.067512262446839,2,162000,-437.9
1234,-6.125060150513829,2,162100,-443.4
1234,-6.125060150513829,2,162200,-443.4
1235,-6.108491969754554,2,162300,-443.5
1235,-6.108491969754554,2,162400,-443.5
1236,-6.1246289531106095,2,162500,-443.3
1236,-6.1246289531106095,2,162600,-443.3
1236,-6.1246289531106095,2,162700,-443.3
1238,-6.215863440275158,2,162800,-443.3
1238,-6.215863440275158,2,162900,-443.3
1239,-6.2116733053419715,2,163000,-443.2
1240,-6.206933499528933,2,163100,-443.3
1240,-6.206933499528933,2,163200,-443.3
1240,-6.206933499528933,2,163300,-443.3
1241,-6.130477741259885,2,163400,-437.7
1242,-6.203427504321357,2,163500,-443.3
1242,-6.203427504321357,2,163600,-443.3
1243,-6.101840379748714,2,163700,-443.6
1243,-6.101840379748714,2,163800,-443.6
1243,-6.101840379748714,2,163900,-443.6
1244,-6.05442540035344,2,164000,-437.8
1245,-6.114689598360379,2,164100,-443.4
1245,-6.114689598360379,2,164200,-443.4
1245,-6.114689598360379,2,164300,-443.4
1246,-6.1142488510163115,2,164400,-443.3
1247,-6.136922963988078,2,164500,-443.3
1247,-6.136922963988078,2,164600,-443.3
1248,-6.165595108069875,2,164700,-449.3
1248,-6.165595108069875,2,164800,-449.3
1249,-6.080373167746931,2,164900,-449.5
1250,-6.0682931080552205,2,165000,-449.6
1250,-6.0682931080552205,2,165100,-449.6
1250,-6.0682931080552205,2,165200,-449.6
1251,-5.924581326838199,2,165300,-443.9
1251,-5.924581326838199,2,165400,-443.9
1251,-5.924581326838199,2,165500,-443.9
1252,-5.9036899616229235,2,165600,-438.0
1253,-5.931162116418817,2,165700,-437.9
1254,-5.96412933403976,2,165800,-437.8
1254,-5.96412933403976,2,165900,-437.8
1255,-5.997251446652407,2,166000,-443.7
1256,-5.9482499869371175,2,166100,-443.7
1256,-5.9482499869371175,2,166200,-443.7
1256,-5.9482499869371175,2,166300,-443.7
1257,-5.885260079655334,2,166400,-438.5
1257,-5.885260079655334,2,166500,-438.5
1257,-5.885260079655334,2,166600,-438.5
1258,-5.4571704247243575,2,166700,-433.1
1258,-5.4571704247243575,2,166800,-433.1
1258,-5.4571704247243575,2,166900,-433.1
1259,-5.457178548666395,2,167000,-433.2
1259,-5.457178548666395,2,167100,-433.2
1260,-5.4462161900178,2,167200,-433.2
1260,-5.4462161900178,2,167300,-433.2
1260,-5.4462161900178,2,167400,-433.2
1262,-5.393224369795604,2,167500,-433.4
1262,-5.393224369795604,2,167600,-433.4
1263,-5.430844138097069,2,167700,-438.9
1263,-5.430844138097069,2,167800,-438.9
1263,-5.430844138097069,2,167900,-438.9
1264,-5.3479935117031605,2,168000,-433.0
1265,-5.281530477800902,2,168100,-433.0
1266,-5.266999630417888,2,168200,-433.0
1266,-5.266999630417888,2,168300,-433.0
1266,-5.266999630417888,2,168400,-433.0
1267,-5.287902159379237,2,168500,-439.0
1268,-5.343878833921638,2,168600,-444.7
1268,-5.343878833921638,2,168700,-444.7
1268,-5.343878833921638,2,168800,-444.7
1269,-5.365765145511655,2,168900,-450.4
1270,-5.34720327105602,2,169000,-450.4
1270,-5.34720327105602,2,169100,-450.4
1271,-5.245448121698119,2,169200,-450.5
1271,-5.245448121698119,2,169300,-450.5
1271,-5.245448121698119,2,169400,-450.5
1272,-5.240828698655032,2,169500,-450.5
1273,-5.162334683821682,2,169600,-450.7
1273,-5.162334683821682,2,169700,-450.7
1273,-5.162334683821682,2,169800,-450.7
1275,-5.021122266214568,2,169900,-451.7
1276,-4.763077487030165,2,170000,-452.0
1277,-4.815893642131817,2,170100,-451.7
1277,-4.815893642131817,2,170200,-451.7
1277,-4.815893642131817,2,170300,-451.7
1278,-4.780686905484291,2,170400,-446.1
1279,-4.824981885514529,2,170500,-451.8
1280,-4.874631117677969,2,170600,-451.9
1281,-4.860178425997404,2,170700,-452.0
1282,-4.87458951773694,2,170800,-452.0
1282,-4.87458951773694,2,170900,-452.0
1282,-4.87458951773694,2,171000,-452.0
1283,-4.838718825961615,2,171100,-446.3
1284,-4.860440914449936,2,171200,-446.0
1284,-4.860440914449936,2,171300,-446.0
1284,-4.860440914449936,2,171400,-446.0
1285,-4.792822991247968,2,171500,-440.3
1285,-4.792822991247968,2,171600,-440.3
1286,-4.819794669527551,2,171700,-446.2
1286,-4.819794669527551,2,171800,-446.2
1287,-4.7958922996314675,2,171900,-446.4
1287,-4.7958922996314675,2,172000,-446.4
1287,-4.7958922996314675,2,172100,-446.4
1288,-4.772413278163084,2,172200,-440.2
1289,-4.823816360098992,2,172300,-445.9
1290,-4.95044542593135,2,172400,-451.8
1290,-4.95044542593135,2,172500,-451.8
1290,-4.95044542593135,2,172600,-451.8
1291,-4.951090824560027,2,172700,-452.0
1291,-4.951090824560027,2,172800,-452.0
1292,-4.928183795813718,2,172900,-452.1
1293,-4.914661789195071,2,173000,-452.2
1293,-4.914661789195071,2,173100,-452.2
1293,-4.914661789195071,2,173200,-452.2
1294,-4.838486108773355,2,173300,-446.6
1294,-4.838486108773355,2,173400,-446.6
1295,-4.868801553765645,2,173500,-452.3
1295,-4.868801553765645,2,173600,-452.3
1296,-4.897709642309222,2,173700,-458.5
1296,-4.897709642309222,2,173800,-458.5
1298,-4.973429176519444,2,173900,-464.2
1298,-4.973429176519444,2,174000,-464.2
1298,-4.973429176519444,2,174100,-464.2
1299,-4.938174578319969,2,174200,-464.5
1299,-4.938174578319969,2,174300,-464.5
1299,-4.938174578319969,2,174400,-464.5
1300,-4.938861221925724,2,174500,-464.7
1300,-4.938861221925724,2,174600,-464.7
1300,-4.938861221925724,2,174700,-464.7
1301,-4.901965256014221,2,174800,-458.9
1302,-4.846328589645446,2,174900,-458.9
1302,-4.846328589645446,2,175000,-458.9
1302,-4.846328589645446,2,175100,-458.9
1303,-4.846043925200654,2,175200,-458.9
1304,-4.843498028799956,2,175300,-458.9
1304,-4.843498028799956,2,175400,-458.9
1305,-4.8626738232857845,2,175500,-458.6
1305,-4.8626738232857845,2,175600,-458.6
1305,-4.8626738232857845,2,175700,-458.6
1306,-4.824134245892391,2,175800,-452.8
1306,-4.824134245892391,2,175900,-452.8
1306,-4.824134245892391,2,176000,-452.8
1307,-4.823729597499528,2,176100,-452.7
1307,-4.823729597499528,2,176200,-452.7
1307,-4.823729597499528,2,176300,-452.7
1308,-4.7963070085062,2,176400,-447.0
1308,-4.7963070085062,2,176500,-447.0
1308,-4.7963070085062,2,176600,-447.0
1309,-4.796047184137978,2,176700,-446.9
1310,-4.838674947291554,2,176800,-446.7
1310,-4.838674947291554,2,176900,-446.7
1311,-4.824439750551876,2,177000,-446.9
1311,-4.824439750551876,2,177100,-446.9
1311,-4.824439750551876,2,177200,-446.9
1312,-4.825165937872845,2,177300,-447.1
1312,-4.825165937872845,2,177400,-447.1
1312,-4.825165937872845,2,177500,-447.1
1313,-4.8253044837533,2,177600,-447.1
1313,-4.8253044837533,2,177700,-447.1
1313,-4.8253044837533,2,177800,-447.1
1314,-4.794975157860125,2,177900,-441.2
1314,-4.794975157860125,2,178000,-441.2
1315,-4.634158109961418,2,178100,-441.3
1315,-4.634158109961418,2,178200,-441.3
1316,-4.661638839796618,2,178300,-447.3
1316,-4.661638839796618,2,178400,-447.3
1316,-4.661638839796618,2,178500,-447.3
1317,-4.6612814028385205,2,178600,-447.2
1317,-4.6612814028385205,2,178700,-447.2
1318,-4.695600309267295,2,178800,-453.3
1319,-4.713010847013652,2,178900,-453.4
1319,-4.713010847013652,2,179000,-453.4
1319,-4.713010847013652,2,179100,-453.4
1320,-4.57387813802489,2,179200,-447.9
1321,-4.555449847463716,2,179300,-448.0
1321,-4.555449847463716,2,179400,-448.0
1321,-4.555449847463716,2,179500,-448.0
1322,-4.378063637716121,2,179600,-442.4
1324,-4.581612818136339,2,179700,-442.0
1324,-4.581612818136339,2,179800,-442.0
1324,-4.581612818136339,2,179900,-442.0
1325,-4.3737301215074975,2,180000,-436.4
1326,-4.202483248917668,2,180100,-436.5
1326,-4.202483248917668,2,180200,-436.5
1326,-4.202483248917668,2,180300,-436.5
1327,-4.17996907588092,2,180400,-430.5
1327,-4.17996907588092,2,180500,-430.5
1328,-4.182818172734336,2,180600,-430.4
1328,-4.182818172734336,2,180700,-430.4
1329,-4.213505639017998,2,180800,-436.3
1329,-4.213505639017998,2,180900,-436.3
1330,-4.211895212664845,2,181000,-436.3
1330,-4.211895212664845,2,181100,-436.3
1330,-4.211895212664845,2,181200,-436.3
1331,-4.024520373629168,2,181300,-430.9
1332,-3.72355615462739,2,181400,-430.9
1332,-3.72355615462739,2,181500,-430.9
1333,-3.673751934628396,2,181600,-431.1
1333,-3.673751934628396,2,181700,-431.1
1333,-3.673751934628396,2,181800,-431.1
1334,-3.614909332363825,2,181900,-425.2
1334,-3.614909332363825,2,182000,-425.2
1334,-3.614909332363825,2,182100,-425.2
1335,-3.5783353329541097,2,182200,-419.3
1335,-3.5783353329541097,2,182300,-419.3
1335,-3.5783353329541097,2,182400,-419.3
1336,-3.5413692450443257,2,182500,-413.4
1336,-3.5413692450443257,2,182600,-413.4
1337,-3.5699031082710118,2,182700,-419.6
1337,-3.5699031082710118,2,182800,-419.6
1338,-3.469290945871052,2,182900,-419.7
1338,-3.469290945871052,2,183000,-419.7
1339,-3.4825465392178194,2,183100,-419.8
1340,-3.4757212132313664,2,183200,-419.6
1340,-3.4757212132313664,2,183300,-419.6
1340,-3.4757212132313664,2,183400,-419.6
1341,-3.4749375878583555,2,183500,-419.4
1341,-3.4749375878583555,2,183600,-419.4
1342,-3.433353648543189,2,183700,-419.7
1342,-3.433353648543189,2,183800,-419.7
1342,-3.433353648543189,2,183900,-419.7
1343,-3.408449487094377,2,184000,-413.9
1344,-3.4617431911849574,2,184100,-419.6
1344,-3.4617431911849574,2,184200,-419.6
1345,-3.4307153932468437,2,184300,-419.8
1346,-3.680606976726641,2,184400,-425.5
1347,-3.6450587178844724,2,184500,-425.6
1349,-3.918848018783122,2,184600,-425.1
1350,-3.967073271684805,2,184700,-424.9
1350,-3.967073271684805,2,184800,-424.9
1350,-3.967073271684805,2,184900,-424.9
1351,-3.9668762680490137,2,185000,-424.9
1351,-3.9668762680490137,2,185100,-424.9
1352,-3.995256560248905,2,185200,-430.8
1352,-3.995256560248905,2,185300,-430.8
1352,-3.995256560248905,2,185400,-430.8
1353,-3.9324891411381433,2,185500,-425.0
1353,-3.9324891411381433,2,185600,-425.0
1354,-3.8974929531623252,2,185700,-425.2
1354,-3.8974929531623252,2,185800,-425.2
1354,-3.8974929531623252,2,185900,-425.2
1355,-3.864780569715695,2,186000,-419.4
1356,-3.8387448118693315,2,186100,-419.5
1357,-3.874391806220807,2,186200,-424.7
1358,-3.954545413932617,2,186300,-430.1
1359,-4.050174032255093,2,186400,-436.1
1359,-4.050174032255093,2,186500,-436.1
1359,-4.050174032255093,2,186600,-436.1
1360,-4.019132663115963,2,186700,-430.2
1361,-4.0403874388336005,2,186800,-430.0
1363,-4.429414572920426,2,186900,-429.9
1364,-4.546122671482478,2,187000,-435.7
1366,-4.744729573570861,2,187100,-435.7
1367,-4.781000979879924,2,187200,-435.6
1368,-4.871971982605129,2,187300,-435.5
1369,-4.895230067281827,2,187400,-435.4
1371,-5.011001338064705,2,187500,-435.2
1371,-5.011001338064705,2,187600,-435.2
1372,-5.020751293108232,2,187700,-435.1
1372,-5.020751293108232,2,187800,-435.1
1373,-4.995455425860509,2,187900,-435.2
1373,-4.995455425860509,2,188000,-435.2
1375,-5.072938068770549,2,188100,-440.3
1375,-5.072938068770549,2,188200,-440.3
1375,-5.072938068770549,2,188300,-440.3
1376,-4.9792136203689195,2,188400,-434.7
1377,-5.0459447960333685,2,188500,-434.8
1377,-5.0459447960333685,2,188600,-434.8
1377,-5.0459447960333685,2,188700,-434.8
1378,-5.0445302544232336,2,188800,-434.3
1379,-5.042426513859803,2,188900,-434.3
1380,-4.961630166675577,2,189000,-434.3
1381,-5.098402667992841,2,189100,-434.2
1381,-5.098402667992841,2,189200,-434.2
1383,-5.2131994701189,2,189300,-439.9
1384,-5.210004304993467,2,189400,-440.0
1384,-5.210004304993467,2,189500,-440.0
1384,-5.210004304993467,2,189600,-440.0
1385,-5.2329010133287746,2,189700,-445.8
1385,-5.2329010133287746,2,189800,-445.8
1385,-5.2329010133287746,2,189900,-445.8
1386,-5.206372880105501,2,190000,-440.0
1386,-5.206372880105501,2,190100,-440.0
1386,-5.206372880105501,2,190200,-440.0
1387,-5.168916464552663,2,190300,-434.5
1387,-5.168916464552663,2,190400,-434.5
1387,-5.168916464552663,2,190500,-434.5
1388,-5.170248277793283,2,190600,-434.9
1388,-5.170248277793283,2,190700,-434.9
1388,-5.170248277793283,2,190800,-434.9
1389,-5.119089043676036,2,190900,-429.2
1389,-5.119089043676036,2,191000,-429.2
1390,-5.029884660758296,2,191100,-429.3
1390,-5.029884660758296,2,191200,-429.3
1391,-5.051982016451661,2,191300,-435.2
1391,-5.051982016451661,2,191400,-435.2
1391,-5.051982016451661,2,191500,-435.2
1392,-5.023787197973864,2,191600,-429.3
1392,-5.023787197973864,2,191700,-429.3
1392,-5.023787197973864,2,191800,-429.3
1393,-4.996365164203542,2,191900,-429.6
1393,-4.996365164203542,2,192000,-429.6
1393,-4.996365164203542,2,192100,-429.6
