obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,rollout/return_history_std,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.0,0.9999999403953552,0.16720346283821505,-86.43534851074219,0.0005053295171819627,0.9287492036819458,0.03696169704198837,-86.43522644042969,0.000879963394254446,0.8300485610961914,0.17797613143920898,-41.640926361083984,0.18464039266109467,0.743148684501648,25.83116883116883,77.0,-636.896484375,-636.896484375,14.253348350524902,14.253348350524902,47.466116189956665,77.0,1,2000,42.13532010910931,84.06263732910156,11127.3603515625,1.1501259803771973
0.0,0.9999999403953552,0.14259466822295333,-161.53736877441406,0.00024210558331105858,0.9541881084442139,0.010223885998129845,-161.53720092773438,0.00023303242051042616,0.18563461303710938,0.4799955487251282,-82.46963500976562,0.2940559387207031,0.6974220871925354,26.276315789473685,152.0,-638.5614013671875,-639.2276000976562,17.308940887451172,16.418472290039062,94.94369173049927,152.0,2,4000,42.13023453263361,159.74246215820312,6895.2861328125,0.7623777389526367
0.0,0.9999999403953552,0.13433062777208762,-231.62469482421875,0.0003673020692076534,0.9810168743133545,0.005561599507927895,-231.62445068359375,0.0003631683939602226,0.45175641775131226,0.4549650251865387,-120.25181579589844,0.37492790818214417,0.6649330258369446,26.01304347826087,230.0,-637.6492919921875,-636.0366821289062,12.753090858459473,15.541793823242188,142.58301043510437,230.0,3,6000,42.0807498852106,229.8814697265625,5627.3173828125,0.5153565406799316
0.0,0.9999999403953552,0.13978498992545177,-292.28021240234375,0.0003552177513483912,0.9899435639381409,0.002384762279689312,-292.280029296875,0.0003703204565681517,0.9492053985595703,0.060691870748996735,-155.407958984375,0.4592743515968323,0.6319427490234375,24.959375,320.0,-637.6542358398438,-637.539306640625,34.82454299926758,23.186853408813477,189.72946500778198,320.0,4,8000,42.16530099672115,290.7291259765625,3819.776611328125,0.019629644230008125
0.0,0.9999999403953552,0.1454608210542347,-347.58197021484375,0.00044947105925530195,0.9928712248802185,0.00041482865344733,-347.58184814453125,0.0004765013582073152,0.988508939743042,0.0131926778703928,-188.14353942871094,0.5189698934555054,0.6048475503921509,24.196125907990314,413.0,-636.7341918945312,-633.779541015625,11.847373962402344,21.279346466064453,237.31902074813843,413.0,5,10000,42.13737259017593,346.2984313964844,2547.117431640625,0.015941161662340164
0.0,0.9999999403953552,0.1370306733903066,-394.1664733886719,0.000999574433080852,0.011164695024490356,0.9834911823272705,-394.16583251953125,0.0012179104378446937,0.00961354374885559,0.9746226072311401,-218.6421661376953,0.5394623279571533,0.5953496098518372,23.940119760479043,501.0,-636.3045654296875,-634.1055908203125,13.403402328491211,20.120607376098633,285.0036680698395,501.0,6,12000,42.10472125242763,393.3279724121094,1730.990966796875,0.2331772744655609
0.0,0.9999999403953552,0.15136711368692907,-430.6959533691406,0.005466827191412449,-0.0009136795997619629,0.9983123540878296,-430.69091796875,0.009335861541330814,-0.17455467581748962,0.843762218952179,-246.37841796875,0.4584096074104309,0.6770038604736328,23.50588235294118,595.0,-636.2431640625,-635.7405395507812,19.16292381286621,20.0408878326416,332.85049080848694,595.0,7,14000,42.060926411718036,429.9024353027344,1337.5853271484375,0.0026720515452325344
0.0,0.9999999403953552,0.17056425244126316,-457.669189453125,3.4332275390625e-05,4.7773122787475586e-05,0.9996943473815918,-457.6692199707031,8.529922524758149e-06,-0.0031332969665527344,0.9971858263015747,-271.08050537109375,0.39792054891586304,0.7340527772903442,23.18695652173913,690.0,-635.793212890625,-632.7581176757812,17.83943748474121,19.80846405029297,379.90404653549194,690.0,8,16000,42.115897806066734,457.3041076660156,787.3989868164062,0.001241273363120854
0.0,0.9999999403953552,0.18469664449646242,-479.1954345703125,2.412626417935826e-05,4.6253204345703125e-05,0.999695897102356,-479.19537353515625,7.146833377191797e-05,0.040424644947052,0.9736459255218506,-293.06549072265625,0.35611724853515625,0.7689367532730103,22.87786259541985,786.0,-635.2279663085938,-631.1887817382812,6.9575276374816895,18.778837203979492,428.1056888103485,786.0,9,18000,42.0456921514398,478.8315124511719,651.3719482421875,0.6915413737297058
0.0,0.9999999403953552,0.20402,-492.71173095703125,0.00030833043274469674,2.8908252716064453e-05,0.9997141361236572,-492.71142578125,0.0007015102892182767,0.02654162049293518,0.9586016535758972,-312.39324951171875,0.3152598738670349,0.792198896408081,22.844571428571427,875.0,-634.9765625,-632.7965087890625,10.17484188079834,18.122835159301758,475.1178424358368,875.0,10,20000,42.0948198818716,492.8055725097656,469.6787414550781,0.408179372549057
