EpIntrinsicRew/step,EpLenMean,EpRew/step,EpThisIter,EpTotalRewMean,EpisodesSoFar,MaxIntrinsicRew,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
12.34156854072728,73.14285714285714,-12.016926731484473,14,-698.7197960269239,14,43.71449,34.6679208278656,1024,0.0,2.8417082,-0.0004928112030029297,0.000819351,0.008987136,0.008987136
8.986829569723453,70.62068965517241,-11.980560754665895,15,-686.1798241333715,29,41.696236,68.78037667274475,2048,0.0,2.839488,1.7881393432617188e-05,0.00085946283,0.013196068,0.013196068
6.9206981445790525,78.76923076923077,-10.722642995000282,10,-676.7511433905516,39,3.8198278,102.28435492515564,3072,0.0,2.830148,-9.226799011230469e-05,0.0008995209,0.009459779,0.009459779
3.48268998456948,81.525,-9.592193097223689,13,-643.2548636551946,52,4.736459,136.89240169525146,4096,0.0,2.8389385,0.0005241036415100098,0.00083113526,0.009383658,0.009383658
0.8935644377638585,85.375,-9.050612478520875,12,-634.2126613786444,64,5.618212,171.38228702545166,5120,0.0,2.8316324,4.929304122924805e-05,0.00081498077,0.010278869,0.010278869
0.7329742100235225,78.475,-9.98589525963412,14,-651.6598561320454,78,2.3989267,205.05902123451233,6144,0.0,2.8279502,-0.0007777214050292969,0.00084795646,0.009355102,0.009355102
0.6726876862647829,76.9,-10.735642056509514,13,-663.658803242445,91,3.099945,239.27315640449524,7168,0.0,2.8200095,0.00015974044799804688,0.0008820528,0.007855964,0.007855964
0.5566650633517881,83.9,-10.05101119403913,10,-669.6075654273852,101,3.0333462,272.8448021411896,8192,0.0,2.814475,0.00028127431869506836,0.0009444303,0.0103663765,0.0103663765
0.49556617616381227,91.775,-9.54517610617976,10,-660.964439051412,111,1.241214,307.0432541370392,9216,0.0,2.814433,-0.00020122528076171875,0.00090308266,0.008302878,0.008302878
0.39447156830619157,90.875,-9.64494436608491,13,-622.5214378247038,124,1.4119422,340.62249851226807,10240,0.0,2.8203132,-0.00010967254638671875,0.000878282,0.009377498,0.009377498
0.32980974673337216,89.9,-9.70420952441352,12,-611.8495928110555,136,1.2588786,374.9526379108429,11264,0.0,2.8199873,-0.0012511014938354492,0.0007962251,0.008225793,0.008225793
0.30722969332316163,96.625,-9.497982443117323,9,-645.8691379114986,145,1.0784844,408.43365573883057,12288,0.0,2.8179042,-0.00027489662170410156,0.00087022135,0.008244754,0.008244754
0.2690882690219676,83.675,-10.472788121776187,15,-629.6798242509365,160,1.0058378,442.6915159225464,13312,0.0,2.8241658,-0.00035309791564941406,0.00085797283,0.009673837,0.009673837
0.24936989290082834,91.45,-10.142250557189062,9,-645.4594895904884,169,1.1475967,476.6446716785431,14336,0.0,2.8165286,-0.0003654956817626953,0.0009967408,0.01044186,0.01044186
0.22646760686783515,97.425,-9.509974163125545,9,-647.6194801554084,178,1.089529,510.0973129272461,15360,0.0,2.8128357,-0.0003800392150878906,0.0009058788,0.009693818,0.009693818
0.19352310925409322,98.5,-9.358139924211425,10,-599.3013041606173,188,0.7357388,544.213280916214,16384,0.0,2.8077066,-6.258487701416016e-05,0.0009262772,0.008370493,0.008370493
0.1725332636337475,103.525,-8.35807298836939,11,-614.1132346410304,199,0.73311627,577.7996861934662,17408,0.0,2.7950046,-0.00016927719116210938,0.00095318403,0.009295704,0.009295704
0.16207689422001897,109.95,-7.84427465133362,6,-600.3991079224273,205,0.85159135,611.4345850944519,18432,0.0,2.7960732,0.0002428889274597168,0.0008868113,0.009797627,0.009797627
0.1551928166933295,106.775,-8.585958101053565,11,-581.6918787280098,216,0.8591628,646.0430574417114,19456,0.0,2.7965996,0.00012868642807006836,0.0010025087,0.01014174,0.01014174
0.14555690840380994,116.15,-8.046878967311752,6,-585.7170189375058,222,0.60444105,679.7488713264465,20480,0.0,2.789693,-0.00037848949432373047,0.0010336414,0.01132295,0.01132295
0.13853497631993877,115.225,-7.627048864242613,12,-587.2685578025878,234,0.5650329,714.2594084739685,21504,0.0,2.7881157,-0.0009906291961669922,0.0009178024,0.009215335,0.009215335
0.1296274672903305,100.95,-8.95816440264122,12,-600.2870854517445,246,0.61672366,748.0353515148163,22528,0.0,2.7795,0.0001544356346130371,0.0009520483,0.009012703,0.009012703
0.12781143510473902,111.125,-8.616824036941775,6,-584.0869861004874,252,0.7706535,782.0314035415649,23552,0.0,2.78173,0.000792384147644043,0.0009455908,0.011477769,0.011477769
0.12260336976766908,109.75,-8.470716284676273,8,-601.4462852478027,260,0.65624523,815.2498307228088,24576,0.0,2.7793276,-0.0008765459060668945,0.0009458774,0.009243736,0.009243736
0.11630804567414872,122.65,-7.4561391397547965,6,-585.0291012478992,266,0.67649436,848.6296980381012,25600,0.0,2.767608,0.00025540590286254883,0.001002073,0.009580983,0.009580983
0.11289159430560695,137.525,-6.702996384936715,5,-559.5261618915945,271,0.5157268,881.5086040496826,26624,0.0,2.761741,-0.0010832548141479492,0.00094877055,0.0076355785,0.0076355785
0.10835832563982173,145.25,-6.598292440543169,8,-547.4498417403549,279,0.7152893,916.1353688240051,27648,0.0,2.7613416,-0.0002696514129638672,0.00082663196,0.008027114,0.008027114
0.2935775678629026,153.6,-6.444221656216307,7,-540.8587143547833,286,9.074365,949.7062757015228,28672,0.0,2.7564116,-0.005920767784118652,0.00091035943,0.00881435,0.00881435
0.2848824643622204,146.35,-6.480340738316805,9,-552.3983607988805,295,0.72738254,982.8379013538361,29696,0.0,2.7452095,-0.0006654262542724609,0.0009526591,0.011177165,0.011177165
0.30569850190684755,130.6,-7.543879001507753,10,-562.3765081761405,305,2.605021,1017.2443571090698,30720,0.0,2.743317,-0.004076838493347168,0.0009280964,0.010682408,0.010682408
0.30277316623165496,133.55,-7.515919261657056,5,-547.8025172689929,310,0.42630512,1050.891236782074,31744,0.0,2.7424343,-0.00037550926208496094,0.00089621014,0.009735104,0.009735104
0.2999495444273997,131.5,-7.417833793070267,8,-535.3594548460096,318,0.4737862,1085.3613131046295,32768,0.0,2.7306817,-0.0007630586624145508,0.00087938836,0.009360066,0.009360066
0.10752428537595848,128.0,-7.241991844298094,8,-538.9186304571107,326,0.6811664,1119.422759771347,33792,0.0,2.7297473,-0.00030994415283203125,0.0009552647,0.008846176,0.008846176
0.10487446706929977,132.925,-6.982287415841429,8,-515.8550217065961,334,0.47650945,1152.4435105323792,34816,0.0,2.7227979,-0.00022590160369873047,0.0009962469,0.008655941,0.008655941
0.09453245922086924,134.7,-6.696826182995397,8,-512.3213769501075,342,0.5361838,1186.9962391853333,35840,0.0,2.7213416,-0.0003548860549926758,0.0009775588,0.012152864,0.012152864
0.07852368838333537,144.575,-6.0389769332183505,5,-482.0523692922667,347,0.49479324,1220.713473558426,36864,0.0,2.720273,0.0001582503318786621,0.00092527317,0.010554839,0.010554839
