obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,rollout/return_history_std,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.0,0.9999999403953552,0.22989484264752452,-514.1326904296875,62.900577545166016,0.9979628324508667,0.0018256319453939795,-511.98016357421875,62.12130355834961,0.08664079010486603,0.7478066682815552,-347.880126953125,0.008597837761044502,0.8567712903022766,23.075690115761354,1123.0,-636.0773315429688,-633.2042236328125,24.76889419555664,23.8631534576416,583.797869682312,1123.0,13,26000,44.535962445612455,503.5675354003906,26.941299438476562,1.1341239213943481
0.0,0.9999999403953552,0.20812080200000005,-499.9286193847656,81.0568618774414,-0.061303626745939255,0.9576359987258911,-486.7761535644531,81.74312591552734,0.015127331018447876,0.8230785727500916,-358.40924072265625,0.03156247362494469,0.853827953338623,23.367364016736403,1195.0,-636.3372802734375,-641.03759765625,29.13469696044922,23.682865142822266,628.6062383651733,1195.0,14,28000,44.54298778965361,467.6644592285156,22.637351989746094,0.6944615840911865
0.0,0.9999999403953552,0.17056425244126322,-446.71929931640625,98.99784851074219,0.01693103462457657,0.9726129174232483,-434.268798828125,94.49246978759766,0.2072918713092804,0.8491561412811279,-360.4552307128906,0.0293411985039711,0.8386169075965881,24.69586776859504,1210.0,-635.661865234375,-633.2194213867188,78.47198486328125,31.51654815673828,673.5531935691833,1210.0,15,30000,44.539912046187304,428.2780456542969,177.33990478515625,1.2711654901504517
0.0,0.9999999403953552,0.1397849899254518,-422.78851318359375,103.55811309814453,0.0050436630845069885,0.9619355201721191,-410.6160888671875,97.38253021240234,0.5205463171005249,0.7953509092330933,-360.75201416015625,0.03648452088236809,0.8264980316162109,25.79430894308943,1230.0,-636.8923950195312,-645.9268188476562,88.85770416259766,34.22317886352539,718.098730802536,1230.0,16,32000,44.56211747406557,395.6822509765625,187.58322143554688,0.7751704454421997
0.0,0.9999999403953552,0.11456001552955852,-400.3341064453125,113.10189056396484,0.04957610368728638,0.9659804105758667,-387.0189514160156,103.95781707763672,0.04418112337589264,0.9166321754455566,-359.3423156738281,0.04081438481807709,0.8127274513244629,27.232744783306583,1246.0,-637.8479614257812,-657.7493896484375,157.27455139160156,50.39020538330078,762.8095471858978,1246.0,17,34000,44.572069300168515,370.68719482421875,231.31500244140625,1.249557614326477
0.0,0.9999999403953552,0.09388702724900437,-387.6719665527344,121.13037109375,-0.5610518455505371,0.7981742024421692,-372.61944580078125,112.37999725341797,-0.609671413898468,0.756809413433075,-356.2317810058594,0.057709742337465286,0.8022385239601135,28.63216560509554,1256.0,-636.8377685546875,-645.5637817382812,190.2690887451172,58.35356903076172,807.7056851387024,1256.0,18,36000,44.57069036702142,346.5672302246094,193.41969299316406,0.7574714422225952
0.0,0.9999999403953552,0.07849118035809692,-369.5581970214844,121.84844207763672,-0.5980730056762695,0.7894324660301208,-350.1351318359375,108.00730895996094,-0.5034990310668945,0.842521607875824,-352.4422912597656,0.028331562876701355,0.7997627258300781,29.90909090909091,1265.0,-637.5866088867188,-654.44873046875,274.7088928222656,80.65444946289062,852.4570114612579,1265.0,19,38000,44.577027919403776,333.3803405761719,380.5646057128906,0.15108643472194672
0.0,0.9999999403953552,0.0682844203499074,-352.12451171875,124.72740936279297,-0.5491716265678406,0.8208469152450562,-332.66448974609375,112.44158172607422,-0.6011214852333069,0.7819353342056274,-348.0959167480469,0.001962704584002495,0.7965227961540222,31.21933962264151,1272.0,-635.2816772460938,-624.6898803710938,299.9144287109375,87.15087890625,896.8375554084778,1272.0,20,40000,44.601165237534474,311.7234191894531,276.6457824707031,0.20719371736049652
0.0,0.9999999403953552,0.06305951655006926,-341.807861328125,131.38027954101562,-0.39758649468421936,0.9045081734657288,-325.7834167480469,120.20077514648438,-0.5134297013282776,0.8364406824111938,-343.42724609375,-0.022043908014893532,0.7928106784820557,32.71796875,1280.0,-633.4561767578125,-601.2828369140625,323.0306701660156,93.54877471923828,941.8104813098907,1280.0,21,42000,44.5949592125854,303.20751953125,365.106689453125,0.3720184564590454
0.0,0.9999999403953552,0.055962119107954095,-330.78509521484375,134.8975067138672,-0.529603123664856,0.8291933536529541,-314.24481201171875,124.52648162841797,-0.5229156613349915,0.8263870477676392,-338.2936706542969,-0.04379582777619362,0.7886770367622375,34.17171717171717,1287.0,-630.9893188476562,-567.8917846679688,339.7502136230469,99.11956024169922,985.9568781852722,1287.0,22,44000,44.62669815842789,285.99432373046875,195.8883056640625,0.23947735130786896
0.0,0.9999999403953552,0.05066177638540577,-313.61798095703125,146.00445556640625,-0.5409195423126221,0.8319222927093506,-289.84918212890625,130.965087890625,-0.63096022605896,0.7677213549613953,-332.5469665527344,-0.06357365846633911,0.7842530608177185,35.40525908739366,1293.0,-628.7799682617188,-538.7239990234375,352.9039611816406,104.0674057006836,1030.2786219120026,1293.0,23,46000,44.64811655960859,256.9254150390625,146.14085388183594,0.26978254318237305
0.0,0.9999999403953552,0.046785300513072836,-292.6685791015625,150.61752319335938,-0.6075527667999268,0.7919045090675354,-265.3099365234375,132.59759521484375,-0.5855167508125305,0.7980787754058838,-326.63055419921875,-0.08167795091867447,0.7799639701843262,36.83,1300.0,-626.8776245117188,-518.7855224609375,359.5444030761719,107.9232177734375,1075.5856456756592,1300.0,24,48000,44.62685067710016,245.04180908203125,214.14524841308594,0.1992228478193283
0.0,0.9999999403953552,0.04235412222587577,-283.03887939453125,150.77175903320312,-0.4662860333919525,0.8732625842094421,-263.5953369140625,137.48764038085938,-0.5505463480949402,0.818813681602478,-320.67742919921875,-0.09839680045843124,0.7756466865539551,38.23947972456006,1307.0,-624.4019165039062,-486.1180114746094,368.96746826171875,112.82010650634766,1120.5334777832031,1307.0,25,50000,44.6216030054872,232.33155822753906,356.20343017578125,0.3091726303100586
0.0,0.9999999403953552,0.04151957869412388,-294.49749755859375,162.50331115722656,-0.6015225052833557,0.7910832166671753,-270.8785095214844,147.17713928222656,-0.5901872515678406,0.7958325147628784,-314.73223876953125,-0.1138128861784935,0.77120041847229,39.43564356435643,1313.0,-622.4149169921875,-459.8965148925781,370.55535888671875,116.50098419189453,1164.998973608017,1313.0,26,52000,44.63523245772082,225.51348876953125,422.4016418457031,0.4913058578968048
0.0,0.9999999403953552,0.039113321278561465,-273.1285400390625,159.5361328125,-0.4853154122829437,0.8640768527984619,-248.99111938476562,143.5668487548828,-0.45829713344573975,0.879946231842041,-308.7000427246094,-0.12813915312290192,0.7666861414909363,40.832702498107494,1321.0,-619.9063110351562,-422.84356689453125,373.4271545410156,121.18389892578125,1210.3374328613281,1321.0,27,54000,44.61565719928199,207.49325561523438,308.8846130371094,0.13871635496616364
0.0,0.9999999403953552,0.03540877950819716,-271.8750915527344,174.4019317626953,-0.5789381265640259,0.8045570254325867,-252.487548828125,161.6768035888672,-0.6102122068405151,0.7909427285194397,-302.60675048828125,-0.14139769971370697,0.7623369097709656,42.00452147701583,1327.0,-617.719970703125,-385.0509033203125,368.0964050292969,125.20567321777344,1254.8421964645386,1327.0,28,56000,44.6271253531141,195.25563049316406,303.8075256347656,0.33375924825668335
0.0,0.9999999403953552,0.03540877950819716,-250.4072723388672,174.81944274902344,-0.6206276416778564,0.7796041965484619,-221.80853271484375,154.96826171875,-0.6303462982177734,0.7714531421661377,-296.3426513671875,-0.15377797186374664,0.7579604387283325,43.35832083958021,1334.0,-615.2147827148438,-355.79327392578125,360.26361083984375,129.57833862304688,1300.0267062187195,1334.0,29,58000,44.61446808942858,177.67161560058594,400.6171569824219,0.26791173219680786
0.0,0.9999999403953552,0.03269941380439557,-246.0773162841797,174.52301025390625,-0.6104909777641296,0.7875396609306335,-218.7386474609375,156.83172607421875,-0.6214147210121155,0.7791798114776611,-290.0920104980469,-0.16531114280223846,0.7537582516670227,44.48882265275708,1342.0,-613.2276611328125,-314.8555908203125,331.8714294433594,132.54367065429688,1345.9848930835724,1342.0,30,60000,44.57702334425427,171.0262451171875,516.654541015625,0.22241950035095215
0.0,0.9999999403953552,0.032055106170371106,-253.43328857421875,182.78582763671875,-0.605815052986145,0.7891733050346375,-228.79397583007812,165.87960815429688,-0.6003404855728149,0.7897297143936157,-283.99169921875,-0.17612040042877197,0.7494298219680786,45.814677538917714,1349.0,-610.8228149414062,-281.6890563964844,306.89208984375,136.35508728027344,1391.3658549785614,1349.0,31,62000,44.560530056241255,171.33816528320312,296.61962890625,0.24115167558193207
0.0,0.9999999403953552,0.029602352743226958,-229.5617218017578,179.2421417236328,-0.5835568308830261,0.8002684116363525,-200.92929077148438,160.27932739257812,-0.5380338430404663,0.8314969539642334,-278.14886474609375,-0.18623019754886627,0.7454299926757812,47.116433308769345,1357.0,-608.5249633789062,-251.9075927734375,290.7537536621094,139.65219116210938,1437.7496240139008,1357.0,32,64000,44.5140092065023,152.2980499267578,232.1479949951172,0.3685078024864197
0.0,0.9999999403953552,0.026798623766663407,-233.9380340576172,188.64407348632812,-0.5954362154006958,0.7987309098243713,-202.26168823242188,165.2954559326172,-0.6210954189300537,0.7735556960105896,-272.4974365234375,-0.19575665891170502,0.7413872480392456,48.24926686217009,1364.0,-606.5319213867188,-209.28919982910156,164.14718627929688,142.5828094482422,1484.0464763641357,1364.0,33,66000,44.473000712011256,149.70433044433594,383.082763671875,0.5868897438049316
0.0,0.9999999403953552,0.024748079434129402,-227.34564208984375,190.5430145263672,-0.5779858231544495,0.8027161955833435,-196.6507568359375,168.38438415527344,-0.5862873196601868,0.8010484576225281,-267.0581970214844,-0.20469917356967926,0.7375427484512329,49.5346462436178,1371.0,-604.2200927734375,-209.42514038085938,163.9862823486328,145.84683227539062,1530.0481297969818,1371.0,34,68000,44.44304638248389,145.2162322998047,245.3557586669922,0.41757261753082275
0.0,0.9999999403953552,0.025245515830755405,-227.04055786132812,196.34738159179688,-0.41466599702835083,0.8930160403251648,-204.75491333007812,178.6369171142578,-0.36497989296913147,0.9232778549194336,-261.88043212890625,-0.2130986601114273,0.733773410320282,50.588107324147934,1379.0,-602.4085083007812,-201.01339721679688,136.85986328125,148.1371612548828,1575.4938628673553,1379.0,35,70000,44.43051264738152,138.26060485839844,293.1954345703125,0.23280973732471466
0.0,0.9999999403953552,0.024748079434129402,-213.84593200683594,181.46665954589844,-0.4628199338912964,0.8699911236763,-182.64231872558594,160.43348693847656,-0.5590792298316956,0.8195330500602722,-256.8575439453125,-0.22103586792945862,0.7300807237625122,51.84776334776335,1386.0,-600.0818481445312,-197.81910705566406,137.5304412841797,151.34268188476562,1623.7214181423187,1386.0,36,72000,44.342581920471545,127.77281188964844,590.3375854492188,0.36404120922088623
0.0,0.9999999403953552,0.028447279136688076,-220.37303161621094,189.45677185058594,-0.39183294773101807,0.9140786528587341,-191.6694793701172,172.14328002929688,-0.3814947307109833,0.91400146484375,-252.07754516601562,-0.22855637967586517,0.7264367938041687,53.076757532281206,1394.0,-598.577392578125,-212.18980407714844,184.14784240722656,155.4232940673828,1670.2604825496674,1394.0,37,74000,44.304466742240315,126.74455261230469,267.1225891113281,0.1717500388622284
0.0,0.9999999403953552,0.030197360033365817,-216.72085571289062,183.82278442382812,-0.3984772562980652,0.9111818075180054,-189.357666015625,166.22164916992188,-0.39406833052635193,0.9131897687911987,-247.43597412109375,-0.2357020527124405,0.7229653596878052,54.14489650249821,1401.0,-596.73876953125,-208.91787719726562,181.08912658691406,157.60765075683594,1718.828782081604,1401.0,38,76000,44.21615508902491,125.1681900024414,299.8857727050781,0.3902364671230316
0.0,0.9999999403953552,0.03269941380439556,-214.2420654296875,194.70555114746094,-0.44918006658554077,0.8825314044952393,-183.82162475585938,174.30116271972656,-0.4383123219013214,0.8871932029724121,-242.9620819091797,-0.24248622357845306,0.7195605635643005,55.3671875,1408.0,-594.5230102539062,-208.04318237304688,181.41249084472656,160.329833984375,1764.8587203025818,1408.0,39,78000,44.196172250335735,121.45336151123047,369.5894470214844,0.09280218183994293
0.0,0.9999999403953552,0.03335667202186391,-206.39682006835938,192.2815704345703,-0.3811841607093811,0.9181015491485596,-177.04769897460938,172.0134735107422,-0.4430057108402252,0.8737582564353943,-238.64137268066406,-0.24894089996814728,0.716421365737915,56.40523338048091,1414.0,-592.5896606445312,-204.9250946044922,180.68470764160156,162.71421813964844,1813.5462069511414,1414.0,40,80000,44.11246854001734,116.40341186523438,337.17462158203125,0.13072578608989716
0.0,0.9999999403953552,0.03612049597631191,-224.02133178710938,201.12326049804688,-0.37016695737838745,0.9238204956054688,-193.43946838378906,179.78463745117188,-0.35298943519592285,0.930474042892456,-234.53514099121094,-0.25510361790657043,0.7133391499519348,57.57494722026742,1421.0,-591.7625122070312,-219.98248291015625,201.00343322753906,164.19081115722656,1860.3436636924744,1421.0,41,82000,44.07787743757171,114.94329833984375,215.81640625,0.3003993034362793
0.0,0.9999999403953552,0.03402714112950338,-217.3611297607422,195.1841278076172,-0.3850613236427307,0.9154840707778931,-187.07925415039062,174.39120483398438,-0.4021484851837158,0.9054767489433289,-230.5750732421875,-0.26092398166656494,0.7103701233863831,58.57972027972028,1430.0,-590.918701171875,-249.18325805664062,228.2136688232422,165.75637817382812,1908.9403703212738,1430.0,42,84000,44.00346983382348,110.43834686279297,308.51715087890625,0.3505912721157074
0.0,0.9999999403953552,0.03402714112950338,-227.50100708007812,195.9944305419922,-0.3801725208759308,0.9169186949729919,-196.3838653564453,176.2908477783203,-0.356060266494751,0.9278605580329895,-226.86732482910156,-0.26649850606918335,0.7075349688529968,59.794158553546595,1438.0,-591.1748657226562,-278.8755187988281,321.2660217285156,174.190185546875,1955.5717322826385,1438.0,43,86000,43.97690894192698,110.9858169555664,399.7508239746094,0.20678754150867462
0.0,0.9999999403953552,0.03335667202186391,-217.77621459960938,195.98387145996094,-0.39065754413604736,0.9172970056533813,-186.7564697265625,175.93276977539062,-0.4546317160129547,0.881758987903595,-223.22604370117188,-0.27181094884872437,0.7046496272087097,60.77024221453287,1445.0,-589.3139038085938,-281.2338562011719,323.5644226074219,176.1925811767578,2001.4351317882538,1445.0,44,88000,43.96844974004891,108.75244140625,248.01504516601562,0.3823290765285492
0.0,0.9999999403953552,0.035408779508197145,-219.37356567382812,204.40756225585938,-0.6028534173965454,0.7919943332672119,-187.68875122070312,180.99301147460938,-0.5936796069145203,0.8012645244598389,-219.7257843017578,-0.27689388394355774,0.7018467783927917,61.78389538885065,1453.0,-587.6445922851562,-287.509765625,325.0401611328125,177.7813720703125,2047.9748911857605,1453.0,45,90000,43.945851283308826,108.07714080810547,357.4796447753906,0.2203494906425476
0.0,0.9999999403953552,0.03834263432855743,-230.09767150878906,202.1699981689453,-0.35871610045433044,0.9323515892028809,-197.59152221679688,179.61830139160156,-0.4277108311653137,0.892376184463501,-216.4308624267578,-0.2817283272743225,0.6991880536079407,62.92602739726028,1460.0,-586.2653198242188,-297.7166748046875,333.8775939941406,179.84454345703125,2095.3066215515137,1460.0,46,92000,43.90765487672476,108.88217163085938,105.5184555053711,0.3959963321685791
0.0,0.9999999403953552,0.03758713295613904,-216.01596069335938,190.5747528076172,-0.41263312101364136,0.9025099873542786,-187.423828125,174.19534301757812,-0.44583749771118164,0.88241046667099,-213.22300720214844,-0.2863858938217163,0.6965135335922241,64.05725971370143,1467.0,-584.2151489257812,-293.0890808105469,332.41741943359375,181.873046875,2144.1007194519043,1467.0,47,94000,43.84122403728738,108.69561767578125,563.3644409179688,0.11958081275224686
0.0,0.9999999403953552,0.03612049597631191,-205.4111328125,192.62498474121094,-0.4333939254283905,0.8906978964805603,-179.2137451171875,175.6407470703125,-0.40303781628608704,0.9076330065727234,-210.14385986328125,-0.2908404469490051,0.6938707828521729,64.99592944369064,1474.0,-582.4895629882812,-292.1065368652344,332.0874328613281,183.4892120361328,2192.1182191371918,1474.0,48,96000,43.79325857607496,108.19263458251953,292.16522216796875,0.2030431479215622
0.0,0.9999999403953552,0.03684651794543578,-207.28506469726562,195.87001037597656,-0.5695306062698364,0.811468780040741,-181.74513244628906,180.9541778564453,-0.5803079009056091,0.804401695728302,-207.1537322998047,-0.2951202988624573,0.6913580298423767,66.10668467251857,1481.0,-580.5602416992188,-287.6712646484375,330.7703857421875,185.19161987304688,2239.2402877807617,1481.0,49,98000,43.764843163448354,103.28617095947266,156.3061065673828,0.13589128851890564
0.0,0.9999999403953552,0.03684651794543578,-217.80850219726562,199.8671875,-0.38119378685951233,0.9155685305595398,-192.20681762695312,183.46559143066406,-0.38506922125816345,0.9146744012832642,-204.29312133789062,-0.2992126941680908,0.6889320611953735,67.05043712172159,1487.0,-579.5608520507812,-299.0430603027344,345.2001037597656,187.48170471191406,2286.7887814044952,1487.0,50,100000,43.72944314454009,104.52947998046875,522.0140380859375,0.08770924806594849
0.0,0.9999999403953552,0.03834263432855743,-228.2229766845703,201.03831481933594,-0.44637230038642883,0.8661688566207886,-197.83651733398438,183.799560546875,-0.4954819977283478,0.8262937664985657,-201.57215881347656,-0.3031403720378876,0.6866099834442139,68.09826203208556,1496.0,-578.0196533203125,-294.9098815917969,327.9875793457031,188.5579833984375,2334.537836790085,1496.0,51,102000,43.691731353665595,109.8090591430664,219.45201110839844,0.15847361087799072
0.0,0.9999999403953552,0.03684651794543578,-206.29058837890625,195.39495849609375,-0.41112470626831055,0.8948675394058228,-177.77706909179688,174.92123413085938,-0.36239245533943176,0.9289079308509827,-198.92823791503906,-0.3069341778755188,0.684242844581604,69.00133067198935,1503.0,-576.7457885742188,-305.3764953613281,332.32196044921875,189.8174591064453,2382.780837059021,1503.0,52,104000,43.64648161614535,101.49087524414062,142.9649200439453,0.3244912326335907
0.0,0.9999999403953552,0.03758713295613904,-213.48049926757812,199.90945434570312,-0.11616365611553192,0.9735963940620422,-189.02951049804688,182.75775146484375,-0.16397404670715332,0.9452289938926697,-196.37095642089844,-0.31056898832321167,0.6820338368415833,70.04698874917273,1511.0,-575.8367309570312,-325.7344665527344,359.8577880859375,193.29624938964844,2428.958620786667,1511.0,53,106000,43.64010119104861,98.1571273803711,134.46043395996094,0.5573840141296387
0.0,0.9999999403953552,0.03612049597631191,-219.8026885986328,198.60548400878906,-0.1745767742395401,0.9685227870941162,-193.8577423095703,182.99661254882812,-0.18254117667675018,0.9517140984535217,-193.92312622070312,-0.3140661418437958,0.6799526810646057,70.92231731402238,1519.0,-575.1138305664062,-336.4608459472656,359.2060241699219,193.8704833984375,2475.971657037735,1519.0,54,108000,43.61923921585264,101.08686828613281,344.09014892578125,0.3095417022705078
0.0,0.9999999403953552,0.040701478966889366,-205.15660095214844,192.4007568359375,-0.214445561170578,0.9505121111869812,-180.47377014160156,173.99603271484375,-0.26034533977508545,0.946230411529541,-191.5830535888672,-0.31742343306541443,0.6779216527938843,71.93132766514061,1529.0,-574.3113403320312,-332.4892272949219,355.0730895996094,194.6830291748047,2522.6943283081055,1529.0,55,110000,43.604173032637554,100.20173645019531,394.8411865234375,0.12397031486034393
0.0,0.9999999403953552,0.042354122225875736,-206.28030395507812,188.93287658691406,-0.3118424415588379,0.9109880328178406,-176.06329345703125,169.6483154296875,-0.2503027021884918,0.9352526664733887,-189.2820281982422,-0.3206690549850464,0.6759703755378723,72.8359375,1536.0,-572.9551391601562,-301.70635986328125,282.04425048828125,195.9763946533203,2569.7955129146576,1536.0,56,112000,43.58323432239548,95.66850280761719,216.15980529785156,0.12630929052829742
0.0,0.9999999403953552,0.042354122225875736,-208.96310424804688,191.3092498779297,-0.4795325696468353,0.8405196666717529,-178.8637237548828,171.5147705078125,-0.5143558382987976,0.82955002784729,-187.03273010253906,-0.3237939476966858,0.6739766597747803,73.86649384316267,1543.0,-570.9863891601562,-297.65313720703125,280.35009765625,197.70065307617188,2616.7934608459473,1543.0,57,114000,43.564767990189985,101.20032501220703,222.03445434570312,0.11553263664245605
0.0,0.9999999403953552,0.04151957869412384,-210.63705444335938,197.13543701171875,-0.4251776933670044,0.881038248538971,-181.1629638671875,179.77337646484375,-0.47705531120300293,0.8406340479850769,-184.8616943359375,-0.32684311270713806,0.6719661951065063,74.74241446094254,1549.0,-570.5220947265625,-309.9770812988281,310.64666748046875,200.49696350097656,2663.2009420394897,1549.0,58,116000,43.556608203647876,94.53331756591797,255.48883056640625,0.32268857955932617
0.0,0.9999999403953552,0.03989949903626053,-222.89767456054688,198.38864135742188,-0.5761239528656006,0.8117353916168213,-191.7914276123047,179.31568908691406,-0.5329223275184631,0.8254809379577637,-182.7530975341797,-0.32978349924087524,0.6700904369354248,75.73025048169556,1557.0,-568.7250366210938,-309.63018798828125,310.44873046875,201.82286071777344,2710.156754732132,1557.0,59,118000,43.539916941691054,95.21818542480469,307.3543701171875,0.12988591194152832
0.0,0.9999999403953552,0.03911332127856144,-194.7135009765625,185.80484008789062,-0.5728137493133545,0.8134205937385559,-162.07862854003906,169.06161499023438,-0.49142447113990784,0.8430699110031128,-180.69686889648438,-0.3325985372066498,0.6682124733924866,76.58375959079284,1564.0,-567.2389526367188,-306.2676086425781,301.56341552734375,202.87884521484375,2756.239340543747,1564.0,60,120000,43.53758334220952,89.10842895507812,379.5287780761719,0.22091537714004517
0.0,0.9999999403953552,0.040701478966889366,-211.8882598876953,199.9148406982422,-0.6067136526107788,0.7898710370063782,-185.33218383789062,180.8382568359375,-0.6002640128135681,0.7891952395439148,-178.73744201660156,-0.33532416820526123,0.6664775013923645,77.57924888605983,1571.0,-565.4364013671875,-302.47637939453125,300.07342529296875,204.22976684570312,2803.785686969757,1571.0,61,122000,43.512598187150935,96.56891632080078,292.8633728027344,0.06709664314985275
