EpisodesSoFar,TimeElapsed,entloss,EpRewMean,surrgain,EpThisIter,explained_variance_tdlam_before,entropy,optimgain,EpLenMean,EpRew/step,TimestepsSoFar,meankl
1200,29203.505385160446,0.0,-93.04965215,0.03630432,4,-0.0008647441864013672,4.133084,0.03630432,182.55,-0.4565935793139304,188416,0.008468289
1206,29358.36821627617,0.0,-92.9726731,0.030697126,6,-0.029044747352600098,4.127409,0.030697126,180.625,-0.46284697987144396,189440,0.009981576
1212,29511.470862150192,0.0,-60.7761889,0.029725097,6,0.0007384419441223145,4.1159062,0.029725097,181.725,-0.356537915289155,190464,0.010353231
1215,29667.071046352386,0.0,-63.2428856,0.02717422,3,-0.003070831298828125,4.1324306,0.02717422,189.425,-0.35628830550445245,191488,0.009777337
1221,29825.326112747192,0.0,-69.747312175,0.024844129,6,0.005111992359161377,4.157059,0.024844129,192.325,-0.36521934575378145,192512,0.01209963
1228,29982.198454380035,0.0,-71.480766775,0.028571999,7,-0.03494858741760254,4.1687016,0.028571999,192.4,-0.3758309276986457,193536,0.009130222
1232,30136.175052404404,0.0,-73.6043816,0.03176815,4,-0.5192471742630005,4.190123,0.03176815,202.625,-0.36908707958229386,194560,0.010255391
1238,30290.549839019775,0.0,-78.57341575000001,0.01900859,6,0.3260378837585449,4.204292,0.01900859,195.5,-0.39188885578919286,195584,0.009278904
1243,30447.753183603287,0.0,-77.81153815,0.027747864,5,-0.4262378215789795,4.2116427,0.027747864,187.425,-0.40593491433045104,196608,0.009491421
1254,30606.9109044075,0.0,-71.943268625,0.039880253,11,0.112082839012146,4.2229276,0.039880253,164.45,-0.40817803072547276,197632,0.009306424
1261,30762.12532186508,0.0,-56.824586675,0.054929025,7,-0.07095575332641602,4.254507,0.054929025,153.975,-0.3730487438492148,198656,0.009131225
1265,30916.567786216736,0.0,-59.4312293,0.027524125,4,0.06439906358718872,4.265415,0.027524125,168.175,-0.3591998312583692,199680,0.009920736
1270,31072.708492279053,0.0,-57.43799947500001,0.080034986,5,-0.28086376190185547,4.27808,0.080034986,162.0,-0.35757063078221657,200704,0.009116014
1275,31229.190371274948,0.0,-53.762761225000006,0.026071977,5,0.0019317865371704102,4.2847443,0.026071977,162.975,-0.34525005174896223,201728,0.013415982
1285,31385.998461008072,0.0,-49.773227899999995,0.039855912,10,-0.4967688322067261,4.2826705,0.039855912,149.225,-0.34894162595231737,202752,0.009646131
1294,31543.255076169968,0.0,-51.234053025,0.035432372,9,-0.07138752937316895,4.27103,0.035432372,154.55,-0.3492071923198273,203776,0.009047278
1302,31702.71569800377,0.0,-51.2910391,0.030451437,8,0.0032915472984313965,4.2580814,0.030451437,152.225,-0.3498499030324238,204800,0.010257882
1307,31860.17298555374,0.0,-49.400286725,0.027312385,5,-0.0028508901596069336,4.258619,0.027312385,145.25,-0.3527833926764819,205824,0.010195294
1311,32017.855616092682,0.0,-50.5604697,0.028208226,4,0.0006820559501647949,4.2493587,0.028208226,151.425,-0.350809731001955,206848,0.010607008
1318,32171.765646457672,0.0,-53.1643744,0.04175698,7,-2.181529998779297e-05,4.246235,0.04175698,144.225,-0.3673428032877308,207872,0.011175264
1322,32327.340327739716,0.0,-58.375664574999995,0.042580985,4,0.0018491148948669434,4.2475734,0.042580985,165.025,-0.3580472615804648,208896,0.010635918
1329,32484.025631189346,0.0,-56.496827024999995,0.030793257,7,0.010663151741027832,4.247232,0.030793257,162.6,-0.34938100896762836,209920,0.009288088
1336,32687.73205757141,0.0,-54.540070074999996,0.031024357,7,0.14746332168579102,4.24865,0.031024357,166.35,-0.3312756527752117,210944,0.010194514
1342,32844.20825576782,0.0,-57.401552025,0.029633008,6,0.002815067768096924,4.2721004,0.029633008,174.575,-0.33522263508375894,211968,0.009231196
1349,32999.73478460312,0.0,-66.717374525,0.020717714,7,0.010655403137207031,4.2904263,0.020717714,164.3,-0.37816495241446935,212992,0.00905052
1355,33187.648987054825,0.0,-68.27389935,0.027272016,6,-1.844193696975708,4.294865,0.027272016,171.0,-0.3790313829924985,214016,0.010106007
1360,33346.555304288864,0.0,-59.088485275,0.041130364,5,0.016858577728271484,4.29174,0.041130364,167.2,-0.35119609373295574,215040,0.010181163
1367,33502.43588399887,0.0,-59.27120305,0.033722088,7,0.6568090319633484,4.311711,0.033722088,161.55,-0.3618712217523538,216064,0.010729506
1374,33661.31888151169,0.0,-61.798888775,0.033732988,7,-0.040373802185058594,4.301968,0.033732988,164.1,-0.3741061334473346,217088,0.010321201
1379,33817.35926985741,0.0,-64.565045075,0.024248296,5,-0.20894193649291992,4.2959743,0.024248296,170.0,-0.3753487519844696,218112,0.010823658
1384,34020.25683259964,0.0,-64.176154375,0.027348261,5,-0.01638627052307129,4.303852,0.027348261,168.325,-0.3757877276124957,219136,0.010254113
1390,34179.943388938904,0.0,-75.1049994,0.042560987,6,0.0030784010887145996,4.28548,0.042560987,173.8,-0.4232776824743392,220160,0.0108460365
1395,34337.4296836853,0.0,-75.427537,0.029040324,5,-0.07318615913391113,4.275944,0.029040324,175.175,-0.4208033296054693,221184,0.009896335
1403,34493.960461616516,0.0,-90.02592497500001,0.057446163,8,-0.00021564960479736328,4.276551,0.057446163,173.2,-0.5036770067233101,222208,0.008929738
1409,34651.08373761177,0.0,-93.276384875,0.02919053,6,-0.2067267894744873,4.257855,0.02919053,176.0,-0.5140134266165947,223232,0.009578867
1412,34862.39070343971,0.0,-93.843870125,0.028975789,3,-0.047292232513427734,4.2782955,0.028975789,182.675,-0.5070702906113038,224256,0.010356913
1418,35018.71011829376,0.0,-93.64599025,0.020203099,6,0.017481625080108643,4.316818,0.020203099,184.0,-0.5019543676595403,225280,0.009742646
1424,35176.22801113129,0.0,-91.73768380000001,0.03489236,6,0.00265657901763916,4.290195,0.03489236,180.075,-0.5022114924785541,226304,0.011566065
1429,35333.21057367325,0.0,-72.591670725,0.02275033,5,-0.009524226188659668,4.283362,0.02275033,186.475,-0.4135778790828616,227328,0.010758823
1438,35527.37298941612,0.0,-48.895250325,0.026684964,9,-0.03286635875701904,4.28569,0.026684964,167.85,-0.31677956498193505,228352,0.01064055
1443,35682.256818532944,0.0,-52.07391632499999,0.017621696,5,0.00407487154006958,4.292073,0.017621696,176.925,-0.31740975879643313,229376,0.0070206723
1451,35841.70744562149,0.0,-48.753924525,0.03235013,8,-0.006192922592163086,4.3037395,0.03235013,166.475,-0.31757094865168456,230400,0.00935592
1456,35996.227914094925,0.0,-45.5508238,0.026020613,5,-0.0032613277435302734,4.3062167,0.026020613,162.75,-0.3085096393257959,231424,0.010299493
1462,36153.212121248245,0.0,-45.236572225,0.027539246,6,0.005102038383483887,4.2911873,0.027539246,158.825,-0.3096111163699259,232448,0.009197882
1468,36310.72150850296,0.0,-43.310135025,0.03470498,6,-0.0267484188079834,4.252537,0.03470498,157.2,-0.29927926201863414,233472,0.009834248
1472,36466.68456411362,0.0,-46.140309525,0.026055265,4,-0.0469202995300293,4.274819,0.026055265,167.725,-0.2995043451294827,234496,0.010129752
1478,36624.6430311203,0.0,-48.87154125,0.025132932,6,-0.03406214714050293,4.2879977,0.025132932,181.65,-0.2919010474246296,235520,0.0091755595
1485,36780.912905693054,0.0,-45.723449,0.030443236,7,-0.0012439489364624023,4.279392,0.030443236,170.5,-0.3029892172284342,236544,0.008808761
1490,36934.0840382576,0.0,-47.399903374999994,0.028445173,5,-0.01243889331817627,4.2912173,0.028445173,179.3,-0.29997805931535676,237568,0.00962015
1496,37091.45539498329,0.0,-49.54441285,0.030516468,6,-0.0012764930725097656,4.2937846,0.030516468,178.6,-0.3163197912883661,238592,0.009376734
1500,37248.059884786606,0.0,-52.100786275,0.025269037,4,-8.356571197509766e-05,4.2809525,0.025269037,187.0,-0.3159095222133836,239616,0.008990899
1506,37404.34998488426,0.0,-51.895050375000004,0.030377656,6,0.0014467239379882812,4.2667675,0.030377656,181.875,-0.3302640841474439,240640,0.0101245865
1514,37560.57044959068,0.0,-50.399164150000004,0.028303713,8,0.001858830451965332,4.2811527,0.028303713,174.35,-0.3332561330256675,241664,0.008414189
1519,37716.79498171806,0.0,-49.326786775,0.02539445,5,0.024480700492858887,4.274815,0.02539445,170.7,-0.3334942042243365,242688,0.01323404
1525,37908.70359492302,0.0,-51.36701705,0.031222278,6,0.0029823780059814453,4.285307,0.031222278,176.625,-0.3277351395718028,243712,0.009183589
1531,38067.257294654846,0.0,-50.09886770000001,0.041339777,6,0.008458852767944336,4.277037,0.041339777,175.175,-0.3275040051240401,244736,0.011184251
1536,38222.84829521179,0.0,-50.0749511,0.03254446,5,-0.08269548416137695,4.2626843,0.03254446,178.625,-0.3177307277828192,245760,0.010433888
1541,38377.73660445213,0.0,-47.585793225,0.02851837,5,0.009739041328430176,4.2891917,0.02851837,168.825,-0.31976173271715924,246784,0.009760247
1547,38538.35478115082,0.0,-51.33090415,0.028060146,6,0.005166292190551758,4.289517,0.028060146,176.85,-0.32179881068619587,247808,0.009844926
1553,38697.19575381279,0.0,-52.770610225,0.028693957,6,-0.0009143352508544922,4.284695,0.028693957,181.95,-0.3218143168689648,248832,0.008773749
1561,38852.84217214584,0.0,-48.78401122500001,0.028669327,8,-3.5762786865234375e-06,4.295029,0.028669327,165.825,-0.328994302845389,249856,0.0102273505
1567,39006.94715332985,0.0,-49.17997205,0.03232985,6,0.0024216771125793457,4.2973886,0.03232985,165.825,-0.3277688092289138,250880,0.009482626
1574,39163.54443907738,0.0,-48.434491574999996,0.02970897,7,0.0003814101219177246,4.298652,0.02970897,160.0,-0.33130999131691324,251904,0.009432708
1580,39322.366580724716,0.0,-47.941704625,0.03322514,6,-0.014034509658813477,4.306442,0.03322514,158.275,-0.3332581814644472,252928,0.009961078
1586,39477.42999577522,0.0,-45.462847575,0.027649842,6,-0.014485001564025879,4.330999,0.027649842,155.675,-0.3260172464628647,253952,0.009139253
1595,39632.04567050934,0.0,-44.59662005,0.028490804,9,-0.008552193641662598,4.3443294,0.028490804,147.425,-0.3371047125919189,254976,0.009128659
1601,39788.66710281372,0.0,-47.290149125000006,0.03730005,6,0.32261204719543457,4.334413,0.03730005,156.55,-0.33170014818435845,256000,0.008362349
1606,39946.28477931023,0.0,-48.148442100000004,0.035405125,5,0.014019906520843506,4.3159013,0.035405125,154.55,-0.34047958475554163,257024,0.012084498
1613,40103.368429899216,0.0,-48.634119675,0.026353322,7,0.0010759830474853516,4.31062,0.026353322,157.75,-0.335435781569646,258048,0.010226782
1622,40257.71111702919,0.0,-44.3042328,0.042162724,9,-0.05129241943359375,4.3230968,0.042162724,141.95,-0.33079830374332264,259072,0.009352377
1629,40414.92155146599,0.0,-43.985218749999994,0.026007498,7,-0.0020629167556762695,4.3233333,0.026007498,142.3,-0.3370599897845128,260096,0.009319536
1637,40613.09427714348,0.0,-41.2647694,0.028426679,8,-0.004789471626281738,4.3284373,0.028426679,135.35,-0.3361397082645472,261120,0.010047344
1645,40768.931640625,0.0,-56.49949072500001,0.017410414,8,0.0002040863037109375,4.329584,0.017410414,135.875,-0.45879731259139656,262144,0.010336817
1649,40922.01495671272,0.0,-56.63761830000001,0.030064553,4,-0.31737446784973145,4.3532004,0.030064553,143.425,-0.4493818174857093,263168,0.009712648
1655,41128.37843489647,0.0,-57.973440700000005,0.03332047,6,-0.05641913414001465,4.3594537,0.03332047,146.35,-0.45402045435950883,264192,0.010133732
1661,41286.70626163483,0.0,-62.484495575000004,0.020852704,6,0.021112561225891113,4.348892,0.020852704,157.325,-0.4585317197077477,265216,0.010610598
1669,41444.243151664734,0.0,-61.314345249999995,0.033171754,8,-0.003610372543334961,4.3542786,0.033171754,151.375,-0.4580321039743035,266240,0.010134428
1679,41644.619213819504,0.0,-62.458349750000004,0.030215077,10,-0.002370476722717285,4.357101,0.030215077,148.825,-0.47540198455635735,267264,0.010478124
1685,41855.17895317078,0.0,-66.823586825,0.031342603,6,0.006630301475524902,4.3442254,0.031342603,152.95,-0.4119626715254718,268288,0.009637666
1692,42017.03263401985,0.0,-65.072146925,0.032713994,7,-0.00034439563751220703,4.3741436,0.032713994,141.225,-0.42476331736594675,269312,0.009192893
1698,42173.57140159607,0.0,-65.93246710000001,0.03531268,6,0.04121488332748413,4.366535,0.03531268,143.0,-0.42354696947794385,270336,0.010340166
1703,42329.98123550415,0.0,-67.62748795,0.03252986,5,0.004164397716522217,4.372024,0.03252986,148.15,-0.42655944314723293,271360,0.00905119
1709,42486.407697439194,0.0,-67.25458185,0.030373508,6,-0.014208316802978516,4.3704605,0.030373508,151.625,-0.41395215868748947,272384,0.009528155
1716,42686.59411096573,0.0,-79.761689525,0.024300165,7,0.25559288263320923,4.38271,0.024300165,162.825,-0.4434668397225682,273408,0.009034153
1722,42844.94046640396,0.0,-60.4213199,0.03357605,6,-0.2575274705886841,4.386722,0.03357605,163.35,-0.37353043889094323,274432,0.009138206
1730,43002.99903225899,0.0,-60.6470876,0.03282041,8,0.03331708908081055,4.397639,0.03282041,162.25,-0.3731868286159692,275456,0.009868875
1737,43159.7651078701,0.0,-57.34690607500001,0.027538273,7,-0.006985187530517578,4.4141088,0.027538273,155.4,-0.38089350841387404,276480,0.010163627
1742,43313.26216363907,0.0,-63.760555024999995,0.051514275,5,0.433371365070343,4.4100094,0.051514275,163.825,-0.3895377042075179,277504,0.011247678
1748,43468.381559848785,0.0,-63.77669105,0.030733062,6,0.01366734504699707,4.4109693,0.030733062,161.675,-0.3982403838908874,278528,0.010443255
1754,43626.66416192055,0.0,-58.38433405000001,0.05036807,6,-0.25438904762268066,4.4453206,0.05036807,161.325,-0.3821213185930953,279552,0.009055499
1761,43782.936753988266,0.0,-49.275990175,0.034050524,7,0.00859224796295166,4.429009,0.034050524,150.425,-0.36021703936997024,280576,0.009686124
1767,43938.27954649925,0.0,-50.231629274999996,0.024337957,6,-1.0812363624572754,4.418533,0.024337957,161.125,-0.3519891019144407,281600,0.010530171
1772,44093.22801685333,0.0,-52.6220289,0.02970438,5,0.003329932689666748,4.4217606,0.02970438,169.6,-0.34791972614712324,282624,0.009743186
1781,44250.38595485687,0.0,-50.2063111,0.024541825,9,0.03993833065032959,4.4603767,0.024541825,155.95,-0.3601417582255701,283648,0.00943479
1787,44412.55431008339,0.0,-50.678608275,0.029589208,6,-0.0073893070220947266,4.484484,0.029589208,159.3,-0.3535856708861841,284672,0.009641441
1792,44569.15279555321,0.0,-49.77409465,0.044139165,5,0.020438194274902344,4.484581,0.044139165,154.025,-0.35335327771099706,285696,0.007920509
1799,44724.40377116203,0.0,-70.8974654,0.026540408,7,0.004785656929016113,4.5406723,0.026540408,165.8,-0.43672116361428265,286720,0.008636057
1806,44921.74435687065,0.0,-71.31333427500002,0.02720698,7,-0.04732847213745117,4.5467753,0.02720698,162.175,-0.43297552766571334,287744,0.010228279
1810,45082.80623483658,0.0,-71.61345005000001,0.03467565,4,-0.007091403007507324,4.5610585,0.03467565,161.85,-0.4306755000092064,288768,0.009285884
1816,45239.72055912018,0.0,-82.29347065,0.012291048,6,0.005192399024963379,4.5452113,0.012291048,160.775,-0.518188305879967,289792,0.008870596
1826,45394.83997011185,0.0,-97.121308975,0.07273098,10,0.005474448204040527,4.544309,0.07273098,154.55,-1.2387322483461976,290816,0.014720043
1833,45550.591386795044,0.0,-111.939901025,0.044795286,7,0.005657553672790527,4.5543904,0.044795286,153.575,-1.323433723327192,291840,0.009458695
1836,45708.256232738495,0.0,-113.48823120000002,0.02490154,3,-0.0012074708938598633,4.541267,0.02490154,158.45,-1.3223066352155601,292864,0.008868601
1842,45864.45876336098,0.0,-98.78669177500001,0.028669145,6,-0.0021854639053344727,4.5368495,0.028669145,168.125,-1.231385891197474,293888,0.009905147
1850,46021.658839941025,0.0,-110.408585475,0.028325748,8,0.006989955902099609,4.5327563,0.028325748,154.975,-1.3393207833709007,294912,0.009110374
1857,46179.90567111969,0.0,-92.872425675,0.033294372,7,-0.02857375144958496,4.546764,0.033294372,151.4,-1.2300797537272725,295936,0.008782537
1864,46337.43453454971,0.0,-78.234999375,0.027410673,7,-0.012410283088684082,4.5239983,0.027410673,158.075,-0.5091054311817688,296960,0.009447467
1868,46495.91144871712,0.0,-65.45237997500001,0.03408326,4,0.5286003947257996,4.539368,0.03408326,169.25,-0.42394302681716517,297984,0.009351331
1873,46655.428391456604,0.0,-67.224795725,0.023469135,5,-0.0035109519958496094,4.512954,0.023469135,178.675,-0.4166279456722063,299008,0.011219589
1879,46813.04233074188,0.0,-61.792768325,0.024661466,6,-0.0031943321228027344,4.512348,0.024661466,165.55,-0.41227691336314526,300032,0.009438666
1883,47013.03036522865,0.0,-64.589148825,0.0323199,4,-0.9518579244613647,4.5457916,0.0323199,172.8,-0.41448953917323494,301056,0.008449781
1892,47169.72820329666,0.0,-48.9047244,0.030775785,9,-0.006763577461242676,4.5391335,0.030775785,169.475,-0.31560243620978945,302080,0.009649558
1902,47327.513588905334,0.0,-62.257589525,0.043966644,10,0.008191287517547607,4.535771,0.043966644,156.45,-0.4977644365155095,303104,0.008381038
1910,47486.57387018204,0.0,-63.55763895,0.047177806,8,0.06370288133621216,4.543819,0.047177806,141.625,-0.5251017954398999,304128,0.00928327
1916,47645.920191287994,0.0,-74.95232719999998,0.039383724,6,0.04327303171157837,4.539352,0.039383724,140.05,-0.5637096679014159,305152,0.01080999
1921,47802.59629392624,0.0,-75.714816225,0.03368164,5,-0.023981928825378418,4.572724,0.03368164,143.325,-0.5622714157563755,306176,0.009620018
1927,47956.63027739525,0.0,-75.11403944999999,0.028327318,6,-0.18019556999206543,4.547402,0.028327318,144.8,-0.5528997660705162,307200,0.009129619
1934,48114.62556052208,0.0,-75.620660925,0.030719995,7,-0.00692903995513916,4.5269322,0.030719995,150.05,-0.5516758486267488,308224,0.010645458
1943,48273.125923871994,0.0,-76.92367935,0.044492513,9,0.017708420753479004,4.525555,0.044492513,152.5,-0.537720141110258,309248,0.008453453
1951,48436.63065648079,0.0,-89.35432614999999,0.036947608,8,0.020269811153411865,4.549057,0.036947608,147.05,-0.7230478798241574,310272,0.008743764
1960,48593.748552560806,0.0,-76.281376525,0.03270851,9,0.0008868575096130371,4.586079,0.03270851,135.825,-0.703109675687903,311296,0.009488424
1965,48754.27400350571,0.0,-75.13723837500001,0.028477699,5,0.0036612749099731445,4.5692267,0.028477699,129.65,-0.714646958079616,312320,0.009734708
1970,48913.2715280056,0.0,-78.477406075,0.03246828,5,-0.0005509853363037109,4.5905795,0.03246828,140.0,-0.7148927299503427,313344,0.011358376
1977,49070.34551358223,0.0,-79.142072475,0.02766873,7,0.00012314319610595703,4.556883,0.02766873,144.4,-0.7107400117230848,314368,0.008984066
1985,49229.069796323776,0.0,-79.85357422500002,0.042878807,8,0.013002097606658936,4.5724483,0.042878807,148.525,-0.7383352802631612,315392,0.008694951
1991,49387.08544611931,0.0,-96.45473385,0.033289995,6,0.04062950611114502,4.6134,0.033289995,157.2,-0.7322574445651312,316416,0.009471897
1997,49545.13943362236,0.0,-97.45504185,0.036706552,6,-4.792530059814453,4.5828342,0.036706552,163.8,-0.722032348123435,317440,0.009232353
2004,49709.06939601898,0.0,-113.34103810000002,0.048482798,7,0.028769195079803467,4.59709,0.048482798,160.85,-0.8695872838476868,318464,0.009986378
2010,49866.198979854584,0.0,-112.345004475,0.027523078,6,-0.010379910469055176,4.600902,0.027523078,156.95,-0.8668587779350299,319488,0.008934563
2015,50019.30205655098,0.0,-111.146848,0.028428532,5,-0.031905293464660645,4.545582,0.028428532,151.375,-0.8711040961358656,320512,0.00993118
2023,50178.9038836956,0.0,-97.14034685,0.029828511,8,-0.021249771118164062,4.5484414,0.029828511,157.025,-0.6802281974815754,321536,0.00962595
2030,50337.38469839096,0.0,-111.112883625,0.055227675,7,0.018676936626434326,4.549725,0.055227675,154.75,-0.8037294288165271,322560,0.011259655
2038,50496.55676293373,0.0,-107.65957292499998,0.029784452,8,0.49865782260894775,4.5654373,0.029784452,152.375,-0.7655141990120969,323584,0.008877514
2045,50656.86949753761,0.0,-89.96394230000001,0.028862853,7,-6.234495162963867,4.5648785,0.028862853,149.075,-0.6143219046234247,324608,0.009769867
2052,50813.287942409515,0.0,-90.33639062499999,0.022944719,7,0.007039844989776611,4.5735583,0.022944719,149.35,-0.6166767184658994,325632,0.009128971
2059,50972.19359755516,0.0,-87.67754447499999,0.025221124,7,-0.003242969512939453,4.56205,0.025221124,141.35,-0.6142768734079653,326656,0.009554183
2065,51176.889285326004,0.0,-86.77447972499999,0.03342388,6,-0.0009493827819824219,4.5738063,0.03342388,144.475,-0.6075337087373098,327680,0.010359081
2072,51332.819415807724,0.0,-46.702333450000005,0.038217887,7,0.0015156865119934082,4.56572,0.038217887,145.725,-0.3435930928783366,328704,0.008383624
2078,51488.96436572075,0.0,-45.557409925,0.033299558,6,0.11626821756362915,4.5951533,0.033299558,152.4,-0.3238776168322693,329728,0.009200851
2084,51646.56227636337,0.0,-46.094952,0.029386826,6,-2.0365512371063232,4.5891995,0.029386826,156.225,-0.3227892192799276,330752,0.009248192
2090,51803.44165420532,0.0,-53.97125142499999,0.03112574,6,0.1235581636428833,4.5679173,0.03112574,159.625,-0.3408672230803308,331776,0.012952312
2096,51963.00207853317,0.0,-58.8654362,0.028960641,6,0.009748578071594238,4.5724406,0.028960641,165.825,-0.3577314973810063,332800,0.0076916874
2101,52123.94518637657,0.0,-78.318160975,0.028518872,5,0.044984281063079834,4.593107,0.028518872,173.8,-0.9143032880022416,333824,0.008652225
2107,52281.26461005211,0.0,-93.34807885000001,0.024284303,6,0.015360355377197266,4.602928,0.024284303,172.75,-1.0063292108425406,334848,0.010088668
2114,52440.242718696594,0.0,-119.13963869999998,0.023655608,7,0.12774711847305298,4.627365,0.023655608,176.675,-1.246641780527844,335872,0.010262402
2122,52596.78137898445,0.0,-130.090440475,0.012276563,8,0.029929161071777344,4.6605487,0.012276563,159.5,-1.5799849938624928,336896,0.008320899
2130,52753.13686466217,0.0,-125.890485375,0.025888415,8,0.489948034286499,4.7434955,0.025888415,152.825,-1.6007859678622516,337920,0.008981513
2137,52909.459812641144,0.0,-106.186392,0.032613106,7,-10.343059539794922,4.7327595,0.032613106,152.825,-1.0275627033424821,338944,0.012323682
2143,53072.48792338371,0.0,-88.270829725,0.041900262,6,0.4292093515396118,4.7306843,0.041900262,143.7,-0.941203253839314,339968,0.0086748935
2151,53234.66231274605,0.0,-78.72715045,0.04616198,8,-1.240818738937378,4.711908,0.04616198,140.825,-0.7898349783372068,340992,0.010570398
2157,53397.50124120712,0.0,-56.325062724999995,0.028655384,6,-0.0026466846466064453,4.7354627,0.028655384,145.45,-0.40568485944006233,342016,0.009120049
2165,53557.17360448837,0.0,-74.20112524999999,0.019830871,8,0.020707905292510986,4.7205167,0.019830871,146.55,-0.5837374502283763,343040,0.0031775753
2175,53718.65896177292,0.0,-69.294174525,0.03405615,10,-0.02048647403717041,4.7098536,0.03405615,137.2,-0.5561634193281619,344064,0.010078711
2181,53880.26868748665,0.0,-71.44454792500001,0.032817855,6,0.5803702771663666,4.7523646,0.032817855,134.375,-0.5703471629490535,345088,0.010041715
2187,54040.093101501465,0.0,-66.513744925,0.03824166,6,-3.9125123023986816,4.7493787,0.03824166,141.675,-0.5260812272234843,346112,0.010096026
2193,54196.6666097641,0.0,-78.70535832499999,0.029139802,6,0.5446045994758606,4.749038,0.029139802,148.075,-0.5643857033422289,347136,0.008974189
2197,54356.94491815567,0.0,-84.5039192,0.026344381,4,0.48049187660217285,4.7798595,0.026344381,148.125,-0.5975368885902397,348160,0.010546666
2204,54519.20597910881,0.0,-86.038739725,0.02421969,7,-0.006500959396362305,4.845392,0.02421969,150.575,-0.9558753789219849,349184,0.008509353
2214,54681.82372188568,0.0,-122.00816275000003,0.03418402,10,0.06095170974731445,4.8356686,0.03418402,154.075,-1.7236518265095206,350208,0.00969942
2219,54839.560000658035,0.0,-128.8708016,0.04163573,5,0.3701314330101013,4.808701,0.04163573,158.125,-1.7422254419843064,351232,0.0123387175
2228,55054.01914739609,0.0,-146.95106289999998,0.024756845,9,0.009293735027313232,4.788959,0.024756845,150.75,-1.8421213944033934,352256,0.00944882
2234,55219.07926988602,0.0,-152.1038676,0.060979642,6,0.03552287817001343,4.7964616,0.060979642,143.1,-1.9535282834647334,353280,0.008281022
2243,55381.613277196884,0.0,-144.971040025,0.044403277,9,0.10411536693572998,4.8094654,0.044403277,138.325,-1.78965810354314,354304,0.014652181
2252,55535.953379154205,0.0,-106.36408775,0.027390834,9,0.005998671054840088,4.853783,0.027390834,131.2,-1.015674334333939,355328,0.008782561
2258,55693.15748667717,0.0,-108.973897175,0.048831854,6,-0.43444669246673584,4.8144956,0.048831854,142.425,-1.0348798657240272,356352,0.0105097955
2262,55850.90707421303,0.0,-105.74022637499999,0.042205617,4,-13.723855972290039,4.8354187,0.042205617,140.25,-1.025446226615203,357376,0.009103075
2268,56006.88046789169,0.0,-84.76767727500001,0.038687844,6,-3.012326240539551,4.8421826,0.038687844,148.175,-0.9118682417945596,358400,0.008688444
2275,56163.07653427124,0.0,-66.508474375,0.02360081,7,-2.74334454536438,4.796926,0.02360081,149.1,-0.7531984668005601,359424,0.009434591
2280,56318.63549733162,0.0,-59.268250650000006,0.021247368,5,-0.2270832061767578,4.7881246,0.021247368,162.725,-0.3788021520143702,360448,0.010755705
2290,56476.22017502785,0.0,-62.455525050000006,0.038656604,10,0.552080363035202,4.792532,0.038656604,160.675,-0.4117295869634686,361472,0.009782499
2299,56636.13421559334,0.0,-53.851335875,0.03472403,9,0.0016924738883972168,4.817447,0.03472403,147.975,-0.38159157050360104,362496,0.00868441
2308,56837.12023925781,0.0,-52.49029915,0.03275186,9,-0.07586359977722168,4.834476,0.03275186,133.675,-0.40094976941781846,363520,0.010130653
2314,56993.65526652336,0.0,-53.037683949999995,0.030171847,6,-4.010748386383057,4.8100543,0.030171847,130.0,-0.41180926183471805,364544,0.010073409
2321,57150.700466156006,0.0,-44.900517275000006,0.027159765,7,-0.3854027986526489,4.7983117,0.027159765,126.825,-0.38406198504842876,365568,0.008256471
2325,57307.011704683304,0.0,-62.765282875000004,0.01943887,4,0.13601058721542358,4.762049,0.01943887,136.85,-1.0085100143662598,366592,0.011731364
2331,57466.04640293121,0.0,-64.7940889,0.03962918,6,-8.960687637329102,4.748661,0.03962918,147.95,-1.0008585908069103,367616,0.008178732
2337,57623.83806347847,0.0,-68.1504975,0.022991046,6,-0.653937578201294,4.750448,0.022991046,161.25,-0.9837972790315239,368640,0.008911433
2340,57780.1725795269,0.0,-68.58102355000001,0.017231904,3,-1.337836503982544,4.74033,0.017231904,172.875,-0.9682607065553335,369664,0.009373113
2344,57938.38027667999,0.0,-71.57764395000001,0.037788942,4,-6.873780727386475,4.7091975,0.037788942,187.425,-0.9584920439037539,370688,0.010843007
2350,58096.286945819855,0.0,-74.3899965,0.028542511,6,-0.06019163131713867,4.7109714,0.028542511,196.1,-0.959546605553982,371712,0.0075796475
2361,58257.232139110565,0.0,-69.427202475,0.027083483,11,-0.1972411870956421,4.714497,0.027083483,174.7,-0.9840630146750456,372736,0.008720189
2365,58412.38828372955,0.0,-51.699768225,0.014069293,4,-3.4232330322265625,4.7231517,0.014069293,179.075,-0.33383995493431107,373760,0.003528512
2372,58568.841331243515,0.0,-52.20913959999999,0.024606656,7,-0.9103711843490601,4.7220116,0.024606656,177.375,-0.33793927169909405,374784,0.009776499
2379,58730.28512430191,0.0,-48.292521324999996,0.029638488,7,-0.06724834442138672,4.724203,0.029638488,160.75,-0.3488744757282382,375808,0.008993605
2385,58935.40540933609,0.0,-44.584493975,0.032051567,6,-0.004082918167114258,4.695934,0.032051567,153.15,-0.3494139412002346,376832,0.010563841
