total timesteps,episodes,current_lr,n_updates,eplenmean,fps,time_elapsed,mean 100 episode reward,ep_rewmean,value_loss,qf2_loss,ent_coef_loss,entropy,ent_coef,qf1_loss,policy_loss
93271,531,0.0003,93171,242.75,40,2314,-312.4,-312.39632386,1.1772623,3.452413,0.8847777,0.7347617,0.049041517,3.3640223,80.33096
93571,532,0.0003,93471,242.75,40,2322,-312.6,-312.5821637,0.17349005,0.71052516,-0.341118,1.0687885,0.047927186,0.5106817,79.195435
93871,533,0.0003,93771,242.75,40,2330,-314.0,-313.95983582,0.46345744,1.1905026,-0.51850563,0.93913215,0.048080552,1.9129621,80.1841
94171,534,0.0003,94071,242.75,40,2338,-313.7,-313.66133978000005,2.1751919,1595.5695,2.860934,0.62008256,0.04796865,1818.364,84.33919
94471,535,0.0003,94371,242.75,40,2346,-315.1,-315.101915,0.29654026,3.307036,1.3808947,1.0279148,0.050475206,2.6720402,81.85241
94771,536,0.0003,94671,242.75,40,2353,-317.0,-316.97277644999997,0.47167972,2.1963468,-0.77279055,1.4695103,0.05072539,1.8164089,79.667694
94870,537,0.0003,94770,240.74,40,2356,-321.6,-321.59921037,0.75718296,1.1869446,1.1499248,0.93921304,0.05110655,1.2300425,79.99069
94983,538,0.0003,94883,238.87,40,2359,-326.4,-326.40110172,0.8470175,1.2866976,-0.3809588,1.05806,0.051534567,0.991097,81.37003
95119,539,0.0003,95019,237.23,40,2363,-331.6,-331.62032411,0.9533156,1.030604,0.8711667,1.0016792,0.05191011,4.047468,79.56304
95316,540,0.0003,95216,236.2,40,2368,-337.3,-337.3001027899999,1.4826537,3.130745,-0.051109195,1.0605353,0.052463125,3.0246806,81.92407
95422,541,0.0003,95322,234.26,40,2370,-342.8,-342.77542243999994,0.786546,44.2296,1.7824075,0.5372383,0.05297643,43.0872,80.09793
95722,542,0.0003,95622,234.26,40,2378,-347.1,-347.14648217999996,0.7202916,3.176031,-0.8433993,0.7888986,0.053676315,4.635995,82.31994
95778,543,0.0003,95678,231.82,40,2380,-352.1,-352.10886744999993,1.088506,3.5534976,-0.9402623,0.8771318,0.053480256,2.5476754,80.86698
95809,544,0.0003,95709,231.75,40,2381,-352.1,-352.0705133399999,0.5485889,1.5622543,-2.5084162,0.73282474,0.05321197,0.97442603,80.55959
96109,545,0.0003,96009,233.73,40,2388,-346.9,-346.91344168999996,0.91868836,129.4778,-0.66507006,0.925198,0.051893838,133.19257,78.73196
96409,546,0.0003,96309,235.98,40,2396,-342.3,-342.33161068999993,0.7691785,59.29118,0.87248886,0.80226374,0.050299197,57.08312,80.75876
96709,547,0.0003,96609,235.98,40,2404,-342.4,-342.36520430999997,0.7548687,1.6318531,-1.4279261,0.91482997,0.049713574,1.7948328,78.61554
97009,548,0.0003,96909,238.09,40,2411,-337.2,-337.20729776,3.189419,5.0339003,-0.5283293,0.72188616,0.04867702,1.8399436,82.391106
97267,549,0.0003,97167,237.67,40,2418,-346.4,-346.40369848999995,0.4360026,50.617275,-0.28178763,0.6973318,0.045925885,51.143913,76.22446
97484,550,0.0003,97384,236.84,40,2423,-351.3,-351.30276983,2.5638475,5.232197,-0.55367845,0.5381495,0.043900933,4.720554,74.668846
97784,551,0.0003,97684,236.84,40,2431,-352.7,-352.73533802,1.5880413,5.238779,0.4821552,0.4556261,0.04297332,2.86028,81.343895
98084,552,0.0003,97984,238.11,40,2439,-347.5,-347.54248461,4.5707192,1878.6523,2.8513427,0.30687335,0.04577266,1904.0322,83.9969
98181,553,0.0003,98081,237.18,40,2441,-347.0,-347.03500056999997,1.1420121,1.942637,1.1627533,0.7263099,0.047110867,1.5033197,77.943695
98481,554,0.0003,98381,237.18,40,2449,-347.4,-347.35265826,0.81522155,2.6379886,-1.3193753,0.7429997,0.05069978,1.6944237,81.51861
98781,555,0.0003,98681,237.18,40,2457,-347.2,-347.2279578500001,2.600163,5.183376,-0.78619564,0.80735636,0.05136122,2.981516,80.180756
98838,556,0.0003,98738,234.75,40,2459,-352.0,-352.04533502000004,2.9929419,1705.8895,0.2887828,0.7909157,0.051404294,1726.3859,79.31161
99138,557,0.0003,99038,234.75,40,2466,-353.5,-353.54494033000003,1.41183,4.90292,-0.04339567,0.8314767,0.05041828,8.375304,82.87012
99181,558,0.0003,99081,233.88,40,2468,-353.3,-353.32978915,1.4178941,2.8943748,0.64199,0.7637079,0.051026475,2.4613209,80.92874
99481,559,0.0003,99381,236.28,40,2475,-348.6,-348.55050452999996,0.73922956,4.9843097,-2.5075758,0.67535806,0.050347276,2.6314678,78.93465
99564,560,0.0003,99464,234.11,40,2478,-353.6,-353.57098644999996,9.823956,2.9812965,-0.3970298,0.6642728,0.050830413,4.747352,79.13769
99846,561,0.0003,99746,235.55,40,2485,-354.1,-354.10874222999996,1.1465528,48.60427,0.3539071,0.6812248,0.050452452,54.89476,81.91954
100042,562,0.0003,99942,234.51,40,2490,-359.7,-359.70400747,1.5249765,2078.0703,-1.7000017,0.7900517,0.050144605,2010.6584,76.402695
100342,563,0.0003,100242,237.04,40,2497,-355.4,-355.36625864,1.610476,8.845966,-0.43906498,0.5855447,0.050240185,3.7434394,78.91542
100414,564,0.0003,100314,235.19,40,2499,-353.7,-353.71218893,1.492231,3.340547,0.97246337,0.7430382,0.050226603,3.199553,81.197845
100714,565,0.0003,100614,235.19,40,2507,-353.9,-353.8593823300001,3.9182444,9.130664,-0.08643113,0.38769317,0.049044684,2.5792694,80.76305
101014,566,0.0003,100914,235.19,40,2515,-353.5,-353.5076121900001,1.2975208,3.4861472,-1.59482,0.45922896,0.045541115,3.7796245,80.4749
101230,567,0.0003,101130,234.35,40,2520,-358.8,-358.76983643000005,2.6305094,7.742348,-0.8738556,0.45857993,0.043181174,2.3466651,79.56145
101530,568,0.0003,101430,234.35,40,2528,-358.5,-358.47283394000004,1.9479288,13.425591,-0.31670415,0.29933098,0.041022826,11.412221,79.623764
101622,569,0.0003,101522,232.44,40,2530,-358.3,-358.31134019999996,0.64970237,5.9348493,0.09932056,0.30358967,0.040612075,4.8005667,81.97685
101922,570,0.0003,101822,234.97,40,2538,-353.3,-353.28902689,3.525919,6.2353024,0.40123904,0.7632794,0.040136464,4.6264567,83.48832
102222,571,0.0003,102122,235.83,40,2546,-347.8,-347.75579057000004,1.4744191,5.966386,-0.20915681,0.31501496,0.039861735,9.690401,80.85298
102522,572,0.0003,102422,238.3,40,2554,-343.0,-342.96661288,1.1735744,1.6259335,0.43600458,0.46045196,0.037653863,1.2932171,80.59947
102822,573,0.0003,102722,238.3,40,2561,-343.9,-343.90588720999995,0.44282508,45.57171,1.0809176,0.4463134,0.03684866,49.837566,78.6034
103016,574,0.0003,102916,237.24,40,2566,-349.3,-349.31334814,1.5949063,9.784407,1.8801014,0.3888154,0.037281394,4.678133,81.59366
103316,575,0.0003,103216,237.57,40,2574,-343.6,-343.61923853,1.0132804,4.343167,-0.19689924,0.9086342,0.039028086,5.0421042,82.04615
103448,576,0.0003,103348,235.89,40,2577,-348.9,-348.9162374899999,2.23069,4.705387,2.8928237,0.6091678,0.039527234,6.7093096,80.535995
103748,577,0.0003,103648,236.74,40,2585,-344.5,-344.5485501,0.68429077,54.08003,-0.6244635,0.40205497,0.041896816,53.834152,81.43988
104048,578,0.0003,103948,236.74,40,2593,-344.4,-344.39167876,1.2459059,54.68187,-1.0606596,0.8189588,0.04200681,55.055683,81.35254
104348,579,0.0003,104248,236.74,40,2600,-344.3,-344.34315706999985,6.3157115,57.210945,0.4129021,0.8945299,0.041867528,55.293404,82.16756
104648,580,0.0003,104548,236.74,40,2607,-344.2,-344.16353825999994,2.2043767,80.18994,0.6198583,0.51114684,0.043625303,74.29213,82.79021
104948,581,0.0003,104848,239.3,40,2615,-339.5,-339.4745129,0.9190636,3.844977,1.2721739,0.698917,0.044886995,2.6285882,82.08702
105248,582,0.0003,105148,241.95,40,2622,-334.7,-334.65879137,1.3298497,6.195805,1.3205793,0.33571714,0.045928042,7.135664,81.655464
105548,583,0.0003,105448,241.95,40,2629,-337.8,-337.84995518000005,1.990736,2360.843,0.0998745,0.14681531,0.045330495,2408.7744,84.58153
105848,584,0.0003,105748,241.95,40,2636,-338.9,-338.8638304000001,5.069126,16.418947,1.7998366,0.75853956,0.045339078,7.815845,79.481026
106148,585,0.0003,106048,241.95,40,2643,-341.1,-341.11767252,3.8940535,4.837064,2.1992912,0.42496288,0.046301536,4.3629622,78.0363
106448,586,0.0003,106348,244.45,40,2651,-335.7,-335.6559845500001,1.5994834,8.396414,-1.178132,0.6381874,0.047028933,7.983709,81.83653
106748,587,0.0003,106648,244.45,40,2658,-335.7,-335.69019861,4.4099517,113.61896,1.915646,0.59052145,0.046244502,127.30151,80.36984
107048,588,0.0003,106948,245.91,40,2665,-332.0,-331.98823754000006,8.421698,27.827488,0.24652705,0.40133855,0.04624009,26.331247,82.92403
107348,589,0.0003,107248,245.91,40,2672,-331.9,-331.89670022999996,0.9602076,3.1969595,0.53737056,0.6252347,0.045658,3.1281023,82.147896
107648,590,0.0003,107548,245.91,40,2679,-332.5,-332.47565917,2.825563,58.19921,-1.0500834,0.41653517,0.045478348,64.41087,82.82437
107948,591,0.0003,107848,248.11,40,2686,-329.5,-329.45596859000005,1.4216497,51.359352,-2.1821303,0.583033,0.04307354,53.791485,81.19005
107987,592,0.0003,107887,245.5,40,2687,-334.3,-334.3404185,6.5249963,24.851204,-0.3944517,0.28567833,0.04278295,34.274475,85.79849
108287,593,0.0003,108187,245.5,40,2695,-335.2,-335.19034002,2.9706447,20.445026,-2.0459647,0.52181685,0.04086479,11.5838585,83.17774
108587,594,0.0003,108487,245.5,40,2702,-335.5,-335.45415543,2.0074577,7.8828945,-0.13990171,0.6521567,0.040262677,7.8720345,79.29628
108887,595,0.0003,108787,245.5,40,2710,-335.3,-335.2967441300001,0.90668386,1.2363605,-1.6046251,0.6270954,0.037920352,3.0165849,80.44458
109187,596,0.0003,109087,245.5,40,2717,-335.1,-335.0685412,21.539675,51.370247,1.0582833,0.4657579,0.035660543,36.948616,84.146164
109487,597,0.0003,109387,245.5,40,2724,-335.0,-334.99739035,1.8679026,3.837396,-0.3450617,0.1746233,0.03360683,4.138655,80.15555
109787,598,0.0003,109687,246.93,40,2732,-329.7,-329.68361846,1.5122868,2.8822541,0.9925155,0.18557137,0.033066858,8.9180975,83.75665
109849,599,0.0003,109749,244.55,40,2733,-327.6,-327.5819611,1.8181044,17.16353,1.3684118,0.35917598,0.033010017,11.865245,83.79422
110077,600,0.0003,109977,243.83,40,2738,-333.4,-333.44529328,4.104845,16.395561,-1.8619094,0.4984098,0.032344576,12.6900835,84.024185
110377,601,0.0003,110277,246.03,40,2746,-328.3,-328.26130895,16.047466,21.899403,0.20863885,0.2815367,0.03249727,16.115938,83.203186
110677,602,0.0003,110577,247.72,40,2753,-323.4,-323.40663526000003,15.128134,38.577526,-0.96520317,0.44749653,0.032339178,24.162807,82.29007
110977,603,0.0003,110877,247.72,40,2761,-325.7,-325.71537424999997,0.7156949,2.2882848,0.5610947,0.5532863,0.033450514,3.422786,81.3172
111277,604,0.0003,111177,247.72,40,2768,-326.7,-326.67486324,2.3190339,69.69114,-0.45343077,0.36413372,0.03352937,52.064304,82.22073
111450,605,0.0003,111350,246.45,40,2772,-332.1,-332.12114744999997,7.653164,86.12871,1.741215,0.32001686,0.033760697,66.28101,79.80319
111750,606,0.0003,111650,246.45,40,2779,-332.3,-332.29655508999997,0.61517906,59.12922,-0.14185104,0.49971545,0.03387672,57.861362,81.60521
112050,607,0.0003,111950,248.71,40,2787,-328.9,-328.90006557,6.152922,13.687004,0.40252316,0.5540256,0.032837223,16.72495,86.55313
112350,608,0.0003,112250,248.71,40,2794,-329.0,-329.02345108000003,0.7577903,9.605532,-0.26975584,0.67603374,0.032475024,1.3861893,82.340385
112454,609,0.0003,112354,246.75,40,2796,-334.0,-333.95512393999996,1.9356588,6.77649,2.4608977,0.054970913,0.03185743,6.0540094,84.23668
112734,610,0.0003,112634,249.03,40,2803,-335.7,-335.74247741,41.04629,64.334114,3.353744,0.285209,0.03302716,54.660797,87.34007
113034,611,0.0003,112934,249.45,40,2811,-331.2,-331.16284559,8.289654,1272.5756,2.305608,0.5244863,0.034472518,1394.6599,86.27971
113082,612,0.0003,112982,248.21,40,2812,-330.6,-330.6338118,38.64557,50.42726,0.58053946,0.39850324,0.034517203,36.505527,84.9353
113382,613,0.0003,113282,248.21,40,2819,-330.5,-330.46834748000003,5.065117,17.689713,-1.7118258,0.4791661,0.035031397,20.00279,82.65326
113564,614,0.0003,113464,247.03,40,2824,-335.7,-335.66749100999994,7.4030027,60.01313,-0.40959573,0.42289472,0.0341695,33.407665,86.41812
113864,615,0.0003,113764,247.03,40,2831,-335.5,-335.52315085000004,3.5721893,1.3716722,-1.1970655,0.3944014,0.033320863,2.1768687,82.85777
114164,616,0.0003,114064,247.03,40,2838,-336.2,-336.19484941999997,9.369968,15.274952,-1.3332579,0.3501053,0.032612134,9.804332,85.83095
114464,617,0.0003,114364,247.03,40,2846,-336.8,-336.7856171899999,20.842293,8.679916,-0.5116632,0.22523443,0.031734217,32.75588,86.79183
114764,618,0.0003,114664,249.34,40,2853,-331.5,-331.5123018399999,1.6476207,3.0562484,-0.34291697,0.5047922,0.0316969,1.301874,83.585464
115064,619,0.0003,114964,249.34,40,2860,-332.4,-332.36282349,7.0161347,2.5649238,0.4517247,0.23843376,0.031733587,1.7876519,84.46423
115364,620,0.0003,115264,249.34,40,2868,-336.0,-335.99201458000005,20.137535,35.501305,0.9614452,0.17639652,0.031738292,26.686275,85.78473
115478,621,0.0003,115378,247.48,40,2870,-342.3,-342.34717852999995,9.016361,3.326427,1.5656655,0.5050092,0.031880494,4.630122,86.220215
115778,622,0.0003,115678,247.48,40,2878,-347.7,-347.69464403999996,2.6552415,3.9992151,-0.07133934,0.39828557,0.02970531,6.807287,87.430984
116078,623,0.0003,115978,247.48,40,2886,-347.8,-347.82129079,0.85329926,106.48952,-1.4372597,0.37308192,0.028982576,100.96648,84.86108
116378,624,0.0003,116278,247.48,40,2893,-347.9,-347.91856605999993,0.7219329,1.5075858,-2.4546754,0.533337,0.028717993,1.3730233,84.21272
116452,625,0.0003,116352,247.24,40,2895,-347.8,-347.79786477999994,12.966856,42.44487,2.2398152,0.27941358,0.028664233,22.63225,87.02692
116752,626,0.0003,116652,247.24,40,2902,-347.7,-347.66249479999993,6.7014093,848.65454,-1.1887872,0.4333073,0.029244041,1027.5232,85.439186
117052,627,0.0003,116952,247.24,40,2910,-347.5,-347.46989811,0.8961495,1.2619758,-1.3019558,0.5180866,0.029666526,2.4739015,85.13441
117329,628,0.0003,117229,247.01,40,2916,-352.5,-352.52380157000005,6.687948,8.883057,2.3035545,0.536749,0.030686732,18.550947,84.89908
117373,629,0.0003,117273,247.02,40,2917,-352.5,-352.50393562000005,3.8703232,1.5012057,1.6298455,0.4584019,0.030877894,1.4524647,83.67488
117673,630,0.0003,117573,247.02,40,2925,-352.6,-352.55069233,4.4594097,3.8666022,3.1365063,0.050914273,0.03323558,4.09037,85.66031
117731,631,0.0003,117631,244.6,40,2926,-358.2,-358.21352496,41.706238,57.42868,1.5985774,0.4493645,0.03372446,21.608185,88.39123
118031,632,0.0003,117931,244.6,40,2933,-357.2,-357.17322947,1.6837087,99.46619,0.9127834,0.52620244,0.036218867,101.773735,83.88823
118331,633,0.0003,118231,244.6,40,2941,-356.3,-356.31305455,5.6443324,7.8929524,1.4010031,0.47724536,0.038290054,6.658712,86.92701
118598,634,0.0003,118498,244.27,40,2947,-362.1,-362.09389711999995,2.5348852,16.023697,1.2651377,0.23984009,0.040936172,11.626832,86.90332
118865,635,0.0003,118765,243.94,40,2954,-366.4,-366.41664978,5.9438066,15.547906,0.7395451,0.22928992,0.043599203,29.934328,85.58935
118961,636,0.0003,118861,241.9,40,2957,-369.8,-369.84215851,1.6375197,6.806548,2.1593988,0.34221423,0.044847917,20.863121,86.358444
119261,637,0.0003,119161,243.91,40,2964,-364.5,-364.52351536000003,3.6930227,8.852333,1.0907308,0.5315428,0.0475068,3.8194687,86.29285
119297,638,0.0003,119197,243.14,40,2965,-364.3,-364.28521029,3.5741124,3.4627643,1.0231541,0.40213257,0.047846593,2.3690248,85.7173
119597,639,0.0003,119497,244.78,40,2972,-358.6,-358.64867390000006,43.45508,60.34063,0.83832186,0.2855984,0.05099781,44.521744,91.09398
119897,640,0.0003,119797,245.81,40,2980,-352.9,-352.94658682,2.0540545,2.8543634,1.6699207,0.44703603,0.052499413,2.9736152,85.39748
120197,641,0.0003,120097,247.75,40,2987,-347.4,-347.37978391,1.6054089,4.005518,-2.3171358,0.32301876,0.053555563,3.9687352,86.072525
120497,642,0.0003,120397,247.75,40,2994,-342.7,-342.7006391500001,5.8584146,69.6575,-0.06331703,0.30364227,0.05311366,65.124954,88.01372
120576,643,0.0003,120476,247.98,40,2996,-342.7,-342.6681890800001,7.6224327,9.508898,-1.5299311,0.64050907,0.053060833,1.5376091,89.2096
120836,644,0.0003,120736,250.27,40,3002,-345.1,-345.11250681000007,8.224135,17.823704,0.17872798,0.32375395,0.05253129,24.073944,88.91704
121125,645,0.0003,121025,250.16,40,3009,-351.0,-351.00649238000005,1.2438494,3.1864638,-0.7153139,0.38927472,0.050386842,2.881948,86.661064
121425,646,0.0003,121325,250.16,40,3016,-350.7,-350.67507241000004,1.0633961,69.67998,0.5659194,0.33630738,0.048435625,70.03202,87.03287
121725,647,0.0003,121625,250.16,40,3024,-350.3,-350.34263327,12.9937725,6.451976,-1.4186451,0.55392843,0.047438484,4.088551,89.53328
122025,648,0.0003,121925,250.16,40,3031,-350.0,-350.0081544800001,4.2441854,92.914474,-0.78975666,0.28618267,0.04523802,87.51194,87.71387
122325,649,0.0003,122225,250.58,40,3038,-340.4,-340.35689929,2.399836,2.708863,0.8433115,0.52989995,0.04491089,3.4823656,88.24661
122625,650,0.0003,122525,251.41,40,3045,-337.1,-337.12423416999997,3.7833242,3.1060858,-1.002926,-0.1272847,0.042831887,2.2790442,89.09866
122925,651,0.0003,122825,251.41,40,3053,-336.7,-336.70971134000007,0.696524,5.6866727,-0.5170034,0.14908108,0.04084863,4.820864,88.9873
123225,652,0.0003,123125,251.41,40,3060,-335.7,-335.74377154000007,1.6297923,3.822769,-1.0091808,0.15036762,0.03928872,18.444427,89.08304
123525,653,0.0003,123425,253.44,40,3067,-330.6,-330.61334437,1.2664009,2.3688796,-1.3804445,0.1398296,0.037844565,1.4166114,85.97735
123825,654,0.0003,123725,253.44,40,3074,-332.0,-332.04603833,3.0972524,4.075733,-2.0016716,0.20681821,0.03598137,1.6732092,88.63034
124125,655,0.0003,124025,253.44,40,3081,-331.5,-331.54285396,1.7727529,1.244212,-0.8672457,-0.20449871,0.033796374,5.3369813,89.83799
124425,656,0.0003,124325,255.87,40,3088,-326.5,-326.45648795000005,2.7629426,59.016846,-0.41115838,0.1523425,0.031687755,57.99769,89.53309
124725,657,0.0003,124625,255.87,40,3096,-326.0,-326.02081197,1.1986226,2.722975,-0.44094747,0.012553461,0.029920574,2.2650518,88.247986
125025,658,0.0003,124925,258.44,40,3103,-321.1,-321.10397575,58.058765,61.292217,-0.2534649,-0.0016724616,0.0283274,25.520462,94.151115
125325,659,0.0003,125225,258.44,40,3110,-320.8,-320.78428485999996,84.66254,719.203,0.7756251,-0.3590488,0.027863301,861.91327,94.05328
125374,660,0.0003,125274,258.1,40,3111,-320.6,-320.63264534,4.6177835,10.943064,0.21711683,-0.21440488,0.027874717,5.748759,90.38153
125674,661,0.0003,125574,258.28,40,3119,-322.0,-322.00063522,7.6871066,10.648425,-1.2540097,-0.0761702,0.027985457,14.285743,89.58172
125902,662,0.0003,125802,258.6,40,3124,-328.3,-328.26409678,15.469791,10.724986,0.6307755,-0.28182173,0.027177483,28.71898,92.698105
126202,663,0.0003,126102,258.6,40,3132,-328.7,-328.65599849,2.1096787,1.9488136,0.6163407,-0.08950307,0.027543956,5.98394,89.19227
126403,664,0.0003,126303,259.89,40,3137,-329.2,-329.20105053,66.50685,648.9234,1.7520115,-0.037993334,0.02802342,826.94745,93.16728
126703,665,0.0003,126603,259.89,40,3144,-328.9,-328.93401576,0.801114,3.1322968,0.3756778,0.046063118,0.02874655,4.5720606,89.08976
127003,666,0.0003,126903,259.89,40,3151,-329.0,-328.9771891600001,1.3127306,3.2228394,0.5887562,-0.19612761,0.029292664,1.7731726,89.57961
127303,667,0.0003,127203,260.73,40,3159,-323.1,-323.1002536,0.97906643,63.834846,-0.48351932,0.06276837,0.030364357,66.58777,89.805305
127346,668,0.0003,127246,258.16,40,3160,-328.0,-328.04594574000004,3.5375013,254.9461,-0.19076557,-0.049302362,0.03039482,240.54787,90.978485
127646,669,0.0003,127546,260.24,40,3167,-326.4,-326.42551671,1.6395261,72.40489,1.4945046,-0.3934949,0.031409025,72.833725,91.0537
127946,670,0.0003,127846,260.24,40,3174,-326.7,-326.69545241,3.1182828,13.217223,0.664661,-0.31302807,0.032406162,14.474189,92.21408
128246,671,0.0003,128146,260.24,40,3182,-326.3,-326.26442633,13.6937685,131.36336,1.5376451,-0.17919214,0.03318441,111.07317,94.4589
128546,672,0.0003,128446,260.24,40,3189,-325.8,-325.81678307000004,2.1987824,9.17721,-0.8565948,-0.16163266,0.032934316,4.7406626,90.93451
128588,673,0.0003,128488,257.66,40,3190,-329.4,-329.40498048,1.99207,34.608643,-0.55858153,-0.36928582,0.0330439,28.359064,93.84628
128888,674,0.0003,128788,258.72,40,3197,-325.1,-325.09933547,44.898323,682.06335,0.9517443,-0.3693882,0.03439521,765.58936,92.78695
129053,675,0.0003,128953,257.37,40,3201,-330.0,-330.02966050000003,63.256393,76.318344,-0.7048875,-0.28712413,0.035168216,30.506502,92.555664
129353,676,0.0003,129253,259.05,40,3209,-337.2,-337.22978809,1.051054,1.8515192,0.9579187,-0.3570367,0.036513362,1.7301528,89.106735
129653,677,0.0003,129553,259.05,40,3216,-335.6,-335.57963072999996,2.1125574,2.170522,1.6998438,-0.21810591,0.038422268,1.348517,88.941666
129769,678,0.0003,129669,257.21,40,3219,-340.8,-340.80319024999994,2.0064325,1.4975779,-1.0363548,0.12639648,0.039419703,3.318699,90.21208
130069,679,0.0003,129969,257.21,40,3227,-340.9,-340.88891645,6.5400934,49.98962,0.24163419,-0.20458275,0.041142292,15.407792,91.08121
130369,680,0.0003,130269,257.21,40,3234,-340.8,-340.83285226,2.8267574,12.477684,0.4171915,-0.39590305,0.041117836,9.502647,93.21317
130669,681,0.0003,130569,257.21,40,3241,-340.6,-340.58457346,6.5367665,5.6899757,0.5085651,-0.4152398,0.04219769,4.7692904,90.58375
130756,682,0.0003,130656,255.08,40,3243,-345.5,-345.53515112,2.9303055,2.1929471,0.45483464,-0.016979266,0.04314214,9.923672,90.49327
131056,683,0.0003,130956,255.08,40,3251,-342.3,-342.3142115799999,1.8177361,3.878615,0.7823887,-0.23329088,0.044503957,3.8350983,92.88854
131356,684,0.0003,131256,255.08,40,3258,-342.2,-342.20886429999996,6.243328,1988.2633,0.4413488,-0.33874494,0.04436176,1951.2151,94.067535
131656,685,0.0003,131556,255.08,40,3265,-339.9,-339.92591268999996,1.5222902,2.5967412,-0.1901902,-0.08827776,0.04362239,2.1095629,89.27611
131956,686,0.0003,131856,255.08,40,3273,-339.7,-339.73709536999996,3.2492383,4.647412,0.44120398,-0.060284663,0.042914633,5.2797976,95.50571
132256,687,0.0003,132156,255.08,40,3280,-340.4,-340.39478069000006,16.2196,32.510273,0.24518293,-0.00156717,0.04097153,22.67172,96.783226
132556,688,0.0003,132456,255.08,40,3287,-338.9,-338.92291666000006,2.2269223,79.04929,-0.37763417,-0.18646222,0.039146896,76.452866,93.058205
132856,689,0.0003,132756,255.08,40,3295,-338.5,-338.47392534000005,18.399847,636.846,-0.3513538,-0.16437912,0.03871088,737.8825,92.47934
133156,690,0.0003,133056,255.08,40,3302,-338.3,-338.29328061,3.4861145,58.420486,-0.26153028,-0.15295905,0.03807098,56.122303,91.368126
133281,691,0.0003,133181,253.33,40,3305,-341.4,-341.42460918000006,3.892037,3.283235,0.1495618,-0.14355756,0.03778024,5.1140165,95.160034
133368,692,0.0003,133268,253.81,40,3307,-343.3,-343.33988389999996,14.198679,16.35943,-0.34038657,-0.116030976,0.03734788,14.958274,93.634995
133625,693,0.0003,133525,253.38,40,3314,-350.9,-350.88791857999996,19.674595,120.34446,0.15021048,-0.39759,0.036685284,102.29694,97.12857
133925,694,0.0003,133825,253.38,40,3321,-351.2,-351.18590621,1.4157934,1.7209427,0.03891264,0.044348873,0.036800865,1.7646165,91.05168
134225,695,0.0003,134125,253.38,40,3328,-351.6,-351.58228697,3.2998264,1.9672487,-0.6658306,-0.23290718,0.03751157,3.013132,93.66745
134525,696,0.0003,134425,253.38,40,3336,-351.5,-351.54878453,2.6522546,1.8846177,-0.54356736,-0.094108194,0.038967248,1.5824499,90.23944
134825,697,0.0003,134725,253.38,40,3343,-352.6,-352.59372572000007,6.8638816,3.4774446,-0.10198793,-0.1144842,0.03936023,8.123282,99.02053
135125,698,0.0003,135025,253.38,40,3350,-353.0,-352.98065105,8.825779,20.138912,-0.39631683,-0.12831676,0.039973512,17.936316,93.674866
135425,699,0.0003,135325,255.76,40,3358,-348.9,-348.89054720000007,1.7816861,4.1640644,0.11892082,0.016101561,0.039732616,2.3678355,91.51056
135725,700,0.0003,135625,256.48,40,3365,-346.2,-346.23691841,5.1811833,22.022318,0.33023804,0.1322413,0.039229434,7.948827,91.22042
135785,701,0.0003,135685,254.08,40,3367,-351.3,-351.33260558999996,7.033945,8.288391,0.36624497,-0.22003743,0.039236598,3.5946174,94.65433
135849,702,0.0003,135749,251.72,40,3368,-356.0,-355.9623413500001,2.6785975,2.7425234,-0.738294,-0.09907025,0.039458226,2.4331279,91.15423
136066,703,0.0003,135966,250.89,40,3374,-364.6,-364.57151280000005,7.5919533,46.216118,0.27561718,-0.3636299,0.039396964,64.56849,97.755585
136366,704,0.0003,136266,250.89,40,3381,-367.6,-367.58752845000004,1.6111412,11.789093,0.8044058,-0.073529154,0.040553015,13.585989,94.8518
136666,705,0.0003,136566,252.16,40,3388,-362.4,-362.39483033000005,6.307292,12.958068,-2.057805,0.15413776,0.04133368,5.272359,93.7453
136711,706,0.0003,136611,249.61,40,3389,-367.2,-367.19025695,43.910683,537.8651,-1.6090637,0.18937339,0.04122771,675.65063,94.86113
136800,707,0.0003,136700,247.5,40,3392,-370.5,-370.52252755,2.6009207,3.799028,-1.2263228,-0.12242096,0.04145179,4.087411,95.663704
137004,708,0.0003,136904,246.54,40,3397,-375.8,-375.77383237000004,5.7493153,8.475111,0.15585893,0.02317942,0.04204738,5.744195,96.12175
137169,709,0.0003,137069,247.15,40,3401,-376.0,-375.9721198800001,21.161585,4.660577,0.9231132,0.38022077,0.042907033,4.254402,94.418976
137469,710,0.0003,137369,247.35,40,3408,-369.1,-369.14851972,5.472347,11.714868,-0.014398858,-0.041581698,0.043537967,19.488823,93.995255
137769,711,0.0003,137669,247.35,40,3416,-368.2,-368.22627286000005,2.0987184,4.6207747,1.1844008,-0.21232939,0.043526925,4.541444,96.47061
138069,712,0.0003,137969,249.87,40,3423,-363.6,-363.57791873,6.557481,5.601737,-0.6955135,-0.03495222,0.04446596,2.9758651,96.66031
138136,713,0.0003,138036,247.54,40,3424,-368.4,-368.38757657,1.2024827,2.4522417,0.53598064,-0.029812276,0.04479988,2.7119021,94.51689
138436,714,0.0003,138336,248.72,40,3431,-361.6,-361.58295151000004,0.90849805,2.3747082,-1.3679196,0.02994997,0.045786884,1.6792114,98.57785
138613,715,0.0003,138513,247.49,40,3436,-366.8,-366.8080525700001,13.350487,17.681042,0.9123957,0.14343117,0.046391264,7.779907,94.809395
