total timesteps,episodes,current_lr,n_updates,eplenmean,fps,time_elapsed,mean 100 episode reward,ep_rewmean,value_loss,qf2_loss,ent_coef_loss,entropy,ent_coef,qf1_loss,policy_loss
245592,1129,0.0003,245492,246.23,40,6053,-325.1,-325.07788145,2.1899486,3.3940535,0.91061896,0.20076334,0.06383313,2.5741038,95.21888
245686,1130,0.0003,245586,244.17,40,6055,-330.8,-330.78342903,9.791584,6.441741,-0.35452786,0.17542805,0.06418079,8.355761,102.64647
245843,1131,0.0003,245743,242.74,40,6059,-336.2,-336.24941247999993,4.3776894,5.924073,-1.3278155,0.19578692,0.06529191,11.653998,102.24498
246143,1132,0.0003,246043,242.74,40,6067,-335.9,-335.87035818,38.549274,34.04425,0.3344456,0.025610637,0.06562822,14.834614,104.90547
246443,1133,0.0003,246343,242.74,40,6074,-335.7,-335.67041102,9.374918,18.622475,0.14100412,0.26506162,0.06606573,13.0241785,103.84683
246743,1134,0.0003,246643,242.99,40,6082,-329.7,-329.69651697,10.616312,18.64922,1.0474243,0.2678478,0.06566388,9.68337,107.08399
246768,1135,0.0003,246668,242.19,40,6083,-329.3,-329.29907624,9.977837,24.839912,-0.054847836,0.27892527,0.06577541,60.310814,99.35797
247068,1136,0.0003,246968,242.19,40,6090,-329.6,-329.58991107,11.996862,563.7066,0.23501945,0.11829732,0.06421246,636.38416,99.37236
247368,1137,0.0003,247268,242.19,40,6097,-329.5,-329.49392184000004,13.813698,3.8893614,-1.0546186,-0.024144161,0.06313349,8.667774,102.51121
247505,1138,0.0003,247405,240.56,40,6101,-334.9,-334.87412356,53.574356,1796.4857,0.43483007,0.09313993,0.06173328,1795.7183,118.10884
247805,1139,0.0003,247705,240.56,40,6108,-335.5,-335.45454514,5.1838536,305.1745,0.21397297,-0.06586044,0.06034045,210.19841,102.83887
247957,1140,0.0003,247857,239.08,40,6112,-340.8,-340.83951406,5.3095207,75.53489,0.11720234,-0.16907635,0.060102325,75.89842,106.929794
248257,1141,0.0003,248157,241.09,40,6119,-335.5,-335.48297776000004,36.190544,134.09018,-0.062266245,0.03823664,0.05906846,185.61632,105.53195
248557,1142,0.0003,248457,241.09,40,6126,-334.9,-334.88966813,2.4211407,5.2533154,-0.7626073,0.0029767938,0.058320582,5.804543,98.39874
248857,1143,0.0003,248757,241.09,40,6134,-335.1,-335.0845290600001,3.0758615,14.532557,1.0674417,0.0872664,0.05854277,22.897558,100.50368
249157,1144,0.0003,249057,243.42,40,6141,-330.1,-330.14473892999996,2.6481838,1958.0848,-0.5812096,-0.15043096,0.05973632,1916.5526,102.37374
249457,1145,0.0003,249357,243.42,40,6149,-330.1,-330.14705088999995,7.3844137,10.944408,-0.49639446,0.018851668,0.061557952,4.1507516,100.43321
249535,1146,0.0003,249435,241.2,40,6151,-332.5,-332.54504861999993,2.6532428,6.749899,1.293514,-0.08454923,0.062191773,17.679012,102.376945
249835,1147,0.0003,249735,241.2,40,6158,-336.1,-336.11271778,13.679818,10.032993,0.6167387,-0.09014997,0.062896684,8.532352,106.80466
250135,1148,0.0003,250035,241.2,40,6166,-335.3,-335.28953973999995,13.7421,6.0977993,0.8212502,0.027701497,0.06418747,25.214893,103.96391
250435,1149,0.0003,250335,241.2,40,6174,-335.1,-335.11074176,5.494934,12.221493,0.8497829,-0.105634645,0.06491283,7.3908415,114.910286
250735,1150,0.0003,250635,241.2,40,6181,-335.0,-335.0435709700001,4.0918393,3.802833,-0.4740684,0.114173315,0.0654688,4.7460666,99.91552
251035,1151,0.0003,250935,241.2,40,6189,-335.3,-335.3000307500001,5.4669,7.1680865,-0.674167,-0.10628338,0.067686684,14.718611,102.90629
251335,1152,0.0003,251235,241.26,40,6196,-323.4,-323.42220914000006,14.898943,88.89436,-0.23714453,-0.13665822,0.06977968,91.14234,107.17891
251411,1153,0.0003,251311,240.94,40,6198,-325.4,-325.40047859000003,3.8001752,4.3161077,0.49670944,-0.07162763,0.070370026,3.8918185,99.25343
251494,1154,0.0003,251394,238.77,40,6200,-330.7,-330.67589445000004,3.241127,3.575979,-0.605755,0.06167703,0.07053316,3.820128,100.72406
251794,1155,0.0003,251694,241.12,40,6208,-325.7,-325.67199334000003,13.374242,14.60631,-1.2947891,0.018989794,0.071049094,19.911623,105.14573
252094,1156,0.0003,251994,241.12,40,6215,-326.1,-326.1476121,2.1932414,1.8802291,0.09693644,-0.041875146,0.072137766,3.2105544,100.88202
252394,1157,0.0003,252294,243.68,40,6223,-321.5,-321.46703265,13.699137,164.88942,1.0188944,0.07352938,0.07277868,141.28552,112.7786
252694,1158,0.0003,252594,243.68,40,6230,-321.3,-321.28097531000003,4.1189623,17.500769,-0.45370135,-0.09523331,0.074329354,14.173516,103.44998
252994,1159,0.0003,252894,243.68,40,6237,-321.0,-320.99183638,5.0685983,15.59169,0.20926303,0.193195,0.07346873,13.108919,106.46437
253294,1160,0.0003,253194,243.68,40,6245,-322.4,-322.40704505,18.261742,67.8863,0.30794606,-0.15096697,0.07319129,36.721436,110.24284
253594,1161,0.0003,253494,243.68,40,6252,-324.7,-324.6701989,6.783727,44.930767,-1.7342696,0.18545508,0.073997974,29.141438,107.17854
253720,1162,0.0003,253620,241.94,40,6255,-329.7,-329.70771351,6.529851,3.259635,-1.3723725,-0.039632097,0.07372011,4.374659,102.936005
254020,1163,0.0003,253920,241.94,40,6263,-326.9,-326.92485632,7.630274,76.80071,0.5936134,-0.1632371,0.07352926,77.44937,104.95468
254320,1164,0.0003,254220,241.94,40,6270,-326.9,-326.9327616500001,21.733171,20.059053,1.392004,0.095836855,0.07451941,67.34442,113.44551
254457,1165,0.0003,254357,240.31,40,6273,-332.4,-332.3821373,26.508339,138.9305,0.32289982,0.040264137,0.07458968,129.3269,111.6254
254757,1166,0.0003,254657,240.31,40,6281,-328.9,-328.85370348000004,29.064842,155.78165,0.77341586,-0.32723433,0.07599305,166.12665,110.37674
255057,1167,0.0003,254957,242.39,40,6288,-323.4,-323.43956441999995,39.010117,118.630806,-1.0989554,0.16647023,0.076659754,104.61826,116.3375
255357,1168,0.0003,255257,243.74,40,6296,-318.2,-318.20043995,7.109605,114.82016,0.80176014,-0.10691944,0.07616887,74.60538,118.25183
255401,1169,0.0003,255301,243.49,40,6297,-318.1,-318.0999977999999,2.2154574,8.581951,0.48489818,0.046198443,0.076460466,7.8193226,107.97953
255701,1170,0.0003,255601,243.49,40,6304,-317.7,-317.68713847,29.639181,12.630544,-0.85673887,-0.04094374,0.07608598,8.008241,109.44049
256001,1171,0.0003,255901,245.23,40,6312,-312.0,-312.00704212999995,9.392526,25.515713,0.46726662,-0.11644524,0.07528292,19.615501,116.71566
256301,1172,0.0003,256201,247.89,40,6319,-308.4,-308.4402278,29.550346,33.944225,-0.43339208,-0.18560332,0.074911214,13.021584,115.91176
256601,1173,0.0003,256501,247.89,40,6326,-308.1,-308.09924743000005,7.3835006,34.626106,-0.5313444,-0.063829616,0.07529609,60.09047,109.479675
256712,1174,0.0003,256612,246.0,40,6329,-313.2,-313.15780659000006,6.479831,10.489977,-0.23011774,-0.18077506,0.07545659,14.525911,114.13299
257012,1175,0.0003,256912,246.0,40,6337,-310.4,-310.41859238000006,9.340119,21.232729,0.45904166,-0.015535645,0.075784236,20.43909,117.57579
257312,1176,0.0003,257212,246.0,40,6344,-310.7,-310.69578771,17.646873,5.6063747,-0.012383252,-0.10567968,0.075745486,12.760211,116.06917
257612,1177,0.0003,257512,246.0,40,6352,-311.1,-311.12058999,19.77298,404.6161,0.11999394,-0.17309485,0.07423687,325.63614,131.3643
257912,1178,0.0003,257812,246.0,40,6359,-311.3,-311.26457637,8.360683,11.879234,-0.27337408,-0.041121017,0.07486178,13.800185,110.44142
258037,1179,0.0003,257937,244.25,40,6362,-316.4,-316.42988141,8.589523,139.21889,-0.8778053,-0.056516692,0.07502062,124.73697,110.12375
258337,1180,0.0003,258237,244.25,40,6369,-316.6,-316.61080634999996,21.030369,31.177057,-0.025241762,0.0577313,0.07419907,19.619833,115.02472
258637,1181,0.0003,258537,246.86,40,6377,-311.0,-310.99035282,11.229667,5.4573154,-0.5138938,0.057781056,0.073519945,10.059229,120.26019
258937,1182,0.0003,258837,248.37,40,6385,-305.6,-305.5827982199999,4.7406635,18.697243,0.30621427,-0.1538532,0.07371975,13.252221,114.58717
259237,1183,0.0003,259137,248.37,40,6393,-305.1,-305.09556405999996,11.508783,8.117134,-0.34435812,0.043318883,0.07311009,10.506117,121.43524
259537,1184,0.0003,259437,248.37,40,6401,-305.3,-305.26609020999996,5.121642,4.2600675,-1.1223056,-0.07150966,0.07253969,10.692952,112.27736
259837,1185,0.0003,259737,248.37,40,6408,-305.6,-305.58180796,5.6868978,12.2343645,-0.074745506,0.028687835,0.072180934,11.731536,109.98512
260137,1186,0.0003,260037,248.37,40,6416,-304.2,-304.23089902,14.624634,5.3306866,-0.48814783,0.23494798,0.07315727,14.223953,115.54677
260437,1187,0.0003,260337,248.45,40,6423,-298.5,-298.46519849000003,4.7414045,221.92665,-1.5949917,0.27403867,0.073154256,212.28731,110.739914
260737,1188,0.0003,260637,248.45,40,6430,-299.2,-299.24834184,25.20917,127.809555,1.4945037,-0.19442022,0.072338566,114.39599,125.95937
261037,1189,0.0003,260937,249.89,40,6438,-295.4,-295.35677972999997,7.6097784,41.62008,0.9575162,-0.02676551,0.07254507,38.041832,119.34464
261337,1190,0.0003,261237,251.95,40,6445,-290.4,-290.36007574999996,5.4050183,99.02746,-0.482664,-0.12748997,0.072137885,111.28802,110.68675
261460,1191,0.0003,261360,250.18,40,6448,-295.5,-295.47316574999996,7.0075436,11.78707,-0.97307456,0.13853703,0.07186218,9.095653,113.72868
261760,1192,0.0003,261660,250.18,40,6456,-295.6,-295.59227582,5.4844623,108.91842,-0.49037212,-0.021673076,0.070978254,109.22151,115.22038
262060,1193,0.0003,261960,250.79,40,6463,-288.7,-288.7064969,8.066099,13.81818,-0.6427537,0.13743934,0.06870035,15.083718,108.335846
262360,1194,0.0003,262260,251.23,40,6470,-282.6,-282.60412040000006,7.4817324,5.512573,-1.0835781,0.14518662,0.067928515,7.6228757,112.870865
262660,1195,0.0003,262560,251.23,40,6478,-282.9,-282.89470344,31.54277,98.60424,0.7929564,-0.029581413,0.06758966,100.28418,113.59482
262960,1196,0.0003,262860,251.92,40,6485,-277.3,-277.32484482,8.982505,240.44661,-0.60572964,0.30050227,0.0696593,243.6375,111.138535
263260,1197,0.0003,263160,254.59,40,6493,-272.2,-272.21611679,11.487413,3.8209293,0.6031337,0.027261771,0.07065729,7.468861,112.370804
263560,1198,0.0003,263460,257.23,40,6500,-267.3,-267.28170023,32.470448,19.345322,0.3734291,0.079184376,0.07157234,26.4583,117.402855
263860,1199,0.0003,263760,257.42,40,6508,-260.7,-260.65720338,3.2273207,5.7169595,0.06809947,0.042408254,0.071099326,5.0396967,108.89514
264160,1200,0.0003,264060,257.42,40,6515,-261.0,-260.95393181,5.3310795,3.9615133,1.0277942,0.126908,0.06889633,6.5859046,111.90144
264460,1201,0.0003,264360,257.42,40,6523,-260.7,-260.72148454,12.153759,87.146255,0.18911731,0.0058088545,0.06654021,88.43897,109.590225
264760,1202,0.0003,264660,259.7,40,6530,-256.3,-256.33666323,5.6403327,7.603407,0.5814105,0.10098295,0.065403,4.6335835,111.37509
264852,1203,0.0003,264752,259.63,40,6532,-256.3,-256.32535719,1.504753,88.82247,0.33049098,0.055864792,0.06548495,80.119995,106.40237
265152,1204,0.0003,265052,259.63,40,6539,-255.9,-255.93504141000003,21.573719,123.50394,1.2850122,-0.027327303,0.06569194,129.23813,116.888115
265185,1205,0.0003,265085,258.85,40,6540,-255.7,-255.68766766999997,18.001228,22.916065,-0.23635244,-0.05807171,0.066007115,18.87364,109.890305
265485,1206,0.0003,265385,258.85,40,6548,-255.8,-255.80069398,7.2218523,10.793219,0.26057762,-0.12676483,0.0681373,9.151344,113.95645
265785,1207,0.0003,265685,258.85,40,6556,-254.1,-254.05098134999997,5.015109,7.9112597,0.6864877,0.1439191,0.06920673,11.676543,111.35086
266085,1208,0.0003,265985,258.85,40,6563,-254.5,-254.48506132,3.8265963,181.76773,0.735243,-0.03913952,0.07032493,179.91702,107.751434
266385,1209,0.0003,266285,258.85,40,6571,-253.2,-253.22187985999997,7.7912536,24.677252,-0.13264455,-0.09302373,0.07182255,22.527208,111.93457
266685,1210,0.0003,266585,258.85,40,6578,-253.6,-253.63253326999998,4.6164937,91.211296,-0.23954803,-0.08296486,0.07358982,88.429535,110.390144
266985,1211,0.0003,266885,258.85,40,6586,-252.5,-252.50029594,30.273935,101.67423,0.43741846,0.16745403,0.074320614,97.44706,116.49578
267091,1212,0.0003,266991,258.64,40,6589,-252.4,-252.43567688000002,14.268934,15.41364,0.23965746,0.02637615,0.07441063,33.011967,112.95033
267391,1213,0.0003,267291,258.64,40,6596,-251.9,-251.92017514,4.913846,3.7087789,-0.56176674,0.21600445,0.07531612,3.887456,112.95569
267691,1214,0.0003,267591,260.71,40,6604,-247.0,-246.97102647999998,26.694479,150.56093,-1.4100997,0.2580198,0.074428305,154.47855,114.98998
267991,1215,0.0003,267891,260.71,40,6612,-246.4,-246.37282976999998,19.403248,5.769733,0.8345597,-0.13602939,0.072412334,6.2554336,113.59199
268291,1216,0.0003,268191,260.71,40,6619,-246.5,-246.50980427000002,1.9149795,2.34304,-1.9976404,0.36041474,0.07136767,3.2997775,109.433395
268591,1217,0.0003,268491,260.71,40,6627,-244.5,-244.52807303999998,2.9282193,6.492794,-0.28315738,0.2414945,0.06913107,7.963223,111.16617
268891,1218,0.0003,268791,260.71,40,6634,-245.1,-245.13455995,4.9442973,5.552932,-1.2416649,0.25252664,0.068672106,5.791804,112.86982
269191,1219,0.0003,269091,261.75,40,6642,-241.2,-241.24494989,7.06532,5.04257,0.41847524,0.07902249,0.06878286,6.739174,110.240906
269491,1220,0.0003,269391,261.75,40,6650,-241.0,-241.02825668000006,5.5734415,5.0756755,-1.3675004,0.20484012,0.06749049,8.890627,111.26222
269791,1221,0.0003,269691,261.75,40,6658,-241.5,-241.47278143,15.106743,4.303776,-0.71234256,0.09839334,0.067901574,4.4447107,113.89882
270091,1222,0.0003,269991,263.26,40,6665,-236.1,-236.12243062,17.378996,82.038185,-0.4791981,-0.048763696,0.066854134,86.0379,114.48909
270391,1223,0.0003,270291,263.26,40,6673,-236.9,-236.86431094,13.839222,15.164024,-0.40927762,0.16821754,0.0693316,56.831078,114.365166
270691,1224,0.0003,270591,263.26,40,6680,-237.0,-236.95700396000004,19.708973,6.680848,0.6988946,-0.15659966,0.07006724,23.31745,114.057205
270991,1225,0.0003,270891,263.89,40,6688,-231.0,-230.96830823000005,4.3590965,3.3491657,-0.71354085,-0.022010682,0.06904818,5.4149303,111.18115
271291,1226,0.0003,271191,263.89,40,6695,-231.3,-231.32824555000002,21.948154,14.139611,0.50060785,0.13980822,0.068786666,10.252924,112.79315
271591,1227,0.0003,271491,265.99,40,6703,-233.5,-233.48044984000003,3.6024356,2.9293,-0.84486806,0.28778166,0.069407366,6.768526,109.911804
271891,1228,0.0003,271791,265.99,40,6710,-233.5,-233.47495711000002,10.139113,4.703473,1.3431194,0.31780368,0.06936171,8.212633,110.46763
271999,1229,0.0003,271899,264.07,40,6713,-238.4,-238.44907990000004,4.1222687,5.559549,-0.059838332,0.21486416,0.069399506,6.6400933,111.073685
272299,1230,0.0003,272199,266.13,40,6721,-232.5,-232.53690117000002,14.85091,88.00585,0.09334111,0.20865808,0.070133924,93.305984,116.62961
272599,1231,0.0003,272499,267.56,40,6728,-227.4,-227.42557023,7.0952706,8.307957,-0.96201026,0.38181645,0.07187178,5.367324,111.67053
272899,1232,0.0003,272799,267.56,40,6736,-227.4,-227.37668143,9.409355,13.164221,-1.3224262,0.0950592,0.07107448,4.072712,114.59725
273199,1233,0.0003,273099,267.56,40,6744,-227.3,-227.34297563,4.9492893,8.943807,-0.14478683,0.1012281,0.07218045,8.344619,112.578
273421,1234,0.0003,273321,266.78,40,6749,-233.4,-233.41755349,6.440332,6.3932323,0.96030366,0.25533536,0.072383955,6.565649,111.58953
273721,1235,0.0003,273621,269.53,40,6757,-228.7,-228.66244368000002,1.7983708,4.68101,-1.5657742,0.021273594,0.072047405,3.2588751,111.044266
274021,1236,0.0003,273921,269.53,40,6764,-228.3,-228.26234344000005,8.887716,5.4783807,-0.88537186,0.37474924,0.07196184,5.3448744,109.16765
274321,1237,0.0003,274221,269.53,40,6771,-239.2,-239.18409396000004,3.8386116,15.825028,-0.51214904,0.07007128,0.072440244,10.248049,112.33127
274621,1238,0.0003,274521,271.16,40,6779,-233.8,-233.76137679000004,19.44109,19.314386,0.8727514,0.04263866,0.07309902,10.902878,117.5694
274888,1239,0.0003,274788,270.83,40,6786,-239.4,-239.38727905,2.9660447,25.444435,-0.53046256,0.15605515,0.07401101,25.242132,112.576965
274982,1240,0.0003,274882,270.25,40,6788,-239.2,-239.15129587999996,5.3558736,6.2959757,1.5185423,0.27671343,0.07449385,8.065041,114.69249
275282,1241,0.0003,275182,270.25,40,6795,-239.2,-239.24632383,4.2550077,3.123642,-0.15966174,0.2655288,0.07499767,5.1820517,107.33707
275582,1242,0.0003,275482,270.25,40,6803,-240.1,-240.09137125,4.9852085,9.938143,-0.45290256,0.33607972,0.074908376,6.5743275,114.256714
275882,1243,0.0003,275782,270.25,40,6811,-240.3,-240.26306333,53.701126,18.400684,0.94916356,0.31770006,0.077480994,22.000717,117.36345
276182,1244,0.0003,276082,270.25,40,6818,-240.8,-240.81955303000004,2.745677,2.891293,0.50792086,0.065357305,0.0769015,2.2986064,110.46719
276482,1245,0.0003,276382,270.25,40,6826,-240.9,-240.93224114,5.24321,20.216442,-0.035650253,0.39039367,0.076151565,17.651812,112.75276
276782,1246,0.0003,276682,272.47,40,6834,-235.2,-235.15067626,3.010848,6.238226,-0.459592,0.51000285,0.075025484,3.5625768,110.49834
277082,1247,0.0003,276982,272.47,40,6841,-231.3,-231.29009563000002,1.9026477,204.53459,0.028857976,0.22050333,0.072667785,207.66187,108.29165
277382,1248,0.0003,277282,272.47,40,6849,-231.6,-231.60956217000003,2.3151681,4.67469,0.24463701,0.13763109,0.07336511,5.0525265,110.742805
277682,1249,0.0003,277582,272.47,40,6857,-231.6,-231.57005555000003,5.5131598,9.896479,-0.4463067,0.3130538,0.07139632,3.3990092,112.359436
277982,1250,0.0003,277882,272.47,40,6864,-232.0,-231.99029931,8.5210285,69.01628,-0.54996824,0.19385839,0.06986425,33.555557,117.66774
278051,1251,0.0003,277951,270.16,40,6866,-237.0,-236.99607904000004,2.2999084,3.6184502,-0.16380648,0.3133079,0.069635905,3.3044412,111.32553
278351,1252,0.0003,278251,270.16,40,6874,-236.8,-236.80188882000002,5.73475,60.608406,1.0703481,0.19046265,0.07110187,14.94363,114.5297
278651,1253,0.0003,278551,272.4,40,6881,-231.1,-231.14295178,41.68664,31.174215,0.5603,-0.15273908,0.07166988,37.62794,114.12422
278951,1254,0.0003,278851,274.57,40,6888,-225.5,-225.49710604000003,5.4606876,3.8985143,-0.53607523,0.38291672,0.07219787,5.2030854,111.71779
279251,1255,0.0003,279151,274.57,40,6896,-225.4,-225.42413406,4.995779,9.927933,-0.23852023,0.060067717,0.07238256,14.547037,113.64926
279551,1256,0.0003,279451,274.57,40,6904,-224.9,-224.89746953000002,28.760832,9.892605,-0.04268849,0.006863266,0.07143201,22.395512,117.96864
279851,1257,0.0003,279751,274.57,40,6911,-224.3,-224.30032569,3.901795,114.4133,0.168255,0.1840416,0.07174139,128.68073,113.22592
280151,1258,0.0003,280051,274.57,40,6918,-224.9,-224.89708771999997,8.868696,8.58155,-0.14657766,0.022476248,0.07238677,10.498505,112.54666
280200,1259,0.0003,280100,272.06,40,6920,-230.2,-230.22369617,3.005783,9.10851,0.21785033,0.18944179,0.07227008,11.667992,112.10123
280325,1260,0.0003,280225,270.31,40,6923,-234.5,-234.47324902999998,9.983864,4.370981,-0.19553265,0.24414295,0.07155886,8.1593,113.955734
280625,1261,0.0003,280525,270.31,40,6930,-232.1,-232.07476535999996,15.194427,4.1742625,0.4164686,-0.0027279695,0.07138919,8.909495,112.38577
280925,1262,0.0003,280825,272.05,40,6937,-226.9,-226.89985910999994,3.2731643,64.16784,-0.46853554,-0.012582891,0.07146667,55.83161,113.93691
281017,1263,0.0003,280917,269.97,40,6940,-232.3,-232.26931867,11.543348,58.188927,-0.5459924,0.024425395,0.07114587,22.459387,118.5616
281317,1264,0.0003,281217,269.97,40,6947,-232.5,-232.46091294,16.318047,16.797976,1.8293002,-0.057430252,0.072663866,33.563267,122.091835
281366,1265,0.0003,281266,269.09,40,6948,-231.8,-231.84214501999998,3.5672078,106.650826,-0.9069178,-0.055215176,0.07297582,104.821915,113.129425
281476,1266,0.0003,281376,267.19,40,6951,-237.0,-237.02906189,3.072435,4.8588877,0.785043,0.050422877,0.07391731,17.85851,114.179596
281776,1267,0.0003,281676,267.19,40,6958,-237.2,-237.18201195999995,4.050641,2.112032,-0.82960296,0.18281712,0.075290434,3.0025702,116.48837
282076,1268,0.0003,281976,267.19,40,6965,-237.1,-237.07033665999995,9.5889435,120.68743,-0.32030588,0.14937638,0.07533051,142.44946,118.88704
282376,1269,0.0003,282276,269.75,40,6973,-231.9,-231.90736972999994,9.087309,2.853528,-0.4016832,0.1299065,0.07500402,4.1112432,111.1751
282676,1270,0.0003,282576,269.75,40,6980,-231.6,-231.62776527999998,2.5580015,12.755213,0.61641103,0.031342696,0.075790145,14.714517,113.73147
282976,1271,0.0003,282876,269.75,40,6987,-231.7,-231.74786528999996,2.9145932,5.838825,0.39354455,-0.08867897,0.07549074,4.86606,112.64717
283138,1272,0.0003,283038,268.37,40,6991,-235.6,-235.59821776,13.167335,35.511303,1.5101622,-0.074693285,0.07594514,19.01483,113.5889
283438,1273,0.0003,283338,268.37,40,6998,-237.1,-237.12294763999995,5.8634343,17.329655,1.2062397,0.41975445,0.07756626,6.467097,113.99572
283738,1274,0.0003,283638,270.26,40,7006,-232.5,-232.49104565999997,3.7036939,8.721491,-0.18561687,0.29972792,0.07861053,23.263353,113.49401
284038,1275,0.0003,283938,270.26,40,7013,-233.7,-233.72623702999996,102.870476,100.64144,1.3449473,-0.053327993,0.07719166,68.48947,126.62993
284338,1276,0.0003,284238,270.26,40,7021,-234.2,-234.20923123999998,28.003254,31.6157,0.15988797,0.2545097,0.07611073,61.424583,118.00403
284638,1277,0.0003,284538,270.26,40,7028,-233.8,-233.83440261999996,10.409512,111.650604,-0.3554132,0.11626571,0.07486595,103.20569,119.10394
284794,1278,0.0003,284694,268.82,40,7032,-239.1,-239.06654876000002,7.000791,6.6986976,1.0323961,-0.00041941926,0.07490729,9.717906,113.883835
285094,1279,0.0003,284994,270.57,40,7040,-233.5,-233.49953341999998,8.045839,2.689968,-0.90042824,0.5409895,0.07472497,4.2729673,113.79953
285394,1280,0.0003,285294,270.57,40,7047,-233.2,-233.15169850999996,13.870615,12.796947,1.2312989,-0.064512774,0.07317517,12.869871,123.85385
285694,1281,0.0003,285594,270.57,40,7054,-233.1,-233.11556656000002,5.325343,25.52189,-0.4233955,0.09060541,0.07143976,29.238365,116.423645
285823,1282,0.0003,285723,268.86,40,7058,-238.4,-238.39173394000002,2.935503,5.750903,-0.10438979,0.04219297,0.07043893,10.167109,118.170166
285968,1283,0.0003,285868,267.31,40,7061,-244.3,-244.25339096,4.130883,18.870539,0.7900949,-0.12253926,0.06955477,19.746008,117.1676
286268,1284,0.0003,286168,267.31,40,7068,-244.2,-244.22194417999998,3.7820487,2.6911511,0.4124421,0.17269671,0.068625376,7.2846255,114.3721
286568,1285,0.0003,286468,267.31,40,7076,-245.2,-245.20400476000003,6.5327616,9.059177,-1.0009387,-0.025709504,0.068536706,12.8899,114.23495
286609,1286,0.0003,286509,264.72,40,7077,-250.2,-250.20707297,5.6269226,4.944628,0.62229127,0.051042043,0.06823779,7.5130024,119.42695
286909,1287,0.0003,286809,264.72,40,7085,-249.4,-249.43589747000001,15.84208,9.882842,-0.09316343,0.012680367,0.06904744,22.56604,122.00272
287209,1288,0.0003,287109,264.72,40,7092,-248.5,-248.54028339,6.1402416,20.710953,0.91168255,0.020594828,0.0689026,52.007908,115.656044
287509,1289,0.0003,287409,264.72,40,7100,-246.7,-246.74235662999996,10.020834,636.28577,-0.37190995,-0.17976156,0.06986998,498.70007,117.805
287809,1290,0.0003,287709,264.72,40,7107,-246.5,-246.46409419,15.8858,8.0555525,0.7824528,-0.13171162,0.07040631,8.167179,118.34328
288109,1291,0.0003,288009,266.49,40,7115,-241.6,-241.57738792999996,3.1143913,3.7855942,-0.0474042,0.1104172,0.06904869,9.056169,113.79109
288317,1292,0.0003,288217,265.57,40,7120,-246.9,-246.94680789999998,2.634542,5.330618,-1.1995425,0.0074873567,0.0682286,4.47351,114.59911
288617,1293,0.0003,288517,265.57,40,7128,-246.1,-246.06514304999996,5.9681153,6.745392,1.3790483,-0.016730241,0.067410246,6.73339,119.441605
288917,1294,0.0003,288817,265.57,40,7135,-247.3,-247.30672829,64.95011,136.29399,-0.51622725,0.07632905,0.06616668,115.3732,118.99289
288980,1295,0.0003,288880,263.2,40,7137,-252.2,-252.16308149,5.8859086,30.414019,0.31120098,-0.050230652,0.06624688,6.2972445,113.888214
289280,1296,0.0003,289180,263.2,40,7144,-252.4,-252.44059232999996,2.3738627,3.337344,-0.7264893,0.21482521,0.065557726,2.83671,111.56247
289580,1297,0.0003,289480,263.2,40,7152,-253.1,-253.08622563999998,9.085329,11.245803,-0.7983386,0.10724044,0.065931745,5.4235716,114.50589
289790,1298,0.0003,289690,262.3,40,7157,-258.6,-258.63429155,6.5871177,16.544334,0.3563101,0.28138286,0.06528585,3.7763767,113.12361
290090,1299,0.0003,289990,262.3,40,7165,-258.7,-258.68972614,4.6696053,107.29755,0.91489464,0.14535858,0.06583988,99.41591,111.51948
290390,1300,0.0003,290290,262.3,40,7173,-258.6,-258.61809958,7.1324224,14.165899,-0.33754623,0.3204935,0.06479596,11.531557,114.90442
290690,1301,0.0003,290590,262.3,40,7180,-258.8,-258.81279559,2.5459316,137.87378,-0.11709502,0.11869329,0.064584665,146.42197,111.83038
290990,1302,0.0003,290890,262.3,40,7188,-259.9,-259.93276228999997,17.014378,158.46774,1.1618097,-0.079157375,0.061929256,182.95819,118.30113
291045,1303,0.0003,290945,261.93,40,7189,-259.8,-259.78451680999996,7.162548,16.568808,0.26622215,0.045569025,0.062488616,3.469695,117.19427
291345,1304,0.0003,291245,261.93,40,7197,-259.9,-259.88002272,6.2186046,27.713068,0.14532134,0.1556349,0.062223274,22.91845,116.85172
291526,1305,0.0003,291426,263.41,40,7201,-260.3,-260.34813378999996,42.94592,133.88557,-0.64772475,0.2853322,0.062042385,137.2427,113.64179
291826,1306,0.0003,291726,263.41,40,7209,-260.1,-260.10627500999993,3.883963,4.5871162,-0.35486326,0.1743676,0.060912684,5.528909,109.96305
292070,1307,0.0003,291970,262.85,40,7215,-266.1,-266.0750572999999,6.689195,116.730736,-0.48244378,0.12756014,0.061548635,114.102745,112.65433
292171,1308,0.0003,292071,260.86,40,7217,-271.0,-270.95698244999994,3.1420488,28.688547,-0.8517859,0.29520252,0.061102778,21.811382,112.34161
292290,1309,0.0003,292190,259.05,40,7220,-275.6,-275.56657707,30.346968,20.638792,-0.54589814,0.156823,0.061239798,26.465336,116.179375
292590,1310,0.0003,292490,259.05,40,7228,-274.5,-274.53158850999995,1.716568,5.63745,-1.0624225,0.14096677,0.06211051,8.9420805,111.2218
292890,1311,0.0003,292790,259.05,40,7236,-274.4,-274.43489578,3.7933207,3.3616617,0.95857275,0.011422246,0.062756315,4.4294386,110.106
