steps,mean 100 episode reward per step,episodes,% time spent exploring,mean 100 episode reward
255300,-0.032299769583685876,1834,2,-2.1
255400,-0.032299769583685876,1834,2,-2.1
255500,-0.032590084068285896,1836,2,-2.1
255600,-0.0343005844607678,1837,2,-2.1
255700,-0.0343005844607678,1837,2,-2.1
255800,-0.03473847227970955,1838,2,-2.2
255900,-0.03473847227970955,1838,2,-2.2
256000,-0.03462997913683721,1839,2,-2.2
256100,-0.03462997913683721,1839,2,-2.2
256200,-0.034018528125710164,1840,2,-2.2
256300,-0.034018528125710164,1840,2,-2.2
256400,-0.03361022515978195,1841,2,-2.1
256500,-0.03361022515978195,1841,2,-2.1
256600,-0.03292843798128484,1843,2,-2.0
256700,-0.03292843798128484,1843,2,-2.0
256800,-0.03202209740325258,1844,2,-2.0
256900,-0.03202209740325258,1844,2,-2.0
257000,-0.030705392376638913,1845,2,-1.8
257100,-0.030705392376638913,1845,2,-1.8
257200,-0.02997454432289933,1846,2,-1.8
257300,-0.02997454432289933,1846,2,-1.8
257400,-0.03013314874655263,1847,2,-1.8
257500,-0.03013314874655263,1847,2,-1.8
257600,-0.02841659377553799,1848,2,-1.7
257700,-0.02841659377553799,1848,2,-1.7
257800,-0.02940538108783194,1849,2,-1.9
257900,-0.02940538108783194,1849,2,-1.9
258000,-0.030976633123291245,1851,2,-2.0
258100,-0.03155332085200041,1852,2,-2.0
258200,-0.03155332085200041,1852,2,-2.0
258300,-0.031064481887585725,1853,2,-1.9
258400,-0.031064481887585725,1853,2,-1.9
258500,-0.03193812754904136,1854,2,-2.0
258600,-0.03193812754904136,1854,2,-2.0
258700,-0.03289373536880733,1855,2,-2.2
258800,-0.03213315707730493,1856,2,-2.1
258900,-0.03249301962005183,1857,2,-2.2
259000,-0.03249301962005183,1857,2,-2.2
259100,-0.03203093937763943,1858,2,-2.2
259200,-0.03317120474543192,1859,2,-2.2
259300,-0.03377046005466263,1861,2,-2.3
259400,-0.03377046005466263,1861,2,-2.3
259500,-0.03421867080402765,1862,2,-2.4
259600,-0.03421867080402765,1862,2,-2.4
259700,-0.03455896061880151,1863,2,-2.4
259800,-0.03455896061880151,1863,2,-2.4
259900,-0.03459891455365083,1864,2,-2.4
260000,-0.03459891455365083,1864,2,-2.4
260100,-0.03527119615118423,1866,2,-2.5
260200,-0.03527119615118423,1866,2,-2.5
260300,-0.035512549272888994,1867,2,-2.6
260400,-0.035512549272888994,1867,2,-2.6
260500,-0.03532524735013584,1868,2,-2.5
260600,-0.03532524735013584,1868,2,-2.5
260700,-0.03615101306232192,1869,2,-2.6
260800,-0.03811147056984488,1870,2,-2.7
260900,-0.03811147056984488,1870,2,-2.7
261000,-0.03842329395808258,1871,2,-2.7
261100,-0.03842329395808258,1871,2,-2.7
261200,-0.03709484306871169,1872,2,-2.7
261300,-0.03709484306871169,1872,2,-2.7
261400,-0.037262884541698585,1873,2,-2.7
261500,-0.03793038152604474,1874,2,-2.8
261600,-0.03793038152604474,1874,2,-2.8
261700,-0.03743281349806813,1875,2,-2.7
261800,-0.03743281349806813,1875,2,-2.7
261900,-0.03624740577922309,1877,2,-2.7
262000,-0.038170840938464096,1878,2,-2.8
262100,-0.038170840938464096,1878,2,-2.8
262200,-0.03726537115123636,1879,2,-2.6
262300,-0.038408443444437744,1880,2,-2.7
262400,-0.039048903572329846,1881,2,-2.7
262500,-0.039048903572329846,1881,2,-2.7
262600,-0.0391523912348939,1882,2,-2.8
262700,-0.03791138877190217,1883,2,-2.7
262800,-0.03791138877190217,1883,2,-2.7
262900,-0.037974394323107515,1884,2,-2.7
263000,-0.037974394323107515,1884,2,-2.7
263100,-0.038168713460346386,1885,2,-2.7
263200,-0.038168713460346386,1885,2,-2.7
263300,-0.03665479635972126,1886,2,-2.7
263400,-0.03751394976438856,1887,2,-2.7
263500,-0.03751394976438856,1887,2,-2.7
263600,-0.03723497889722636,1888,2,-2.7
263700,-0.03723497889722636,1888,2,-2.7
263800,-0.03698078635236797,1890,2,-2.6
263900,-0.03698078635236797,1890,2,-2.6
264000,-0.03715138409580737,1891,2,-2.6
264100,-0.03715138409580737,1891,2,-2.6
264200,-0.037160581415170084,1892,2,-2.6
264300,-0.037160581415170084,1892,2,-2.6
264400,-0.03724478779341979,1893,2,-2.6
264500,-0.03724478779341979,1893,2,-2.6
264600,-0.037504521588774556,1894,2,-2.7
264700,-0.037926035635169136,1896,2,-2.7
264800,-0.037926035635169136,1896,2,-2.7
264900,-0.03718121672690176,1897,2,-2.6
265000,-0.03718121672690176,1897,2,-2.6
265100,-0.03729859236690605,1898,2,-2.7
265200,-0.03729859236690605,1898,2,-2.7
265300,-0.03731666389744939,1899,2,-2.7
265400,-0.03731666389744939,1899,2,-2.7
265500,-0.0369662208099158,1900,2,-2.6
265600,-0.0383879221222366,1901,2,-2.7
265700,-0.03813039588291342,1902,2,-2.6
265800,-0.03813039588291342,1902,2,-2.6
265900,-0.038012896107606074,1904,2,-2.6
266000,-0.03912834735875783,1905,2,-2.7
266100,-0.03912834735875783,1905,2,-2.7
266200,-0.039704879882096075,1906,2,-2.8
266300,-0.039704879882096075,1906,2,-2.8
266400,-0.04033904295326155,1907,2,-3.0
266500,-0.04033904295326155,1907,2,-3.0
266600,-0.04066427800055575,1909,2,-3.0
266700,-0.04066427800055575,1909,2,-3.0
266800,-0.040576306834244444,1910,2,-3.0
266900,-0.041249271046005134,1911,2,-3.1
267000,-0.04094601933575,1912,2,-3.1
267100,-0.04155646909616055,1913,2,-3.2
267200,-0.04155646909616055,1913,2,-3.2
267300,-0.041585655662710025,1914,2,-3.2
267400,-0.04176653029968283,1915,2,-3.2
267500,-0.04176653029968283,1915,2,-3.2
267600,-0.041645392270708896,1916,2,-3.2
267700,-0.040095282493357996,1917,2,-3.2
267800,-0.040095282493357996,1917,2,-3.2
267900,-0.04033895509740914,1918,2,-3.2
268000,-0.04033895509740914,1918,2,-3.2
268100,-0.04016415720620323,1919,2,-3.2
268200,-0.04016415720620323,1919,2,-3.2
268300,-0.04028079957849946,1920,2,-3.2
268400,-0.04116271061641223,1921,2,-3.3
268500,-0.04346328222509528,1923,2,-3.4
268600,-0.04346328222509528,1923,2,-3.4
268700,-0.04516997207223694,1925,2,-3.5
268800,-0.04714133760507329,1926,2,-3.8
268900,-0.04714133760507329,1926,2,-3.8
269000,-0.04725190432793863,1927,2,-3.8
269100,-0.04725190432793863,1927,2,-3.8
269200,-0.04721416908345105,1928,2,-3.8
269300,-0.04721416908345105,1928,2,-3.8
269400,-0.04578269171658888,1929,2,-3.7
269500,-0.04578269171658888,1929,2,-3.7
269600,-0.045765986771047124,1930,2,-3.7
269700,-0.045765986771047124,1930,2,-3.7
269800,-0.045394229758113365,1931,2,-3.7
269900,-0.049180790978377124,1934,2,-3.8
270000,-0.049180790978377124,1934,2,-3.8
270100,-0.04934874114805574,1935,2,-3.8
270200,-0.048871464683838746,1936,2,-3.8
270300,-0.047735305361863,1937,2,-3.8
270400,-0.047735305361863,1937,2,-3.8
270500,-0.04760175346998473,1938,2,-3.7
270600,-0.04760175346998473,1938,2,-3.7
270700,-0.04747607862549664,1939,2,-3.7
270800,-0.04779449375378756,1940,2,-3.7
270900,-0.04779449375378756,1940,2,-3.7
271000,-0.047869872900001165,1941,2,-3.8
271100,-0.047869872900001165,1941,2,-3.8
271200,-0.04826168014856953,1942,2,-3.8
271300,-0.04826168014856953,1942,2,-3.8
271400,-0.04648655946449085,1943,2,-3.8
271500,-0.04648655946449085,1943,2,-3.8
271600,-0.04622433033294054,1944,2,-3.8
271700,-0.04796057642179461,1945,2,-3.9
271800,-0.04796057642179461,1945,2,-3.9
271900,-0.04796302314670297,1946,2,-3.9
272000,-0.04823409308877527,1947,2,-3.9
272100,-0.0490938155359428,1948,2,-4.0
272200,-0.0490938155359428,1948,2,-4.0
272300,-0.049082972312405763,1949,2,-4.0
272400,-0.049082972312405763,1949,2,-4.0
272500,-0.049016512154604695,1951,2,-4.0
272600,-0.049016512154604695,1951,2,-4.0
272700,-0.04775214278276264,1952,2,-4.0
272800,-0.04775214278276264,1952,2,-4.0
272900,-0.04794018046922319,1953,2,-4.0
273000,-0.04794018046922319,1953,2,-4.0
273100,-0.04850600806476689,1954,2,-4.1
273200,-0.04850600806476689,1954,2,-4.1
273300,-0.04790664593254986,1955,2,-3.9
273400,-0.04790664593254986,1955,2,-3.9
273500,-0.04873118526114715,1957,2,-4.1
273600,-0.04873118526114715,1957,2,-4.1
273700,-0.04902940967834877,1959,2,-4.0
273800,-0.04890264006452472,1960,2,-4.0
273900,-0.04890264006452472,1960,2,-4.0
274000,-0.04639077435749093,1961,2,-3.8
274100,-0.04639077435749093,1961,2,-3.8
274200,-0.04597791348746246,1962,2,-3.7
274300,-0.04597791348746246,1962,2,-3.7
274400,-0.045637623672688615,1963,2,-3.6
274500,-0.046725676442341324,1964,2,-3.7
274600,-0.047133739635718964,1965,2,-3.7
274700,-0.04830259366827458,1966,2,-3.7
274800,-0.04830259366827458,1966,2,-3.7
274900,-0.0481133708362671,1967,2,-3.7
275000,-0.0481133708362671,1967,2,-3.7
275100,-0.048146711337876215,1968,2,-3.7
275200,-0.048146711337876215,1968,2,-3.7
275300,-0.04815623771747592,1969,2,-3.7
275400,-0.04815623771747592,1969,2,-3.7
275500,-0.04651179452682332,1970,2,-3.7
275600,-0.04725541553047929,1971,2,-3.8
275700,-0.04725541553047929,1971,2,-3.8
275800,-0.04800344755542099,1973,2,-3.8
275900,-0.04800344755542099,1973,2,-3.8
276000,-0.04727575651624752,1974,2,-3.7
276100,-0.04782530154552074,1975,2,-3.8
276200,-0.04782530154552074,1975,2,-3.8
276300,-0.04767151897845631,1976,2,-3.7
276400,-0.04767151897845631,1976,2,-3.7
276500,-0.046899864342229654,1977,2,-3.7
276600,-0.046899864342229654,1977,2,-3.7
276700,-0.045218818865856214,1978,2,-3.7
276800,-0.045218818865856214,1978,2,-3.7
276900,-0.04541498560452672,1979,2,-3.7
277000,-0.04472904380618282,1980,2,-3.7
277100,-0.04461634039754851,1981,2,-3.6
277200,-0.04462511301798561,1982,2,-3.6
277300,-0.04462511301798561,1982,2,-3.6
277400,-0.04432308890173922,1983,2,-3.6
277500,-0.04530393418515565,1984,2,-3.7
277600,-0.04530393418515565,1984,2,-3.7
277700,-0.04506154633788271,1985,2,-3.6
277800,-0.04506154633788271,1985,2,-3.6
277900,-0.04505292097905225,1986,2,-3.6
278000,-0.04495440590608586,1987,2,-3.6
278100,-0.0467294206215923,1989,2,-3.8
278200,-0.0467294206215923,1989,2,-3.8
278300,-0.04543538586090962,1990,2,-3.7
278400,-0.04543538586090962,1990,2,-3.7
278500,-0.04561936518156247,1991,2,-3.7
278600,-0.0464497613468182,1992,2,-3.8
278700,-0.0464497613468182,1992,2,-3.8
278800,-0.04661489590193594,1993,2,-3.8
278900,-0.04661489590193594,1993,2,-3.8
279000,-0.04675435401309484,1994,2,-3.9
279100,-0.04675435401309484,1994,2,-3.9
279200,-0.045167435496665964,1995,2,-3.7
279300,-0.045167435496665964,1995,2,-3.7
279400,-0.04395256627930221,1996,2,-3.7
279500,-0.04395256627930221,1996,2,-3.7
279600,-0.043952566279303704,1997,2,-3.7
279700,-0.043952566279303704,1997,2,-3.7
279800,-0.045397690341581524,1999,2,-3.7
279900,-0.047071787256189476,2000,2,-3.8
280000,-0.047071787256189476,2000,2,-3.8
280100,-0.047110839471897,2002,2,-3.7
280200,-0.047110839471897,2002,2,-3.7
280300,-0.047935200720794616,2003,2,-3.8
280400,-0.047935200720794616,2003,2,-3.8
280500,-0.0470319615395018,2004,2,-3.8
280600,-0.0470319615395018,2004,2,-3.8
280700,-0.04589939627642743,2005,2,-3.6
280800,-0.045139451462455626,2006,2,-3.5
280900,-0.045139451462455626,2006,2,-3.5
281000,-0.044715620196228406,2007,2,-3.4
281100,-0.04588285718686962,2008,2,-3.5
281200,-0.04500267395244023,2009,2,-3.5
281300,-0.04559229845696164,2010,2,-3.5
281400,-0.04559229845696164,2010,2,-3.5
281500,-0.04486916227617895,2011,2,-3.4
281600,-0.04554605924694518,2012,2,-3.5
281700,-0.04554605924694518,2012,2,-3.5
281800,-0.044943761195962224,2013,2,-3.4
281900,-0.044943761195962224,2013,2,-3.4
282000,-0.04492554859135959,2014,2,-3.4
282100,-0.04525808546476821,2015,2,-3.4
282200,-0.045999547491727764,2016,2,-3.5
282300,-0.04584630341911491,2017,2,-3.5
282400,-0.04584630341911491,2017,2,-3.5
282500,-0.045548761565035456,2018,2,-3.4
282600,-0.045548761565035456,2018,2,-3.4
282700,-0.04538225867107065,2019,2,-3.4
282800,-0.04538225867107065,2019,2,-3.4
282900,-0.04546155083155069,2020,2,-3.4
283000,-0.04513883691366187,2021,2,-3.4
283100,-0.04517400310957984,2022,2,-3.4
283200,-0.044215112595909906,2023,2,-3.4
283300,-0.044215112595909906,2023,2,-3.4
283400,-0.04401810987006444,2024,2,-3.4
283500,-0.04401810987006444,2024,2,-3.4
283600,-0.04143554775728862,2025,2,-3.1
283700,-0.04128187039172781,2026,2,-3.2
283800,-0.041497208763461434,2027,2,-3.2
283900,-0.041497208763461434,2027,2,-3.2
284000,-0.04191008349537653,2028,2,-3.2
284100,-0.04191008349537653,2028,2,-3.2
284200,-0.04195930955671812,2029,2,-3.2
284300,-0.04195930955671812,2029,2,-3.2
284400,-0.04199905386154276,2030,2,-3.2
284500,-0.043512312396555695,2032,2,-3.3
284600,-0.04240509734032766,2034,2,-3.4
284700,-0.04240509734032766,2034,2,-3.4
284800,-0.04235319146720049,2035,2,-3.4
284900,-0.04235319146720049,2035,2,-3.4
285000,-0.04206204687608403,2036,2,-3.3
285100,-0.04206204687608403,2036,2,-3.3
285200,-0.041078833229097535,2037,2,-3.2
285300,-0.04215899158763923,2038,2,-3.2
285400,-0.04215899158763923,2038,2,-3.2
285500,-0.04181692182414813,2039,2,-3.2
285600,-0.04181692182414813,2039,2,-3.2
285700,-0.04140555076345777,2040,2,-3.1
285800,-0.04140555076345777,2040,2,-3.1
285900,-0.041283581200055736,2041,2,-3.1
286000,-0.041283581200055736,2041,2,-3.1
286100,-0.041024494998618766,2042,2,-3.0
286200,-0.041024494998618766,2042,2,-3.0
286300,-0.04090911026365934,2043,2,-3.0
286400,-0.04090911026365934,2043,2,-3.0
286500,-0.04095128766685349,2044,2,-3.0
286600,-0.04095128766685349,2044,2,-3.0
286700,-0.03950274548534526,2045,2,-2.9
286800,-0.040522946456778196,2046,2,-3.1
286900,-0.040522946456778196,2046,2,-3.1
287000,-0.03997978721323875,2047,2,-3.0
287100,-0.04051846491746116,2048,2,-3.0
287200,-0.04051846491746116,2048,2,-3.0
287300,-0.040593935587939584,2049,2,-3.1
287400,-0.040593935587939584,2049,2,-3.1
287500,-0.04083381413967894,2050,2,-3.1
287600,-0.04078557764108102,2051,2,-3.1
287700,-0.04078557764108102,2051,2,-3.1
287800,-0.04059621648476194,2052,2,-3.1
287900,-0.04059621648476194,2052,2,-3.1
288000,-0.0407424694385127,2053,2,-3.1
288100,-0.0407424694385127,2053,2,-3.1
288200,-0.03995149117379535,2054,2,-3.0
288300,-0.03995149117379535,2054,2,-3.0
288400,-0.03986728949521426,2055,2,-3.0
288500,-0.03986728949521426,2055,2,-3.0
288600,-0.03902195348409338,2056,2,-2.8
288700,-0.03786344883565433,2057,2,-2.7
288800,-0.03786344883565433,2057,2,-2.7
288900,-0.03786344883627304,2058,2,-2.7
289000,-0.037528763288170966,2059,2,-2.8
289100,-0.037528763288170966,2059,2,-2.8
289200,-0.03681895776777267,2060,2,-2.7
289300,-0.03681895776777267,2060,2,-2.7
289400,-0.03791167400575551,2061,2,-2.9
289500,-0.03867083811788447,2062,2,-3.0
289600,-0.03867083811788447,2062,2,-3.0
289700,-0.03869548476570159,2063,2,-3.0
289800,-0.03869548476570159,2063,2,-3.0
289900,-0.03747368250845797,2064,2,-2.9
290000,-0.03747368250845797,2064,2,-2.9
290100,-0.03671808553743273,2065,2,-2.8
290200,-0.03671808553743273,2065,2,-2.8
290300,-0.03514741155987557,2066,2,-2.8
290400,-0.03514741155987557,2066,2,-2.8
290500,-0.0351799359847335,2067,2,-2.8
290600,-0.035555736063891154,2068,2,-2.8
290700,-0.035555736063891154,2068,2,-2.8
290800,-0.035963852087533145,2069,2,-2.9
290900,-0.035963852087533145,2069,2,-2.9
291000,-0.03564783777063986,2070,2,-2.8
291100,-0.03564783777063986,2070,2,-2.8
291200,-0.0348950485770272,2071,2,-2.7
291300,-0.0348950485770272,2071,2,-2.7
291400,-0.0347442493523089,2072,2,-2.7
291500,-0.03335804033438147,2073,2,-2.6
291600,-0.03335804033438147,2073,2,-2.6
291700,-0.03384757438152683,2074,2,-2.6
291800,-0.03384757438152683,2074,2,-2.6
291900,-0.033241848763188524,2075,2,-2.6
292000,-0.033241848763188524,2075,2,-2.6
292100,-0.0333178382353769,2076,2,-2.6
292200,-0.0333178382353769,2076,2,-2.6
292300,-0.03325511075899932,2077,2,-2.6
292400,-0.03578979240821676,2079,2,-2.8
292500,-0.03578979240821676,2079,2,-2.8
292600,-0.0343496061682525,2080,2,-2.6
292700,-0.0343496061682525,2080,2,-2.6
292800,-0.03355229790999221,2081,2,-2.5
292900,-0.03355229790999221,2081,2,-2.5
293000,-0.03343134694757302,2082,2,-2.5
293100,-0.03343134694757302,2082,2,-2.5
293200,-0.03318861777084753,2083,2,-2.4
293300,-0.03318861777084753,2083,2,-2.4
293400,-0.03269402529456357,2084,2,-2.4
293500,-0.03269402529456357,2084,2,-2.4
293600,-0.034306033595483565,2086,2,-2.5
293700,-0.034306033595483565,2086,2,-2.5
293800,-0.0333794845086668,2087,2,-2.5
293900,-0.033309803314296546,2088,2,-2.5
294000,-0.03407172885902236,2089,2,-2.4
294100,-0.03407172885902236,2089,2,-2.4
294200,-0.03474875014364629,2091,2,-2.5
294300,-0.03474875014364629,2091,2,-2.5
294400,-0.033864538638724545,2092,2,-2.4
294500,-0.033864538638724545,2092,2,-2.4
294600,-0.033808153593334694,2093,2,-2.4
294700,-0.033808153593334694,2093,2,-2.4
294800,-0.0338726766162131,2094,2,-2.4
294900,-0.035634218795239085,2095,2,-2.6
295000,-0.036905100680925736,2096,2,-2.6
295100,-0.037685840927460405,2097,2,-2.7
295200,-0.037947907233686864,2098,2,-2.8
295300,-0.037947907233686864,2098,2,-2.8
295400,-0.0361842339062347,2099,2,-2.7
295500,-0.0361842339062347,2099,2,-2.7
295600,-0.03491097696445128,2100,2,-2.7
295700,-0.035933699183139385,2101,2,-2.7
295800,-0.035933699183139385,2101,2,-2.7
295900,-0.033679562763279464,2102,2,-2.6
296000,-0.033679562763279464,2102,2,-2.6
296100,-0.03390309312882081,2103,2,-2.6
296200,-0.03390309312882081,2103,2,-2.6
296300,-0.03598992878762586,2105,2,-2.7
296400,-0.03877400311859793,2106,2,-2.9
296500,-0.03877400311859793,2106,2,-2.9
296600,-0.038608151477580226,2107,2,-2.9
296700,-0.038608151477580226,2107,2,-2.9
296800,-0.03752446166331051,2108,2,-2.9
296900,-0.03752446166331051,2108,2,-2.9
297000,-0.036665669567690504,2109,2,-2.7
297100,-0.036665669567690504,2109,2,-2.7
297200,-0.03646465671589075,2110,2,-2.7
297300,-0.03724877168834959,2111,2,-2.9
297400,-0.0369988772756495,2112,2,-2.8
297500,-0.03814624077337385,2113,2,-2.9
297600,-0.03814624077337385,2113,2,-2.9
297700,-0.03859550076622503,2114,2,-3.0
297800,-0.03859550076622503,2114,2,-3.0
297900,-0.03844301661509382,2116,2,-2.9
298000,-0.03876150166452019,2117,2,-3.0
298100,-0.039293914638193525,2118,2,-3.0
298200,-0.039293914638193525,2118,2,-3.0
298300,-0.0395355730786771,2119,2,-3.1
298400,-0.0395355730786771,2119,2,-3.1
298500,-0.03930372220179871,2120,2,-3.0
298600,-0.03987064230125883,2121,2,-3.0
298700,-0.03987064230125883,2121,2,-3.0
298800,-0.039318221233202416,2122,2,-3.0
298900,-0.04029145219140128,2123,2,-3.0
299000,-0.04132380446047567,2124,2,-3.1
299100,-0.04132380446047567,2124,2,-3.1
299200,-0.0424198093902324,2125,2,-3.4
299300,-0.0424198093902324,2125,2,-3.4
299400,-0.042601024129585746,2127,2,-3.3
299500,-0.043478590429855864,2128,2,-3.3
299600,-0.043478590429855864,2128,2,-3.3
299700,-0.04336998036957288,2129,2,-3.3
299800,-0.04336998036957288,2129,2,-3.3
299900,-0.04477136089398427,2131,2,-3.4
300000,-0.04477136089398427,2131,2,-3.4
300100,-0.04299205039657232,2132,2,-3.3
300200,-0.04299205039657232,2132,2,-3.3
300300,-0.042276157655144676,2133,2,-3.3
300400,-0.042276157655144676,2133,2,-3.3
300500,-0.04146032877907122,2134,2,-3.3
300600,-0.04146032877907122,2134,2,-3.3
300700,-0.04145756067682575,2135,2,-3.3
300800,-0.04216183211784201,2136,2,-3.3
300900,-0.04216183211784201,2136,2,-3.3
301000,-0.04251384453145441,2137,2,-3.4
301100,-0.04251384453145441,2137,2,-3.4
301200,-0.042825363105001575,2139,2,-3.4
301300,-0.042825363105001575,2139,2,-3.4
301400,-0.04485534475973985,2141,2,-3.4
301500,-0.04562374839074577,2142,2,-3.5
301600,-0.04562374839074577,2142,2,-3.5
301700,-0.046035105420572424,2143,2,-3.6
301800,-0.046035105420572424,2143,2,-3.6
301900,-0.0460033268477696,2144,2,-3.6
302000,-0.04633151860718392,2145,2,-3.6
302100,-0.04641163497787693,2146,2,-3.5
302200,-0.04641163497787693,2146,2,-3.5
302300,-0.046609268548594575,2148,2,-3.5
302400,-0.046609268548594575,2148,2,-3.5
302500,-0.046305381812058496,2149,2,-3.4
302600,-0.04708371002041086,2150,2,-3.4
302700,-0.04708371002041086,2150,2,-3.4
302800,-0.04589070714840683,2151,2,-3.4
302900,-0.04589070714840683,2151,2,-3.4
303000,-0.04588451749068595,2152,2,-3.4
303100,-0.048592144689147805,2154,2,-3.5
303200,-0.048592144689147805,2154,2,-3.5
303300,-0.048771663584045166,2155,2,-3.6
303400,-0.048771663584045166,2155,2,-3.6
303500,-0.04894530843266397,2156,2,-3.6
303600,-0.04894530843266397,2156,2,-3.6
303700,-0.04894511492721861,2157,2,-3.6
303800,-0.05071305333036527,2158,2,-3.7
303900,-0.05071305333036527,2158,2,-3.7
304000,-0.0506890799810561,2160,2,-3.6
304100,-0.0506890799810561,2160,2,-3.6
304200,-0.05073448348654637,2161,2,-3.6
304300,-0.05073448348654637,2161,2,-3.6
304400,-0.049947737894076506,2162,2,-3.5
304500,-0.049947737894076506,2162,2,-3.5
304600,-0.04994125408946682,2163,2,-3.5
304700,-0.04994125408946682,2163,2,-3.5
304800,-0.050121383335310535,2164,2,-3.5
304900,-0.050121383335310535,2164,2,-3.5
305000,-0.05045070442676262,2165,2,-3.6
305100,-0.05079633830914768,2166,2,-3.6
305200,-0.0513388615637741,2167,2,-3.7
305300,-0.0513388615637741,2167,2,-3.7
305400,-0.05102684196812229,2168,2,-3.7
305500,-0.05102684196812229,2168,2,-3.7
305600,-0.050609199533186586,2169,2,-3.6
305700,-0.050609199533186586,2169,2,-3.6
305800,-0.05061711991804219,2170,2,-3.6
305900,-0.05061711991804219,2170,2,-3.6
306000,-0.050717688418416874,2171,2,-3.6
306100,-0.050717688418416874,2171,2,-3.6
306200,-0.05070817941427151,2172,2,-3.6
306300,-0.05211813295410158,2173,2,-3.8
306400,-0.05211813295410158,2173,2,-3.8
306500,-0.05153467360940905,2174,2,-3.7
306600,-0.05153467360940905,2174,2,-3.7
306700,-0.05148471438125882,2175,2,-3.7
306800,-0.05220056645413406,2176,2,-3.7
306900,-0.05317261985005537,2177,2,-3.8
307000,-0.052471881773707825,2178,2,-3.8
307100,-0.0521937919917865,2179,2,-3.8
307200,-0.05511356070768849,2180,2,-4.1
307300,-0.05511356070768849,2180,2,-4.1
307400,-0.055112090046996215,2181,2,-4.1
307500,-0.05559572182076155,2182,2,-4.2
307600,-0.05559572182076155,2182,2,-4.2
307700,-0.056348965836277964,2183,2,-4.3
307800,-0.056348965836277964,2183,2,-4.3
307900,-0.057504707632936754,2185,2,-4.2
308000,-0.057504707632936754,2185,2,-4.2
308100,-0.055922050903999494,2186,2,-4.2
308200,-0.055922050903999494,2186,2,-4.2
308300,-0.05596388030781925,2187,2,-4.2
308400,-0.05596388030781925,2187,2,-4.2
308500,-0.055511850993943096,2188,2,-4.1
308600,-0.055511850993943096,2188,2,-4.1
308700,-0.05376262732586683,2189,2,-4.1
308800,-0.05376262732586683,2189,2,-4.1
308900,-0.05393001454375435,2190,2,-4.1
309000,-0.05393001454375435,2190,2,-4.1
309100,-0.05403030284126783,2191,2,-4.2
309200,-0.05403030284126783,2191,2,-4.2
309300,-0.05435912001611078,2193,2,-4.2
309400,-0.05435912001611078,2193,2,-4.2
309500,-0.05424236353545644,2194,2,-4.2
309600,-0.053923058952202736,2195,2,-4.1
309700,-0.053923058952202736,2195,2,-4.1
309800,-0.05264788781203464,2196,2,-4.1
309900,-0.05264788781203464,2196,2,-4.1
310000,-0.05186714756549997,2197,2,-4.0
310100,-0.05186714756549997,2197,2,-4.0
310200,-0.050038345120917906,2198,2,-3.6
310300,-0.05058239458005981,2199,2,-3.7
310400,-0.05120372579006436,2200,2,-3.8
310500,-0.05120372579006436,2200,2,-3.8
310600,-0.05011392589683612,2201,2,-3.7
310700,-0.05011392589683612,2201,2,-3.7
310800,-0.05057689852199973,2202,2,-3.8
310900,-0.05057689852199973,2202,2,-3.8
311000,-0.050353277440029744,2203,2,-3.8
311100,-0.050353277440029744,2203,2,-3.8
311200,-0.050361774873582454,2204,2,-3.8
311300,-0.050361774873582454,2204,2,-3.8
311400,-0.04853122385703033,2205,2,-3.7
311500,-0.04853122385703033,2205,2,-3.7
311600,-0.0459399006146956,2206,2,-3.5
311700,-0.046647360237215156,2207,2,-3.6
311800,-0.046647360237215156,2207,2,-3.6
311900,-0.04638395543202771,2208,2,-3.5
312000,-0.04638395543202771,2208,2,-3.5
312100,-0.046561793985306806,2209,2,-3.6
312200,-0.04719452051276135,2210,2,-3.6
312300,-0.04719452051276135,2210,2,-3.6
312400,-0.04687476045338917,2212,2,-3.5
312500,-0.04687476045338917,2212,2,-3.5
312600,-0.04575445904791759,2213,2,-3.4
312700,-0.04616923770526697,2214,2,-3.4
312800,-0.04616923770526697,2214,2,-3.4
312900,-0.04556904957830994,2216,2,-3.2
313000,-0.0454552662012798,2217,2,-3.2
313100,-0.0454552662012798,2217,2,-3.2
313200,-0.04496853644979094,2218,2,-3.2
313300,-0.04504261836245299,2219,2,-3.2
313400,-0.045302627942509145,2220,2,-3.2
313500,-0.045538877312671096,2221,2,-3.2
313600,-0.045983269314314325,2222,2,-3.3
313700,-0.04542760029440501,2223,2,-3.2
313800,-0.04542760029440501,2223,2,-3.2
313900,-0.044308475460510685,2224,2,-3.0
314000,-0.044308475460510685,2224,2,-3.0
314100,-0.04425757092295115,2225,2,-3.0
314200,-0.04425757092295115,2225,2,-3.0
314300,-0.04426642668266562,2226,2,-3.0
314400,-0.04402085535174325,2227,2,-3.0
314500,-0.04402085535174325,2227,2,-3.0
314600,-0.04284003968888286,2228,2,-3.0
314700,-0.04284003968888286,2228,2,-3.0
314800,-0.04273136914724947,2229,2,-2.9
314900,-0.04328311565096912,2230,2,-3.0
315000,-0.04328311565096912,2230,2,-3.0
315100,-0.040968996064289935,2231,2,-2.8
315200,-0.040968996064289935,2231,2,-2.8
315300,-0.040923242048372804,2232,2,-2.8
315400,-0.040923242048372804,2232,2,-2.8
315500,-0.04012813011396555,2233,2,-2.7
315600,-0.03970173334752771,2234,2,-2.6
315700,-0.04107845126416985,2235,2,-2.7
315800,-0.04093911338707982,2236,2,-2.8
315900,-0.040862364885973265,2237,2,-2.7
