EpThisIter,entloss,entropy,EpisodesSoFar,surrgain,TimeElapsed,explained_variance_tdlam_before,EpLenMean,optimgain,meankl,EpRewMean,TimestepsSoFar,EpRew/step
6,0.0,1.1529576,312,0.033520423,4444.543160915375,0.046117424964904785,147.575,0.033520423,0.009426069,-23.730528075,33792,-0.232075438828066
8,0.0,1.1520467,320,0.03073012,4596.307564735413,0.17864465713500977,155.525,0.03073012,0.009998804,-23.114967525,34816,-0.21526557484167955
6,0.0,1.1025047,326,0.033632137,4747.913969755173,0.1579749584197998,162.6,0.033632137,0.009586854,-23.944219150000002,35840,-0.19819507003638426
9,0.0,1.1167862,335,0.028466063,4898.330024242401,0.08791106939315796,149.5,0.028466063,0.008525629,-24.047069549999996,36864,-0.20757937327688838
10,0.0,1.1149062,345,0.033617303,5049.121766328812,0.1917319893836975,137.25,0.033617303,0.008913747,-23.98778375,37888,-0.21842333384510249
4,0.0,1.1378777,349,0.02912949,5200.511389255524,0.32556575536727905,133.7,0.02912949,0.009907539,-24.654902,38912,-0.22242286927127558
8,0.0,1.0975904,357,0.033493616,5355.688715696335,0.0716978907585144,139.5,0.033493616,0.009078271,-25.614536575,39936,-0.22447113164062965
8,0.0,1.0480859,365,0.039108176,5509.230377674103,0.2492077350616455,128.225,0.039108176,0.009980111,-23.91415005,40960,-0.23482406983426163
6,0.0,1.0709208,371,0.044485405,5658.78605222702,0.13549166917800903,138.725,0.044485405,0.009576497,-25.428536625,41984,-0.22529971830554088
6,0.0,1.0860759,377,0.036155537,5811.565849304199,0.3823869228363037,140.425,0.036155537,0.009071932,-24.471481400000005,43008,-0.22573105497910523
6,0.0,1.0833023,383,0.038802,5965.139489173889,0.18032288551330566,156.475,0.038802,0.009150334,-25.278383374999997,44032,-0.20981626563965344
5,0.0,1.0478907,388,0.034436774,6115.579928159714,0.16315579414367676,160.35,0.034436774,0.009281585,-25.07925645,45056,-0.20606601754322473
8,0.0,1.1058687,396,0.037297916,6266.619548559189,0.19266152381896973,155.05,0.037297916,0.009290114,-23.488018925,46080,-0.20547255983762397
9,0.0,1.0402089,405,0.035832204,6415.252700328827,0.27967357635498047,150.65,0.035832204,0.010274306,-24.617334024999998,47104,-0.21622012808956576
5,0.0,0.96378875,410,0.035660595,6564.7132387161255,0.10038846731185913,156.95,0.035660595,0.009881445,-25.603502425,48128,-0.21697180768752017
11,0.0,0.9776601,421,0.0378207,6715.515229225159,0.28448009490966797,139.425,0.0378207,0.010382406,-24.674019649999998,49152,-0.23610936017564949
