EpThisIter,entloss,entropy,EpisodesSoFar,surrgain,TimeElapsed,explained_variance_tdlam_before,EpLenMean,optimgain,meankl,EpRewMean,TimestepsSoFar,EpRew/step
5,0.0,1.0534364,426,0.036135208,6876.578180551529,0.3204067349433899,135.0,0.036135208,0.009972819,-23.8471305,50176,-0.24023095908982145
6,0.0,0.91001403,432,0.03282077,7026.072554349899,0.33877986669540405,137.725,0.03282077,0.010325022,-24.059231649999997,51200,-0.24291941788656538
7,0.0,0.8743012,439,0.029611945,7174.534805059433,0.49638527631759644,140.7,0.029611945,0.009698899,-23.961419025,52224,-0.23401398724660344
6,0.0,0.98840296,445,0.032696635,7324.5258638858795,-0.06586718559265137,157.7,0.032696635,0.009667811,-25.17688235,53248,-0.21206205512501933
7,0.0,0.9708314,452,0.032335185,7477.16211771965,0.3898373246192932,142.4,0.032335185,0.009683686,-22.730632524999997,54272,-0.21681769369940337
5,0.0,0.86312884,457,0.027814839,7620.018598556519,0.2179824709892273,154.5,0.027814839,0.008850899,-24.239628825,55296,-0.21219239676200283
10,0.0,0.9276962,467,0.035220336,7762.997539758682,0.2813979387283325,149.6,0.035220336,0.008964611,-25.3356118,56320,-0.21857808263809292
10,0.0,0.8143791,477,0.037080154,7906.495561122894,0.17545825242996216,134.625,0.037080154,0.009920958,-23.57803275,57344,-0.22961630003944125
7,0.0,0.749087,484,0.034307953,8049.317682027817,0.10277408361434937,132.775,0.034307953,0.009458099,-24.835867625,58368,-0.24227148166332987
8,0.0,0.87936765,492,0.03254441,8193.454199790955,0.4115203619003296,133.225,0.03254441,0.0094495155,-24.9880198,59392,-0.24966027347023373
7,0.0,0.8442104,499,0.037146248,8343.617518424988,-0.04823935031890869,116.175,0.037146248,0.009416108,-22.607656775,60416,-0.25778909483104007
4,0.0,0.79050833,503,0.027344607,8485.295948266983,0.5000739395618439,134.225,0.027344607,0.009827416,-24.51220305,61440,-0.23692647657669683
5,0.0,0.76388425,508,0.03794065,8627.294480800629,0.13526701927185059,139.3,0.03794065,0.009999977,-25.135237749999998,62464,-0.2397346500522816
9,0.0,0.82567394,517,0.030111773,8770.7374792099,0.3702167868614197,153.35,0.030111773,0.009567968,-26.0983015,63488,-0.231760043962088
8,0.0,0.8844011,525,0.03452963,8912.123315095901,0.474337637424469,152.225,0.03452963,0.010232925,-24.592989775,64512,-0.23114193501920619
5,0.0,0.77752316,530,0.03288546,9057.18803858757,0.033513545989990234,157.95,0.03288546,0.008271195,-25.7763208,65536,-0.22759701541696487
8,0.0,0.82467866,538,0.03753972,9201.140324831009,0.06805819272994995,156.925,0.03753972,0.0069663296,-26.26660365,66560,-0.23055162489235875
8,0.0,0.9479217,546,0.032621372,9344.513009786606,0.22170305252075195,140.75,0.032621372,0.009827018,-24.261251499999997,67584,-0.24629725782292589
3,0.0,0.70858926,549,0.03289318,9486.553914308548,0.11402761936187744,147.675,0.03289318,0.009953893,-24.400934425000003,68608,-0.23736183181567946
9,0.0,0.75535184,558,0.026229266,9628.980039596558,0.08192896842956543,151.675,0.026229266,0.008708989,-27.072883174999998,69632,-0.24186421718883536
7,0.0,0.833569,565,0.033571087,9771.247920751572,-0.5293169021606445,153.45,0.033571087,0.009961672,-27.801569100000002,70656,-0.23201685177697673
5,0.0,0.8076061,570,0.03262025,9920.859297275543,0.0763656497001648,158.425,0.03262025,0.009206379,-26.920052599999998,71680,-0.22068829861330244
6,0.0,0.61138165,576,0.031133834,10066.219285011292,-0.12967777252197266,160.525,0.031133834,0.009052077,-26.824190975,72704,-0.21710888068200615
7,0.0,0.7500207,583,0.027389308,10209.910920619965,0.11206436157226562,165.05,0.027389308,0.009233623,-28.205297099999996,73728,-0.20725834960650574
