EpIntrinsicRew/step,EpLenMean,EpRew/step,EpThisIter,EpTotalRewMean,EpisodesSoFar,MaxIntrinsicRew,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
3.089254002540207,85.33333333333333,-8.958424012751129,12,-579.1372978283713,12,11.474651,32.23660159111023,1024,0.0,1.6087186,-0.00010466575622558594,0.00075382617,0.009692084,0.009692084
2.6806273940226975,81.92,-9.168430431569277,13,-581.2097111800313,25,9.728375,64.08352041244507,2048,0.0,1.607666,0.0002684593200683594,0.00074041163,0.010596482,0.010596482
2.1033753597169667,90.3529411764706,-8.594622008117435,9,-564.1019044619272,34,3.044097,95.4257185459137,3072,0.0,1.6069419,0.0002530813217163086,0.00072125264,0.010862097,0.010862097
1.87989739708172,99.2,-8.265337758984803,7,-550.2399283399806,41,5.464983,126.78284049034119,4096,0.0,1.606059,0.000464022159576416,0.0007580732,0.010532152,0.010532152
1.1049321356885748,102.65,-7.516805866585369,10,-522.1133281804854,51,2.8742006,158.69946312904358,5120,0.0,1.6045787,-0.00048410892486572266,0.0007379411,0.0093029365,0.0093029365
0.5938924669981847,113.85,-6.879918938357318,8,-497.62939318960997,59,2.5069704,189.7563636302948,6144,0.0,1.6011543,0.00046056509017944336,0.00066226564,0.0095839,0.0095839
0.4055657288476664,114.25,-7.206986917716259,10,-498.65186131319496,69,2.1065004,222.0328164100647,7168,0.0,1.5986547,0.00035947561264038086,0.00068583514,0.011435234,0.011435234
0.3668419004928326,120.75,-7.049377077915477,9,-487.6854770550737,78,1.5278411,256.02910137176514,8192,0.0,1.5962417,-0.0005269050598144531,0.00084638037,0.010428273,0.010428273
0.322743320709228,112.15,-7.317216979075253,7,-499.0289940610528,85,1.1649784,289.1021409034729,9216,0.0,1.5970854,0.00025665760040283203,0.00078869844,0.012196519,0.012196519
0.2902969611554465,120.5,-7.1255389962394755,7,-504.20498699322343,92,1.2548065,321.1136405467987,10240,0.0,1.5938406,0.000884711742401123,0.0007138791,0.01021607,0.01021607
0.2520327936164737,129.1,-6.448658720586133,6,-508.8129312405363,98,1.0510272,352.2271227836609,11264,0.0,1.5924358,-0.00013244152069091797,0.00071211194,0.011051193,0.011051193
0.2106515043925214,139.2,-5.821958347745362,6,-515.2366712139919,104,1.5136123,383.28656554222107,12288,0.0,1.5848842,-1.239776611328125e-05,0.00077644986,0.011199799,0.011199799
0.17221856021378143,144.825,-5.256107900537149,8,-517.4394958591089,112,0.8090511,416.3838245868683,13312,0.0,1.5926785,0.0008309483528137207,0.00062169635,0.008829547,0.008829547
0.1534427745940477,142.2,-5.4270189641406805,9,-531.8665692705661,121,0.7450326,450.1638948917389,14336,0.0,1.5950046,0.0002815723419189453,0.00081763347,0.010862244,0.010862244
0.13830770394579944,146.1,-5.342515938628517,5,-518.4466469101608,126,0.9459633,483.46126532554626,15360,0.0,1.5908103,-0.0008392333984375,0.0007639626,0.013219373,0.013219373
0.12999858941673006,153.6,-4.833360606716925,6,-507.751988818869,132,0.8429932,516.1672773361206,16384,0.0,1.5841041,-0.00015413761138916016,0.00068799406,0.010775171,0.010775171
0.12284398289989988,157.025,-4.668327725457191,5,-448.5499772768468,137,0.6029502,550.2850050926208,17408,0.0,1.5915134,0.00026160478591918945,0.00070380233,0.013717089,0.013717089
0.11195828044582923,153.75,-4.880520238197374,6,-431.36976041831076,143,0.6382751,585.1955046653748,18432,0.0,1.5933905,0.000652313232421875,0.00065004383,0.007832999,0.007832999
0.11058975019958503,159.475,-5.12978948876156,7,-405.8684930000454,150,0.6633587,616.5052263736725,19456,0.0,1.5872262,0.0004679560661315918,0.0007503078,0.010627314,0.010627314
0.10791729028352956,161.65,-5.306093010254765,7,-405.9492197088897,157,1.3521452,648.7538812160492,20480,0.0,1.5776153,-0.002782106399536133,0.00085105974,0.012714028,0.012714028
0.10763683126109069,177.45,-4.5182595434711335,5,-398.6946710370481,162,1.1083261,680.2292256355286,21504,0.0,1.5821719,0.004778385162353516,0.0008689764,0.012612985,0.012612985
0.10970484104079872,179.2,-4.580276284074775,4,-415.25852479599416,166,1.1677135,711.8887188434601,22528,0.0,1.5562391,-0.0013942718505859375,0.0008292118,0.012343768,0.012343768
0.10626839264632446,171.7,-4.770438790322709,7,-440.9798347027041,173,1.1346947,743.0916523933411,23552,0.0,1.5735915,-0.0003904104232788086,0.00080052705,0.011446707,0.011446707
0.10105517172044971,163.575,-5.013378152067036,7,-466.1248770009726,180,0.46970972,775.539954662323,24576,0.0,1.570991,0.0002582073211669922,0.0007719332,0.012230959,0.012230959
0.09980345566432472,170.55,-4.637697955441968,5,-468.8378305193037,185,0.5026141,806.9943413734436,25600,0.0,1.5719652,0.001363515853881836,0.0007487155,0.011296533,0.011296533
0.08902118444514953,175.675,-4.72485712130608,7,-471.0413187623024,192,0.52968544,840.1043961048126,26624,0.0,1.5640908,-0.0011355876922607422,0.000815555,0.012227888,0.012227888
0.07894939669839421,165.825,-5.566130648229474,8,-483.0953397478908,200,0.97887194,874.6390917301178,27648,0.0,1.5684767,-0.0019834041595458984,0.00081321324,0.012506101,0.012506101
0.0723472836428537,159.225,-5.584041631277005,5,-478.94507112298163,205,0.6961185,906.2075247764587,28672,0.0,1.5677233,-0.0011559724807739258,0.00081938086,0.011030316,0.011030316
0.06920085070833248,166.95,-5.284746623799695,4,-455.04133559856564,209,0.797839,938.0181312561035,29696,0.0,1.5695971,-0.0024732351303100586,0.00073903205,0.012894737,0.012894737
0.06499328940788943,176.375,-5.029026756833206,5,-444.01343075004405,214,0.35009876,969.71342253685,30720,0.0,1.56544,-0.0016515254974365234,0.00075875723,0.012004396,0.012004396
0.06355880529933385,171.7,-5.016497890146029,7,-473.50365067045203,221,0.5152807,1001.3573710918427,31744,0.0,1.5569853,-2.300739288330078e-05,0.0008652025,0.011242591,0.011242591
0.06204755560376608,161.6,-5.821216515246094,8,-484.7364241262432,229,0.54800534,1033.3972487449646,32768,0.0,1.5565659,-0.0013397932052612305,0.00070838566,0.010583477,0.010583477
0.0629725795756088,172.625,-5.108066846304974,6,-461.1227965872269,235,0.49662068,1064.5538432598114,33792,0.0,1.5453466,0.00031316280364990234,0.00085594255,0.010688054,0.010688054
0.06120066584939128,171.7,-5.102593000060818,6,-476.4710389736574,241,0.45408994,1095.8240814208984,34816,0.0,1.5529594,-0.0020525455474853516,0.0007279832,0.012150006,0.012150006
0.057712936164029394,179.2,-5.041703871820047,4,-464.73132079928183,245,0.24641421,1128.011382818222,35840,0.0,1.5619123,-0.0005762577056884766,0.00073266914,0.012141608,0.012141608
0.056173283537847965,179.2,-5.0045321205752895,4,-463.49588618031703,249,0.36502632,1159.3935005664825,36864,0.0,1.5522175,-0.0011620521545410156,0.0007220145,0.012534495,0.012534495
0.05318642307626161,173.95,-5.0488305594481035,6,-462.2009721091017,255,0.32840765,1192.22092294693,37888,0.0,1.5730685,-0.0002595186233520508,0.000781854,0.011548858,0.011548858
0.051275600839504706,183.5,-4.561446153332387,5,-435.43360135527325,260,0.4820854,1226.7939484119415,38912,0.0,1.5687757,-4.3272972106933594e-05,0.0007891974,0.013428129,0.013428129
0.05242568319485104,190.8,-3.803672177002592,5,-407.2505934283603,265,0.4711909,1260.6888782978058,39936,0.0,1.5463173,0.0020530223846435547,0.0007338348,0.010608953,0.010608953
0.046412452370194514,195.375,-3.7518668712027163,6,-424.18064275984653,271,0.25743258,1293.476175069809,40960,0.0,1.5480218,-0.0007152557373046875,0.0007596649,0.011072017,0.011072017
0.042199638075445745,197.3,-3.4368806285239186,5,-441.40792825263924,276,0.29796666,1325.3779199123383,41984,0.0,1.5439992,-0.0007277727127075195,0.000791042,0.012075348,0.012075348
0.04011260728000379,193.525,-3.2832542176725945,7,-436.1627563324291,283,0.31878343,1356.902025461197,43008,0.0,1.5526571,-0.0005513429641723633,0.00079112186,0.0115472665,0.0115472665
0.041284759477107316,182.45,-3.3199275290222716,5,-429.10306552522815,288,0.38685545,1388.231214761734,44032,0.0,1.5255082,-0.000978231430053711,0.0008520334,0.010070082,0.010070082
0.04097411107025851,179.2,-3.7027125041019375,7,-428.0196837235708,295,0.25955832,1422.4827954769135,45056,0.0,1.5460176,-0.00021445751190185547,0.0008298429,0.011658333,0.011658333
0.039822076572286404,164.2,-4.151279051976475,7,-451.46937934379093,302,0.2589534,1456.3853154182434,46080,0.0,1.5455391,-0.0001571178436279297,0.0007707794,0.011348894,0.011348894
0.036005545958123775,174.975,-3.6228305408808326,5,-444.5537740755826,307,0.3397178,1487.9715976715088,47104,0.0,1.5254307,-6.687641143798828e-05,0.0008237238,0.012534514,0.012534514
0.03606760772385287,166.55,-4.194407087483754,6,-438.13517808914185,313,0.20483562,1519.5889132022858,48128,0.0,1.53039,-0.0004006624221801758,0.000736637,0.01161381,0.01161381
0.03544511278085859,165.55,-4.255537169652117,5,-438.10306362146514,318,0.33574006,1551.635779619217,49152,0.0,1.5387143,-0.0010045766830444336,0.0007435408,0.013321018,0.013321018
0.03285505757727192,169.075,-4.226493496593287,7,-423.6326562308706,325,0.25524288,1583.0549113750458,50176,0.0,1.5354168,-9.584426879882812e-05,0.00080295186,0.010592495,0.010592495
0.029546721875711567,173.125,-3.971778987701504,6,-441.49848284656184,331,0.15506274,1614.9919080734253,51200,0.0,1.5344543,-0.000780940055847168,0.0007540828,0.010931757,0.010931757
0.029001777503825193,169.375,-4.1358355746472215,7,-468.618398708757,338,0.25445354,1649.1092014312744,52224,0.0,1.5197062,-0.0003172159194946289,0.0008170876,0.012804224,0.012804224
0.027488496087385718,160.775,-4.615527323802551,7,-478.0894490973093,345,0.41996425,1680.8640496730804,53248,0.0,1.5308294,0.0005885958671569824,0.0007983676,0.011979716,0.011979716
0.026406399849518047,166.7,-4.556269056615025,5,-451.20226408718156,350,0.26981953,1712.289006948471,54272,0.0,1.536359,-0.00023281574249267578,0.00083671033,0.010673221,0.010673221
0.024930124666571088,171.7,-4.2801135440752045,4,-470.6199977216311,354,0.22737832,1743.7460651397705,55296,0.0,1.5250139,0.0011140704154968262,0.00071672606,0.008770676,0.008770676
0.024236941821872977,173.175,-4.323886397260343,5,-427.50897393263875,359,0.24662681,1775.5067286491394,56320,0.0,1.518944,0.00012183189392089844,0.0006945172,0.012974268,0.012974268
0.022629690630346488,180.475,-3.804367544686562,5,-416.65619805473835,364,0.143436,1808.593668460846,57344,0.0,1.5240506,-0.00020062923431396484,0.000829673,0.011836349,0.011836349
0.0229632729022173,180.675,-3.7540550573563167,6,-417.4916151843965,370,0.17128322,1840.0631420612335,58368,0.0,1.5226958,-0.00024020671844482422,0.0007265849,0.010384796,0.010384796
0.03044098704446203,186.9,-3.5620611537364164,5,-392.75728395059707,375,0.8198719,1871.5451023578644,59392,0.0,1.5013897,-0.011500835418701172,0.0008156855,0.0090870205,0.0090870205
0.030368489691019684,200.975,-3.283046932652462,5,-400.4023413285613,380,0.22192223,1903.128638267517,60416,0.0,1.5261446,-0.00041294097900390625,0.0008346663,0.012082025,0.012082025
0.02959906078483855,197.3,-3.3654590539479186,6,-427.20571541618557,386,0.19662912,1935.4949436187744,61440,0.0,1.5367603,2.664327621459961e-05,0.00080485677,0.009480305,0.009480305
0.02955448801979484,198.3,-3.011968606456228,5,-412.72265849746765,391,0.16957283,1966.8248105049133,62464,0.0,1.4961941,-0.00026977062225341797,0.00079004676,0.014400909,0.014400909
0.0290840146355265,189.8,-3.236798593798157,5,-437.1295390177518,396,0.10487472,1998.2426795959473,63488,0.0,1.5181823,-0.00019061565399169922,0.0008060754,0.011931106,0.011931106
0.0288919136031879,189.975,-3.3187490887591067,6,-437.04243211625146,402,0.19779953,2029.9707298278809,64512,0.0,1.5165182,0.00010865926742553711,0.0008367087,0.011497014,0.011497014
0.028132678139166367,182.7,-3.6007385060716075,6,-417.52601059032605,408,0.16128388,2062.115954399109,65536,0.0,1.517709,1.704692840576172e-05,0.0008753381,0.011562018,0.011562018
0.018724673818184857,171.7,-4.645693908029349,8,-469.50314527144656,416,0.12677984,2093.5102174282074,66560,0.0,1.5189956,4.875659942626953e-05,0.00074467395,0.009512718,0.009512718
0.01895691018121342,175.0,-4.557480356957483,5,-441.2362619989552,421,0.23325987,2124.9424333572388,67584,0.0,1.514833,-0.00012421607971191406,0.00082911405,0.009498614,0.009498614
0.019332895463871534,172.6,-4.41764864036798,6,-457.16260786531495,427,0.14578655,2156.4394347667694,68608,0.0,1.4997456,-3.6954879760742188e-06,0.00074755185,0.010825482,0.010825482
0.018156415168409924,158.1,-4.870453612299154,8,-478.5382082994096,435,0.12917785,2188.600501060486,69632,0.0,1.4956748,-9.989738464355469e-05,0.00088826485,0.012526311,0.012526311
0.017433167402739858,162.05,-4.505390141282387,5,-482.96702448409053,440,0.16152488,2219.773979663849,70656,0.0,1.5185666,-5.4836273193359375e-06,0.0008043335,0.010874221,0.010874221
0.017783400775148957,159.925,-4.75877805447902,6,-512.4319704962894,446,0.13404264,2251.3466181755066,71680,0.0,1.5039363,-0.00015461444854736328,0.0007207955,0.0133387055,0.0133387055
0.020984307167889064,167.85,-4.547863787959498,4,-487.9232176363468,450,0.9841685,2283.0438668727875,72704,0.0,1.5176069,-0.00231778621673584,0.0008324277,0.010142933,0.010142933
0.021231451537771413,181.05,-3.7204225471858074,5,-434.8836567301303,455,0.15844756,2315.2646923065186,73728,0.0,1.506961,3.212690353393555e-05,0.0008096957,0.019437186,0.019437186
0.021760699661664308,167.325,-4.48949117561054,8,-428.89192393701524,463,0.1746285,2346.6940507888794,74752,0.0,1.5009769,-0.00027573108673095703,0.00080673,0.012262348,0.012262348
0.0368541783246607,175.35,-4.221740370569653,6,-404.1360646262765,469,1.380401,2378.3605060577393,75776,0.0,1.4899361,-0.016431570053100586,0.0008728084,0.0131551195,0.0131551195
0.03666845044100333,185.025,-3.873804184513083,4,-379.4503119844943,473,0.12990917,2409.7125000953674,76800,0.0,1.5242671,-0.00032401084899902344,0.0008333106,0.010911933,0.010911933
0.03591220867114825,179.2,-4.361859838286818,7,-407.54917858261615,480,0.11066313,2443.938927412033,77824,0.0,1.4963579,-8.285045623779297e-05,0.00084515184,0.012304636,0.012304636
0.03441133579213311,179.2,-4.43998366135393,6,-392.1076214578003,486,0.105868034,2478.2730038166046,78848,0.0,1.4916108,-1.3709068298339844e-05,0.0008405163,0.012235738,0.012235738
0.030285370385819677,171.7,-4.5578775981647635,5,-402.85159692652525,491,0.06284331,2512.7890434265137,79872,0.0,1.5112066,-0.00012958049774169922,0.0008537588,0.011198222,0.011198222
0.029684809586239556,177.4,-4.438908913508493,5,-420.39778828062117,496,0.11501327,2546.878683567047,80896,0.0,1.5098736,-8.511543273925781e-05,0.0008162067,0.009402936,0.009402936
0.02809414333525224,179.2,-3.9994651955856866,7,-451.5348617814481,503,0.11109319,2579.548547744751,81920,0.0,1.4806333,-0.00017142295837402344,0.0007758756,0.011405772,0.011405772
0.012254304563465556,179.2,-3.9895593796266104,6,-466.3272182881832,509,0.12208672,2611.029438972473,82944,0.0,1.4938548,-0.0002561807632446289,0.0008716978,0.013344412,0.013344412
0.013132359173219893,171.625,-4.589542434695517,6,-462.5923197189346,515,0.12055341,2642.5977363586426,83968,0.0,1.4917902,8.153915405273438e-05,0.0008141954,0.014776394,0.014776394
0.013730275372982001,186.15,-4.076750093080419,4,-456.0249762296677,519,0.15932237,2674.330617427826,84992,0.0,1.4777712,-0.00016796588897705078,0.0007778752,0.01282127,0.01282127
0.013527801567655868,192.425,-3.5695740748315585,5,-457.42027462329713,524,0.07812358,2706.8241403102875,86016,0.0,1.5023398,-2.574920654296875e-05,0.00087695336,0.0097308615,0.0097308615
0.014100783832095625,181.65,-3.791004112735055,6,-481.9433829827234,530,0.21210021,2739.0074470043182,87040,0.0,1.4539354,0.0004386305809020996,0.0007792752,0.011830213,0.011830213
0.013957504876954917,185.3,-3.600296440230675,5,-483.6392891814932,535,0.07909971,2770.9994690418243,88064,0.0,1.4899778,6.401538848876953e-05,0.0008922239,0.011352986,0.011352986
0.013461869248530656,189.575,-3.484760189510554,4,-469.7784405518323,539,0.07389572,2805.4804706573486,89088,0.0,1.5079129,-0.0001709461212158203,0.0008343975,0.012630416,0.012630416
0.01316724474380973,198.55,-3.346893361688573,5,-443.8973697545007,544,0.0626102,2840.303591489792,90112,0.0,1.4932175,-6.365776062011719e-05,0.00082163006,0.011874537,0.011874537
0.012566745652762213,204.8,-3.191372872668898,5,-432.89249131884424,549,0.08999539,2872.1744112968445,91136,0.0,1.4463352,0.00014472007751464844,0.00078451354,0.010195285,0.010195285
0.010728485948954394,204.8,-2.838274812726204,6,-431.36797575671227,555,0.059785046,2903.811309337616,92160,0.0,1.4787931,-9.5367431640625e-06,0.0008281156,0.010249623,0.010249623
0.010061169465121086,204.8,-2.774090564962826,4,-401.2587143165991,559,0.09430627,2936.164303779602,93184,0.0,1.4744837,-6.461143493652344e-05,0.0008487683,0.011260235,0.011260235
0.009935730234173176,204.8,-2.7568648755481426,5,-387.4594918960705,564,0.06616913,2970.295758962631,94208,0.0,1.4864835,-9.036064147949219e-05,0.00069995376,0.008985929,0.008985929
0.009089741565141928,207.625,-2.5116813501586113,5,-343.5212807128206,569,0.11012081,3004.234503030777,95232,0.0,1.4863695,-5.4836273193359375e-05,0.00079453597,0.01244314,0.01244314
0.009355352150432567,204.8,-2.7422113149315965,6,-341.72487082108853,575,0.08479704,3035.893668651581,96256,0.0,1.4168067,4.410743713378906e-06,0.0008032031,0.009943038,0.009943038
0.008862005636637795,203.15,-2.521679409288238,5,-325.8869016572833,580,0.076202154,3067.292799949646,97280,0.0,1.5086215,-0.00010728836059570312,0.00087798585,0.01374037,0.01374037
0.008675010180185292,197.3,-2.791214690549864,5,-321.385523783043,585,0.050605625,3098.695236682892,98304,0.0,1.4921815,-5.841255187988281e-06,0.0008050151,0.011383491,0.011383491
0.008246083211238368,193.525,-2.885537214035794,6,-318.331985424459,591,0.041214705,3130.7154290676117,99328,0.0,1.4708756,-4.673004150390625e-05,0.00085305,0.010288313,0.010288313
0.008150636319263172,201.55,-2.5933457236178072,5,-321.680254817009,596,0.054621037,3164.714077234268,100352,0.0,1.4766461,-8.463859558105469e-06,0.0009141074,0.0123194875,0.0123194875
0.00785400714801452,201.025,-2.4844251046550547,4,-303.95252838972954,600,0.05539421,3197.5469393730164,101376,0.0,1.4861622,-0.0008057355880737305,0.0009025922,0.011063106,0.011063106
0.008874067821128945,195.025,-2.7168860757486044,6,-316.45116772912445,606,0.20733656,3229.4053280353546,102400,0.0,1.4150152,-0.00016033649444580078,0.000846521,0.014932074,0.014932074
0.008813470945194357,181.225,-3.434653388662673,8,-339.43097292110326,614,0.07379563,3264.0777759552,103424,0.0,1.4270847,-5.125999450683594e-05,0.00082414306,0.011572907,0.011572907
0.009143748298962025,179.325,-3.461898295764648,5,-338.4120251307264,619,0.43292123,3295.7655193805695,104448,0.0,1.4632779,-0.00019288063049316406,0.00084418687,0.011133366,0.011133366
0.009182543379404783,181.225,-3.409976132946661,5,-354.53553812913594,624,0.04428314,3327.312481403351,105472,0.0,1.440382,-6.103515625e-05,0.0007869065,0.009214262,0.009214262
0.009192389432980636,192.9,-3.140058246844667,4,-345.28711887560786,628,0.045076407,3358.9596014022827,106496,0.0,1.4701235,-4.4465065002441406e-05,0.00088650576,0.012297252,0.012297252
0.009348372103998626,195.675,-3.3602970762209536,5,-316.8501052664593,633,0.13760956,3390.8468527793884,107520,0.0,1.475718,4.3451786041259766e-05,0.0008095921,0.015572479,0.015572479
0.009412487769891615,189.8,-3.617005974555738,5,-315.99443900361655,638,0.077667296,3423.223252773285,108544,0.0,1.4740331,1.2040138244628906e-05,0.00082582026,0.014614794,0.014614794
0.008378603698814822,190.25,-3.5362884735012914,5,-301.12721651569007,643,0.09997334,3454.8841400146484,109568,0.0,1.4496002,1.0967254638671875e-05,0.0008018229,0.014948515,0.014948515
0.00850551410242256,195.35,-3.0013053395142526,6,-319.30931529402733,649,0.06298974,3486.5576293468475,110592,0.0,1.444468,-3.981590270996094e-05,0.0008451206,0.011267001,0.011267001
0.008117892708558422,200.35,-2.94128503175805,6,-307.647466965206,655,0.0760345,3517.924838066101,111616,0.0,1.4347361,-1.537799835205078e-05,0.00082235236,0.010823677,0.010823677
0.008069732129653218,204.8,-2.903401843412979,4,-308.9237080885563,659,0.0702797,3549.635504961014,112640,0.0,1.4529698,-3.7670135498046875e-05,0.00074719987,0.010731397,0.010731397
